TITLE,SL + BM Corrected Average Protein,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,14:32:43,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.06098,,
MAXY,57.79573,,
MINY,-68.37383,,
XYDATA,,,
254.1,230.8816298,211.911,0.199802
254,-610.0563307,212.478,0.207801
253.9,-184.2685343,212.566,0.209029
253.8,-166.9485523,212.915,0.213936
253.7,-1326.841236,212.383,0.206461
253.6,464.3784577,212.985,0.214923
253.5,-215.1289132,212.62,0.209794
253.4,-231.6441937,212.074,0.202103
253.3,252.2288037,213.878,0.227446
253.2,-66.42122134,213.371,0.220348
253.1,-339.314137,213.612,0.223716
253,751.2758103,212.245,0.204514
252.9,693.3577273,212.677,0.210591
252.8,-1326.626536,212.68,0.210639
252.7,-196.0194177,212.237,0.204402
252.6,-851.3618011,213.072,0.216149
252.5,438.6997958,213.027,0.215513
252.4,329.1203162,213.297,0.219298
252.3,733.4615613,212.009,0.201192
252.2,-11.45697918,213.097,0.216499
252.1,-254.6936627,212.56,0.208949
252,-442.9200808,213.072,0.216149
251.9,271.7142319,212.894,0.21365
251.8,464.8090487,213.44,0.221317
251.7,571.623527,212.837,0.212838
251.6,-626.458303,212.592,0.209396
251.5,-420.2539974,213.285,0.219139
251.4,50.59045731,213.614,0.223747
251.3,-330.6226653,212.936,0.214239
251.2,-447.0979736,212.756,0.211707
251.1,349.1284744,213.421,0.221047
251,-719.4885679,213.702,0.224986
250.9,717.4462306,213.157,0.217342
250.8,-487.2536179,213.831,0.226795
250.7,88.80351248,214.377,0.234435
250.6,1328.077536,213.469,0.221714
250.5,421.9950013,213.686,0.224764
250.4,150.2121357,213.587,0.223367
250.3,-300.5797022,214.058,0.229967
250.2,600.4220013,213.229,0.218344
250.1,-343.6237694,213.94,0.228318
250,-377.705552,213.723,0.225272
249.9,1356.377069,214.483,0.235907
249.8,-60.53256653,213.837,0.226875
249.7,-63.06203953,213.907,0.227858
249.6,808.7292385,213.027,0.215513
249.5,4.157328063,214.185,0.231742
249.4,8.579811594,214.023,0.229476
249.3,982.918664,214.321,0.233643
249.2,509.3417681,213.902,0.227779
249.1,-378.8139644,213.988,0.228984
249,549.1969277,212.911,0.213889
248.9,-696.0517128,214.346,0.233992
248.8,-718.2303821,213.743,0.225557
248.7,-279.3090527,214.211,0.232107
248.6,-226.0668472,212.932,0.214175
248.5,348.3188524,215.011,0.243275
248.4,-395.3453136,213.514,0.22235
248.3,207.0522865,214.18,0.231679
248.2,-297.9677497,214.348,0.234023
248.1,-983.5481291,214.674,0.238581
248,-1029.726271,214.004,0.229206
247.9,-362.5991195,214.932,0.242169
247.8,17.18719578,213.933,0.228223
247.7,-331.4727708,213.331,0.219775
247.6,-938.844942,213.817,0.226589
247.5,-394.950826,214.762,0.239798
247.4,-688.6598453,214.38,0.234467
247.3,-395.5250119,214.746,0.239577
247.2,-177.7153531,214.51,0.236287
247.1,-1069.75507,214.699,0.238929
247,219.8574897,214.339,0.233896
246.9,-697.5522754,215.486,0.249887
246.8,-184.0079196,214.915,0.241932
246.7,-760.7229974,214.066,0.230078
246.6,-898.448112,214.687,0.238755
246.5,-131.6369605,214.691,0.238818
246.4,-509.1535837,215.521,0.250376
246.3,-709.7013237,215.116,0.244744
246.2,154.6253887,215.871,0.255243
246.1,-746.5818588,215.213,0.246085
246,-993.6502398,215.03,0.243543
245.9,136.8651831,215.058,0.243938
245.8,-824.1210593,215.764,0.253763
245.7,-258.2574058,215.564,0.250975
245.6,-2028.220474,216.061,0.257887
245.5,-544.6072964,216.109,0.258548
245.4,-846.4465244,215.699,0.25285
245.3,-1591.706983,215.756,0.253653
245.2,-1298.319083,216.076,0.258092
245.1,-184.5830435,215.788,0.254094
245,-1546.95809,215.473,0.249714
244.9,-1117.921431,215.166,0.245438
244.8,-1366.993307,215.813,0.25444
244.7,-915.6498682,216.155,0.259193
244.6,-1144.124851,215.894,0.255558
244.5,-294.0313597,216.947,0.270169
244.4,-430.9371871,217.286,0.274854
244.3,-2227.492029,217.013,0.271078
244.2,-1509.008997,215.854,0.255007
244.1,-769.7108893,216.189,0.259664
244,-720.2697418,216.416,0.262808
243.9,-1823.782036,216.501,0.263986
243.8,-1295.348836,216.03,0.257447
243.7,-1049.741266,216.207,0.259916
243.6,-963.2323966,216.365,0.262101
243.5,-2066.795905,216.883,0.269275
243.4,-2022.172964,216.632,0.265807
243.3,-1526.120086,216.403,0.262635
243.2,-2049.789673,217.078,0.271971
243.1,-1934.000211,216.851,0.268836
243,-1433.434032,216.46,0.263421
242.9,-2335.565586,217.803,0.281987
242.8,-2115.513347,217.303,0.275088
242.7,-1598.252794,218.23,0.287874
242.6,-1272.495531,216.925,0.269855
242.5,-1927.304328,217.01,0.271031
242.4,-1642.910841,218.035,0.285189
242.3,-2170.907167,217.601,0.279204
242.2,-3028.988076,218.029,0.285111
242.1,-2239.008054,217.589,0.279032
242,-2732.81195,217.832,0.282393
241.9,-2317.928951,217.493,0.277718
241.8,-2626.495476,218.051,0.285408
241.7,-1778.801485,218.692,0.294234
241.6,-2317.945328,217.851,0.282658
241.5,-2185.379058,217.921,0.283612
241.4,-2121.867996,217.614,0.279376
241.3,-2540.644358,218.077,0.285767
241.2,-1458.133241,218.202,0.287483
241.1,-2621.000906,219.034,0.298935
241,-2268.105033,219.818,0.309683
240.9,-3615.176395,219.336,0.30307
240.8,-3474.331647,218.971,0.298063
240.7,-2270.028564,219.071,0.299433
240.6,-1748.687655,219.467,0.304872
240.5,-2288.15025,219.501,0.305338
240.4,-2995.72305,219.671,0.307666
240.3,-3252.122134,218.526,0.291943
240.2,-3234.993032,218.617,0.293206
240.1,-2688.016904,218.99,0.298328
240,-2424.713505,219.525,0.305664
239.9,-4004.367154,219.763,0.308923
239.8,-2536.18004,219.771,0.309032
239.7,-3591.955565,219.687,0.307883
239.6,-3611.226159,219.775,0.309094
239.5,-3965.364289,219.97,0.311761
239.4,-3538.902437,221.18,0.328278
239.3,-3672.296928,220.294,0.316191
239.2,-3417.955366,220.988,0.325654
239.1,-3899.016465,221.561,0.333459
239,-4365.577684,221.344,0.3305
238.9,-5151.732976,221.066,0.326719
238.8,-4288.793663,222.078,0.340479
238.7,-3838.928603,222.34,0.34403
238.6,-4211.757141,221.322,0.330207
238.5,-4868.788867,221.571,0.333598
238.4,-5109.859792,222.477,0.345889
238.3,-4798.689116,222.227,0.342509
238.2,-5156.669394,222.076,0.340448
238.1,-6359.747194,222.175,0.341802
238,-5659.842613,222.466,0.34575
237.9,-5803.598116,223.268,0.356592
237.8,-5853.273005,223.177,0.355367
237.7,-5934.046418,222.347,0.344138
237.6,-6520.375428,223.905,0.365202
237.5,-6372.704825,223.517,0.359959
237.4,-6561.365099,223.034,0.353436
237.3,-5969.518434,225.112,0.381435
237.2,-6339.19236,224.428,0.372238
237.1,-6423.118308,226.023,0.393642
237,-7587.083518,223.95,0.365798
236.9,-7247.805112,225.133,0.381709
236.8,-7853.964506,224.639,0.375072
236.7,-6469.225584,224.567,0.374113
236.6,-6210.98917,224.665,0.375423
236.5,-6875.679289,225.36,0.384764
236.4,-7092.47552,225.731,0.389729
236.3,-6815.741498,225.341,0.384506
236.2,-7619.980513,226.822,0.404313
236.1,-7815.260889,226.116,0.394885
236,-7263.848432,227.13,0.408421
235.9,-8437.22614,226.4,0.398686
235.8,-8408.306626,226.276,0.397021
235.7,-7878.64987,226.185,0.395809
235.6,-8576.002646,226.425,0.399019
235.5,-8476.887353,226.529,0.400396
235.4,-8600.351391,226.339,0.397869
235.3,-8351.033045,227.361,0.4115
235.2,-9486.051793,226.811,0.404162
235.1,-8973.612128,227.16,0.408814
235,-9950.84253,227.505,0.413415
234.9,-9664.997045,228.128,0.421697
234.8,-10368.05967,228.34,0.424509
234.7,-8729.146826,228.077,0.42102
234.6,-9751.39485,228.147,0.421938
234.5,-10997.12725,228.872,0.431552
234.4,-10125.35964,229.124,0.434896
234.3,-10685.98867,229.052,0.433936
234.2,-11014.34076,229.513,0.440033
234.1,-10573.05835,229.21,0.436035
234,-11121.393,229.488,0.439704
233.9,-10993.05359,230.097,0.447733
233.8,-12183.61013,230.046,0.447061
233.7,-11840.31523,230.601,0.454374
233.6,-11758.86963,230.464,0.452569
233.5,-11976.64966,230.919,0.458561
233.4,-12157.7824,230.79,0.456862
233.3,-13666.62495,230.388,0.45157
233.2,-14072.25029,230.867,0.457875
233.1,-12534.40634,231.512,0.466341
233,-12857.39637,232.113,0.474223
232.9,-12438.27327,232.188,0.475202
232.8,-13271.72792,232.614,0.480772
232.7,-12754.26846,232.452,0.478654
232.6,-14056.83673,233.348,0.490351
232.5,-13623.75195,232.453,0.478669
232.4,-14666.18067,232.908,0.484603
232.3,-14465.91504,233.258,0.48917
232.2,-14291.96547,233.048,0.486437
232.1,-15265.60324,234.267,0.502305
232,-14864.56833,233.716,0.495131
231.9,-15180.46898,234.525,0.505644
231.8,-14513.23391,234.063,0.499655
231.7,-15901.15172,234.234,0.501878
231.6,-14184.06074,235.175,0.514073
231.5,-15136.35893,235.658,0.520317
231.4,-15078.66938,235.62,0.519834
231.3,-16680.2224,236.047,0.525351
231.2,-15920.8752,236.413,0.530072
231.1,-18189.10976,235.118,0.51334
231,-17568.6281,236.433,0.53032
230.9,-16436.79747,235.564,0.519102
230.8,-17182.9125,235.252,0.515071
230.7,-17158.10163,234.69,0.50779
230.6,-15702.55444,236.285,0.528421
230.5,-18146.24912,236.963,0.537149
230.4,-18283.74868,236.294,0.528538
230.3,-18333.25697,237.815,0.548095
230.2,-17898.7943,237.585,0.545143
230.1,-19020.76892,238.456,0.556312
230,-17705.04873,237.48,0.54379
229.9,-17963.72613,238.155,0.552452
229.8,-19072.85105,237.622,0.545623
229.7,-18848.78426,237.631,0.545739
229.6,-19552.48528,239.092,0.564439
229.5,-19320.47246,238.934,0.562427
229.4,-19796.72533,239.902,0.57477
229.3,-19531.34312,239.944,0.575304
229.2,-20308.42997,239.286,0.566912
229.1,-19429.18129,238.699,0.559414
229,-19066.90091,239.635,0.571363
228.9,-20525.5332,241.253,0.59193
228.8,-20304.43449,240.247,0.579154
228.7,-21361.15286,239.628,0.571276
228.6,-21092.45286,240.237,0.579039
228.5,-21634.78765,241.192,0.591154
228.4,-20975.97308,240.839,0.586684
228.3,-22101.08932,241.927,0.600466
228.2,-22670.02725,242.321,0.60545
228.1,-22138.18225,242.469,0.60731
228,-23409.76187,242.901,0.612769
227.9,-22072.90219,243.257,0.617251
227.8,-22981.65281,243.296,0.617736
227.7,-22302.12381,243.526,0.62063
227.6,-21405.55725,243.152,0.615924
227.5,-23591.9137,243.888,0.625188
227.4,-22462.68535,243.757,0.623536
227.3,-24235.3363,244.515,0.633051
227.2,-22824.16361,244.27,0.629982
227.1,-23333.86518,244.635,0.634557
227,-24113.39456,245.104,0.64043
226.9,-22764.55271,245.17,0.641252
226.8,-23209.2229,245.356,0.643576
226.7,-24768.94642,246.823,0.661872
226.6,-23691.71995,245.467,0.644964
226.5,-24100.04225,245.732,0.648275
226.4,-24775.34335,246.754,0.661013
226.3,-24798.93236,246.093,0.652785
226.2,-24153.84186,247.193,0.666478
226.1,-24218.55543,247.366,0.668617
226,-24597.29986,247.093,0.665225
225.9,-24403.5068,248.43,0.681804
225.8,-24310.39867,247.542,0.670811
225.7,-24906.0644,248.448,0.682028
225.6,-25620.19075,247.981,0.676249
225.5,-25688.357,248.943,0.688149
225.4,-25015.1828,249.216,0.69152
225.3,-25344.40822,249.073,0.689758
225.2,-25207.57401,249.287,0.692401
225.1,-26185.07701,249.623,0.696536
225,-25285.04823,249.761,0.69824
224.9,-24752.72444,250.34,0.705365
224.8,-25735.58057,250.64,0.709054
224.7,-27243.70448,249.776,0.698421
224.6,-26976.52454,250.961,0.71299
224.5,-27175.36658,250.699,0.709778
224.4,-26785.05609,251.001,0.713477
224.3,-26465.49492,252.149,0.727544
224.2,-26912.01762,251.172,0.715575
224.1,-27554.84603,253.098,0.739116
224,-26732.51928,251.436,0.71881
223.9,-27002.34645,252.047,0.726298
223.8,-27153.14235,252.265,0.728956
223.7,-26890.67997,252.315,0.729566
223.6,-27912.37565,254.114,0.751478
223.5,-27789.64485,253.14,0.739627
223.4,-26730.30618,253.058,0.738633
223.3,-27753.34386,254.573,0.757046
223.2,-28293.58956,253.741,0.746949
223.1,-27767.02832,254.484,0.75596
223,-27011.96381,254.675,0.758282
222.9,-28132.61548,253.854,0.748312
222.8,-27853.67223,254.884,0.760808
222.7,-27746.44386,255.297,0.765814
222.6,-26478.33419,255.797,0.771853
222.5,-27507.88612,256.58,0.781296
222.4,-27656.51953,258.256,0.801428
222.3,-27661.17829,256.319,0.778156
222.2,-28599.73277,255.774,0.771579
222.1,-27153.70512,257.514,0.792539
222,-28324.13872,257.104,0.78761
221.9,-27221.04314,256.971,0.786002
221.8,-27893.89576,258.318,0.802175
221.7,-26051.37136,259.012,0.810485
221.6,-28700.15538,258.495,0.804291
221.5,-28310.74725,258.369,0.802785
221.4,-28756.22065,258.642,0.806054
221.3,-28521.24913,259.176,0.812435
221.2,-27071.25234,259.898,0.82106
221.1,-28049.37661,258.917,0.809348
221,-28264.25229,259.523,0.816588
220.9,-29638.80424,259.451,0.815723
220.8,-27952.00754,260.695,0.830542
220.7,-27692.58097,260.624,0.829693
220.6,-28618.48987,261.102,0.835374
220.5,-27261.10856,261.143,0.835859
220.4,-29513.59012,261.86,0.844363
220.3,-25670.03432,261.605,0.841342
220.2,-27301.00545,262.561,0.852661
220.1,-27452.82679,262.301,0.84958
220,-28969.26212,261.899,0.844833
219.9,-27597.94891,262.448,0.851322
219.8,-27637.82972,263.456,0.863224
219.7,-27335.56684,263.573,0.864599
219.6,-26905.70079,263.613,0.865066
219.5,-27584.0709,263.742,0.866588
219.4,-27862.43233,264.33,0.873505
219.3,-28225.27259,264.168,0.8716
219.2,-26845.65565,264.533,0.875888
219.1,-30163.65128,265.077,0.88227
219,-29602.45814,265.474,0.88693
218.9,-27040.1288,265.726,0.889874
218.8,-28079.63694,265.769,0.890378
218.7,-26864.23916,265.214,0.883877
218.6,-28481.26589,267.255,0.90773
218.5,-30637.50986,266.55,0.8995
218.4,-27583.37891,267.26,0.907783
218.3,-26966.99443,267.096,0.905869
218.2,-28115.87689,266.876,0.903307
218.1,-27538.5788,267.566,0.911343
218,-27685.64018,267.882,0.915019
217.9,-29091.51055,267.913,0.915375
217.8,-29020.23271,269.4,0.932625
217.7,-28254.21643,268.937,0.92726
217.6,-27878.70939,268.553,0.922807
217.5,-27480.59967,269.077,0.928887
217.4,-27588.37461,269.694,0.936018
217.3,-27954.40153,270.086,0.940546
217.2,-28505.31747,270.621,0.946715
217.1,-27832.09131,270.706,0.947694
217,-27832.36897,271.285,0.95436
216.9,-27757.68029,270.901,0.949939
216.8,-26826.49151,271.551,0.957421
216.7,-26030.49732,271.937,0.961858
216.6,-26644.39655,272.321,0.966265
216.5,-26502.21903,273.322,0.977718
216.4,-27756.30315,273.164,0.975918
216.3,-28058.25433,273.679,0.981796
216.2,-28255.74528,274.232,0.988104
216.1,-26148.87219,274.273,0.988568
216,-27417.09758,273.748,0.982585
215.9,-28084.62398,274.184,0.987561
215.8,-26487.39801,275.091,0.997881
215.7,-27642.73443,275.403,1.00143
215.6,-27174.60327,275.645,1.00417
215.5,-27972.04084,275.731,1.00515
215.4,-27012.97113,276.496,1.01382
215.3,-27648.42611,276.55,1.01444
215.2,-27091.2051,276.916,1.01858
215.1,-27763.90794,277.341,1.02338
215,-28317.89826,277.767,1.02819
214.9,-27919.94312,277.472,1.02486
214.8,-27978.99801,277.732,1.02779
214.7,-27469.61515,278.339,1.03463
214.6,-26167.19591,278.895,1.04089
214.5,-27868.92723,278.249,1.03361
214.4,-28760.74213,279.036,1.04247
214.3,-28052.30806,279.734,1.0503
214.2,-27036.43345,280.162,1.0551
214.1,-29830.73005,280.092,1.05432
214,-27287.95254,280.949,1.0639
213.9,-29648.3951,280.894,1.06329
213.8,-27016.15464,280.89,1.06324
213.7,-27215.40386,281.984,1.07545
213.6,-26549.79634,282.461,1.08076
213.5,-27627.10946,282.956,1.08626
213.4,-26094.48852,282.819,1.08474
213.3,-26735.03474,283.659,1.09406
213.2,-28328.18647,281.821,1.07363
213.1,-29065.31212,283.59,1.09329
213,-28461.5893,284.615,1.10464
212.9,-27979.90916,283.1,1.08786
212.8,-28267.08727,284.057,1.09846
212.7,-27387.19661,285.921,1.11904
212.6,-27446.43407,285.868,1.11846
212.5,-28149.80518,285.981,1.1197
212.4,-29035.5763,286.907,1.12989
212.3,-27537.15446,286.937,1.13021
212.2,-28061.28404,286.675,1.12734
212.1,-27017.6089,287.63,1.13782
212,-28179.24677,288.724,1.14978
211.9,-29186.32783,290.166,1.1655
211.8,-26974.8145,290.737,1.1717
211.7,-29050.95859,288.802,1.15063
211.6,-27651.86971,290.379,1.16781
211.5,-27728.7514,290.883,1.17329
211.4,-28583.56141,292.166,1.18718
211.3,-26495.85738,291.991,1.1853
211.2,-27834.52371,291.948,1.18483
211.1,-28725.38311,292.887,1.19497
211,-29583.39851,292.79,1.19393
210.9,-28489.82947,293.472,1.20128
210.8,-27261.52111,293.745,1.20423
210.7,-29209.45144,295.012,1.21784
210.6,-28911.89266,294.777,1.21531
210.5,-28113.47843,295.256,1.22045
210.4,-31641.0243,297.037,1.2395
210.3,-28539.22149,296.904,1.23808
210.2,-29966.8824,296.834,1.23733
210.1,-28555.23146,297.992,1.24967
210,-28223.03781,298.045,1.25024
209.9,-29639.42656,299.12,1.26164
209.8,-29497.41162,300.561,1.2769
209.7,-30172.22588,299.741,1.26822
209.6,-29674.56375,300.603,1.27734
209.5,-29334.41589,301.991,1.29197
209.4,-30883.1129,301.634,1.28821
209.3,-29559.25611,302.041,1.29249
209.2,-28989.78375,303.469,1.30749
209.1,-29231.04992,303.557,1.30841
209,-27396.14014,305.338,1.32702
208.9,-29305.71568,305.906,1.33293
208.8,-28684.32748,305.907,1.33294
208.7,-30159.85335,305.93,1.33319
208.6,-29040.25855,306.82,1.34243
208.5,-28833.00303,307.104,1.34539
208.4,-29000.2932,308.365,1.35844
208.3,-31247.04436,308.847,1.36342
208.2,-29930.91892,310.456,1.38
208.1,-29551.10195,310.864,1.38419
208,-29927.84306,311.877,1.39457
207.9,-28277.31786,312.184,1.39772
207.8,-29078.28404,313.389,1.41003
207.7,-29289.63722,313.294,1.40906
207.6,-28188.63311,315.143,1.42788
207.5,-29147.82892,316.36,1.44022
207.4,-27520.27042,316.989,1.44658
207.3,-29401.33899,316.791,1.44457
207.2,-27561.77789,318.131,1.4581
207.1,-26763.08067,319.83,1.47517
207,-27614.40552,319.957,1.47644
206.9,-26225.09171,320.506,1.48194
206.8,-24547.2297,320.69,1.48378
206.7,-27885.02787,321.853,1.49541
206.6,-26074.22818,323.3,1.50981
206.5,-26787.07133,324.256,1.51929
206.4,-24413.76389,325.262,1.52926
206.3,-25181.52669,325.964,1.5362
206.2,-24740.10909,326.579,1.54226
206.1,-24175.65473,327.577,1.55208
206,-24613.50814,328.36,1.55976
205.9,-24819.31107,329.699,1.57288
205.8,-23602.12837,331.166,1.5872
205.7,-23757.05464,331.301,1.58851
205.6,-21662.07022,332.899,1.60404
205.5,-21235.33369,334.106,1.61573
205.4,-20697.80485,334.943,1.62381
205.3,-21467.18021,335.403,1.62825
205.2,-21888.76103,337.483,1.64824
205.1,-22284.65109,338.967,1.66245
205,-18734.66468,339.749,1.66991
204.9,-19981.94186,340.729,1.67924
204.8,-22194.45357,342.497,1.69602
204.7,-19937.37013,343.119,1.7019
204.6,-16013.32662,343.982,1.71006
204.5,-16867.81178,345.356,1.72299
204.4,-16862.3126,346.771,1.73628
204.3,-17251.55859,348.46,1.75208
204.2,-18489.82971,349.433,1.76116
204.1,-15950.73758,350.952,1.77527
204,-16975.45105,351.441,1.77981
203.9,-14005.59518,353.489,1.79874
203.8,-11867.40292,355.035,1.81298
203.7,-12932.81725,357.467,1.83525
203.6,-12147.55657,357.243,1.8332
203.5,-12804.28012,358.853,1.8479
203.4,-13746.62419,360.516,1.86301
203.3,-11126.23012,361.652,1.87331
203.2,-12236.26381,362.064,1.87703
203.1,-10413.93856,364.322,1.89739
203,-9116.771381,365.136,1.9047
202.9,-7272.008551,366.35,1.91559
202.8,-11747.73161,368.381,1.93372
202.7,-5526.559038,369.979,1.94793
202.6,-4062.824034,371.086,1.95775
202.5,-7334.464053,373.222,1.97662
202.4,-5240.317681,374.882,1.99122
202.3,-3178.621217,375.729,1.99864
202.2,-4154.000593,377.368,2.01298
202.1,-3848.598366,379.389,2.03059
202,-3442.980474,381.966,2.05292
201.9,-3497.296403,382.175,2.05472
201.8,-2615.802609,385.013,2.07916
201.7,-798.2017773,386.609,2.09285
201.6,914.7396153,388.208,2.1065
201.5,-1882.785455,389.796,2.12001
201.4,535.1050088,391.987,2.13859
201.3,-1403.63419,393.532,2.15163
201.2,1892.570004,395.773,2.17047
201.1,980.2058303,397.949,2.18868
201,1111.662437,399.142,2.19863
200.9,2604.655806,401.169,2.21548
200.8,7806.559592,402.404,2.22571
200.7,3524.38886,404.052,2.23932
200.6,1895.358528,406.64,2.26059
200.5,3795.568762,407.597,2.26843
200.4,3775.298586,410.113,2.28897
200.3,6308.916548,412.28,2.30657
200.2,7322.874928,414.084,2.32117
200.1,9676.507859,416.283,2.33889
200,8315.919821,418.019,2.35282
199.9,8340.565731,420.941,2.37616
199.8,8990.917207,423.36,2.39538
199.7,10007.16864,424.416,2.40374
199.6,11975.58516,426.99,2.42404
199.5,8157.630791,428.814,2.43837
199.4,11082.21818,430.07,2.44821
199.3,14375.49822,432.192,2.46477
199.2,9993.80635,435.031,2.48682
199.1,11260.67779,435.74,2.49231
199,13505.83816,437.916,2.50911
198.9,6972.34863,440.824,2.53145
198.8,11699.00047,443.34,2.55067
198.7,15540.42191,445.531,2.56734
198.6,11993.36458,448.469,2.58959
198.5,12090.03823,450.462,2.60461
198.4,12980.14043,453.083,2.62427
198.3,15201.49725,455.7,2.64382
198.2,13354.63181,457.587,2.65784
198.1,15301.69476,459.326,2.67073
198,13873.64185,461.804,2.68903
197.9,13776.90491,464.053,2.70556
197.8,13344.63212,466.257,2.72169
197.7,13654.51519,468.705,2.73954
197.6,12838.38111,470.218,2.75053
197.5,14119.50067,472.789,2.76914
197.4,14114.31517,475.125,2.78597
197.3,14331.18406,477.909,2.80594
197.2,9963.157892,480.384,2.82361
197.1,16315.42207,482.674,2.83989
197,13694.04271,484.87,2.85544
196.9,12954.1607,487.851,2.87646
196.8,16019.71224,489.787,2.89005
196.7,13575.05327,492.527,2.90921
196.6,18481.37481,494.733,2.92457
196.5,17269.97494,498.035,2.94745
196.4,15890.05702,500.421,2.9639
196.3,16668.05086,502.832,2.98046
196.2,19567.09474,505.098,2.99596
196.1,17559.00003,507.936,3.01529
196,15756.03962,510.102,3.02999
195.9,16120.52372,512.233,3.04439
195.8,17301.33472,515.975,3.06956
195.7,15309.38724,518.455,3.08616
195.6,13369.88115,520.325,3.09863
195.5,18783.96439,522.595,3.11371
195.4,15259.4932,524.72,3.12779
195.3,17738.98863,526.635,3.14043
195.2,16130.08689,528.625,3.15352
195.1,14948.36058,530.807,3.16784
195,13315.22533,533.144,3.18311
194.9,15069.83037,534.314,3.19073
194.8,16548.30852,535.746,3.20005
194.7,13381.33196,539.016,3.22123
194.6,1.19E+04,539.895,3.22691
194.5,11547.7889,541.656,3.23826
194.4,13027.79382,544.409,3.25594
194.3,16088.95042,546.245,3.26768
194.2,14581.61275,548.706,3.28338
194.1,15724.44875,551.416,3.30059
194,15232.39702,553.797,3.31566
193.9,11822.63914,556.504,3.33272
193.8,10906.48011,558.916,3.34786
193.7,14765.68171,560.942,3.36054
193.6,9344.995784,562.186,3.3683
193.5,12586.05717,565.444,3.38856
193.4,15375.76961,566.703,3.39637
193.3,14535.79445,568.518,3.40759
193.2,13388.96802,569.804,3.41553
193.1,14460.80206,571.233,3.42433
193,13412.57371,573.648,3.43916
192.9,13205.96162,575.503,3.45052
192.8,11192.79144,577.726,3.46408
192.7,11279.22974,579.937,3.47753
192.6,9648.918142,582.158,3.49099
192.5,9038.819381,584.553,3.50547
192.4,8081.999697,586.17,3.51521
192.3,10093.55304,588.664,3.53019
192.2,10976.15897,591.241,3.54562
192.1,10461.43876,592.363,3.55232
192,13601.34847,594.344,3.56411
191.9,11357.72439,595.991,3.5739
191.8,10579.06134,597.56,3.5832
191.7,7389.023847,599.956,3.59736
191.6,9227.675134,601.61,3.60711
191.5,8670.903887,603.289,3.61698
191.4,13697.45951,605.754,3.63143
191.3,9946.619992,607.912,3.64404
191.2,12210.16513,610.408,3.65858
191.1,8643.00971,612.793,3.67242
191,6103.031739,616.107,3.69158
190.9,9052.302708,618.467,3.70517
190.8,12545.00214,621.358,3.72176
190.7,13082.44473,624.247,3.73827
190.6,9972.689196,627.006,3.75398
190.5,5189.070171,628.886,3.76465
190.4,9170.609539,629.998,3.77095
190.3,10194.61733,633.037,3.78811
190.2,13041.08286,636.036,3.80499
190.1,9917.146049,636.36,3.80681
190,2270.543689,639.849,3.82634
,,,
##### Extended Information,,,
[Comments],,,
Sample name,SL + BM Additive,,
Comment,Additive w buffer,,
User,Stacie Lally and Beth Mlinek,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/29/2022 13:07,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,22.33 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/29/2022 13:07,,
,,,
CD Overload detect,1276,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
