TITLE,class,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIGIN,JASCO,,,,,,,,,,,,,,,,,,,,,,,,,,
OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,21/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,
TIME,16:11:38,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECTROMETER/DATA SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCALE,1033,,,,,,,,,,,,,,,,,,,,,,,,,,
RESOLUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTAX,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
XUNITS,NANOMETERS,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNITS,CD [mdeg],,,,,,,,,,,,,,,,,,,,,,,,,,
Y2UNITS,HT [V],,,,,,,,,,,,,,,,,,,,,,,,,,
Y3UNITS,ABSORBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRSTX,260,,,,,,,,,,,,,,,,,,,,,,,,,,
LASTX,190,,,,,,,,,,,,,,,,,,,,,,,,,,
NPOINTS,701,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRSTY,0.17797,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXY,12.60967,,,,,,,,,,,,,,,,,,,,,,,,,,
MINY,-5.51119,,,,,,,,,,,,,,,,,,,,,,,,,,
XYDATA,,,,,,,,,,pro. + buffer,,,,,,,,,buffer,,,,,,,,
243.1,0.327752,255.007,0.762307,0.327752,255.007,0.762307,0.00373183,255.094,0.763353,0.676134,255.032,0.762605,0.0900783,254.902,0.761035,0.171578,255.113,0.763585,0.568975,254.493,0.75607,1.67399,254.526,0.756479,-0.071969,254.543,0.756682
243,0.594952,255.116,0.763624,0.594952,255.116,0.763624,0.610311,254.785,0.759614,-0.0253368,254.899,0.760992,0.718433,255.296,0.765804,0.475809,255.12,0.76367,0.0389771,254.391,0.754835,1.47517,254.083,0.751105,0.610033,254.275,0.753436
242.9,0.594672,254.853,0.760443,0.594672,254.853,0.760443,0.0432662,254.991,0.76211,0.00129563,255.187,0.764488,0.176064,255.18,0.764397,0.529725,255.282,0.765627,0.962392,254.399,0.754935,0.20612,254.54,0.756642,0.256154,254.571,0.757018
242.8,1.05682,255.125,0.763732,1.05682,255.125,0.763732,0.38718,254.793,0.759712,0.740515,255.279,0.765593,1.31374,255.146,0.763986,1.60371,255.371,0.766703,1.14805,254.273,0.753411,-0.000151165,254.349,0.754332,0.876848,254.267,0.753337
242.7,-0.938856,255.019,0.762451,-0.938856,255.019,0.762451,0.160559,255.072,0.763087,1.04247,255.008,0.762316,0.611911,255.333,0.766252,0.251965,255.299,0.765835,0.644475,253.991,0.74998,0.86595,254.614,0.757546,0.3287,254.481,0.755926
242.6,-0.0668482,254.93,0.761373,-0.0668482,254.93,0.761373,0.606925,254.867,0.760606,-1.21467,255.123,0.763706,0.423499,255.334,0.766261,1.26181,255.247,0.765207,0.142103,254.302,0.753758,-0.377074,254.819,0.760024,0.417306,254.677,0.758301
242.5,0.668732,255.175,0.764335,0.668732,255.175,0.764335,0.0283287,255.079,0.763173,0.952051,255.378,0.76679,1.13797,255.133,0.763831,-0.378435,255.483,0.768068,0.429572,254.104,0.751357,-0.0094266,254.73,0.758946,0.760743,254.457,0.755643
242.4,-0.184747,254.891,0.760899,-0.184747,254.891,0.760899,0.423537,254.977,0.761944,0.364699,255.3,0.765845,0.101349,255.172,0.764303,-0.318719,255.168,0.764251,-0.000226823,254.506,0.756239,-0.953157,254.354,0.754387,0.538076,254.563,0.756922
242.3,0.431579,255.02,0.762458,0.431579,255.02,0.762458,-0.380346,255.055,0.762885,1.05924,255.386,0.766895,0.315265,255.397,0.767018,0.509858,255.387,0.766903,-0.240971,254.274,0.753414,0.828345,254.374,0.754632,-0.0506974,254.771,0.759441
242.2,0.607695,255.202,0.764661,0.607695,255.202,0.764661,0.444411,255.089,0.763295,0.483375,255.019,0.762446,0.436019,255.203,0.764673,-0.605108,255.077,0.763154,0.0405204,254.742,0.759099,1.15287,254.78,0.759557,0.31382,254.703,0.758615
242.1,0.888179,255.253,0.765286,0.888179,255.253,0.765286,-1.44328,255.124,0.763716,0.0180196,255.162,0.764178,0.399835,255.286,0.765679,-0.0345996,255.539,0.768737,1.03148,254.958,0.761709,0.351325,254.51,0.75628,0.390182,254.541,0.756659
242,0.290468,255.058,0.762919,0.290468,255.058,0.762919,-0.102417,255.115,0.763615,-0.372686,255.028,0.762558,0.495422,255.468,0.767881,0.743966,255.389,0.766926,1.49573,254.754,0.759235,0.60458,254.697,0.758552,0.386672,254.578,0.757108
241.9,-0.00119842,255.376,0.766768,-0.00119842,255.376,0.766768,0.339533,255.031,0.762599,0.145605,255.137,0.763883,0.371847,255.378,0.76679,0.790079,255.349,0.766438,0.594556,255.261,0.765375,-0.610247,254.56,0.756886,0.800931,254.813,0.759949
241.8,-1.99425,255.449,0.767657,-1.99425,255.449,0.767657,0.514286,255.263,0.765399,0.0520489,255.339,0.766321,0.473912,255.196,0.76459,-0.520026,255.318,0.766069,0.787402,254.651,0.757995,0.855103,255.054,0.762873,0.923544,254.748,0.759162
241.7,0.941025,255.375,0.766753,0.941025,255.375,0.766753,0.0114983,255.13,0.763787,-0.404199,255.106,0.763507,0.503497,255.46,0.767789,0.816442,255.282,0.765629,0.854759,254.527,0.756491,0.976173,254.818,0.760015,-0.183421,254.875,0.7607
241.6,0.539711,255.112,0.763579,0.539711,255.112,0.763579,-0.693757,255.125,0.763732,0.300402,255.391,0.766953,0.798155,255.37,0.766693,0.739802,255.564,0.769044,0.613065,254.923,0.761281,0.813216,254.99,0.762103,0.178234,254.899,0.761
241.5,0.0453075,255.198,0.764611,0.0453075,255.198,0.764611,0.876676,255.419,0.767287,0.367223,255.363,0.766605,0.787421,255.473,0.767943,0.792204,255.51,0.768384,1.12139,254.915,0.761187,1.07872,254.693,0.758505,-0.612147,254.966,0.761806
241.4,0.129897,255.252,0.765269,0.129897,255.252,0.765269,-0.512921,255.526,0.76858,0.566837,255.684,0.770495,-0.422254,255.444,0.767587,-0.558365,255.461,0.767799,0.80514,254.756,0.759269,0.746332,254.797,0.759756,0.81395,254.96,0.761739
241.3,1.02157,255.333,0.766242,1.02157,255.333,0.766242,-0.168946,255.17,0.764282,0.579826,255.403,0.767099,0.0796833,255.493,0.768188,0.434168,255.521,0.768521,0.442124,254.911,0.761141,0.541759,254.678,0.758323,1.48383,255.209,0.764748
241.2,-0.546768,255.358,0.766554,-0.546768,255.358,0.766554,-0.358072,255.716,0.770883,-0.0148458,255.461,0.767794,-0.188965,255.5,0.768272,0.794589,255.595,0.769413,0.669881,254.382,0.754723,-0.161114,255.082,0.763206,0.768033,254.927,0.761335
241.1,-0.0584574,255.453,0.767694,-0.0584574,255.453,0.767694,0.233794,255.203,0.764673,-0.798288,255.296,0.765802,0.267738,255.742,0.771188,0.776803,255.316,0.76604,0.202493,254.857,0.760487,0.509718,255.059,0.762936,-0.822179,254.979,0.761966
241,0.0900324,255.477,0.767989,0.0900324,255.477,0.767989,0.623425,255.632,0.769865,-0.0874628,256.024,0.774599,0.363576,255.801,0.771899,0.419138,255.776,0.7716,0.0881749,254.703,0.75862,0.611898,254.856,0.76047,0.894824,255.154,0.764088
240.9,0.00925126,255.766,0.771484,0.00925126,255.766,0.771484,0.868531,255.537,0.76872,0.783104,255.608,0.769578,1.14883,255.883,0.77289,-0.77285,255.627,0.7698,0.557518,255,0.762213,1.55592,255.088,0.763279,0.664559,255.141,0.763931
240.8,-0.732093,255.411,0.767193,-0.732093,255.411,0.767193,1.16138,255.333,0.766251,0.490912,255.92,0.773343,-0.0420433,255.558,0.768972,0.458025,255.76,0.771407,0.191059,254.644,0.757904,0.166474,254.734,0.758994,1.25691,254.908,0.761107
240.7,0.459653,255.73,0.771042,0.459653,255.73,0.771042,0.172946,255.715,0.770871,-1.02286,255.362,0.766593,0.522859,255.874,0.77279,0.907981,255.753,0.77133,-0.183963,255.005,0.762276,1.08514,254.818,0.760012,0.489942,255.039,0.762688
240.6,0.169427,255.568,0.769093,0.169427,255.568,0.769093,-0.455349,255.841,0.772382,-0.0652155,255.865,0.772681,-0.795886,255.647,0.77004,-0.248215,255.767,0.771494,-0.195295,254.929,0.761357,-0.0851034,255.271,0.765497,-0.487119,255.121,0.763686
240.5,-0.376693,255.767,0.771494,-0.376693,255.767,0.771494,-0.645125,255.738,0.77114,-0.724224,255.679,0.770432,0.334779,255.605,0.769535,-0.0172983,255.843,0.772405,1.33441,254.943,0.761523,-0.0320402,255.25,0.765238,1.06516,255.261,0.765372
240.4,0.755478,256.065,0.775089,0.755478,256.065,0.775089,-0.313571,255.832,0.772277,-0.363033,255.753,0.771328,0.779788,255.813,0.772055,-0.393642,255.996,0.774259,0.620542,255.133,0.763823,0.354695,255.391,0.76695,0.391189,255.052,0.762844
240.3,0.277244,255.966,0.773893,0.277244,255.966,0.773893,-0.481742,255.57,0.769119,1.08494,255.8,0.771889,-0.74482,255.89,0.772984,0.727603,255.642,0.769987,0.862979,254.975,0.761919,0.360384,255.179,0.76439,1.15981,255.069,0.763056
240.2,0.207721,255.643,0.769997,0.207721,255.643,0.769997,0.13077,255.544,0.768802,0.374082,255.84,0.77238,0.674928,255.87,0.772734,-0.134067,255.988,0.774165,-0.132474,254.899,0.76099,0.977285,255.55,0.768867,1.66735,255.224,0.764933
240.1,0.0946174,255.678,0.770416,0.0946174,255.678,0.770416,0.4017,256.126,0.775833,-0.0051205,255.896,0.773055,1.10245,255.795,0.771831,-1.21757,256.107,0.7756,1.1475,255.027,0.762544,0.940284,255.17,0.764272,-0.406164,255.35,0.766449
240,-0.330284,255.67,0.770317,-0.330284,255.67,0.770317,0.917957,255.967,0.773908,1.02582,255.817,0.772093,1.08267,255.785,0.771716,-0.175211,256.045,0.774854,0.62112,255.465,0.767844,0.273381,255.264,0.765411,0.538488,255.31,0.765973
239.9,0.133068,255.877,0.772816,0.133068,255.877,0.772816,-0.0634301,256.433,0.779523,1.32857,255.873,0.772778,0.189188,256.083,0.775307,0.315519,256.023,0.77458,0.351072,255.309,0.76596,-0.479179,255.49,0.768148,0.524297,255.393,0.76697
239.8,-0.20121,255.799,0.771881,-0.20121,255.799,0.771881,-0.36317,256.062,0.775055,-0.315169,256.215,0.776899,0.736281,255.949,0.77369,0.554992,256.132,0.775903,0.975871,255.555,0.768938,1.17435,255.424,0.76735,0.742671,255.163,0.764186
239.7,-1.11196,255.953,0.773738,-1.11196,255.953,0.773738,-0.476785,255.7,0.77069,0.179265,256.163,0.776268,0.353072,256.162,0.776263,-0.17404,256.539,0.780808,0.876699,255.447,0.76763,1.50461,255.579,0.769217,1.42,255.311,0.76598
239.6,0.906487,256.109,0.775623,0.906487,256.109,0.775623,0.52327,256.195,0.776658,0.0836893,256.305,0.77798,-0.505439,256.07,0.775153,-0.178566,255.949,0.773695,1.14076,255.544,0.768795,2.13129,255.076,0.76314,0.940872,255.505,0.768326
239.5,-0.740214,256.231,0.77709,-0.740214,256.231,0.77709,1.04735,256.157,0.776204,-0.340758,255.93,0.773466,1.94976,256.031,0.774679,-0.290236,256.56,0.781059,1.66115,255.499,0.768251,1.23708,255.288,0.76571,0.531154,255.903,0.773138
239.4,0.384628,256.157,0.776198,0.384628,256.157,0.776198,-0.0456278,256.306,0.777997,1.23676,256.409,0.779238,-0.781055,256.261,0.777459,0.674722,256.088,0.775365,0.707231,255.274,0.765536,1.34314,255.733,0.771085,0.947549,255.728,0.77102
239.3,-1.33323,256.008,0.774397,-1.33323,256.008,0.774397,-0.315217,255.96,0.773818,0.0551445,256.155,0.776181,-0.0926663,256.39,0.779008,0.392639,256.268,0.777534,0.532831,255.476,0.767981,0.0391193,255.787,0.77173,-0.12033,255.473,0.767936
239.2,-0.304017,256.35,0.778526,-0.304017,256.35,0.778526,0.102286,256.056,0.774977,-0.251506,256.256,0.777394,-0.385013,256.487,0.780182,0.4328,256.459,0.779839,1.68242,255.802,0.77192,-0.0213522,255.655,0.770142,0.0736695,255.59,0.769352
239.1,-0.492893,256.585,0.781358,-0.492893,256.585,0.781358,-1.30404,256.118,0.775734,0.217352,256.399,0.779122,1.32322,256.356,0.778596,-0.275964,256.671,0.78239,0.734069,255.54,0.768756,1.2646,256.202,0.77674,0.710561,255.581,0.769251
239,0.491483,256.335,0.778347,0.491483,256.335,0.778347,-0.363748,256.314,0.778091,-0.634623,256.24,0.777198,-0.0220403,256.528,0.780679,-1.06216,256.184,0.776525,0.447122,255.902,0.773119,0.728175,255.671,0.770337,0.0321052,255.676,0.770394
238.9,-0.148455,256.517,0.780537,-0.148455,256.517,0.780537,0.154928,256.122,0.775783,-0.0230357,256.778,0.783686,-0.0735802,256.496,0.780286,0.370938,256.551,0.780945,0.855708,255.653,0.770113,0.44939,255.599,0.76946,0.355382,255.896,0.773047
238.8,-0.418945,256.546,0.780889,-0.418945,256.546,0.780889,0.584798,256.744,0.78327,-0.015556,256.404,0.779178,1.27128,256.794,0.783871,-0.148706,256.807,0.784033,1.05386,255.76,0.77141,0.894229,256.226,0.777035,1.55608,255.707,0.770772
238.7,0.235904,256.333,0.778323,0.235904,256.333,0.778323,-0.726269,256.538,0.780796,0.277871,256.563,0.781097,0.0252777,256.833,0.784347,1.02512,256.763,0.783502,-0.182647,256.37,0.778774,0.774815,255.812,0.772041,-0.157732,255.13,0.763787
238.6,0.167816,256.439,0.779604,0.167816,256.439,0.779604,1.2775,256.784,0.783761,0.728989,256.691,0.782634,0.865533,256.726,0.783055,0.38045,256.402,0.779153,0.504245,255.627,0.769804,-0.09927,255.81,0.772007,1.04757,255.634,0.769886
238.5,-0.334165,256.507,0.780419,-0.334165,256.507,0.780419,0.955863,256.8,0.783948,-0.529403,256.712,0.782891,-0.551478,256.879,0.784898,0.194225,256.829,0.784296,0.12473,256.09,0.77539,0.808375,255.796,0.771841,-0.179439,255.932,0.773481
238.4,-0.00535978,256.682,0.782528,-0.00535978,256.682,0.782528,-0.993643,256.813,0.784104,-1.45239,256.806,0.784027,-0.199422,256.879,0.784903,0.0224845,257.144,0.788082,0.204084,255.794,0.771824,-0.342866,256.094,0.775435,0.686706,256.164,0.776282
238.3,-0.543077,256.91,0.785276,-0.543077,256.91,0.785276,0.0478647,256.724,0.783039,-0.0915578,256.735,0.783164,0.275298,256.902,0.785172,0.263952,257.026,0.78667,0.682788,256.047,0.774878,0.215157,255.882,0.772879,0.501675,256.037,0.774756
238.2,-0.162389,256.664,0.782317,-0.162389,256.664,0.782317,-1.06601,256.962,0.785895,0.160558,256.825,0.784248,-0.986029,256.832,0.78433,0.316489,256.907,0.78524,0.550737,256.193,0.776634,0.484157,256.548,0.780912,0.125428,256.222,0.776986
238.1,0.403715,257.011,0.786483,0.403715,257.011,0.786483,-0.671182,257.12,0.787798,-0.550471,257.107,0.787643,-0.0693775,256.93,0.785516,-0.327668,257.188,0.788617,-0.780702,255.719,0.770916,0.0647549,255.938,0.773563,1.43113,256.162,0.776265
238,0.198433,257.062,0.787096,0.198433,257.062,0.787096,-1.26806,257.095,0.787493,-0.169379,257.09,0.787436,0.123154,257.17,0.788395,-1.36723,257.139,0.788029,0.791447,256.538,0.780793,1.07373,256.032,0.774695,0.353424,255.828,0.772229
237.9,-0.361427,257.117,0.787758,-0.361427,257.117,0.787758,-0.603962,256.96,0.785871,-1.36066,257.049,0.786941,-0.101363,257.4,0.791161,0.32526,256.823,0.784226,0.0776491,256.205,0.776781,0.965778,256.743,0.783263,1.28296,256.149,0.776101
237.8,0.692088,257.141,0.788053,0.692088,257.141,0.788053,0.256639,257.166,0.788348,0.739336,257.173,0.788441,-0.261095,257.369,0.790795,0.433938,256.528,0.780679,1.17619,256.008,0.774408,1.29973,256.637,0.78198,0.419803,256.372,0.778799
237.7,-1.50794,257.273,0.789635,-1.50794,257.273,0.789635,0.142606,257.382,0.790952,-1.00116,257.305,0.790026,0.0876247,257.124,0.787847,-0.477148,257.306,0.79004,-0.00627678,256.58,0.7813,-0.233091,256.383,0.778924,0.746764,256.447,0.779696
237.6,-0.693874,257.077,0.787283,-0.693874,257.077,0.787283,0.205213,256.894,0.785082,-0.31381,257.387,0.79101,-0.0676734,257.41,0.791279,0.590231,257.072,0.787217,0.630768,256.239,0.777193,0.122042,256.352,0.778555,0.332069,256.4,0.779129
237.5,-0.327889,256.95,0.785753,-0.327889,256.95,0.785753,-1.47817,257.159,0.788268,0.487943,257.258,0.789458,-0.0462806,257.389,0.791027,-0.0677172,257.237,0.789202,0.238075,256.728,0.783082,1.19666,256.092,0.775412,0.169538,256.451,0.779742
237.4,-0.849688,257.233,0.789158,-0.849688,257.233,0.789158,-0.194314,257.2,0.788761,0.054414,257.199,0.788751,-0.167471,257.369,0.790797,-1.36794,257.537,0.792812,-0.343462,256.555,0.780999,1.24898,255.94,0.77358,0.834362,256.649,0.782127
237.3,0.453149,256.973,0.786029,0.453149,256.973,0.786029,-0.306713,257.338,0.790423,-0.823176,257.45,0.791762,1.38274,257.546,0.792922,-1.07858,257.526,0.792679,0.454147,256.728,0.78308,-0.217894,256.439,0.779602,1.91759,256.634,0.781944
237.2,-0.395027,257.391,0.791058,-0.395027,257.391,0.791058,-0.876565,257.264,0.789527,-0.0807942,257.519,0.792597,-0.286898,257.257,0.789442,-0.0245663,257.532,0.792752,0.849698,256.323,0.778202,0.466225,256.641,0.782038,1.77349,256.544,0.780863
237.1,-1.57391,256.967,0.785959,-1.57391,256.967,0.785959,-0.20257,257.186,0.788595,0.381768,257.54,0.792845,-0.841365,257.537,0.792813,-0.615842,257.357,0.790653,1.48433,256.642,0.782049,0.418158,256.373,0.778801,1.32684,256.658,0.782245
237,-0.671893,257.352,0.790588,-0.671893,257.352,0.790588,0.430793,257.324,0.790249,1.44912,257.399,0.791148,0.429486,257.355,0.790627,0.0733357,257.585,0.793385,0.836171,256.825,0.784247,0.633807,256.44,0.779612,0.927733,256.671,0.782395
236.9,0.751923,257.589,0.793432,0.751923,257.589,0.793432,-0.41106,257.509,0.792478,0.182247,257.531,0.792742,0.00362491,257.634,0.793973,0.106232,257.699,0.794753,1.14698,256.698,0.782722,1.78466,256.617,0.781743,1.50992,256.813,0.7841
236.8,-0.36768,257.534,0.792769,-0.36768,257.534,0.792769,-0.732889,257.778,0.795705,-0.561431,257.541,0.792854,0.354599,257.79,0.795843,-0.300837,258.214,0.800928,1.19488,256.846,0.784499,-0.239522,256.729,0.783091,-0.156279,256.674,0.782434
236.7,-0.00910427,257.68,0.794524,-0.00910427,257.68,0.794524,-0.477416,257.576,0.793278,0.610043,257.616,0.793755,-0.834236,257.845,0.796512,-0.483283,257.909,0.797277,1.49635,256.863,0.784702,1.46265,256.472,0.780001,-0.0917122,257.027,0.786678
236.6,0.0239206,257.727,0.795092,0.0239206,257.727,0.795092,-1.77037,257.924,0.79745,-0.24904,257.636,0.793995,0.743454,257.91,0.797282,-0.165683,257.799,0.79596,1.86914,256.811,0.784076,-0.175368,256.839,0.784415,0.535977,257.019,0.786583
236.5,0.120924,257.645,0.794102,0.120924,257.645,0.794102,-0.290551,257.736,0.795204,-0.0201425,257.777,0.795685,-0.847273,257.684,0.794573,-0.392252,258.012,0.798505,1.89403,256.933,0.785544,0.770564,256.743,0.783266,0.502293,257.083,0.787353
236.4,0.406241,257.77,0.79561,0.406241,257.77,0.79561,-0.701023,257.656,0.794237,-0.995136,258.04,0.798841,-0.698389,257.86,0.796684,-0.294181,258.454,0.803801,0.503629,256.876,0.784864,0.275595,256.756,0.783422,1.35469,257.25,0.789363
236.3,-1.3874,257.956,0.797836,-1.3874,257.956,0.797836,-1.12934,257.838,0.796419,-0.250851,258.131,0.799931,-0.0164417,258.026,0.798672,-0.526778,257.859,0.796677,1.90119,257.212,0.788908,1.04252,257.322,0.790224,1.54116,256.921,0.785399
236.2,-1.31446,257.881,0.796937,-1.31446,257.881,0.796937,-1.06119,257.955,0.797824,0.553923,257.912,0.797306,0.231752,258.085,0.799386,-0.479628,257.718,0.794983,1.04676,257.113,0.787712,1.2008,257.184,0.788564,1.0473,257.096,0.787506
236.1,0.094694,258.063,0.799121,0.094694,258.063,0.799121,0.673617,258.011,0.798502,-0.305019,257.951,0.797778,-1.01096,258.159,0.800276,-0.908965,258.04,0.798843,0.798776,257.135,0.787983,0.903194,256.832,0.784335,0.841876,257.199,0.78875
236,0.0582921,257.934,0.797573,0.0582921,257.934,0.797573,-0.271749,257.917,0.797369,-0.615287,257.991,0.798262,-0.621781,257.785,0.79579,-0.736854,258.291,0.801852,1.20624,256.827,0.784271,0.600334,257.328,0.790304,0.775501,257.245,0.789298
235.9,-2.14796,257.836,0.796397,-2.14796,257.836,0.796397,-0.872006,258.013,0.798525,0.0568147,258.188,0.800619,-1.09097,258.054,0.799016,-1.25274,258.128,0.799902,1.00671,257.052,0.786985,1.1429,257.213,0.788911,0.205529,257.211,0.788894
235.8,-0.128702,257.812,0.796115,-0.128702,257.812,0.796115,-0.822918,258.22,0.800999,-1.05693,258.624,0.805841,-0.267372,258.358,0.802657,-0.645934,258.079,0.799311,1.6592,257.247,0.789327,1.35688,257.32,0.790207,0.847034,257.372,0.790826
235.7,-0.337668,258.217,0.800968,-0.337668,258.217,0.800968,-0.677987,257.769,0.795595,-0.682741,258.35,0.802556,-0.395081,258.251,0.801372,-1.22272,258.445,0.803703,1.10325,257.402,0.791194,-0.147832,256.912,0.785298,0.147411,257.286,0.789791
235.6,-0.275408,258.181,0.800539,-0.275408,258.181,0.800539,-0.447512,258.565,0.805137,-1.32767,258.449,0.803751,-0.987819,258.477,0.804086,-0.626138,258.351,0.80257,1.26807,257.125,0.787857,0.240158,257.502,0.792393,0.789614,257.363,0.790724
235.5,-1.48551,258.355,0.802614,-1.48551,258.355,0.802614,-0.584982,258.357,0.802638,-0.460687,258.746,0.807305,-0.68112,258.427,0.803488,0.137533,258.309,0.802071,-0.263308,257.372,0.790823,0.0613254,257.279,0.78971,0.856835,257.203,0.788795
235.4,-1.20796,258.284,0.801773,-1.20796,258.284,0.801773,0.076109,258.326,0.80227,-0.0584375,258.502,0.804385,-0.655082,258.569,0.805178,-1.10973,258.404,0.803209,0.334815,257.581,0.793339,0.0717423,257.311,0.790098,0.605756,257.271,0.789611
235.3,-0.680977,258.486,0.804185,-0.680977,258.486,0.804185,0.0670811,258.454,0.803803,-0.765961,258.645,0.806097,-0.640589,258.758,0.807442,-0.29284,258.689,0.80662,1.07753,257.08,0.787321,-0.255165,257.884,0.796976,0.293287,257.674,0.794456
235.2,-0.517981,258.358,0.802662,-0.517981,258.358,0.802662,-1.26785,258.584,0.805365,0.0191078,258.853,0.808577,-0.729105,258.727,0.807078,0.19551,258.504,0.804398,1.40817,257.64,0.794048,0.243726,256.67,0.782378,0.175972,257.858,0.796664
235.1,-0.789277,258.472,0.804015,-0.789277,258.472,0.804015,-0.631744,258.606,0.805629,0.189237,258.935,0.809559,-0.00124824,258.905,0.8092,-0.505024,258.844,0.808467,1.00899,257.417,0.791372,0.247999,257.624,0.793856,0.552609,257.774,0.795654
235,-1.07097,258.403,0.803189,-1.07097,258.403,0.803189,0.223945,258.659,0.806265,-1.4335,258.494,0.804281,0.0686024,259.097,0.811501,-0.704968,259.201,0.812738,0.638258,257.14,0.788041,0.58355,257.679,0.794519,0.853461,257.784,0.795772
234.9,-0.686028,258.945,0.809676,-0.686028,258.945,0.809676,-1.39875,258.794,0.807873,-1.53979,258.681,0.806522,0.44982,258.74,0.807222,-0.919538,258.6,0.805548,0.882505,257.563,0.793116,1.71098,257.51,0.792483,2.25223,257.859,0.796677
234.8,-1.57427,258.628,0.80589,-1.57427,258.628,0.80589,-0.997237,258.855,0.808609,-1.53806,258.846,0.808492,-0.357632,258.941,0.809627,-0.928918,258.981,0.81011,1.3412,257.324,0.790253,0.99865,258.129,0.799908,0.521698,257.567,0.793167
234.7,-1.00606,258.656,0.806226,-1.00606,258.656,0.806226,-1.16161,258.758,0.807442,-1.31264,258.931,0.809509,-0.999912,259.074,0.811223,-0.196326,258.902,0.809163,0.359835,257.968,0.797978,0.891469,257.715,0.794944,0.377121,257.894,0.797094
234.6,-0.860044,259.055,0.81099,-0.860044,259.055,0.81099,-0.465502,259.048,0.810909,-0.929896,258.916,0.809334,-0.560062,259.231,0.813101,-0.907633,259.101,0.811545,0.0597203,257.895,0.797104,2.108,257.993,0.798288,-0.011737,257.902,0.79719
234.5,-1.14857,258.923,0.809415,-1.14857,258.923,0.809415,-1.48716,259.097,0.811491,-1.02614,259.2,0.812726,-1.46059,259.038,0.810788,-0.219921,259.471,0.815958,1.80332,257.814,0.796139,0.741744,258.488,0.804217,0.097187,258.14,0.800038
234.4,0.152563,258.955,0.809805,0.152563,258.955,0.809805,-1.42096,259.145,0.812071,-1.22942,259.402,0.815139,-0.425234,259.239,0.813195,0.202118,259.349,0.814502,0.67479,258.102,0.799587,1.07309,257.957,0.797849,1.14679,258.117,0.799765
234.3,-0.988506,259.11,0.811657,-0.988506,259.11,0.811657,-2.25624,259.16,0.812249,-0.500739,259.056,0.811012,-0.406543,259.415,0.815298,-1.51582,259.318,0.814138,0.625266,258.237,0.801211,0.310637,258.229,0.801113,0.115517,258.066,0.79916
234.2,-0.86889,259.017,0.810543,-0.86889,259.017,0.810543,-0.593313,259.352,0.814548,-2.50423,259.476,0.816027,-0.943669,259.455,0.815773,-1.61434,259.535,0.81673,0.637797,258.436,0.803584,0.585538,258.252,0.801391,0.65307,258.305,0.802022
234.1,-0.548905,259.114,0.811696,-0.548905,259.114,0.811696,-1.12111,259.017,0.810541,-0.800144,259.525,0.81661,-0.0349694,259.526,0.816613,-1.4628,259.384,0.814928,0.700168,258.393,0.80307,1.1355,257.806,0.796042,0.681046,258.487,0.804198
234,-0.765646,259.201,0.812736,-0.765646,259.201,0.812736,-0.916062,259.197,0.812689,0.163889,259.34,0.814404,-1.70276,259.719,0.818921,-1.08648,259.331,0.814287,0.862042,258.031,0.798736,0.823452,258.095,0.799502,0.243905,258.445,0.803695
233.9,0.214844,259.479,0.816057,0.214844,259.479,0.816057,-2.07316,259.232,0.813103,-0.333018,259.62,0.81774,-1.96162,259.558,0.816995,-0.805911,259.752,0.819316,1.14535,258.709,0.806859,1.33028,258.599,0.805541,0.937897,258.561,0.80509
233.8,-1.51788,259.448,0.815694,-1.51788,259.448,0.815694,-0.908156,259.427,0.815439,-1.62206,259.332,0.814304,-1.48508,259.728,0.819031,-0.518522,259.929,0.821422,1.31535,258.537,0.804803,1.33039,258.698,0.806726,0.958066,258.438,0.803616
233.7,-0.653474,259.517,0.816512,-0.653474,259.517,0.816512,-0.848604,259.61,0.817622,-0.736816,259.516,0.816495,-1.26339,259.686,0.818524,-0.891495,259.73,0.819056,1.93704,258.448,0.803737,1.50164,258.429,0.803508,-0.0211408,258.532,0.804741
233.6,-1.13092,259.555,0.816968,-1.13092,259.555,0.816968,-1.11027,259.74,0.819168,-0.317991,259.88,0.820846,-0.544647,259.835,0.820299,-0.477453,259.632,0.817879,0.831064,258.438,0.803608,1.22123,258.674,0.806444,1.45271,258.508,0.804446
233.5,-1.96792,259.849,0.820473,-1.96792,259.849,0.820473,-2.06946,259.883,0.820875,-0.464428,260.025,0.822573,-0.43492,259.688,0.818548,0.525755,260.03,0.822633,0.531896,258.51,0.804475,0.260806,258.5,0.804356,0.226979,258.633,0.805946
233.4,-1.73171,259.655,0.818158,-1.73171,259.655,0.818158,-0.703938,259.715,0.818872,-1.38485,259.853,0.820524,-1.20321,259.935,0.821491,-0.64356,260.181,0.824421,1.60264,258.232,0.801152,-0.778103,258.227,0.80108,0.456346,258.867,0.808752
