TITLE,class,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIGIN,JASCO,,,,,,,,,,,,,,,,,,,,,,,,,,
OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,21/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,
TIME,16:11:38,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECTROMETER/DATA SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCALE,1033,,,,,,,,,,,,,,,,,,,,,,,,,,
RESOLUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTAX,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
XUNITS,NANOMETERS,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNITS,CD [mdeg],,,,,,,,,,,,,,,,,,,,,,,,,,
Y2UNITS,HT [V],,,,,,,,,,,,,,,,,,,,,,,,,,
Y3UNITS,ABSORBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRSTX,260,,,,,,,,,,,,,,,,,,,,,,,,,,
LASTX,190,,,,,,,,,,,,,,,,,,,,,,,,,,
NPOINTS,701,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRSTY,0.17797,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXY,12.60967,,,,,,,,,,,,,,,,,,,,,,,,,,
MINY,-5.51119,,,,,,,,,,,,,,,,,,,,,,,,,,
XYDATA,,,,,,,,,,pro. + buffer,,,,,,,,,buffer,,,,,,,,
253,0.824706,253.853,0.748304,0.824706,253.853,0.748304,-0.636285,253.719,0.746678,0.691017,253.855,0.748329,0.110835,254.206,0.752589,0.602398,253.892,0.748779,1.04933,253.524,0.744299,0.333596,253.36,0.742304,-0.341678,253.401,0.742812
252.9,1.50177,253.945,0.749421,1.50177,253.945,0.749421,0.701087,254.182,0.752297,0.646559,254.164,0.752085,-0.578856,253.927,0.749204,0.844555,254.146,0.751865,-0.238662,253.539,0.744487,0.775823,253.627,0.745562,0.414594,253.299,0.741566
252.8,-0.316401,253.756,0.747128,-0.316401,253.756,0.747128,0.297155,254.171,0.752166,0.773524,254.026,0.750403,0.900275,253.94,0.749364,0.530198,253.862,0.74842,0.919129,253.15,0.739756,-0.0587831,253.444,0.743333,0.114961,253.256,0.741043
252.7,0.726773,253.858,0.748367,0.726773,253.858,0.748367,1.41477,253.433,0.7432,0.0141556,254.129,0.751653,0.679042,253.969,0.74972,1.12213,253.855,0.748329,-0.140429,253.221,0.740622,0.33254,253.764,0.747226,0.391125,253.7,0.746442
252.6,0.429387,253.965,0.74967,0.429387,253.965,0.74967,1.07177,254.026,0.750403,0.328436,254.198,0.752492,0.0858219,254.121,0.751566,0.968944,254.14,0.751794,-0.0191255,253.191,0.740253,0.72791,253.337,0.742033,1.22784,253.678,0.746176
252.5,0.705235,253.774,0.747345,0.705235,253.774,0.747345,-0.551041,253.963,0.749648,0.196401,254.261,0.753259,0.318989,254.127,0.751631,1.2038,254.356,0.754418,1.17549,253.701,0.746456,1.30525,253.553,0.744653,0.677966,254.503,0.756199
252.4,0.726945,254.14,0.751789,0.726945,254.14,0.751789,-0.192852,254.287,0.753581,0.973714,254.247,0.753087,-0.182559,254.332,0.754127,-0.568048,254.106,0.751378,0.998321,253.39,0.742669,1.43046,253.301,0.741597,-0.326534,253.376,0.742505
252.3,-0.282823,254.101,0.751313,-0.282823,254.101,0.751313,0.372176,254.216,0.752716,0.395107,254.156,0.751984,0.457547,254.249,0.753116,0.354385,254.298,0.753715,1.02856,253.342,0.742086,0.186841,253.726,0.746758,1.21992,253.723,0.746727
252.2,0.941253,253.909,0.748982,0.941253,253.909,0.748982,0.456137,253.659,0.745948,0.896964,254.19,0.752401,0.945494,254.054,0.750742,1.82023,254.154,0.751956,0.889138,253.239,0.740834,0.27868,253.185,0.740174,0.602671,253.753,0.747086
252.1,1.21733,253.913,0.74904,1.21733,253.913,0.74904,0.0813571,253.857,0.748355,0.411338,254.137,0.751753,0.643764,254.095,0.751249,0.651922,254.339,0.754205,0.286077,253.612,0.745376,0.258986,253.781,0.747431,0.0238488,254.022,0.75036
252,0.717108,254.119,0.751542,0.717108,254.119,0.751542,0.510262,254.163,0.752068,0.26118,253.999,0.750074,0.747641,254.207,0.752606,0.552888,254.206,0.752592,0.196077,253.795,0.747606,0.503551,253.999,0.750078,-0.151128,253.879,0.748625
251.9,0.509054,253.824,0.747951,0.509054,253.824,0.747951,0.29222,254.089,0.751168,1.76145,254.118,0.751529,0.553033,254.228,0.75286,1.38853,254.038,0.750549,1.07491,253.385,0.742619,0.113383,253.752,0.74708,0.169739,253.748,0.747033
251.8,0.0863149,254.093,0.751227,0.0863149,254.093,0.751227,0.976043,254.319,0.753959,1.86193,254.262,0.753276,0.192241,254.298,0.753711,1.20772,254.14,0.751791,0.226825,253.403,0.742835,1.4122,253.617,0.745438,0.311608,253.771,0.747307
251.7,0.861562,253.809,0.747775,0.861562,253.809,0.747775,0.139064,253.95,0.749482,0.495649,254.238,0.752986,1.26386,254.226,0.752836,0.610819,254.329,0.754081,0.163902,253.972,0.749754,0.716847,253.453,0.743446,1.06263,253.752,0.747073
251.6,-0.384681,254.158,0.752009,-0.384681,254.158,0.752009,-0.703071,254.165,0.75209,0.00824357,254.156,0.751985,0.596145,254.335,0.754153,1.52598,254.062,0.750847,0.466234,253.614,0.7454,0.248014,253.593,0.745149,-0.359757,253.629,0.745588
251.5,-0.517679,253.82,0.747903,-0.517679,253.82,0.747903,0.659829,253.891,0.748765,0.456826,254.356,0.754414,0.408661,254.127,0.751629,1.21212,254.078,0.751044,0.577068,253.484,0.743817,1.41479,253.52,0.744258,0.817197,253.879,0.748624
251.4,0.31752,254.267,0.753337,0.31752,254.267,0.753337,0.944288,254.047,0.750661,1.09171,254.107,0.751385,1.0532,253.779,0.74741,-0.26483,254.022,0.750356,0.158345,253.518,0.744229,0.678178,253.943,0.749395,0.80488,253.604,0.745275
251.3,0.47341,253.961,0.74962,0.47341,253.961,0.74962,0.85665,254.359,0.754445,0.507171,254.314,0.753905,0.817871,254.499,0.756146,0.027136,254.548,0.756737,0.62876,253.51,0.744136,1.3952,254.029,0.750442,0.807386,254.278,0.753469
251.2,-0.315232,254.172,0.752176,-0.315232,254.172,0.752176,0.552253,253.908,0.74897,1.13746,254.57,0.757008,-0.494228,254.049,0.75069,0.777481,254.183,0.752315,1.1076,253.59,0.745106,0.441412,253.873,0.748553,1.79413,253.566,0.744815
251.1,0.531752,253.925,0.749178,0.531752,253.925,0.749178,0.295527,253.834,0.748073,0.312584,254.238,0.752979,0.0971052,253.847,0.74823,-0.590344,254.167,0.752119,1.99806,253.754,0.7471,0.343913,253.983,0.749887,0.444685,253.63,0.745593
251,1.12557,254.237,0.752965,1.12557,254.237,0.752965,0.0303731,253.898,0.748853,-0.388084,254.409,0.755052,0.60706,254.364,0.754507,-0.0968607,254.306,0.753811,0.915496,253.564,0.744789,-0.460924,253.819,0.747889,0.384549,253.764,0.747229
250.9,0.566635,254.749,0.75918,0.566635,254.749,0.75918,0.753882,254.198,0.752496,0.0636162,254.499,0.756149,1.18852,254.142,0.751815,1.31004,254.319,0.753967,0.326598,253.293,0.741492,-0.226237,253.251,0.740979,0.591073,253.96,0.749608
250.8,0.501001,254.391,0.754844,0.501001,254.391,0.754844,1.02019,254.466,0.755742,-0.211293,254.371,0.754591,0.786305,253.92,0.749114,0.204015,254.277,0.753455,0.485945,253.667,0.746043,0.843851,253.556,0.744698,0.855029,254.076,0.751014
250.7,1.21138,254.311,0.753863,1.21138,254.311,0.753863,0.365933,254.214,0.752687,1.04069,254.4,0.754943,0.284776,254.349,0.75433,0.352105,254.429,0.755294,1.36786,253.694,0.746368,1.57006,253.33,0.741938,0.94509,253.408,0.742891
250.6,0.0468,253.938,0.749343,0.0468,253.938,0.749343,0.337083,254.359,0.754447,0.719841,254.162,0.752056,1.23204,254.303,0.753773,0.724844,254.341,0.754237,0.724153,253.584,0.745034,-0.173122,253.7,0.746446,-0.0323634,254.248,0.753103
250.5,-0.101097,254.022,0.750363,-0.101097,254.022,0.750363,1.22671,254.599,0.757365,0.15151,254.417,0.755155,-0.341014,254.185,0.752334,1.16641,254.255,0.753187,1.44241,253.679,0.746191,0.172717,253.282,0.741354,0.0379653,254.226,0.752831
250.4,-0.49077,254.355,0.754404,-0.49077,254.355,0.754404,0.354847,254.047,0.750668,1.44603,254.387,0.75479,0.210252,254.243,0.753037,0.581739,254.534,0.756568,-0.335937,253.562,0.744763,-0.783416,253.701,0.746455,0.523093,254.278,0.753466
250.3,1.07634,254.267,0.753338,1.07634,254.267,0.753338,-0.865587,253.792,0.747563,0.573273,254.412,0.755091,0.428857,254.476,0.755864,0.227093,254.516,0.75635,1.16137,253.755,0.747111,0.370943,254.111,0.751438,0.296808,254.121,0.751562
250.2,-0.637261,254.475,0.755854,-0.637261,254.475,0.755854,-0.0136648,253.897,0.748842,1.05117,254.398,0.754926,0.644858,254.285,0.753548,1.08761,254.492,0.756069,1.17256,253.923,0.749152,0.378968,253.437,0.743252,1.42965,253.906,0.748947
250.1,-0.747225,254.324,0.754021,-0.747225,254.324,0.754021,-0.0236115,254.524,0.75645,0.3802,254.303,0.753773,0.675762,254.399,0.75494,0.937926,254.441,0.75545,0.725934,253.699,0.746434,0.101466,253.672,0.74611,0.46224,253.951,0.749496
250,0.247041,254.075,0.751007,0.247041,254.075,0.751007,0.70413,253.972,0.749749,0.866121,253.942,0.749386,0.508129,254.696,0.758534,-0.788886,254.511,0.756292,-0.543956,253.169,0.739984,0.998689,253.807,0.747751,0.507277,253.988,0.749943
249.9,-0.424002,254.053,0.750735,-0.424002,254.053,0.750735,0.442389,254.129,0.751657,0.857532,253.969,0.749715,0.0387871,254.391,0.754844,0.745322,254.376,0.754656,0.232697,253.72,0.746689,0.411079,253.791,0.747551,0.75197,253.913,0.749037
249.8,0.0184,254.367,0.754543,0.0184,254.367,0.754543,-0.412473,254.148,0.751891,0.0848222,254.006,0.750164,1.44806,254.542,0.756671,0.0225466,254.755,0.759257,0.837313,253.514,0.744182,0.0789682,253.877,0.748598,0.997628,254.066,0.750893
249.7,0.829582,254.507,0.756244,0.829582,254.507,0.756244,0.213837,254.404,0.754998,0.0847392,254.396,0.754902,0.891761,254.462,0.755701,0.924076,254.502,0.756184,0.388353,253.539,0.744491,-0.0554722,254.376,0.754655,1.07101,253.911,0.749013
249.6,0.857593,254.057,0.750781,0.857593,254.057,0.750781,0.441695,254.243,0.753041,1.11328,254.523,0.756438,-0.178859,254.403,0.754979,1.0197,254.536,0.756601,0.738696,253.976,0.749806,0.835497,253.573,0.744899,2.34947,253.776,0.74737
249.5,0.096523,254.298,0.753713,0.096523,254.298,0.753713,-0.75751,253.815,0.747844,0.365876,254.397,0.754911,-0.0966604,254.458,0.755648,0.416926,254.394,0.754875,1.01053,253.86,0.748393,-0.192903,253.986,0.749923,1.3498,253.788,0.747512
249.4,1.11501,254.348,0.754313,1.11501,254.348,0.754313,-0.326397,254.237,0.752964,-0.472428,254.057,0.750788,2.10715,254.293,0.753651,0.731457,254.316,0.753924,0.596362,253.929,0.749226,1.02151,253.426,0.743114,0.0557894,253.954,0.749536
249.3,0.775604,253.943,0.749395,0.775604,253.943,0.749395,0.82475,254.167,0.752114,-0.476351,254.532,0.756544,0.464779,254.525,0.75646,0.584676,254.565,0.75695,1.33474,253.859,0.748383,0.559551,253.937,0.749326,0.947196,253.742,0.746952
249.2,0.21438,253.792,0.747565,0.21438,253.792,0.747565,0.43822,254.607,0.757456,0.555105,254.483,0.755954,1.01854,254.297,0.753696,1.02393,254.418,0.755163,0.740337,253.428,0.743141,0.814921,253.332,0.741962,1.44353,253.659,0.745952
249.1,0.617813,254.131,0.751686,0.617813,254.131,0.751686,-0.730922,254.306,0.753811,-0.12256,254.365,0.754517,0.603065,254.248,0.753108,0.577549,254.263,0.753283,0.266258,253.634,0.745642,0.904317,253.543,0.744539,0.102116,253.852,0.74829
249,0.497425,254.333,0.754134,0.497425,254.333,0.754134,-0.554915,254.266,0.753321,0.71728,254.319,0.753962,0.130911,254.397,0.754906,0.712031,254.547,0.756735,0.977375,253.786,0.747496,-0.387964,253.729,0.746804,0.744053,254.069,0.750924
248.9,0.869245,254.256,0.753199,0.869245,254.256,0.753199,0.279583,254.458,0.75565,0.606468,254.714,0.758758,-0.213688,254.377,0.754674,0.413811,254.115,0.751486,1.84727,254.043,0.750614,1.2352,253.75,0.747052,0.459441,253.882,0.748661
248.8,0.357002,254.036,0.750532,0.357002,254.036,0.750532,-0.798775,254.176,0.752226,0.19374,254.341,0.75423,1.0874,254.416,0.755146,1.02049,254.049,0.750692,0.53683,253.708,0.746547,1.33362,253.676,0.746148,-0.0876781,253.727,0.746773
248.7,-0.725473,254.277,0.75345,-0.725473,254.277,0.75345,0.333898,254.115,0.75149,1.76467,254.334,0.754151,0.757524,254.447,0.755519,1.14952,254.448,0.755531,-0.0769939,253.961,0.749613,0.766927,253.93,0.749241,0.0466721,253.772,0.747321
248.6,0.198392,254.031,0.75047,0.198392,254.031,0.75047,0.381155,254.072,0.750962,-0.339911,254.369,0.754569,0.653659,254.34,0.754223,-0.206517,254.64,0.757855,1.07344,253.759,0.747157,0.158689,253.547,0.74458,1.1057,253.616,0.745423
248.5,0.544935,254.137,0.751751,0.544935,254.137,0.751751,0.0332391,253.925,0.749175,0.850115,254.274,0.753417,0.417951,254.25,0.753127,0.401451,254.502,0.756187,0.914754,254.115,0.751485,0.697674,253.581,0.744999,0.654483,253.606,0.745301
248.4,0.498076,254.139,0.751779,0.498076,254.139,0.751779,1.04815,253.854,0.748317,0.178164,254.539,0.756636,1.2195,254.35,0.754345,-0.211183,254.406,0.755022,0.919566,253.521,0.744268,-0.186173,253.579,0.744968,1.41435,253.631,0.745605
248.3,0.795942,254.286,0.753569,0.795942,254.286,0.753569,-0.0727692,254.11,0.751426,-0.360466,254.352,0.754368,-0.0986648,254.242,0.753032,0.826555,253.703,0.74648,0.582227,253.531,0.744393,0.45336,253.89,0.748751,1.54903,253.784,0.747467
248.2,1.15726,254.308,0.753837,1.15726,254.308,0.753837,-0.183741,254.24,0.753001,0.392578,253.674,0.746124,0.771416,254.278,0.753472,0.910182,253.836,0.748102,0.250652,253.655,0.745898,0.877627,254.063,0.750862,0.413168,253.891,0.748768
248.1,0.240997,254.115,0.75149,0.240997,254.115,0.75149,0.145293,253.997,0.75005,0.73227,254.539,0.756637,0.384077,254.145,0.751858,0.449786,254.588,0.757231,0.260611,253.376,0.742502,2.01262,253.46,0.743524,1.22092,253.777,0.747386
248,0.0663289,254.057,0.750785,0.0663289,254.057,0.750785,0.532156,253.831,0.748044,0.221039,253.915,0.749056,0.607656,254.271,0.753383,-0.13865,254.449,0.755545,0.349551,253.57,0.744859,0.994116,253.387,0.74264,0.216796,253.834,0.748073
247.9,1.18062,253.75,0.747055,1.18062,253.75,0.747055,-0.39608,254.312,0.753883,-0.0907006,254.439,0.755426,0.482025,254.123,0.751579,1.01609,254.155,0.751971,0.414636,253.646,0.745791,0.282184,253.577,0.744949,-0.0150278,253.779,0.747403
247.8,-0.856436,253.977,0.749809,-0.856436,253.977,0.749809,0.27656,253.952,0.749507,1.12104,253.84,0.748152,1.03771,254.099,0.751296,0.303299,254.235,0.752939,0.641981,253.681,0.746213,0.337763,253.495,0.743948,0.31486,253.857,0.748354
247.7,-0.5101,253.878,0.748612,-0.5101,253.878,0.748612,-0.012009,254.155,0.751971,0.114526,253.733,0.746852,-0.596977,254.393,0.754863,-0.213219,254.225,0.752828,1.25656,253.816,0.747859,0.234143,253.714,0.74662,1.3893,253.626,0.74554
247.6,0.140457,254.165,0.752095,0.140457,254.165,0.752095,0.491223,254.369,0.754569,-0.412355,254.383,0.754742,1.07068,254.117,0.751516,1.13188,254.593,0.75729,0.508141,253.66,0.745957,0.705452,253.987,0.749935,0.964667,253.793,0.747575
247.5,-0.397523,254.213,0.752675,-0.397523,254.213,0.752675,0.125087,254.457,0.755636,-1.14057,254.338,0.754193,-0.0860661,254.271,0.753381,0.789766,254.404,0.754993,-0.000377576,253.519,0.744244,0.225242,253.382,0.742578,0.574178,253.877,0.7486
247.4,0.747959,254.147,0.751873,0.747959,254.147,0.751873,0.659011,254.209,0.752633,0.658832,254.671,0.758237,0.308518,254.178,0.752248,-0.108784,254.086,0.751137,0.427722,253.848,0.748242,1.34869,253.736,0.746878,1.51644,253.784,0.747462
247.3,-0.124291,254.214,0.752694,-0.124291,254.214,0.752694,0.166118,254.042,0.750597,0.567048,254.509,0.756264,1.37239,254.477,0.755881,0.959472,254.69,0.758459,0.409501,254.01,0.750208,1.22632,253.76,0.747176,0.488698,254.079,0.751056
247.2,0.613508,254.413,0.75511,0.613508,254.413,0.75511,0.342153,254.375,0.754641,0.617751,254.389,0.754811,1.00251,254.458,0.755653,1.2933,254.739,0.759054,0.538705,253.731,0.746825,-0.307223,254.054,0.750752,0.136392,254.003,0.750131
247.1,0.181011,254.234,0.752934,0.181011,254.234,0.752934,0.596598,254.44,0.755435,-0.508784,254.163,0.75207,-0.312786,254.827,0.760125,0.904012,254.301,0.753742,-0.231547,253.735,0.746875,1.46807,254.279,0.753481,0.548139,253.7,0.746442
247,-0.50758,254.495,0.756101,-0.50758,254.495,0.756101,0.472858,254.844,0.760324,0.26859,254.722,0.758848,-0.395616,254.67,0.758225,0.838007,254.669,0.758205,0.540467,253.896,0.748827,1.02032,254.365,0.754523,1.28369,254.089,0.751175
246.9,0.551184,254.316,0.753928,0.551184,254.316,0.753928,-0.534201,254.687,0.758426,-0.726751,254.958,0.761707,0.403483,254.402,0.754967,0.359525,254.702,0.758605,-0.764589,253.73,0.746809,-0.600306,253.896,0.74883,0.0834278,254.125,0.751609
246.8,1.32553,254.172,0.752185,1.32553,254.172,0.752185,0.45107,254.47,0.75579,-0.28097,254.727,0.758914,0.345189,254.777,0.759514,0.271383,254.536,0.756594,0.560993,254.112,0.751454,-0.660703,254.054,0.750752,-0.137752,254.363,0.754502
246.7,0.209412,254.328,0.754077,0.209412,254.328,0.754077,0.562425,254.707,0.758667,-1.35499,254.777,0.759521,0.753363,254.622,0.757645,0.705086,254.62,0.757611,0.369416,254.616,0.757571,0.515513,254.224,0.752809,-0.2719,254.512,0.756306
246.6,0.594456,254.708,0.758684,0.594456,254.708,0.758684,0.596434,254.4,0.754942,1.02008,255.09,0.763312,0.659176,254.677,0.758303,0.627379,254.767,0.759396,0.192382,254.079,0.751048,1.26794,254.218,0.752744,-0.598976,254.321,0.753986
246.5,0.0729925,254.496,0.756108,0.0729925,254.496,0.756108,1.94001,254.404,0.754997,0.273612,254.921,0.761263,0.649425,254.635,0.757793,0.863677,254.665,0.758157,1.04171,254.03,0.750451,1.51652,254.73,0.758951,-0.185682,254.052,0.750726
246.4,-0.511275,254.686,0.758416,-0.511275,254.686,0.758416,0.0366361,254.386,0.754773,0.471284,254.077,0.751024,0.571327,254.554,0.756812,1.23177,254.794,0.759724,-0.118835,254.108,0.751407,-0.233813,254.551,0.75678,1.50868,254.326,0.754048
246.3,0.130109,254.258,0.753218,0.130109,254.258,0.753218,-0.551134,254.832,0.760189,0.484579,254.545,0.756709,0.850855,254.763,0.759345,0.225229,254.787,0.759634,0.999484,254.004,0.750138,0.291523,254.167,0.752119,-0.525986,254.054,0.750752
246.2,1.22118,254.488,0.756019,1.22118,254.488,0.756019,0.332066,254.541,0.756661,0.131945,254.826,0.760106,0.424503,254.82,0.760043,0.153032,254.604,0.757422,0.122894,253.471,0.74366,1.18706,254.189,0.752389,0.242564,254.276,0.753443
246.1,-0.414131,254.627,0.757698,-0.414131,254.627,0.757698,0.451737,254.182,0.752298,0.356562,254.943,0.761529,0.295225,254.838,0.760261,0.819302,254.706,0.758655,-0.06647,254.366,0.754536,-0.746364,254.107,0.751394,0.154868,254.077,0.751027
246,0.954583,254.424,0.755237,0.954583,254.424,0.755237,0.61709,254.955,0.761679,-0.17166,255.165,0.764212,0.189303,254.6,0.757367,0.561504,254.569,0.756996,0.895613,253.538,0.744472,1.53826,254.323,0.754007,-0.605643,254.051,0.750709
245.9,1.22479,254.628,0.757715,1.22479,254.628,0.757715,0.475772,254.667,0.758182,0.325663,254.642,0.757877,0.173875,254.712,0.758732,0.298354,254.705,0.758648,0.768555,254.053,0.750733,0.46674,254.28,0.753495,1.04991,254.151,0.751921
245.8,0.0633511,254.363,0.754495,0.0633511,254.363,0.754495,0.0492514,254.53,0.756526,0.589858,254.861,0.760532,0.269627,254.842,0.760304,-0.0472798,254.726,0.7589,0.845586,253.919,0.749107,1.17569,254.34,0.754223,0.311499,254.299,0.753722
245.7,-0.266423,254.476,0.755874,-0.266423,254.476,0.755874,0.786288,254.526,0.756474,1.20373,254.92,0.761244,-0.282856,254.825,0.760103,0.861063,254.335,0.754162,0.304059,253.673,0.746112,0.910313,254.309,0.753842,0.696764,254.358,0.75444
245.6,-0.780391,254.671,0.758234,-0.780391,254.671,0.758234,0.757797,254.984,0.762024,-0.375491,254.189,0.752381,0.918158,254.765,0.759375,0.470889,254.96,0.761738,-0.0962275,254.304,0.75378,-0.357882,254.516,0.756352,0.343882,254.162,0.752061
245.5,0.544963,254.823,0.760074,0.544963,254.823,0.760074,-0.295665,254.552,0.756792,1.69954,254.556,0.756836,0.489375,255.007,0.762299,-0.370391,254.964,0.761786,1.17851,254.068,0.750919,1.11215,254.26,0.753245,-0.287235,254.221,0.752769
245.4,1.06188,254.617,0.757577,1.06188,254.617,0.757577,-1.04356,254.585,0.757188,0.599969,254.796,0.759753,0.194239,254.86,0.76052,0.855317,254.818,0.760015,1.09893,253.743,0.746969,0.902934,254.198,0.752491,0.784376,254.182,0.752297
245.3,0.548498,254.382,0.754732,0.548498,254.382,0.754732,0.430514,254.607,0.757458,0.791923,254.076,0.751015,0.363934,254.711,0.758713,1.12621,254.765,0.759374,1.69724,254.43,0.755311,0.599469,254.317,0.753935,0.397812,254.222,0.752781
245.2,0.453481,254.435,0.755368,0.453481,254.435,0.755368,0.440897,254.492,0.756062,-0.436576,254.737,0.759027,0.777298,254.761,0.759319,-0.779077,254.954,0.761664,1.07669,253.936,0.749315,0.0445638,254.975,0.761913,0.279652,254.226,0.752836
245.1,-0.0584036,254.632,0.757765,-0.0584036,254.632,0.757765,0.42136,254.55,0.756761,0.327896,254.346,0.754287,-0.275199,254.647,0.757947,0.360763,254.376,0.754658,0.672619,254.066,0.750892,0.331008,254.262,0.753268,-0.524786,254.083,0.751101
245,1.25249,254.524,0.756447,1.25249,254.524,0.756447,0.612728,254.716,0.758773,-0.372583,254.748,0.759164,0.990929,254.637,0.757817,0.715974,254.405,0.755007,1.06855,253.981,0.749856,0.506501,253.645,0.745774,0.0239353,254.19,0.752393
244.9,0.268089,254.819,0.760027,0.268089,254.819,0.760027,0.756496,254.849,0.760386,-0.0982616,254.888,0.760858,-0.47142,254.827,0.760129,0.171145,254.999,0.762204,1.36396,254.181,0.752293,0.927834,254.304,0.753778,1.09602,254.491,0.75605
244.8,0.570377,254.821,0.760048,0.570377,254.821,0.760048,-0.400461,254.62,0.757612,0.367148,254.984,0.762019,0.779038,254.805,0.759856,0.0423181,254.718,0.758797,1.34146,254.199,0.752506,1.98474,253.951,0.749498,0.627718,254.137,0.751751
244.7,0.218041,254.352,0.754363,0.218041,254.352,0.754363,0.735334,254.579,0.757123,0.635631,255.127,0.763751,-1.45102,254.801,0.759806,1.53843,255.083,0.763226,0.522667,254.038,0.750554,0.0298989,254.591,0.757267,-0.5351,254.217,0.752723
244.6,0.18228,254.787,0.759645,0.18228,254.787,0.759645,0.293226,254.85,0.7604,0.3111,254.573,0.757048,0.468283,254.726,0.758905,0.17197,255.077,0.763152,1.32471,254.304,0.753777,0.358031,254.47,0.755801,0.777105,254.37,0.754581
244.5,0.481386,254.845,0.760338,0.481386,254.845,0.760338,0.741643,254.711,0.758716,-0.0365341,255.192,0.764544,0.79213,255.131,0.763806,1.58621,255.125,0.763737,0.811885,254.676,0.758291,0.594025,254.484,0.755964,-0.0292568,254.433,0.755349
244.4,0.939754,254.513,0.756318,0.939754,254.513,0.756318,-0.83453,254.83,0.760156,0.912609,254.777,0.759518,0.440352,254.855,0.760463,1.86209,255.049,0.762806,1.09016,254.255,0.753189,-0.202589,254.147,0.751875,1.10587,254.224,0.752814
244.3,-0.716262,254.688,0.75844,-0.716262,254.688,0.75844,-0.772264,254.704,0.758636,0.290996,254.223,0.7528,0.0864048,254.977,0.761939,0.540423,254.926,0.761328,0.144339,254.333,0.75413,-0.18603,254.225,0.752823,1.16476,254.507,0.756244
244.2,0.059257,254.793,0.75971,0.059257,254.793,0.75971,0.386117,254.589,0.757235,0.638863,254.396,0.754902,0.772635,254.916,0.761198,1.14331,255.106,0.7635,0.229299,254.281,0.753503,0.336952,254.496,0.756108,0.234517,254.413,0.755103
244.1,0.120293,254.93,0.761374,0.120293,254.93,0.761374,-0.795182,254.922,0.761275,0.0778526,255.543,0.768792,0.852342,254.965,0.761791,-0.61936,255.151,0.764049,0.380337,254.081,0.751081,0.887204,254.47,0.755799,0.727842,254.142,0.751813
244,1.6119,254.738,0.759044,1.6119,254.738,0.759044,0.410408,254.883,0.7608,0.0332217,254.629,0.757726,0.890901,254.933,0.761412,1.19372,255.041,0.762713,1.54584,254.16,0.752037,0.06316,254.487,0.756,1.03504,254.333,0.754137
243.9,0.658417,254.639,0.757846,0.658417,254.639,0.757846,-0.181049,254.668,0.758195,1.24301,255.093,0.763348,-0.183996,254.902,0.761033,0.714578,254.861,0.760541,1.10906,254.427,0.755277,0.618285,254.485,0.755976,1.30109,254.424,0.755241
243.8,-0.225264,254.678,0.758323,-0.225264,254.678,0.758323,0.144105,255.208,0.764731,0.282825,255.408,0.767159,0.252752,254.995,0.762163,0.685182,254.92,0.761244,0.336983,254.649,0.757971,2.11791,254.574,0.757054,0.58679,254.536,0.756596
243.7,0.562121,255.03,0.762576,0.562121,255.03,0.762576,0.728248,255.115,0.763613,0.203943,255.124,0.763716,1.37117,254.915,0.761185,-0.467502,255.227,0.764969,0.711731,254.654,0.758033,0.525802,254.344,0.754271,0.129675,254.215,0.752701
243.6,0.283299,254.977,0.761942,0.283299,254.977,0.761942,0.169755,255.159,0.764142,0.577171,255.039,0.76269,-0.328631,255.238,0.765099,0.514962,254.828,0.760136,0.229919,254.431,0.755318,0.241258,254.031,0.750465,0.219684,254.429,0.755302
243.5,1.59893,254.584,0.757182,1.59893,254.584,0.757182,-0.00359345,254.927,0.761331,0.243416,254.79,0.759681,0.591692,255.052,0.762846,0.797122,254.968,0.76183,0.661968,254.531,0.756531,0.718829,254.038,0.750556,-0.702676,254.534,0.756577
243.4,-0.12832,254.821,0.760046,-0.12832,254.821,0.760046,0.620628,254.989,0.762082,0.525539,254.762,0.759339,0.765363,254.915,0.761184,-0.181862,255.234,0.765055,1.13814,254.219,0.752749,0.890542,254.707,0.758665,1.01412,254.591,0.757259
243.3,0.510394,254.847,0.760364,0.510394,254.847,0.760364,-0.25901,254.852,0.760432,0.633236,254.873,0.760681,0.621271,255.227,0.764966,0.912447,255.016,0.762407,0.447315,254.353,0.754376,1.2051,254.919,0.761239,0.154842,254.38,0.754708
243.2,0.566287,255.057,0.762909,0.566287,255.057,0.762909,0.421361,254.94,0.761496,-0.0729086,255.126,0.763742,1.23212,255.129,0.763776,0.574545,255.099,0.763415,0.819921,254.079,0.751056,0.73352,254.498,0.756132,2.04962,254.448,0.755526
