TITLE,KMGM_BUFFER&PROTEIN_928_Averages
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,22/09/28
TIME,15:18:43
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
Y3UNITS,ABSORBANCE
FIRSTX,320
LASTX,190
NPOINTS,1301
FIRSTY,1.27862
MAXY,49.95761
MINY,-56.57431
XYDATA,
199.8,18.52452267
199.7,26.843507
199.6,19.612142
199.5,21.61847667
199.4,25.986195
199.3,21.13456033
199.2,22.53743
199.1,34.345114
199,32.51754266
198.9,29.905584
198.8,34.25907823
198.7,31.502002
198.6,37.02913333
198.5,33.37220433
198.4,36.205153
198.3,31.60187
198.2,33.214876
198.1,30.74288033
198,29.96237783
197.9,37.60561933
197.8,32.45127666
197.7,46.89630034
197.6,37.99583334
197.5,41.35674266
197.4,29.6956227
197.3,33.79407
197.2,34.19817
197.1,36.55694566
197,39.39981667
196.9,46.50995166
196.8,42.68477334
196.7,38.89103333
196.6,38.54614167
196.5,46.41203134
196.4,41.654374
196.3,46.84461334
196.2,39.20398034
196.1,45.70422667
196,38.33659333
195.9,40.74017333
195.8,42.110339
195.7,49.81117667
195.6,36.77022367
195.5,37.37956666
195.4,42.28935
195.3,38.52296107
195.2,36.66600933
195.1,38.65259434
195,41.45515434
194.9,42.39715066
194.8,41.888074
194.7,42.72872728
194.6,44.91534634
194.5,43.96983333
194.4,40.62367667
194.3,46.94731814
194.2,37.623254
194.1,32.291362
194,35.64382713
193.9,33.32997933
193.8,43.46385067
193.7,38.22725667
193.6,41.43120667
193.5,37.769168
193.4,36.27487333
193.3,38.71118467
193.2,38.71028033
193.1,33.47737333
193,38.07273966
192.9,33.82761
192.8,35.77300334
192.7,37.03417866
192.6,32.987172
192.5,39.65953233
192.4,37.63879666
192.3,26.44472334
192.2,36.54682166
192.1,33.95066933
192,35.775446
191.9,29.95694334
191.8,28.30137
191.7,26.76897666
191.6,24.18857667
191.5,31.62704194
191.4,34.27530333
191.3,31.30043166
191.2,31.41645867
191.1,34.72251333
191,23.88694
190.9,29.57152667
190.8,25.92938667
190.7,25.98836367
190.6,26.640912
190.5,28.286636
190.4,22.88845333
190.3,21.90176667
190.2,16.160396
190.1,21.23914066
190,22.84929666
,
##### Extended Information,
[Comments],
Sample name,
Comment,
User,
Division,
Company,
,
[Detailed Information],
Creation date,
,
Data array type,
Horizontal axis,
Vertical axis(1),
Vertical axis(2),
Vertical axis(3),
Start,
End,
Data interval,
Data points,
,
[Measurement Information],
Instrument name,
Model name,
Serial No.,
,
Detector,
Detector S/N,
Lock-in amp.,
HT volt,
,
Accessory,
Accessory S/N,
Temperature,
Control sensor,
Monitor sensor,
,
Measurement date,
,
CD Overload detect,
Photometric mode,
Measure range,
Data pitch,
CD scale,
FL scale,
D.I.T.,
Bandwidth,
Start mode,
Scanning mode,
Scanning speed,
Baseline correction,
Shutter control,
No. of cycle,
N2 Flowmeter,
,
Solvent,
