TITLE,ECTC_PROTEIN&ADDITIVE_928,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,17:49:36,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [molar ellipticity],,
Y2UNITS,HT [V] (did not change),,
Y3UNITS,ABSORBANCE (did not change),,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,2.00528,,
MAXY,53.38551,,
MINY,-55.11642,,
XYDATA,,,
251.8,21138.83929,213.071,0.216133
251.7,433949.4048,213.085,0.216324
251.6,73352.52976,212.384,0.206477
251.5,190360.5655,212.935,0.214223
251.4,95790.17857,212.816,0.212551
251.3,-182497.247,211.943,0.200249
251.2,475782.5893,212.413,0.206876
251.1,394899.7024,213.103,0.216579
251,209407.4405,212.824,0.212662
250.9,595431.5476,212.834,0.212806
250.8,240025.506,213.323,0.219664
250.7,330930.8036,213.176,0.217613
250.6,260610.7143,213.399,0.220729
250.5,83618.57143,213.68,0.224668
250.4,-133839.5833,213.32,0.219632
250.3,80501.6369,212.25,0.204578
250.2,-93270.2381,213.223,0.218265
250.1,112242.2619,212.997,0.215099
250,259849.1071,212.707,0.211021
249.9,316930.6994,213.42,0.221031
249.8,367177.2321,213.386,0.220554
249.7,43007.64881,213.084,0.216308
249.6,131503.2738,213.042,0.215719
249.5,-312991.9643,213.787,0.226176
249.4,724258.9286,213.954,0.228508
249.3,-88689.43452,213.831,0.226795
249.2,-35257.7381,213.683,0.224716
249.1,131851.9345,213.497,0.222112
249,304553.2738,213.631,0.223986
248.9,-522348.9583,214.629,0.237948
248.8,-145494.1964,214.26,0.232788
248.7,213975.1488,213.864,0.227255
248.6,214413.8393,214.009,0.229285
248.5,328797.7679,213.885,0.227541
248.4,146708.9286,214.227,0.232328
248.3,-115026.6369,213.255,0.21871
248.2,-362759.2262,214.043,0.229761
248.1,84410.11905,214.084,0.230332
248,-324813.3929,214.067,0.230094
247.9,-18609.94048,214.266,0.232883
247.8,94442.1131,214.019,0.229428
247.7,-259135.5655,213.471,0.221746
247.6,-430669.7917,214.212,0.232122
247.5,-148255.2381,213.619,0.223827
247.4,-230544.494,214.91,0.241869
247.3,-299082.8869,214.286,0.233152
247.2,87041.22024,213.893,0.227652
247.1,10207.14286,214.012,0.229317
247,-443273.0208,214.777,0.24002
246.9,-538670.8333,214.44,0.235305
246.8,-5966.964286,214.38,0.234467
246.7,-316173.9583,214.608,0.237648
246.6,-252551.6369,214.842,0.240921
246.5,275376.6964,215.023,0.243448
246.4,-563997.1726,213.978,0.228841
246.3,-773711.3095,214.994,0.243038
246.2,-737599.8512,214.861,0.241189
246.1,-527778.2738,214.615,0.237758
246,-308804.7619,214.788,0.240162
245.9,-482153.869,215.671,0.252472
245.8,-268483.1845,215.316,0.247521
245.7,-208392.8571,215.376,0.248357
245.6,-378478.2738,215.224,0.246243
245.5,-436826.6369,215.602,0.25151
245.4,-329266.6667,215.571,0.251069
245.3,-256200.8929,215.905,0.255716
245.2,-991480.6548,215.241,0.24648
245.1,-364919.1964,215.36,0.248136
245,-110807.5893,214.876,0.241395
244.9,-934495.5357,215.147,0.24517
244.8,-527421.131,215.824,0.254598
244.7,-794104.0179,215.435,0.249177
244.6,-886604.1667,216.079,0.258139
244.5,-566718.1548,215.269,0.246874
244.4,-442870.2381,215.415,0.248909
244.3,-625815.4762,215.372,0.24831
244.2,-862982.1429,216.261,0.260655
244.1,-973540.1786,215.947,0.256298
244,-1203627.976,215.662,0.252346
243.9,-1134278.274,215.623,0.251794
243.8,-1330406.25,215.764,0.253763
243.7,-896094.494,216.593,0.265258
243.6,-963861.6071,216.424,0.262918
243.5,-985262.2024,215.918,0.255904
243.4,-828458.1845,215.957,0.25644
243.3,-1417357.143,216.71,0.26689
243.2,-548130.3571,217.564,0.278688
243.1,-1286799.107,215.976,0.256707
243,-1195695.982,216.088,0.258265
242.9,-1190425.595,215.951,0.256361
242.8,-888834.8214,216.693,0.266655
242.7,-1399742.56,217.492,0.277702
242.6,-1463525.298,216.592,0.265242
242.5,-1118391.369,216.692,0.266639
242.4,-1472364.583,217.735,0.281049
242.3,-1893068.452,216.579,0.265069
242.2,-1674555.06,217.715,0.280783
242.1,-1818175.595,216.684,0.266529
242,-1217933.036,217.573,0.278813
241.9,-1054935.565,217.265,0.274556
241.8,-1442322.917,217.039,0.271438
241.7,-1888995.536,218.395,0.290151
241.6,-1339194.94,217.057,0.271689
241.5,-1916077.381,217.759,0.281377
241.4,-1707537.202,217.687,0.280392
241.3,-1447224.702,217.68,0.280298
241.2,-2017944.94,217.983,0.284471
241.1,-2331361.607,217.684,0.280345
241,-2446778.274,217.223,0.273976
240.9,-2158215.774,218.212,0.287624
240.8,-2198760.417,218.231,0.287889
240.7,-2193828.869,218.197,0.287421
240.6,-2140413.69,218.553,0.292318
240.5,-2325684.524,218.476,0.291258
240.4,-2260208.333,218.723,0.294654
240.3,-2676799.107,218.568,0.29252
240.2,-2235691.964,218.999,0.298452
240.1,-2144845.238,218.842,0.296289
240,-2133952.381,218.715,0.294545
239.9,-2581401.786,218.97,0.298048
239.8,-2584230.655,219.168,0.30077
239.7,-2597062.5,219.61,0.306828
239.6,-2889241.071,219.86,0.310257
239.5,-2613995.536,220.072,0.313156
239.4,-2976488.095,219.625,0.30703
239.3,-3007406.25,219.789,0.30928
239.2,-3190901.786,220.232,0.31534
239.1,-3098092.262,219.948,0.311451
239,-3195965.774,220.788,0.322935
238.9,-3245702.381,220.621,0.320647
238.8,-2950184.524,220.558,0.319797
238.7,-4203693.452,220.689,0.321575
238.6,-3307034.226,220.521,0.319287
238.5,-3516909.226,220.718,0.321977
238.4,-3776386.905,221.175,0.328201
238.3,-4110659.226,220.906,0.324542
238.2,-3854994.048,221.88,0.337787
238.1,-4409995.536,221.586,0.333798
238,-4458846.726,222.337,0.343999
237.9,-4258674.107,221.963,0.338925
237.8,-4233840.774,222.774,0.34991
237.7,-4136427.083,221.664,0.334861
237.6,-4405316.964,222.451,0.345535
237.5,-4599022.321,221.061,0.326658
237.4,-4662852.679,222.628,0.347946
237.3,-4871845.238,221.867,0.337617
237.2,-5019619.048,223.125,0.354662
237.1,-5128258.929,222.744,0.349511
237,-4546458.333,222.849,0.350938
236.9,-4940071.429,224.241,0.369721
236.8,-5130924.107,222.183,0.341909
236.7,-5465119.048,223.468,0.359301
236.6,-5520223.214,223.833,0.364225
236.5,-5522306.548,223.687,0.362253
236.4,-5607127.976,224.415,0.37207
236.3,-6101160.714,225.416,0.385509
236.2,-5920833.333,224.373,0.371506
236.1,-6319553.571,224.352,0.371216
236,-6168973.214,224.139,0.368348
235.9,-6100312.5,224.657,0.375316
235.8,-5870312.5,225.423,0.3856
235.7,-7011622.024,224.554,0.37393
235.6,-6162306.548,224.914,0.378773
235.5,-6255639.881,225.623,0.388288
235.4,-6256696.429,225.24,0.383153
235.3,-7297886.905,225.884,0.391777
235.2,-7108794.643,226.16,0.395476
235.1,-6817916.667,225.474,0.386283
235,-6844062.5,227.301,0.4107
234.9,-7888005.952,226.794,0.403935
234.8,-7501785.714,227.352,0.411379
234.7,-7400625,227.264,0.410202
234.6,-7234955.357,226.975,0.406353
234.5,-8024077.381,227.716,0.416218
234.4,-8558363.095,227.024,0.407002
234.3,-7809107.143,227.149,0.408678
234.2,-8666250,228.111,0.421472
234.1,-7813392.857,227.854,0.418055
234,-8415476.19,228.213,0.422825
233.9,-8827485.119,228.321,0.424254
233.8,-9028139.881,229.065,0.434116
233.7,-8892053.571,229.487,0.439689
233.6,-9042351.19,228.244,0.423232
233.5,-9394136.905,229.004,0.433307
233.4,-9485922.619,230.029,0.446837
233.3,-9567529.762,229.93,0.445537
233.2,-10091562.5,229.825,0.444147
233.1,-9743690.476,229.672,0.442128
233,-10314226.19,231.028,0.45999
232.9,-10412797.62,229.329,0.437607
232.8,-10297053.57,230.245,0.449689
232.7,-10152172.62,230.979,0.45935
232.6,-10370476.19,231.266,0.463115
232.5,-10239672.62,230.969,0.459216
232.4,-10818824.4,231.559,0.466965
232.3,-10821994.05,232.039,0.473244
232.2,-10810446.43,230.959,0.459082
232.1,-11139672.62,232.132,0.47446
232,-10789196.43,232.595,0.48052
231.9,-12041279.76,232.45,0.478625
231.8,-11009538.69,232.722,0.482177
231.7,-12050000,232.439,0.478476
231.6,-11904389.88,233.209,0.488534
231.5,-11885089.29,232.853,0.483893
231.4,-12270014.88,232.922,0.484796
231.3,-12061785.71,233.726,0.495264
231.2,-12457991.07,233.382,0.490794
231.1,-13567663.69,233.395,0.490956
231,-13277619.05,234.208,0.50154
230.9,-12755669.64,233.435,0.491473
230.8,-13379211.31,233.722,0.49522
230.7,-13174226.19,234.099,0.500112
230.6,-13683303.57,233.833,0.496664
230.5,-12882425.6,235.595,0.519512
230.4,-13777842.26,234.438,0.504526
230.3,-12971175.6,234.786,0.509039
230.2,-13420833.33,235.51,0.518413
230.1,-14248377.98,235.406,0.517065
230,-13896473.21,235.198,0.514367
229.9,-13758467.26,235.441,0.517519
229.8,-14346413.69,235.283,0.515467
229.7,-15115520.83,236.046,0.525337
229.6,-14722559.52,236.319,0.528859
229.5,-14265133.93,235.781,0.521913
229.4,-14459925.6,235.583,0.51935
229.3,-15417797.62,236.019,0.524986
229.2,-15274389.88,236.893,0.536245
229.1,-15793928.57,236.867,0.535909
229,-15913482.14,235.993,0.524649
228.9,-15817827.38,237.2,0.540194
228.8,-15998571.43,237.847,0.548502
228.7,-15786592.26,238.504,0.556921
228.6,-16483050.6,238.639,0.558646
228.5,-16158571.43,238.612,0.558298
228.4,-16567619.05,239.362,0.567881
228.3,-16555982.14,238.417,0.555804
228.2,-16413035.71,239.654,0.571609
228.1,-16594107.14,239.845,0.574049
228,-17289955.36,239.214,0.566001
227.9,-17364985.12,239.538,0.570135
227.8,-17577916.67,240.134,0.577727
227.7,-17788839.29,241.282,0.592304
227.6,-18072976.19,240.721,0.585188
227.5,-17760089.29,241.68,0.597341
227.4,-17696383.93,240.962,0.588237
227.3,-17574925.6,241.205,0.591327
227.2,-18443422.62,241.204,0.591312
227.1,-18299360.12,241.964,0.600939
227,-17884151.79,241.648,0.596939
226.9,-17879732.14,242.387,0.606279
226.8,-18430907.74,242.143,0.603202
226.7,-18458556.55,242.41,0.606566
226.6,-18177693.45,242.609,0.609082
226.5,-18792261.9,243.203,0.616566
226.4,-18197574.4,243.37,0.618677
226.3,-18738050.6,243.435,0.61949
226.2,-19806398.81,242.834,0.611926
226.1,-19477872.02,243.527,0.620644
226,-19747693.45,243.738,0.623294
225.9,-18835357.14,244.239,0.629598
225.8,-19187440.48,245.038,0.639608
225.7,-20038601.19,244.752,0.636019
225.6,-19604122.02,244.86,0.637381
225.5,-20131130.95,245.08,0.640132
225.4,-20163586.31,245.141,0.640898
225.3,-19767053.57,245.263,0.642414
225.2,-20284732.14,245.526,0.6457
225.1,-20380357.14,246.013,0.651781
225,-20141696.43,246.808,0.661689
224.9,-20602693.45,248.739,0.685629
224.8,-20487529.76,247.145,0.665873
224.7,-20175937.5,246.812,0.661731
224.6,-20338392.86,247.149,0.665929
224.5,-21045684.52,246.919,0.66307
224.4,-19972142.86,247.532,0.670685
224.3,-20726785.71,247.84,0.674507
224.2,-20722604.17,248.417,0.68165
224.1,-20896160.71,248.385,0.681257
224,-20649955.36,248.584,0.68371
223.9,-20622812.5,248.452,0.682085
223.8,-21143318.45,247.99,0.676361
223.7,-20871145.83,248.595,0.68385
223.6,-21331145.83,248.695,0.685083
223.5,-20804866.07,250.286,0.704696
223.4,-20012574.4,249.231,0.691702
223.3,-20699211.31,249.759,0.698211
223.2,-21136636.9,250.621,0.708818
223.1,-21755758.93,251.005,0.713532
223,-21769166.67,250.812,0.711169
222.9,-21668824.4,250.323,0.705156
222.8,-21587217.26,251.107,0.714783
222.7,-21332366.07,252.042,0.726228
222.6,-21398050.6,251.513,0.719754
222.5,-22262395.83,251.876,0.724206
222.4,-21614970.24,252.415,0.730783
222.3,-21935892.86,252.223,0.728444
222.2,-21667380.95,251.301,0.717158
222.1,-22127366.07,253.949,0.749469
222,-21586116.07,253.372,0.742455
221.9,-21647842.26,252.768,0.735097
221.8,-20848898.81,253.614,0.745406
221.7,-21419434.52,253.059,0.738647
221.6,-21055014.88,253.573,0.744896
221.5,-21898199.4,253.389,0.742662
221.4,-21917395.83,253.902,0.748904
221.3,-21852023.81,253.941,0.749372
221.2,-21009523.81,254.537,0.756606
221.1,-21738988.1,255.055,0.76288
221,-21083764.88,255.609,0.769581
220.9,-21505639.88,255.976,0.774015
220.8,-21845729.17,256.126,0.775833
220.7,-21151755.95,254.13,0.751671
220.6,-21187380.95,256.355,0.778593
220.5,-21162172.62,256.287,0.777773
220.4,-21813169.64,256.923,0.78543
220.3,-22125997.02,257.082,0.787338
220.2,-21522440.48,257.434,0.791573
220.1,-21100208.33,257.632,0.793954
220,-21179851.19,257.273,0.78964
219.9,-21548363.1,257.304,0.790008
219.8,-21599211.31,258.184,0.800573
219.7,-21763645.83,257.806,0.796035
219.6,-21604270.83,258.075,0.799269
219.5,-21437678.57,258.902,0.809171
219.4,-21128973.21,258.164,0.800328
219.3,-20478169.64,258.68,0.806515
219.2,-21542202.38,259.58,0.817264
219.1,-21490654.76,259.378,0.814857
219,-21455401.79,259.817,0.820088
218.9,-20551056.55,260.969,0.8338
218.8,-21917187.5,260.697,0.830569
218.7,-21186458.33,259.683,0.818494
218.6,-21664270.83,261.115,0.835536
218.5,-22052544.64,261.284,0.837539
218.4,-21123318.45,260.985,0.833988
218.3,-21808541.67,261.46,0.839623
218.2,-21044642.86,261.187,0.836383
218.1,-21601681.55,264.064,0.870374
218,-21448139.88,263.638,0.86536
217.9,-21516681.55,262.574,0.852808
217.8,-21526502.98,263.442,0.863051
217.7,-21135997.02,263.541,0.864225
217.6,-21313735.12,262.298,0.849553
217.5,-22153199.4,262.961,0.857385
217.4,-21282068.45,264.489,0.875369
217.3,-20747544.64,264.313,0.873305
217.2,-21409970.24,264.662,0.877404
217.1,-20651681.55,264.683,0.877657
217,-21628080.36,265.088,0.882403
216.9,-20489523.81,264.842,0.879519
216.8,-20278080.36,266.075,0.893955
216.7,-20985372.02,266.252,0.896021
216.6,-20345208.33,265.797,0.890709
216.5,-21163005.95,266.548,0.899487
216.4,-21706904.76,266.706,0.901325
216.3,-21293645.83,266.9,0.903584
216.2,-21310520.83,266.738,0.901695
216.1,-21422127.98,267.644,0.912253
216,-20748988.1,267.36,0.908943
215.9,-20495491.07,267.505,0.910631
215.8,-21363973.21,267.433,0.909801
215.7,-20563735.12,267.814,0.914229
215.6,-20632633.93,268.227,0.919021
215.5,-21010699.4,269.125,0.929438
215.4,-21580416.67,269.354,0.932087
215.3,-21000520.83,269.858,0.937916
215.2,-21536755.95,270.012,0.939696
215.1,-21169940.48,270.123,0.940978
215,-21606145.83,270.565,0.946075
214.9,-21230595.24,269.876,0.938126
214.8,-21406488.1,270.869,0.949574
214.7,-21139300.6,271.236,0.953799
214.6,-21969241.07,271.929,0.961767
214.5,-21074389.88,271.541,0.957304
214.4,-20171502.98,271.835,0.960688
214.3,-20794375,272.565,0.969057
214.2,-21360357.14,273.135,0.975581
214.1,-21620193.45,273.077,0.974919
214,-20950952.38,273.368,0.978249
213.9,-21447008.93,274.478,0.990905
213.8,-21611339.29,273.873,0.984007
213.7,-21137886.9,274.931,0.996064
213.6,-22654613.1,274.879,0.995471
213.5,-20682172.62,275.348,1.0008
213.4,-20312157.74,274.709,0.993537
213.3,-21736041.67,275.517,1.00272
213.2,-20447232.14,275.519,1.00275
213.1,-20689821.43,275.734,1.00519
213,-21708407.74,276.661,1.01569
212.9,-21783020.83,277.784,1.02838
212.8,-21850074.4,276.424,1.01301
212.7,-21501651.79,276.419,1.01295
212.6,-22007038.69,276.938,1.01882
212.5,-21231116.07,277.73,1.02776
212.4,-20816398.81,278.739,1.03913
212.3,-22199136.9,277.909,1.02978
212.2,-21304315.48,279.887,1.05202
212.1,-20945416.67,280.025,1.05357
212,-22809389.88,282.185,1.07768
211.9,-21945565.48,280.623,1.06026
211.8,-21354166.67,280.314,1.0568
211.7,-22569032.74,280.74,1.06157
211.6,-21924330.36,282.076,1.07647
211.5,-22187336.31,282.81,1.08464
211.4,-21822187.5,281.428,1.06925
211.3,-22629077.38,283.237,1.08938
211.2,-22416413.69,282.653,1.08289
211.1,-21317247.02,283.966,1.09746
211,-21958973.21,284.458,1.1029
210.9,-21824866.07,284.863,1.10738
210.8,-20304345.24,284.721,1.1058
210.7,-23295699.4,284.519,1.10358
210.6,-21652678.57,284.867,1.10742
210.5,-22914285.71,285.705,1.11667
210.4,-21224285.71,286.503,1.12545
210.3,-22501651.79,287.038,1.13132
210.2,-22811190.48,287.475,1.13612
210.1,-23282693.45,288.051,1.14242
210,-22390788.69,287.753,1.13916
209.9,-22541354.17,289.112,1.15402
209.8,-22208035.71,290.307,1.16702
209.7,-22811949.4,290.186,1.16572
209.6,-23240252.98,290.807,1.17246
209.5,-22161160.71,292.066,1.18611
209.4,-22445565.48,292.104,1.18651
209.3,-23581785.71,292.742,1.1934
209.2,-23148035.71,293.31,1.19954
209.1,-24072901.79,293.011,1.19631
209,-22723497.02,294.613,1.21356
208.9,-22985044.64,294.813,1.2157
208.8,-24500014.88,295.686,1.22506
208.7,-23031904.76,295.067,1.21842
208.6,-22406622.02,296.23,1.23088
208.5,-21590044.64,296.408,1.23278
208.4,-23064255.95,297.724,1.24681
208.3,-23238764.88,297.562,1.24509
208.2,-22542872.02,298.372,1.25371
208.1,-23461979.17,299.758,1.2684
208,-21934568.45,299.493,1.26561
207.9,-22475044.64,300.943,1.28093
207.8,-21940937.5,301.55,1.28733
207.7,-23331398.81,302.411,1.29639
207.6,-20769330.36,303.097,1.30358
207.5,-22083348.21,303.645,1.30933
207.4,-21142351.19,305,1.3235
207.3,-21665610.12,304.048,1.31355
207.2,-21345699.4,305.671,1.33049
207.1,-20483139.88,307.07,1.34503
207,-21880714.29,307.373,1.34817
206.9,-20960937.5,308.231,1.35705
206.8,-20937247.02,308.177,1.3565
206.7,-20457410.71,308.229,1.35704
206.6,-19313422.62,309.981,1.37511
206.5,-20828110.12,310.768,1.3832
206.4,-19095788.69,311.527,1.39099
206.3,-19942916.67,310.87,1.38425
206.2,-18689642.86,313.539,1.41156
206.1,-18793184.52,314.021,1.41647
206,-19146860.12,313.797,1.41419
205.9,-18771101.19,314.988,1.42631
205.8,-17770758.93,315.87,1.43525
205.7,-17010997.02,316.377,1.44039
205.6,-18180669.64,317.746,1.45421
205.5,-18160208.33,319.498,1.47184
205.4,-16558630.95,319.591,1.47277
205.3,-16270937.5,321.577,1.49265
205.2,-16815848.21,320.962,1.4865
205.1,-14773928.57,322.027,1.49714
205,-15483943.45,322.991,1.50674
204.9,-15352261.9,323.945,1.51621
204.8,-15354627.98,324.731,1.52401
204.7,-15438288.69,325.874,1.5353
204.6,-13276264.88,326.887,1.54529
204.5,-14071130.95,329.118,1.56719
204.4,-10350461.31,329.397,1.56993
204.3,-13381711.31,330.629,1.58196
204.2,-11968348.21,331.522,1.59066
204.1,-11877604.17,332.628,1.60141
204,-11876785.71,334.327,1.61787
203.9,-10745595.24,334.581,1.62032
203.8,-8717425.595,336.323,1.6371
203.7,-8060744.048,337.937,1.6526
203.6,-9576681.548,337.664,1.64998
203.5,-7351592.262,339.806,1.67045
203.4,-10242514.88,340.304,1.6752
203.3,-8144270.833,341.661,1.68809
203.2,-5995068.452,342.731,1.69824
203.1,-6812901.786,344.52,1.71513
203,-6649092.262,345.231,1.72182
202.9,-3378053.571,346.228,1.73119
202.8,-7067529.762,347.548,1.74356
202.7,-5189622.024,348.646,1.75382
202.6,-7757172.619,349.7,1.76363
202.5,-4424940.476,351.355,1.77901
202.4,-2751537.202,353.03,1.7945
202.3,-4127229.167,353.929,1.8028
202.2,-3881970.238,354.869,1.81144
202.1,-2154794.643,357.081,1.83172
202,-963788.5417,358.505,1.84473
201.9,-2183819.94,359.631,1.85498
201.8,-1141001.339,362.175,1.87803
201.7,-94989.58333,362.612,1.88198
201.6,2057751.488,364.73,1.90106
201.5,2709337.798,365.92,1.91173
201.4,1454248.512,367.045,1.9218
201.3,859421.131,368.983,1.93908
201.2,2820300.744,370.671,1.95407
201.1,3462796.131,371.763,1.96373
201,6395610.119,372.837,1.97322
200.9,4003211.31,374.45,1.98742
200.8,9151428.571,375.576,1.9973
200.7,6137961.31,377.787,2.01664
200.6,5194538.69,379.452,2.03113
200.5,4799252.976,379.989,2.0358
200.4,7335535.714,382.734,2.05955
200.3,8269211.31,384.165,2.07188
200.2,6323797.619,386.229,2.08959
200.1,8548943.452,387.32,2.09892
200,10861562.5,389.886,2.12078
199.9,9469553.571,390.977,2.13004
199.8,9713333.333,392.549,2.14334
199.7,11930580.36,394.085,2.15629
199.6,10370431.55,396.046,2.17276
199.5,11150297.62,396.592,2.17733
199.4,10331086.31,398.374,2.19223
199.3,13212678.57,400.932,2.21352
199.2,12524136.9,402.039,2.22269
199.1,11649017.86,402.643,2.22769
199,14290535.71,405.269,2.24933
198.9,15093928.57,405.644,2.25242
198.8,14057544.64,409.926,2.28744
198.7,15297470.24,410.481,2.29196
198.6,14685476.19,412.408,2.30761
198.5,16853125,414.032,2.32074
198.4,15426964.29,416.348,2.3394
198.3,16204464.29,418.733,2.35853
198.2,14226741.07,420.665,2.37396
198.1,16954985.12,421.078,2.37725
198,16352485.12,422.49,2.38847
197.9,18509538.69,425.272,2.4105
197.8,17110937.5,427.066,2.42464
197.7,16646220.24,429.859,2.44655
197.6,19679389.88,430.928,2.45491
197.5,17441726.19,432.733,2.46898
197.4,19295773.81,432.742,2.46905
197.3,20180178.57,436.805,2.50054
197.2,18305625,437.247,2.50395
197.1,17730491.07,439.197,2.51897
197,17533824.4,441.32,2.53524
196.9,19739895.83,444.169,2.55699
196.8,20318273.81,443.98,2.55555
196.7,18931696.43,446.599,2.57544
196.6,16688883.93,448.666,2.59108
196.5,21294955.36,450.88,2.60775
196.4,17993824.4,453.289,2.62582
196.3,19532544.64,455.518,2.64246
196.2,16830476.19,456.754,2.65166
196.1,20732857.14,460.007,2.67577
196,15454047.62,460.608,2.6802
195.9,19827604.17,463.73,2.70319
195.8,22167142.86,465.934,2.71933
195.7,21897797.62,466.737,2.72519
195.6,19765267.86,469.32,2.74401
195.5,19302886.9,470.954,2.75586
195.4,19306949.4,472.469,2.76682
195.3,22709419.64,472.82,2.76936
195.2,19490714.29,475.574,2.7892
195.1,19490431.55,475.633,2.78962
195,18936428.57,477.517,2.80313
194.9,14248050.6,478.515,2.81027
194.8,23175520.83,479.57,2.8178
194.7,18556830.36,481.559,2.83197
194.6,17826190.48,483.423,2.8452
194.5,17892068.45,486.017,2.86354
194.4,15398913.69,486.892,2.86971
194.3,21395535.71,488.779,2.88298
194.2,17606041.67,490.598,2.89573
194.1,16548288.69,491.644,2.90304
194,16454821.43,492.415,2.90843
193.9,13649940.48,495.63,2.93079
193.8,16139270.83,497.445,2.94337
193.7,17223898.81,500.005,2.96103
193.6,15153869.05,500.131,2.96191
193.5,17685580.36,502.145,2.97575
193.4,14231666.67,503.114,2.98239
193.3,17610818.45,505.218,2.99678
193.2,17041116.07,506.17,3.00327
193.1,12893348.21,508.847,3.02148
193,19028154.76,508.889,3.02177
192.9,16521235.12,509.691,3.0272
192.8,16871696.43,511.257,3.0378
192.7,14233854.17,512.549,3.04652
192.6,19507976.19,515.362,3.06545
192.5,12679985.12,517.314,3.07854
192.4,14329925.6,518.868,3.08892
192.3,14422380.95,518.794,3.08843
192.2,15842306.55,521.149,3.10411
192.1,16888571.43,522.709,3.11447
192,14928511.9,523.547,3.12003
191.9,13895610.12,525.05,3.12997
191.8,18439523.81,527.178,3.14401
191.7,10520163.69,528.578,3.15322
191.6,19819583.33,529.941,3.16217
191.5,17073214.29,531.277,3.17091
191.4,12512276.79,533.364,3.18455
191.3,14270416.67,534.326,3.19081
191.2,12934702.38,536.022,3.20184
191.1,10952142.86,537.89,3.21395
191,13479389.88,540.431,3.23037
190.9,15210714.29,541.885,3.23973
190.8,12245654.76,544.644,3.25744
190.7,12063571.43,547.025,3.27266
190.6,13737842.26,548.47,3.28188
190.5,11098125,548.41,3.2815
190.4,11366741.07,552.208,3.30561
190.3,12256220.24,553.789,3.31561
190.2,11363273.81,554.865,3.3224
190.1,13945312.5,557.554,3.33932
190,13168273.81,558.93,3.34795
,,,
##### Extended Information,,,
[Comments],,,
Sample name,ECTC_PROTEIN&ADDITIVE_928,,
Comment,PROTEIN&ADDITIVE,,
User,TRICIACHESELDINE,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/28/2022 16:49,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,22.83 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 16:49,,
,,,
CD Overload detect,1020,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
