TITLE,KMGM_BUFFER_928_Averages,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,15:01:07,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.54704,,
MAXY,6.02539,,
MINY,-5.83343,,
XYDATA,,,
306.4,1.413693667,207.932,0.1432326667
306.3,1.259613667,207.604,0.1385263333
306.2,2.003516667,207.5816667,0.1382043333
306.1,1.062185667,207.675,0.1395463333
306,1.072377,207.374,0.135227
305.9,1.703625333,207.7093333,0.1400343333
305.8,0.713147,207.6156667,0.1386963333
305.7,0.7355903333,207.5683333,0.138011
305.6,0.4645633333,207.8756667,0.14242
305.5,1.570182667,207.4516667,0.136333
305.4,0.6940903333,207.258,0.1335573333
305.3,1.045797,207.314,0.13436
305.2,1.318125,207.598,0.138437
305.1,1.052936333,207.752,0.140649
305,1.491164333,207.5253333,0.1373936667
304.9,1.336816667,207.454,0.1363693333
304.8,1.684316667,207.6996667,0.1399036667
304.7,0.4690723333,207.4856667,0.1368306667
304.6,1.319929333,207.4403333,0.136176
304.5,1.443384333,207.278,0.1338476667
304.4,1.243151667,207.1633333,0.1321923333
304.3,1.349501,207.505,0.1370946667
304.2,0.8452586667,206.96,0.129276
304.1,1.427573667,207.6123333,0.1386443333
304,2.685626667,207.8906667,0.142639
303.9,1.251586333,207.3993333,0.1355876667
303.8,1.8234,207.5603333,0.1379016667
303.7,0.9651953333,206.8206667,0.127268
303.6,1.089726,207.0176667,0.1301023333
303.5,2.14688,207.0273333,0.1302443333
303.4,0.6718826667,207.154,0.1320543333
303.3,1.538283,207.4656667,0.1365446667
303.2,1.915912,207.311,0.1343183333
303.1,0.8953420667,207.569,0.1380233333
303,1.352463333,207.53,0.1374503333
302.9,1.131024333,207.1533333,0.1320553333
302.8,1.402773333,207.0653333,0.13079
302.7,0.3642325667,207.5636667,0.1379523333
302.6,1.333332,207.067,0.130814
302.5,1.065984333,207.3816667,0.135338
302.4,0.6678883333,207.2086667,0.1328466667
302.3,0.483865,206.835,0.1274736667
302.2,0.4810633667,207.5673333,0.138001
302.1,1.780033333,207.3936667,0.1355063333
302,1.603686667,207.2813333,0.133894
301.9,1.251302,207.6656667,0.1394076667
301.8,0.3989909667,207.5076667,0.137146
301.7,0.7709236667,207.181,0.132454
301.6,1.675515,206.9243333,0.128761
301.5,1.304459333,207.0456667,0.130509
301.4,1.729953333,207.0543333,0.1306256667
301.3,2.376493333,207.0233333,0.1301803333
301.2,0.7415816333,207.4003333,0.1356026667
301.1,1.172823667,207.147,0.13196
301,1.370628333,207.1906667,0.13259
300.9,1.169080667,206.685,0.12532
300.8,1.301381,207.275,0.133805
300.7,1.161124333,207.013,0.1300376667
300.6,1.8142657,207.4413333,0.1361833333
300.5,1.31978,207.0093333,0.1299793333
300.4,1.417053,206.8686667,0.1279606667
300.3,1.545085,206.7453333,0.126184
300.2,1.1272,207.282,0.1339026667
300.1,1.685894333,207.641,0.1390573333
300,0.5402676667,207.337,0.1346893333
299.9,1.731274,206.8953333,0.12834
299.8,1.645237,207.2173333,0.132965
299.7,0.3637593333,206.9303333,0.128848
299.6,0.9147976667,206.8243333,0.127326
299.5,1.029636,207.3306667,0.1346006667
299.4,0.7399348333,206.8893333,0.1282603333
299.3,1.760070333,207.2726667,0.1337706667
299.2,1.5209,207.209,0.1328553333
299.1,1.097923,207.138,0.1318226667
299,0.8044255333,206.5693333,0.123653
298.9,1.216700667,206.8453333,0.127622
298.8,1.094621667,207.125,0.1316493333
298.7,1.42727,206.8446667,0.127611
298.6,0.7933246667,206.896,0.12835
298.5,1.816601667,207.1166667,0.1315203333
298.4,1.600775667,207.4213333,0.135901
298.3,1.648961,206.437,0.1217416667
298.2,1.776246333,206.535,0.1231573333
298.1,1.003121,206.8483333,0.1276563333
298,1.639025333,206.7606667,0.1264063333
297.9,-0.324626,206.5346667,0.1231516667
297.8,0.08435486667,206.6906667,0.1253973333
297.7,1.897936667,206.627,0.1244733333
297.6,1.285223667,206.975,0.1294886667
297.5,1.309048667,207.1406667,0.1318696667
297.4,1.508188667,207.324,0.1345043333
297.3,0.6558755667,206.9826667,0.1295936667
297.2,1.138048,206.9026667,0.1284563333
297.1,1.708286333,206.856,0.1277763333
297,1.184479333,206.6696667,0.1250866667
296.9,1.080662267,206.6706667,0.1251116667
296.8,0.811973,206.6753333,0.1251643333
296.7,1.091847333,206.7023333,0.1255686667
296.6,1.729786667,206.8243333,0.1273193333
296.5,0.943898,207.104,0.131336
296.4,1.007483667,206.848,0.127661
296.3,0.8155643333,206.5183333,0.122914
296.2,1.395309667,206.6963333,0.1254753333
296.1,0.9473036667,206.7786667,0.1266683333
296,1.445607,206.4966667,0.1226033333
295.9,1.270806333,206.8376667,0.1275113333
295.8,0.6280123333,206.97,0.1294233333
295.7,0.9692516667,206.7073333,0.1256396667
295.6,0.44806,206.8326667,0.1274383333
295.5,1.137556333,207.026,0.1302103333
295.4,1.112047667,206.6013333,0.1241116667
295.3,1.257088333,206.737,0.126064
295.2,-0.029405,206.7186667,0.125798
295.1,0.1671001,206.773,0.1265763333
295,0.319258072,206.8086667,0.127095
294.9,0.6705246667,206.615,0.124308
294.8,1.97547,206.7876667,0.126794
294.7,1.395032667,207.2273333,0.1331213333
294.6,0.739188,206.92,0.1286933333
294.5,0.3906969333,206.5486667,0.1233543333
294.4,1.428539333,206.171,0.1179016667
294.3,0.5929523667,207.102,0.1313143333
294.2,1.234454867,206.3293333,0.1201863333
294.1,1.447299,206.4013333,0.1212263333
294,1.230636333,206.731,0.125966
293.9,0.4066196667,206.3136667,0.1199636667
293.8,1.469672333,206.5876667,0.123911
293.7,1.268635667,207.19,0.1325846667
293.6,2.373516667,206.865,0.1279073333
293.5,-0.02922333333,206.4566667,0.1220256667
293.4,1.524689667,206.874,0.1280366667
293.3,1.751073333,206.6513333,0.1248303333
293.2,1.707053667,206.476,0.1222993333
293.1,0.576141,206.5446667,0.1232963333
293,0.7084306667,206.8813333,0.1281433333
292.9,1.568198467,206.3596667,0.1206286667
292.8,1.319935667,206.5276667,0.1230483333
292.7,1.0911081,206.757,0.1263456667
292.6,1.654503,205.7956667,0.1124883333
292.5,1.466312333,206.5333333,0.1231306667
292.4,1.652989,206.019,0.115713
292.3,0.7194445333,206.48,0.1223646667
292.2,1.958405667,206.2656667,0.119275
292.1,1.89295,205.816,0.11278
292,0.2422066667,206.1946667,0.118248
291.9,1.037937333,205.8073333,0.112658
291.8,1.399240667,205.8336667,0.1130346667
291.7,-0.2925443333,206.216,0.118557
291.6,1.592225,206.307,0.119872
291.5,1.400447333,206.2623333,0.1192206667
291.4,1.052336333,205.9553333,0.11479
291.3,1.950103333,205.8953333,0.113924
291.2,1.869658,206.057,0.1162553333
291.1,2.002603,206.082,0.1166223333
291,1.475784,206.409,0.1213403333
290.9,2.00502,205.6096667,0.1098
290.8,-0.1646646667,205.574,0.109288
290.7,1.593133333,205.644,0.1102916667
290.6,0.30054871,206.0323333,0.1159086667
290.5,0.9586673333,205.8063333,0.1126403333
290.4,1.037146667,206.079,0.116578
290.3,1.040066333,206.0496667,0.1161473333
290.2,1.293204333,206.4853333,0.1224243333
290.1,0.822577,205.4903333,0.1080696667
290,1.189972,206.1916667,0.1182086667
289.9,1.654712333,206.202,0.118357
289.8,1.764857667,206.144,0.117523
289.7,0.5009033333,205.9156667,0.1142146667
289.6,1.357499,206.1973333,0.118288
289.5,1.565785,206.2576667,0.119156
289.4,0.8828354667,206.3953333,0.1211453333
289.3,1.492578333,206.6053333,0.1241683333
289.2,1.324268333,206.433,0.1216886667
289.1,1.411687667,206.356,0.1205763333
289,2.162854667,205.968,0.1149746667
288.9,0.691099,206.226,0.1186983333
288.8,0.5657256667,206.3813333,0.1209353333
288.7,1.532574667,205.8653333,0.1134923333
288.6,1.670903667,206.091,0.1167603333
288.5,1.180343,206.493,0.1225563333
288.4,1.146982333,206.339,0.1203313333
288.3,1.339470667,206.1626667,0.1177813333
288.2,1.031894667,206.216,0.1185553333
288.1,1.236190667,206.2423333,0.1189306667
288,1.904266667,206.1106667,0.117036
287.9,0.7347903333,206.2836667,0.119539
287.8,0.2491353333,206.754,0.126309
287.7,0.9953980667,206.1233333,0.117215
287.6,0.8075316667,205.9323333,0.1144573333
287.5,0.7165053333,206.215,0.1185386667
287.4,1.276609,205.9533333,0.1147643333
287.3,0.5700276667,206.2673333,0.119292
287.2,1.281287333,206.045,0.1160856667
287.1,0.4960966667,206.509,0.122781
287,0.7303846667,206.496,0.1225873333
286.9,1.0654617,206.7496667,0.126244
286.8,-0.552633,205.858,0.1133866667
286.7,1.189183,206.1903333,0.1181786667
286.6,1.022797333,206.5783333,0.1237833333
286.5,1.664997,206.593,0.123992
286.4,0.8429586667,206.3006667,0.1197786667
286.3,1.51759,206.1203333,0.1171803333
286.2,1.246602,206.2693333,0.119326
286.1,1.282126,206.141,0.117474
286,1.117162333,206.4093333,0.121341
285.9,1.899073333,206.4656667,0.122158
285.8,0.496277,206.6586667,0.1249373333
285.7,1.33333,206.4813333,0.1223753333
285.6,2.16909,206.3216667,0.1200783333
285.5,1.05028,206.457,0.1220246667
285.4,1.037540567,206.6493333,0.1248036667
285.3,0.872089,205.848,0.113246
285.2,0.3982783333,206.2493333,0.1190376667
285.1,1.283984333,206.23,0.1187596667
285,1.6285,206.4733333,0.1222546667
284.9,0.5285098667,206.417,0.121458
284.8,0.5485426667,206.096,0.116831
284.7,-0.8338016,205.776,0.112205
284.6,0.1848413333,205.5046667,0.1082823333
284.5,0.7095756667,206.1036667,0.116931
284.4,0.4454586667,206.5656667,0.123599
284.3,1.640546667,205.6496667,0.1103726667
284.2,1.417219667,206.1733333,0.117941
284.1,1.097906333,206.0923333,0.116771
284,1.382851333,205.8923333,0.1138843333
283.9,1.275735,206.5293333,0.123076
283.8,-0.1454097,205.9496667,0.1147143333
283.7,1.688703333,206.02,0.1157286667
283.6,0.9056146667,206.3823333,0.120953
283.5,1.000556333,206.0886667,0.116721
283.4,0.827958,206.358,0.1206016667
283.3,1.490759467,206.524,0.1230006667
283.2,1.422376667,205.989,0.1152796667
283.1,0.86628,206.1883333,0.118154
283,0.4598973333,206.2596667,0.1191803333
282.9,1.92038,205.9533333,0.1147696667
282.8,0.4686126667,205.9363333,0.114523
282.7,1.133018,206.1986667,0.1183056667
282.6,0.7000366667,206.38,0.1209226667
282.5,0.3332546667,205.8536667,0.1133045667
282.4,0.7977139,206.4176667,0.121463
282.3,0.8575493333,206.0816667,0.1166153333
282.2,0.3573873333,206.0133333,0.1156243333
282.1,1.17919,206.4873333,0.1224686667
282,0.7596126667,206.0916667,0.116755
281.9,1.026109333,206.0213333,0.1157453333
281.8,1.317246667,206.5803333,0.1238123333
281.7,0.4307356667,206.141,0.117468
281.6,0.7981886667,206.2003333,0.1183286667
281.5,0.183102,205.9406667,0.1145676667
281.4,0.6719626667,206.586,0.1238903333
281.3,0.5291663333,206.0513333,0.1161813333
281.2,1.411757,206.272,0.119362
281.1,1.072396433,206.1346667,0.1173806667
281,1.804275667,206.2406667,0.118911
280.9,0.8970483333,206.6916667,0.1254116667
280.8,1.470435333,206.4513333,0.1219506667
280.7,0.8544953333,206.327,0.1201326667
280.6,0.364925,206.535,0.1231596667
280.5,0.4188666667,205.8686667,0.1135466667
280.4,1.486001333,206.4923333,0.122514
280.3,0.961922,205.7913333,0.1124213333
280.2,1.322764667,206.3006667,0.119766
280.1,0.025398,206.2076667,0.118424
280,0.418895,206.8776667,0.1280906667
279.9,0.1093545,206.974,0.1294746667
279.8,-0.03208966667,206.4473333,0.1218833333
279.7,1.021197333,206.897,0.1283716667
279.6,1.319945,206.1566667,0.1177066667
279.5,0.6435492667,205.7103333,0.111251
279.4,0.4769040333,206.705,0.1256076667
279.3,1.03801,206.2786667,0.1194633333
279.2,1.395712,206.1906667,0.118186
279.1,0.149707,206.497,0.1226103333
279,1.844936667,206.7253333,0.125884
278.9,0.07977266667,206.7906667,0.126841
278.8,1.294723333,206.946,0.129066
278.7,1.413489333,206.0836667,0.1166436667
278.6,1.17387,206.1983333,0.118303
278.5,0.8872183333,206.3083333,0.1198833333
278.4,0.545138,205.8686667,0.113546
278.3,0.6283233333,206.673,0.1251246667
278.2,1.804246667,206.7986667,0.1269326667
278.1,-0.07254,206.335,0.1202693333
278,0.08560036667,206.5683333,0.123633
277.9,1.084649,206.2006667,0.1183396667
277.8,1.069866,205.9683333,0.1149776667
277.7,1.67575,206.288,0.119588
277.6,0.694894,206.2376667,0.1188653333
277.5,0.5782553333,206.7426667,0.1261363333
277.4,-0.4259683,205.945,0.1146242667
277.3,0.5310356667,205.9776667,0.1151183333
277.2,0.5164613333,206.169,0.117872
277.1,0.3473066667,206.4653333,0.1221533333
277,1.121140667,206.7093333,0.1256526667
276.9,1.436885667,206.4926667,0.122548
276.8,0.7800513333,205.8193333,0.1128233333
276.7,1.046752033,205.8803333,0.1137103333
276.6,1.516532667,206.349,0.120476
276.5,0.5106243333,206.4136667,0.1214063333
276.4,1.742506667,206.718,0.1257923333
276.3,0.708167,206.1763333,0.117988
276.2,0.7190243333,206.803,0.1270073333
276.1,0.761275,206.1373333,0.1174236667
276,0.6333324333,206.4833333,0.122401
275.9,1.120895667,207.079,0.1309613333
275.8,1.878757667,206.5043333,0.122713
275.7,0.816511,206.0096667,0.115581
275.6,0.04517666667,205.8003333,0.1125483333
275.5,0.942453,206.3586667,0.1206066667
275.4,0.7940183267,206.1386667,0.1174396667
275.3,0.4556362667,206.8273333,0.1273436667
275.2,0.6132526667,206.269,0.119318
275.1,0.991368,206.765,0.1264633333
275,0.5190323333,205.9306667,0.1144366667
274.9,0.2183333333,206.1006667,0.11688
274.8,0.209183,206.953,0.129166
274.7,1.396763333,205.8186667,0.1128103333
274.6,0.9380506667,206.8316667,0.127429
274.5,0.8612873333,206.448,0.121908
274.4,0.5146443333,206.3693333,0.1207696667
274.3,1.283186,206.384,0.1209793333
274.2,0.09099533333,206.97,0.1294143333
274.1,0.6873666667,206.557,0.1234746667
274,-0.5075736667,206.6126667,0.124273
273.9,0.7763163333,206.8196667,0.1272546667
273.8,1.222558667,206.715,0.125747
273.7,0.8157083333,206.314,0.1199723333
273.6,1.330038333,206.6426667,0.1247013333
273.5,0.139569,206.582,0.1238223333
273.4,1.325153333,206.74,0.12611
273.3,0.6370024333,206.5066667,0.1227496667
273.2,1.132647333,205.903,0.114032
273.1,0.4945029,206.4256667,0.1215756667
273,0.03891566667,206.7413333,0.1261273333
272.9,1.754821667,207.2093333,0.132859
272.8,1.036358,206.7503333,0.1262586667
272.7,0.8505876667,206.498,0.1226186667
272.6,1.302272667,206.5026667,0.1226836667
272.5,0.8150113333,206.363,0.1206716667
272.4,1.229765333,206.6683333,0.1250683333
272.3,1.248701333,206.5093333,0.122789
272.2,1.076510667,206.6136667,0.124285
272.1,1.012407,206.4423333,0.1218193333
272,1.489605667,206.704,0.1255893333
271.9,0.1051613333,206.7193333,0.1258116667
271.8,0.3920333333,206.6026667,0.1241316667
271.7,1.561833333,206.3233333,0.1201046667
271.6,0.996431,206.6333333,0.1245746667
271.5,1.267821333,207.1786667,0.1324183333
271.4,1.278709,206.519,0.122924
271.3,0.6279886667,206.609,0.12422
271.2,0.9885046667,206.5633333,0.1235686667
271.1,0.810681,206.549,0.1233556667
271,1.32101,206.6636667,0.125007
270.9,1.4223078,206.7136667,0.1257246667
270.8,1.103240333,206.819,0.1272186667
270.7,0.359769,207.0413333,0.1304353333
270.6,1.649169667,206.468,0.1221826667
270.5,0.6367144,207.155,0.1320753333
270.4,1.315168,206.479,0.1223473333
270.3,-0.027901,206.586,0.123884
270.2,1.817423333,206.859,0.1278153333
270.1,0.7070006667,207.02,0.130134
270,1.697153333,206.986,0.129646
269.9,0.39113,206.5976667,0.1240576667
269.8,0.5937459,206.5653333,0.1235953333
269.7,1.161545,206.4273333,0.1215933333
269.6,0.5845456667,206.9166667,0.128649
269.5,0.1830856667,207.1926667,0.1326223333
269.4,0.9297236667,207.1596667,0.1321276667
269.3,0.7481251,207.4406667,0.1361796667
269.2,0.241218,206.8373333,0.127514
269.1,0.1893296,207.1713333,0.1323163333
269,1.115113333,207.3743333,0.1352286667
268.9,1.509586,206.7516667,0.1262626667
268.8,1.224746333,207.2536667,0.133483
268.7,-0.04519666667,206.664,0.1250133333
268.6,0.634908,207.2226667,0.1330513333
268.5,1.327065,207.4163333,0.1358303333
268.4,-0.2031713333,207.302,0.134189
268.3,0.7357343333,207.4536667,0.1363663333
268.2,0.25202,207.08,0.131003
268.1,0.6602046667,207.4603333,0.1364693333
268,0.743748,207.6843333,0.1396806667
267.9,-0.2276982667,207.5516667,0.137773
267.8,-0.2737713333,207.534,0.1375256667
267.7,0.5438399333,207.469,0.136583
267.6,0.916731,207.713,0.1400843333
267.5,0.6019203333,207.078,0.1309646667
267.4,0.263991,207.215,0.1329366667
267.3,0.9328156667,207.782,0.1410716667
267.2,0.3791089333,207.732,0.1403553333
267.1,0.588872,207.712,0.1400743333
267,0.4028774967,207.659,0.1393183333
266.9,0.5156096667,207.4976667,0.1370036667
266.8,1.516131667,207.617,0.1387176667
266.7,0.4052113333,207.695,0.1398256667
266.6,0.7993606667,207.7213333,0.140206
266.5,0.5486513333,207.4386667,0.1361513333
266.4,0.6860786667,208.2023333,0.1471073333
266.3,1.097937667,207.898,0.1427466667
266.2,0.5521536667,207.927,0.1431553333
266.1,-0.1278094333,208.16,0.146491
266,1.521646667,208.38,0.149648
265.9,0.8854813333,208.2356667,0.147572
265.8,1.170611533,208.1226667,0.1459586667
265.7,0.457854,208.4833333,0.1511206667
265.6,0.5015013333,208.0373333,0.1447286667
265.5,1.61604,208.1303333,0.146068
265.4,-0.0308721,208.1793333,0.1467726667
265.3,1.832401,208.127,0.1460243333
265.2,-0.3133479,208.153,0.1463946667
265.1,0.07705493333,208.146,0.1462963333
265,0.4455838333,208.0516667,0.1449446667
264.9,-0.1679213333,208.595,0.1527193333
264.8,0.8389573333,208.193,0.146969
264.7,1.163393333,208.6193333,0.1530633333
264.6,0.5247686667,208.4526667,0.150684
264.5,0.5001455667,208.1233333,0.1459703333
264.4,0.730744,208.0346667,0.1446956667
264.3,0.368243,208.3936667,0.1498406667
264.2,0.6956993333,208.007,0.1443
264.1,-0.2315253333,208.401,0.1499426667
264,1.048361667,208.0356667,0.1447173333
263.9,0.5472782667,208.36,0.149356
263.8,0.67903,208.5193333,0.1516396667
263.7,0.6303283333,208.5063333,0.1514463333
263.6,1.246368667,208.4253333,0.150292
263.5,1.280817133,208.7226667,0.1545436667
263.4,0.6017771667,208.534,0.1518503333
263.3,0.9082946667,208.3953333,0.1498596667
263.2,-0.021875,208.5966667,0.152742
263.1,0.5600043333,209.05,0.1592183333
263,0.3127883333,208.7196667,0.154499
262.9,0.7211206667,208.4413333,0.150517
262.8,1.43728,208.5726667,0.152394
262.7,0.6844956667,208.886,0.1568796667
262.6,2.223213333,208.792,0.155537
262.5,0.3849696667,208.9816667,0.1582406667
262.4,1.302168,209.1693333,0.1609093333
262.3,0.5690695667,208.8403333,0.1562216667
262.2,0.55685,209.2843333,0.1625576667
262.1,1.759949667,209.0653333,0.1594296667
262,0.1946766667,209.1063333,0.1600113333
261.9,0.1328093333,209.377,0.1638756667
261.8,0.337944,208.9973333,0.158462
261.7,0.03189866667,209.19,0.161209
261.6,0.3931476667,209.178,0.161038
261.5,-0.683176,209.0033333,0.1585493333
261.4,0.3567736667,209.4933333,0.1655306667
261.3,0.560221,208.7856667,0.1554413333
261.2,0.7285586333,209.236,0.1618663333
261.1,0.7962913333,209.1253333,0.1602883333
261,0.516308,208.999,0.1584773333
260.9,0.8907103733,209.2553333,0.1621376667
260.8,1.042479667,209.2823333,0.1625286667
260.7,0.3003700333,209.5003333,0.1656336667
260.6,0.9189393333,209.494,0.165549
260.5,0.9408033333,209.1493333,0.1606316667
260.4,0.1266173333,209.613,0.1672433333
260.3,0.1455506667,209.119,0.1601966667
260.2,1.095269767,209.062,0.159382
260.1,0.125342,209.397,0.1641653333
260,0.372995,209.5663333,0.1665743333
259.9,-0.1709177067,209.2156667,0.1615763333
259.8,0.9484436667,209.7493333,0.1691786667
259.7,1.157194333,209.9026667,0.171357
259.6,0.8467073333,209.861,0.1707676667
259.5,0.2631346667,209.6576667,0.1678783333
259.4,0.5937346667,210.0593333,0.173582
259.3,-0.4960991333,210.078,0.173848
259.2,0.969194,209.533,0.166096
259.1,1.236255333,209.8156667,0.1701243333
259,0.7834853333,209.958,0.1721396667
