TITLE,ds + JL Protein and buffer,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,15:32:57,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,-0.24368,,
MAXY,47.00092,,
MINY,-74.42773,,
XYDATA,,,
255.1,-0.789995667,212.383,0.206461
255,0.434528797,212.868,0.213284
254.9,0.065452667,212.621,0.20981
254.8,-1.237784333,212.602,0.209539
254.7,-0.363523,213.161,0.21739
254.6,-1.047059,213.602,0.223589
254.5,0.466068,211.76,0.197675
254.4,-1.320875,210.57,0.180842
254.3,-1.851088,212.91,0.213873
254.2,-1.046453667,213.044,0.215751
254.1,-1.055434333,212.812,0.212487
254,-0.877371667,212.42,0.206972
253.9,-1.210342667,212.733,0.211388
253.8,0.61993,213.036,0.21564
253.7,-0.2899145,212.946,0.214382
253.6,-0.314951667,213.813,0.226541
253.5,-0.984589333,212.971,0.214732
253.4,0.495684667,212.72,0.211197
253.3,0.420901,212.789,0.212169
253.2,-2.222057967,213.071,0.216133
253.1,-1.694285,213.29,0.219203
253,0.896563333,213.383,0.220507
252.9,-0.808441433,213.951,0.228477
252.8,-1.226871333,214.248,0.232629
252.7,-0.928440867,212.943,0.214335
252.6,-0.663055767,213.819,0.226621
252.5,-1.627056633,211.864,0.199146
252.4,-1.696088253,213.048,0.215815
252.3,-0.790128333,213.767,0.225891
252.2,0.2647982,214.473,0.235765
252.1,-0.038238967,213.095,0.216467
252,-1.974493633,213.355,0.220125
251.9,1.053147367,213.865,0.227271
251.8,-2.271041667,213.719,0.225224
251.7,-0.956561667,213.975,0.22881
251.6,-0.591788667,213.513,0.222334
251.5,-3.309369,214.041,0.229729
251.4,-2.396412333,213.314,0.219537
251.3,-0.92722392,215.24,0.246464
251.2,-1.0551488,214.024,0.229492
251.1,-1.095944433,213.689,0.224796
251,-1.7978324,214.348,0.234023
250.9,-1.368974,213.94,0.228318
250.8,-0.616407067,213.562,0.223017
250.7,-4.732993333,214.606,0.237632
250.6,0.582410233,214.768,0.239893
250.5,-0.496082267,214.282,0.233104
250.4,0.690011333,213.937,0.22827
250.3,-1.522555,213.428,0.221142
250.2,-0.642414333,214.58,0.237268
250.1,-0.255994,214.209,0.232075
250,-1.915811333,214.38,0.234467
249.9,-2.225805667,214.33,0.23377
249.8,-0.028664367,214.331,0.233786
249.7,-0.242281,215.166,0.245438
249.6,-0.69361,214.365,0.234261
249.5,-0.270814667,214.195,0.231885
249.4,-0.8921769,214.221,0.232249
249.3,-2.189102967,214.409,0.234878
249.2,-0.702634,214.076,0.230221
249.1,-1.509309933,214.328,0.233738
249,-1.820316667,215.068,0.244064
248.9,-2.321704667,213.964,0.228651
248.8,-2.838011333,214.875,0.241379
248.7,0.721540867,214.864,0.241221
248.6,-1.914615333,214.647,0.238201
248.5,-2.585274333,214.6,0.237537
248.4,-1.661205,214.862,0.241205
248.3,-1.709264333,214.495,0.236081
248.2,-2.186139667,215.188,0.245738
248.1,-1.433526667,214.784,0.240114
248,-1.937388333,215.085,0.244301
247.9,-2.12433,214.781,0.240067
247.8,-1.994264703,214.517,0.236382
247.7,-0.778510333,214.861,0.241189
247.6,-2.426380667,214.372,0.234356
247.5,-2.474652,215.316,0.247521
247.4,-1.762751667,215.208,0.246022
247.3,-1.888786,216.661,0.2662
247.2,-3.300291,215.575,0.251132
247.1,-1.529023,215.245,0.246543
247,-2.790671,215.214,0.246101
246.9,-0.660548,215.358,0.248105
246.8,-2.590489867,214.709,0.239071
246.7,-2.729925023,215.515,0.250297
246.6,-2.867484667,215.967,0.256581
246.5,-0.584521,215.69,0.252724
246.4,-2.003370667,215.959,0.256471
246.3,-3.500629667,215.532,0.250533
246.2,-1.162275667,215.151,0.245233
246.1,-1.899419,215.951,0.256361
246,-2.359768667,215.237,0.246432
245.9,-2.948571167,216.693,0.266655
245.8,-2.566066,216.357,0.261991
245.7,-2.649611667,215.414,0.248893
245.6,-2.997676333,216.29,0.261064
245.5,-3.932682667,215.109,0.244649
245.4,-3.921146667,216.767,0.267675
245.3,-2.5803678,216.434,0.263059
245.2,-2.269448,216.11,0.258564
245.1,-2.313861167,215.642,0.252062
245,-2.866115,214.83,0.240747
244.9,-1.837492667,217.701,0.28058
244.8,-2.917728,216.658,0.266168
244.7,-2.891960433,216.261,0.260655
244.6,-2.182660667,216.159,0.25924
244.5,-2.450627,216.974,0.270545
244.4,-4.935946667,216.141,0.258988
244.3,-3.502644667,217.208,0.273773
244.2,-3.985856533,215.959,0.256471
244.1,-3.845776,217.794,0.281862
244,-3.838133,218.096,0.286032
243.9,-4.294896667,216.394,0.262509
243.8,-4.154426667,217.41,0.27656
243.7,-5.611373,217.431,0.276857
243.6,-4.649563333,216.465,0.263483
243.5,-4.490730667,217.419,0.276685
243.4,-5.342572333,217.427,0.276794
243.3,-4.903846333,217.45,0.277123
243.2,-4.492201,217.345,0.275668
243.1,-5.746813333,217.258,0.274462
243,-4.399293,217.48,0.27753
242.9,-6.109513333,217.659,0.280001
242.8,-5.413559333,217.427,0.276794
242.7,-5.374053333,218.018,0.284955
242.6,-6.6529117,218.287,0.288654
242.5,-5.203629,218.579,0.292676
242.4,-5.648076667,217.629,0.279595
242.3,-6.498083333,217.458,0.277233
242.2,-4.450296667,219,0.298468
242.1,-6.391053667,217.719,0.28083
242,-5.32494534,217.896,0.283268
241.9,-7.1986,217.944,0.28394
241.8,-7.054022333,217.439,0.276967
241.7,-7.48316,218.392,0.290104
241.6,-5.807543667,218.888,0.296927
241.5,-7.707062,220.85,0.32377
241.4,-6.226118333,218.807,0.295807
241.3,-7.394578667,218.724,0.29467
241.2,-7.816865667,220.096,0.313481
241.1,-6.601457667,218.604,0.293019
241,-7.227014467,221.038,0.326334
240.9,-6.596277333,220.498,0.318977
240.8,-6.739931,219.698,0.308039
240.7,-9.569784,220.373,0.317259
240.6,-6.971551667,221.371,0.33087
240.5,-7.471070333,220.405,0.317708
240.4,-8.274638333,219.898,0.310769
240.3,-8.636246667,220.293,0.316176
240.2,-9.1491189,219.271,0.302184
240.1,-8.026424,218.927,0.297457
240,-8.794910667,220.544,0.319596
239.9,-8.709779333,220.724,0.322054
239.8,-9.8103981,221.197,0.32851
239.7,-9.410927333,221.647,0.33463
239.6,-10.78896433,221.738,0.335862
239.5,-10.31307367,220.749,0.322394
239.4,-9.531426667,220.695,0.321668
239.3,-10.37999633,221.08,0.326905
239.2,-11.27475177,221.366,0.330808
239.1,-10.98116133,221.089,0.327028
239,-11.30101667,221.784,0.336494
238.9,-12.37195333,221.822,0.337002
238.8,-11.24195367,222.666,0.348452
238.7,-13.001144,222.485,0.345996
238.6,-12.38747567,223.016,0.353191
238.5,-11.51133967,222.619,0.347823
238.4,-12.565374,222.595,0.347486
238.3,-12.39414533,223.256,0.356439
238.2,-12.9729698,222.581,0.347301
238.1,-14.04847467,223.597,0.361045
238,-12.92963267,223.277,0.356714
237.9,-14.726888,222.911,0.351765
237.8,-13.51255867,224.397,0.371826
237.7,-16.54175333,225.112,0.381435
237.6,-16.27483667,224.318,0.370759
237.5,-15.71591533,224.367,0.371414
237.4,-15.27285663,224.667,0.375453
237.3,-16.35079667,224.653,0.375271
237.2,-15.00014433,225.378,0.385007
237.1,-16.55043533,223.868,0.364698
237,-15.60715033,224.844,0.377829
236.9,-17.15958,224.867,0.378149
236.8,-18.14656033,225.151,0.381952
236.7,-16.57266867,225.741,0.389866
236.6,-17.286635,224.626,0.374905
236.5,-20.02418333,224.895,0.378514
236.4,-18.60125567,228.352,0.42466
236.3,-20.59732,227.384,0.411801
236.2,-18.377322,226.125,0.395006
236.1,-21.03169167,226.51,0.400154
236,-19.41453567,227.365,0.411545
235.9,-19.21831767,227.547,0.413973
235.8,-19.96498527,227.234,0.40981
235.7,-20.15744,228.228,0.423021
235.6,-22.324864,227.605,0.414741
235.5,-21.16498567,227.552,0.414033
235.4,-21.84573867,228.059,0.42078
235.3,-21.67409467,228.135,0.421788
235.2,-22.764432,227.917,0.418884
235.1,-23.191415,228.502,0.426658
235,-25.16848667,230.3,0.450421
234.9,-23.16756433,229.867,0.4447
234.8,-24.23515367,228.736,0.429751
234.7,-25.45447333,228.302,0.423998
234.6,-25.62082333,230.537,0.453539
234.5,-24.48648607,229.885,0.444939
234.4,-25.42081167,229.746,0.443115
234.3,-25.50126233,230.877,0.45801
234.2,-25.84893,229.698,0.442472
234.1,-26.67262733,230.791,0.456877
234,-25.53119233,230.739,0.456192
233.9,-25.87291167,231.862,0.47093
233.8,-26.66236567,230.174,0.448748
233.7,-27.20357867,232.181,0.475113
233.6,-27.78046433,232.009,0.472859
233.5,-29.36035667,232.092,0.473941
233.4,-30.2561,232.607,0.480683
233.3,-28.577566,233.993,0.498742
233.2,-29.59607167,232.006,0.472814
233.1,-29.882604,232.241,0.475898
233,-31.11260367,232.024,0.473052
232.9,-32.006838,233.68,0.494674
232.8,-31.61190833,232.96,0.485283
232.7,-31.99849633,234.478,0.505041
232.6,-31.25028133,235.283,0.515467
232.5,-32.60330233,233.831,0.496635
232.4,-33.79884833,233.628,0.493996
232.3,-34.33602067,233.549,0.492963
232.2,-34.53911833,236.549,0.531824
232.1,-35.60155033,235.548,0.518896
232,-34.99791747,234.961,0.5113
231.9,-34.874457,235.928,0.523815
231.8,-34.76253633,236.467,0.530758
231.7,-36.64752033,236.753,0.534451
231.6,-39.533827,235.932,0.523859
231.5,-38.24939667,235.974,0.524401
231.4,-37.62208367,237.37,0.542378
231.3,-39.63797133,236.736,0.534232
231.2,-37.57677233,236.58,0.532218
231.1,-40.26826633,236.82,0.535312
231,-38.62182,238.233,0.553454
230.9,-40.745,238.255,0.55373
230.8,-40.15268467,237.946,0.54978
230.7,-42.02515,238.125,0.552075
230.6,-42.87363733,239.408,0.568473
230.5,-41.8093112,239.026,0.563599
230.4,-42.62055333,238.317,0.554528
230.3,-41.46879333,238.792,0.560602
230.2,-42.84677133,238.783,0.560486
230.1,-43.48487233,238.572,0.557791
230,-45.063891,239.751,0.57285
229.9,-44.18841823,239.987,0.575852
229.8,-44.14163333,240.25,0.579197
229.7,-43.48640367,238.383,0.555369
229.6,-43.56020067,241.533,0.595476
229.5,-47.286836,240.722,0.585202
229.4,-45.03501873,240.366,0.580667
229.3,-48.43938667,240.417,0.581315
229.2,-49.43020333,242.147,0.603245
229.1,-46.56758233,241.806,0.598933
229,-49.3049056,241.009,0.588841
228.9,-48.75162967,240.659,0.584396
228.8,-49.397832,242.616,0.609168
228.7,-48.57398,242.873,0.612412
228.6,-50.0480862,241.869,0.599735
228.5,-51.06385527,243.089,0.615139
228.4,-52.37997167,243.463,0.619846
228.3,-49.46631167,243.921,0.625601
228.2,-52.032726,243.453,0.619718
228.1,-51.387538,244.195,0.629043
228,-51.19668429,246.175,0.653802
227.9,-51.2099994,246.142,0.653392
227.8,-54.08544167,244.583,0.633903
227.7,-55.33889367,246.074,0.652545
227.6,-55.86133667,245.767,0.648714
227.5,-54.39774267,246.714,0.660519
227.4,-54.00853167,246.67,0.659969
227.3,-56.139183,246.929,0.663197
227.2,-55.503686,246.578,0.658827
227.1,-55.55668833,247.176,0.666267
227,-57.00034,246.335,0.655793
226.9,-56.53772967,247.625,0.671838
226.8,-55.28573533,247.628,0.67188
226.7,-57.365539,248.723,0.685433
226.6,-57.59755533,247.908,0.67535
226.5,-56.49889367,248.179,0.678705
226.4,-58.317236,248.556,0.683374
226.3,-58.63264867,248.629,0.684271
226.2,-59.244592,249.002,0.688877
226.1,-58.17352277,249.67,0.697123
226,-59.90775533,249.597,0.696215
225.9,-60.15687,249.918,0.700179
225.8,-58.67296467,250.076,0.702117
225.7,-58.53508933,250.454,0.706771
225.6,-58.646407,250.555,0.70801
225.5,-62.548746,250.455,0.706785
225.4,-60.08378133,251.288,0.717005
225.3,-59.66535967,251.157,0.715394
225.2,-62.28641,251.991,0.725605
225.1,-63.307525,251.809,0.723388
225,-62.87891,251.918,0.724719
224.9,-62.367557,252.825,0.735788
224.8,-61.74112267,252.808,0.735581
224.7,-64.63455867,253.977,0.749813
224.6,-63.67395333,253.37,0.742428
224.5,-61.24169433,253.431,0.743173
224.4,-63.70328667,253.081,0.738909
224.3,-62.45899427,252.659,0.73377
224.2,-63.43317333,255.738,0.771142
224.1,-63.44255033,255.101,0.763442
224,-61.54109633,254.783,0.759586
223.9,-62.96771667,254.298,0.753706
223.8,-64.36204533,254.371,0.7546
223.7,-66.64859767,255.387,0.766897
223.6,-63.674406,255.447,0.767623
223.5,-62.29182933,255.671,0.770334
223.4,-62.74679667,256.257,0.777404
223.3,-64.08569657,255.98,0.774069
223.2,-65.56566983,255.862,0.772647
223.1,-64.430614,256.619,0.781774
223,-65.66940767,257.213,0.788918
222.9,-64.58295467,258.075,0.799269
222.8,-64.19499567,257.508,0.792458
222.7,-63.66389167,259.207,0.812814
222.6,-65.75204267,258.198,0.800736
222.5,-62.358425,258.347,0.802527
222.4,-65.686963,258.797,0.807912
222.3,-65.384404,259.058,0.811027
222.2,-66.16658533,259.305,0.813978
222.1,-66.592666,259.978,0.822006
222,-66.917802,258.985,0.81016
221.9,-67.13490667,260.874,0.832669
221.8,-65.76464967,261.707,0.842551
221.7,-66.06900027,262.159,0.847904
221.6,-64.40489633,260.722,0.830865
221.5,-66.43858967,261.282,0.837512
221.4,-66.7663469,261.646,0.841826
221.3,-66.8405131,262.839,0.85594
221.2,-66.553026,261.707,0.842551
221.1,-66.22417767,262.55,0.852527
221,-65.83998667,262.718,0.854508
220.9,-63.38428773,262.174,0.848079
220.8,-65.12610333,263.116,0.859216
220.7,-65.46954533,265.072,0.882217
220.6,-67.27927333,264.138,0.871254
220.5,-63.51520667,264.405,0.874384
220.4,-64.93190733,264.754,0.878482
220.3,-66.162886,265.358,0.885563
220.2,-65.805193,264.653,0.877298
220.1,-66.52716667,265.54,0.887699
220,-66.40547489,266.717,0.901457
219.9,-66.706675,266.065,0.893836
219.8,-64.028311,266.304,0.89663
219.7,-64.932273,266.152,0.894856
219.6,-65.90217097,266.475,0.898627
219.5,-65.56975833,266.974,0.904456
219.4,-65.695486,266.563,0.899659
219.3,-62.74932,267.858,0.914743
219.2,-65.69163367,268.232,0.919086
219.1,-66.57029667,267.607,0.911818
219,-65.87319567,269.335,0.931864
218.9,-66.63965067,268.813,0.925829
218.8,-68.70556667,268.45,0.921611
218.7,-66.53305633,269.63,0.935285
218.6,-64.495768,269.475,0.93349
218.5,-62.61344667,270.405,0.944233
218.4,-65.93456533,270.809,0.948882
218.3,-67.15436567,271.091,0.95213
218.2,-64.59776,271.604,0.958033
218.1,-60.987398,271.311,0.954659
218,-65.84937,272.189,0.964745
217.9,-64.74298967,271.965,0.962171
217.8,-62.398961,272.225,0.96516
217.7,-67.19005893,271.774,0.959985
217.6,-64.92794533,272.319,0.966239
217.5,-65.11129467,274.177,0.987484
217.4,-63.49918,273.567,0.980515
217.3,-62.67569967,274.411,0.990144
217.2,-64.97809207,274.925,0.996
217.1,-66.31857333,274.645,0.992815
217,-68.27925167,275.245,0.999632
216.9,-64.48433933,275.241,0.999594
216.8,-65.32571333,275.426,1.00169
216.7,-65.99817967,275.974,1.00792
216.6,-63.820971,276.649,1.01555
216.5,-68.38825033,275.974,1.00792
216.4,-65.812794,277.027,1.01983
216.3,-65.99967733,276.327,1.01191
216.2,-65.012615,276.848,1.01781
216.1,-65.7847,277.596,1.02626
216,-62.738953,278.503,1.03648
215.9,-65.44871,278.232,1.03342
215.8,-63.620204,278.963,1.04166
215.7,-67.941182,278.105,1.03199
215.6,-64.67124567,279.558,1.04833
215.5,-65.43347667,280.243,1.056
215.4,-60.97951633,279.001,1.04208
215.3,-64.18323,279.649,1.04935
215.2,-64.63257533,282.234,1.07823
215.1,-65.13518667,281.056,1.0651
215,-62.19274,280.117,1.0546
214.9,-64.06218867,280.396,1.05772
214.8,-65.702073,281.502,1.07007
214.7,-61.55273667,282.473,1.08089
214.6,-66.29142,282.64,1.08275
214.5,-65.936689,282.469,1.08085
214.4,-63.885238,283.868,1.09638
214.3,-65.06508633,284.459,1.10291
214.2,-67.15633033,283.472,1.09198
214.1,-62.39923233,284.007,1.09791
214,-63.14762467,284.823,1.10693
213.9,-64.97206433,284.479,1.10314
213.8,-66.2552371,285.983,1.11972
213.7,-64.36834667,286.188,1.12198
213.6,-64.95281,286.461,1.12498
213.5,-65.58724,287.349,1.13474
213.4,-65.19388667,287.642,1.13794
213.3,-68.18198533,287.869,1.14043
213.2,-67.86770933,288.229,1.14437
213.1,-66.95178233,288.182,1.14386
213,-63.062057,289.791,1.16142
212.9,-67.29742033,289.118,1.15408
212.8,-65.61179483,288.48,1.14712
212.7,-64.52766967,290.688,1.17117
212.6,-68.47275667,290.029,1.164
212.5,-62.94601133,290.505,1.16918
212.4,-65.36005,291.204,1.17677
212.3,-66.99794067,291.916,1.18448
212.2,-66.46110667,291.652,1.18162
212.1,-63.68399463,292.369,1.18938
212,-66.14317233,293.264,1.19904
211.9,-65.50956,294.724,1.21475
211.8,-65.312831,294.842,1.21601
211.7,-66.69951733,294.551,1.21289
211.6,-67.0634,295.685,1.22505
211.5,-66.55579203,295.85,1.22681
211.4,-67.21938567,296.396,1.23265
211.3,-66.31660467,296.77,1.23664
211.2,-70.91996717,297.507,1.24451
211.1,-70.33870333,298.685,1.25703
211,-67.19698333,298.538,1.25547
210.9,-67.10470067,299.415,1.26478
210.8,-67.78306833,298.698,1.25717
210.7,-71.95027,299.571,1.26642
210.6,-67.84999,299.946,1.27039
210.5,-66.85137433,301.191,1.28354
210.4,-69.85015433,302.135,1.29348
210.3,-67.39510117,302.589,1.29826
210.2,-68.872898,303.236,1.30505
210.1,-69.41138733,302.057,1.29266
210,-69.90466633,303.737,1.31029
209.9,-72.33503333,305.321,1.32684
209.8,-69.01709567,306.281,1.33683
209.7,-71.55071433,305.768,1.3315
209.6,-69.58146667,306.455,1.33864
209.5,-71.93621967,307.424,1.3487
209.4,-71.61828733,307.958,1.35423
209.3,-69.9711,308.804,1.36298
209.2,-71.10055433,309.119,1.36623
209.1,-69.26569,310.553,1.381
209,-70.10426783,310.534,1.3808
208.9,-72.90927957,311.958,1.39541
208.8,-69.903656,311.861,1.39441
208.7,-67.88117,312.736,1.40336
208.6,-69.24023767,313.776,1.41397
208.5,-70.1283,314.496,1.42131
208.4,-67.5731811,315.027,1.4267
208.3,-69.38695333,316.854,1.44521
208.2,-69.89708667,316.841,1.44508
208.1,-67.42421,317.296,1.44968
208,-67.57786913,318.727,1.4641
207.9,-67.58638,319.469,1.47155
207.8,-68.835028,320.703,1.48392
207.7,-65.66205663,321.306,1.48994
207.6,-64.86195633,321.712,1.49399
207.5,-62.7603115,323.427,1.51107
207.4,-65.83439333,323.92,1.51597
207.3,-64.95239667,324.254,1.51928
207.2,-64.015091,325.17,1.52835
207.1,-64.08561,325.664,1.53323
207,-66.97959667,327.495,1.55127
206.9,-68.4966,328.211,1.55831
206.8,-57.48944833,329.054,1.56657
206.7,-60.92004533,330.176,1.57754
206.6,-60.578394,331.3,1.5885
206.5,-58.73947637,331.834,1.59369
206.4,-58.33694,332.976,1.60478
206.3,-61.09881733,333.873,1.61348
206.2,-55.39033667,335.428,1.62849
206.1,-57.38471,335.773,1.63181
206,-60.91397333,337.43,1.64773
205.9,-54.54665567,339.195,1.66462
205.8,-59.43644,339.494,1.66748
205.7,-52.52042987,341.384,1.68546
205.6,-50.13328,341.887,1.69024
205.5,-48.70271333,342.561,1.69663
205.4,-48.95957767,343.82,1.70853
205.3,-52.62351967,344.837,1.71811
205.2,-47.83293767,346.938,1.73785
205.1,-49.22996633,348.355,1.7511
205,-47.01056933,348.671,1.75405
204.9,-49.97435233,350.811,1.77396
204.8,-42.26755713,351.388,1.77931
204.7,-39.5434103,352.878,1.7931
204.6,-44.27660333,354.45,1.80759
204.5,-42.35514,354.99,1.81256
204.4,-41.494683,357.612,1.83658
204.3,-33.58844433,359,1.84924
204.2,-37.91111,359.799,1.8565
204.1,-38.05020567,361.113,1.86843
204,-35.61463773,362.855,1.88417
203.9,-31.665096,364.03,1.89476
203.8,-30.76911567,366.264,1.91481
203.7,-30.3446271,367.169,1.92291
203.6,-29.89359233,368.795,1.93741
203.5,-31.94800667,370.482,1.9524
203.4,-32.16444,371.645,1.96269
203.3,-24.08325867,373.452,1.97864
203.2,-25.58461667,374.794,1.99044
203.1,-21.03553567,376.015,2.00115
203,-22.46969,378.182,2.02008
202.9,-20.34062,379.448,2.0311
202.8,-20.55209067,381.111,2.04552
202.7,-19.55481333,382.697,2.05923
202.6,-18.48354667,384.48,2.07459
202.5,-15.64097667,385.689,2.08497
202.4,-12.81493333,388.005,2.10477
202.3,-14.29822333,389.39,2.11656
202.2,-13.64435667,391.628,2.13555
202.1,-4.31702,392.966,2.14686
202,-16.31044333,395.207,2.16572
201.9,-8.115202,396.812,2.17917
201.8,-5.281215597,399.81,2.20419
201.7,-3.860587967,401.356,2.21703
201.6,-3.116607,403.563,2.23529
201.5,-3.844478333,405.628,2.25229
201.4,-2.415978667,406.954,2.26316
201.3,4.723793333,408.949,2.27948
201.2,2.338514333,411.647,2.30144
201.1,-0.334316433,413.606,2.3173
201,1.045135667,415.006,2.32861
200.9,12.01633333,417.523,2.34884
200.8,5.522653,418.978,2.36049
200.7,6.789956667,421.349,2.37941
200.6,9.45518,423.651,2.39768
200.5,21.55039667,425.601,2.41309
200.4,7.290053333,428.318,2.43448
200.3,15.04356667,430.579,2.45219
200.2,12.65392667,432.432,2.46664
200.1,12.18390333,435.115,2.48747
200,6.948607333,437.426,2.50533
199.9,17.846951,440.242,2.52698
199.8,23.861331,443.17,2.54938
199.7,12.64561833,444.572,2.56005
199.6,20.54495,446.561,2.57516
199.5,20.5943,448.268,2.58806
199.4,21.30575,449.872,2.60016
199.3,15.57551533,453.811,2.62971
199.2,29.32748,455.299,2.64083
199.1,20.63643333,457.171,2.65476
199,31.20820767,460.023,2.67589
198.9,30.02188,462.355,2.69308
198.8,21.9897,466.895,2.72635
198.7,33.26878333,467.461,2.73048
198.6,23.81387667,470.765,2.75449
198.5,33.95205,473.073,2.77118
198.4,16.69973,476.271,2.7942
198.3,31.78921667,479.66,2.81845
198.2,30.59909333,480.945,2.82761
198.1,30.49150333,483.064,2.84266
198,31.49262333,485.898,2.8627
197.9,29.4501,489.651,2.88909
197.8,25.43486667,491.944,2.90514
197.7,28.36570667,493.883,2.91865
197.6,31.105646,496.627,2.93771
197.5,29.45328667,498.848,2.95306
197.4,29.22055667,501.459,2.97104
197.3,35.55952333,504.162,2.98956
197.2,27.11622333,507.716,3.0138
197.1,25.72671333,509.448,3.02555
197,36.87478,512.497,3.04617
196.9,34.521857,516.388,3.07233
196.8,25.18345333,518.53,3.08666
196.7,31.01335,522.531,3.11329
196.6,29.24762667,524.203,3.12437
196.5,29.59586267,528.51,3.15277
196.4,31.01525,530.08,3.16307
196.3,35.58369667,532.95,3.18184
196.2,20.35703,535.846,3.20069
196.1,22.29018,538.771,3.21965
196,27.88401397,543.05,3.24722
195.9,30.51215333,545.231,3.2612
195.8,31.90294,549.292,3.28711
195.7,21.42458333,551.38,3.30036
195.6,23.59388533,553.794,3.31563
195.5,33.235258,557.035,3.33606
195.4,23.46623898,558.982,3.34827
195.3,25.991782,560.666,3.35881
195.2,17.99786,563.664,3.3775
195.1,26.56360067,565.957,3.39175
195,20.70729,569.637,3.4145
194.9,23.13291,569.787,3.41543
194.8,24.88637,573.229,3.43659
194.7,24.36614333,575.719,3.45184
194.6,24.55740667,577.536,3.46292
194.5,28.73639667,580.393,3.4803
194.4,25.45861,583.568,3.49952
194.3,22.299501,585.261,3.50974
194.2,24.44602667,586.577,3.51766
194.1,33.42838667,591.428,3.54674
194,17.60421333,594.777,3.56669
193.9,22.70631667,595.89,3.5733
193.8,18.44383667,599.228,3.59306
193.7,22.69721667,603.054,3.6156
193.6,27.79275667,605.13,3.62778
193.5,25.07794,607.161,3.63965
193.4,20.79342,609.68,3.65434
193.3,16.56925333,611.283,3.66366
193.2,15.22559,611.675,3.66594
193.1,33.17267513,613.868,3.67864
193,21.86864313,617.329,3.69862
192.9,25.83727333,620.414,3.71635
192.8,19.53477,623.089,3.73166
192.7,15.86122667,625.196,3.74368
192.6,18.0555,627.02,3.75406
192.5,16.587376,630.985,3.77653
192.4,10.96941,634.118,3.7942
192.3,21.96149,636.343,3.80671
192.2,22.7021704,638.971,3.82143
192.1,18.05637333,640.642,3.83076
192,15.63460333,643.281,3.84546
191.9,17.47591,645.418,3.85733
191.8,29.98850333,649.463,3.8797
191.7,15.03179,651.138,3.88892
191.6,19.38293,653.022,3.89928
191.5,19.14109667,654.851,3.90931
191.4,13.92548667,658.548,3.9295
191.3,22.81946,660.36,3.93937
191.2,23.25762,663.742,3.95772
191.1,20.13589667,667.697,3.97908
191,17.67859333,671.154,3.99766
190.9,14.40670333,673.57,4.01059
190.8,12.01808667,677.949,4.03394
190.7,12.77470333,681.937,4.05509
190.6,1.958656667,685.056,4.07156
190.5,5.934763333,687.859,4.0863
190.4,3.486317667,691.176,4.10368
190.3,6.89701,693.136,4.11392
190.2,6.779936667,697.297,4.13557
190.1,4.00602,699.146,4.14516
190,7.649076667,703.812,4.16926
,,,
##### Extended Information,,,
[Comments],,,
Sample name,ds + JL Protein and buffer,,
Comment,Protein and buffer,,
User,Drew Seitzman and Julia Linthicum,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/29/2022 14:32,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
  Lock-in amp.,X mode,,
  HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
  Temperature,22.83 C,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
,,,
Measurement date,9/29/2022 14:32,,
,,,
CD Overload detect,942,,
Photometric mode,CD, HT, Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
