TITLE,CC.SJ.9_28_22_PHOSPHATEBUFFER_CONTROL,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,13:58:08,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,-0.19391,,
MAXY,6.42178,,
MINY,-3.32288,,
XYDATA,,,
256.1,1.361539667,209.965,0.172251
256,-0.0398814,210.487,0.179653
255.9,0.782506,210.398,0.178399
255.8,0.557405,210.752,0.183412
255.7,1.164524667,210.279,0.17671
255.6,0.5862613333,210.913,0.185692
255.5,-0.7664673333,210.117,0.174409
255.4,1.127912333,210.102,0.1742
255.3,0.7226867333,210.809,0.184231
255.2,0.6807606667,210.754,0.183444
255.1,0.8739403333,210.744,0.1833
255,0.9962122333,210.609,0.181388
254.9,0.8532026667,210.381,0.178158
254.8,1.086579,210.289,0.176855
254.7,0.7497576667,210.65,0.181967
254.6,0.427845,210.825,0.184456
254.5,0.987475,211.23,0.190182
254.4,0.0752276,210.788,0.183926
254.3,0.974221,210.855,0.184873
254.2,-0.4667883333,211.733,0.197291
254.1,0.9079626667,210.969,0.186494
254,1.008839,211.094,0.188258
253.9,0.6475173333,211.499,0.193994
253.8,0.95610377,211.906,0.199738
253.7,0.350998,211.118,0.188595
253.6,0.6539573333,210.795,0.184022
253.5,1.218658,211.357,0.191976
253.4,1.488624,211.367,0.192121
253.3,1.154416667,211.43,0.193018
253.2,0.029633,211.141,0.188932
253.1,-0.433829,211.855,0.199018
253,1.534045,211.56,0.194843
252.9,0.1951177667,211.773,0.197851
252.8,0.4673785333,211.441,0.193162
252.7,1.520916667,211.635,0.195915
252.6,0.2311376667,211.566,0.194939
252.5,0.5788106667,211.705,0.196891
252.4,0.9208093333,211.388,0.192425
252.3,0.8379733333,211.822,0.198554
252.2,1.853326667,211.861,0.199098
252.1,1.055533333,212.144,0.203093
252,0.7458843667,211.659,0.196251
251.9,-0.140907463,211.284,0.190951
251.8,0.6386793333,212.122,0.202773
251.7,0.2256196,211.481,0.193738
251.6,0.5962933333,212.348,0.205966
251.5,-0.173867,212.326,0.205647
251.4,1.1802906,212.275,0.204929
251.3,0.4270602333,211.932,0.200105
251.2,1.253465,212.048,0.201735
251.1,-0.5139563333,211.749,0.197515
251,0.6718643333,211.91,0.199786
250.9,0.5219106667,211.682,0.196571
250.8,1.212387,211.565,0.194923
250.7,0.5964191333,213.352,0.220077
250.6,1.79443,212.141,0.203045
250.5,-0.730587,211.979,0.20076
250.4,0.82657,212.252,0.20461
250.3,0.375592,212.985,0.214923
250.2,0.8722126,212.473,0.207721
250.1,0.6551896667,212.563,0.208997
250,0.3593412733,212.499,0.208088
249.9,0.4636033333,212.442,0.207291
249.8,-0.3387589967,212.315,0.205503
249.7,1.031290667,212.191,0.203747
249.6,0.368231,212.316,0.205519
249.5,1.023420667,212.066,0.201991
249.4,0.329565,212.388,0.206525
249.3,0.45838,212.729,0.211324
249.2,-0.5191046667,213.05,0.215831
249.1,-0.1137696667,212.957,0.214525
249,1.384461333,211.8,0.198235
248.9,0.759093,213.247,0.218599
248.8,0.70121,212.366,0.206222
248.7,1.342209,213.164,0.217438
248.6,0.671193,213.298,0.219314
248.5,-0.2830826667,213.114,0.216738
248.4,1.394865,212.48,0.207817
248.3,1.62804,212.472,0.207705
248.2,0.2301213333,213.473,0.221778
248.1,0.797447,212.849,0.213013
248,0.329872,213.045,0.215767
247.9,0.801427,212.286,0.205089
247.8,0.9486733333,213.273,0.218964
247.7,0.7830753333,212.542,0.208694
247.6,0.2269315,212.798,0.212296
247.5,1.249537667,213.148,0.217215
247.4,0.66329,212.658,0.21032
247.3,-0.4070003333,213.09,0.216404
247.2,-0.04378,212.757,0.211722
247.1,0.42385,213.078,0.216229
247,0.9648266667,213.788,0.226192
246.9,0.5404603333,213.138,0.217072
246.8,-0.087471,213.274,0.21898
246.7,0.8883893333,213.469,0.221714
246.6,-0.5617392333,213.734,0.225431
246.5,1.363099667,213.877,0.22743
246.4,1.305323333,213.086,0.21634
246.3,-0.496887,213.28,0.21906
246.2,0.276977,213.93,0.228175
246.1,0.2436603333,213.716,0.225176
246,0.8771326667,214.461,0.235606
245.9,0.6685276667,213.394,0.220666
245.8,1.147315,213.937,0.22827
245.7,1.384962667,213.366,0.220268
245.6,0.8425456667,214.606,0.237632
245.5,0.8759726667,213.479,0.221857
245.4,0.08814566667,213.244,0.218567
245.3,1.019647033,213.344,0.219966
245.2,0.7136446667,213.814,0.226557
245.1,1.319187667,213.827,0.226732
245,0.7206796667,214.127,0.230934
244.9,0.5368016667,213.428,0.221142
244.8,1.535633333,213.851,0.227065
244.7,-0.201229,213.698,0.224922
244.6,1.231434,214.567,0.237078
244.5,0.9250646667,214.108,0.230665
244.4,0.4543046667,213.533,0.22262
244.3,0.957254,213.898,0.227731
244.2,-0.008256666667,214.663,0.238423
244.1,0.729782,213.996,0.229095
244,0.8205482333,214.544,0.236762
243.9,1.42111,214.282,0.233104
243.8,-0.2007254,214.49,0.236002
243.7,0.393298,214.29,0.233215
243.6,0.2595926333,214.698,0.238913
243.5,0.5977853333,214.987,0.242943
243.4,0.9352827333,214.874,0.241363
243.3,1.038740333,214.398,0.23472
243.2,1.4279603,214.672,0.238549
243.1,0.4406916667,214.535,0.236635
243,0.853187,214.5,0.236144
242.9,0.908904,215.31,0.247442
242.8,0.580037,213.97,0.22873
242.7,1.517657333,214.792,0.240225
242.6,1.302478333,213.929,0.228159
242.5,-0.317772,214.006,0.229238
242.4,-0.09958833333,215.286,0.247111
242.3,1.342967667,216.033,0.257494
242.2,0.1794813333,214.913,0.241916
242.1,0.2161366667,216.367,0.262132
242,0.5492823333,214.77,0.239909
241.9,0.1223296667,215.415,0.248909
241.8,0.3919456667,215.384,0.248468
241.7,0.6153146667,214.749,0.239624
241.6,0.2947693333,214.707,0.239039
241.5,1.145736667,215.573,0.251101
241.4,0.5433543333,216.189,0.259664
241.3,0.7211533333,216.179,0.259523
241.2,1.349138133,215.792,0.254141
241.1,0.6470989,215.924,0.255983
241,-0.364437,216.221,0.260105
240.9,1.196775667,215.952,0.256377
240.8,0.638468,216.257,0.260608
240.7,1.545826,215.708,0.252976
240.6,1.134278333,216.749,0.267424
240.5,-0.3196056,215.29,0.247158
240.4,-0.04582866667,214.612,0.237711
240.3,1.289083667,216.467,0.263515
240.2,0.2109119667,215.141,0.245091
240.1,0.928665,216.479,0.263687
240,0.633312,216.765,0.267644
239.9,0.69774,217.039,0.271438
239.8,0.13002,216.993,0.270796
239.7,-0.3084673333,216.937,0.270027
239.6,0.3979563333,216.572,0.264975
239.5,0.3680566333,216.378,0.262289
239.4,0.5925267,216.137,0.258941
239.3,1.354363667,216.419,0.262855
239.2,0.1407876667,217.357,0.27584
239.1,-0.03831633333,217.265,0.274556
239,-1.035927,217.244,0.274274
238.9,0.5937073333,216.817,0.268365
238.8,0.249215,217.103,0.272316
238.7,-0.4730893333,217.258,0.274462
238.6,-0.013758,217.325,0.275386
238.5,0.3139983333,218.433,0.290665
238.4,0.257331,217.987,0.284533
238.3,0.6879946667,217.87,0.282909
238.2,0.8596966667,217.931,0.283752
238.1,-0.3714686667,218.453,0.290946
238,0.9332786667,219.211,0.30136
237.9,0.5637683333,218.223,0.28778
237.8,1.272725333,219.743,0.308644
237.7,0.401164,217.83,0.282362
237.6,0.6518512667,218.693,0.29425
237.5,0.7942166667,218.688,0.294172
237.4,0.2087,218.373,0.289839
237.3,0.5689066667,218.696,0.294281
237.2,0.907083,218.611,0.293112
237.1,0.5256466667,218.052,0.285423
237,1.69595,218.374,0.289855
236.9,0.9803604333,218.149,0.286766
236.8,-0.1013864333,218.561,0.292427
236.7,0.70402,219.244,0.301811
236.6,1.210242343,219.017,0.298701
236.5,1.550012,217.986,0.284517
236.4,0.9437656667,218.654,0.293704
236.3,1.423347667,219.185,0.301003
236.2,1.755958333,219.513,0.305493
236.1,0.377099,218.697,0.294296
236,0.9680333333,218.862,0.29657
235.9,0.4711193333,219.713,0.30824
235.8,-0.1763143333,219.269,0.302153
235.7,0.07625133333,220.047,0.312815
235.6,0.7118843333,219.454,0.304686
235.5,0.306107,219.558,0.306114
235.4,2.318603333,219.864,0.310304
235.3,0.7394592667,220.382,0.317383
235.2,1.126365333,219.772,0.309047
235.1,1.412403333,220.805,0.323167
235,0.618537,219.709,0.308178
234.9,1.482715267,220.164,0.314411
234.8,-0.04071733333,220.407,0.317724
234.7,0.055033,220.201,0.314922
234.6,0.2874986667,220.137,0.314039
234.5,0.8786049333,220.829,0.323492
234.4,1.390381,221.007,0.325916
234.3,0.8516953333,221.263,0.329405
234.2,1.42381,220.59,0.32023
234.1,1.246863,220.907,0.324558
234,1.314690333,221.067,0.326735
233.9,0.1280436667,220.65,0.321049
233.8,0.7216078333,221.427,0.331641
233.7,0.4668898,220.65,0.321049
233.6,1.00969,221.423,0.331579
233.5,1.625385333,221.448,0.331918
233.4,1.167952333,222.181,0.341879
233.3,1.067042333,221.375,0.330931
233.2,1.1512712,221.534,0.333089
233.1,0.6939853333,221.608,0.334091
233,2.279485667,221.24,0.329096
232.9,0.37687,221.464,0.332134
232.8,1.490606667,221.86,0.337525
232.7,0.252845,221.796,0.336648
232.6,-0.211777,221.468,0.332196
232.5,1.152551,222.412,0.345013
232.4,1.205003333,221.494,0.33255
232.3,0.5807083333,221.797,0.336663
232.2,0.7530066667,221.782,0.336463
232.1,1.203672667,221.802,0.33674
232,0.5704303333,222.274,0.343139
231.9,0.07092433333,221.942,0.338633
231.8,0.9436646667,222.958,0.35241
231.7,0.9215796667,222.694,0.348836
231.6,1.165372,223.149,0.354984
231.5,0.6093966667,223.087,0.354157
231.4,1.056267333,223.1,0.354325
231.3,0.91689,222.716,0.349128
231.2,0.9625346667,222.742,0.349481
231.1,1.471384667,222.616,0.347777
231,0.6393481767,223.306,0.357112
230.9,-0.2648010667,224.063,0.367325
230.8,0.6528343333,222.926,0.35198
230.7,0.6000083333,223.968,0.366042
230.6,1.49063,223.248,0.356332
230.5,0.545478,223.522,0.360035
230.4,0.3419472333,223.265,0.356561
230.3,0.7016366667,222.928,0.351995
230.2,0.7988483333,223.75,0.363109
230.1,1.778995,224.181,0.368913
230,1.478503333,224.186,0.368989
229.9,0.6659264333,223.471,0.359347
229.8,0.147844,224.454,0.372588
229.7,1.972084667,224.375,0.371521
229.6,-0.2288333333,223.154,0.35506
229.5,0.5663335,224.521,0.373488
229.4,2.177396667,224.028,0.366852
229.3,0.354548,223.987,0.366302
229.2,0.6090772667,224.769,0.376824
229.1,-0.776091,224.454,0.372588
229,1.7082301,223.292,0.356929
228.9,1.076824,224.293,0.370423
228.8,0.1277383333,224.743,0.376474
228.7,0.6725853333,225.471,0.386253
228.6,0.3992136667,224.762,0.376733
228.5,1.635583667,224.814,0.377433
228.4,1.467505,225.381,0.385038
228.3,1.429165667,225.604,0.38803
228.2,1.078958667,225.344,0.384551
228.1,1.089487967,225.094,0.381192
228,1.180589,225.858,0.391429
227.9,0.5450856667,225.126,0.381617
227.8,1.084669,227.257,0.410112
227.7,0.1575980667,226.638,0.401863
227.6,0.8084,225.985,0.393127
227.5,0.9628369333,226.625,0.401682
227.4,0.2891873533,226.467,0.399579
227.3,1.448266,226.18,0.395733
227.2,0.8015853333,226.206,0.396082
227.1,-0.1742616667,226.246,0.396627
227,0.6835056667,227.361,0.4115
226.9,1.077283333,227.8,0.417333
226.8,0.2888893333,226.266,0.396885
226.7,0.728169,226.617,0.401576
226.6,0.378526,227.094,0.407938
226.5,0.1495086667,226.746,0.4033
226.4,0.5401444667,227.782,0.417092
226.3,0.3306476667,227.178,0.409055
226.2,1.607133333,227.843,0.417905
226.1,0.7924859667,227.26,0.410157
226,1.048807667,227.606,0.414756
225.9,1.311178667,227.735,0.416474
225.8,1.686229,228.168,0.422224
225.7,0.63674,227.955,0.419395
225.6,0.4588816667,228.893,0.431837
225.5,0.892427,228.173,0.422284
225.4,0.969642,228.443,0.425877
225.3,0.9053301333,228.927,0.432287
225.2,1.434234,228.253,0.423352
225.1,0.790233,229.115,0.434776
225,0.504562,228.697,0.429241
224.9,2.113263333,228.147,0.421938
224.8,1.191306,229.128,0.434941
224.7,0.4805443333,230.006,0.446538
224.6,1.325514667,229.891,0.445029
224.5,1.416602,229.801,0.443833
224.4,1.025809,229.132,0.435001
224.3,1.434558733,230.043,0.447031
224.2,0.9589093333,228.638,0.42846
224.1,1.625406667,228.548,0.427259
224,0.601538,229.962,0.445955
223.9,1.095174,230.06,0.447255
223.8,1.401696667,230.12,0.448047
223.7,0.935935,229.181,0.435645
223.6,2.023069667,229.92,0.445402
223.5,1.592809333,229.806,0.443908
223.4,1.592911667,230.972,0.45926
223.3,1.582013667,229.924,0.445462
223.2,1.199590667,229.242,0.436454
223.1,1.388904667,230.685,0.455477
223,0.9150923667,230.904,0.458367
222.9,0.579443,231.173,0.461895
222.8,0.4294463333,231.239,0.462758
222.7,1.557983333,230.722,0.455968
222.6,1.072841,231.597,0.467455
222.5,1.431722233,230.86,0.457786
222.4,1.264217333,231.47,0.465791
222.3,2.212755333,232.103,0.47409
222.2,1.103526667,231.159,0.461716
222.1,1.005976667,232.134,0.47449
222,1.095586667,231.851,0.470781
221.9,1.158052667,232.115,0.474238
221.8,1.140222667,232.043,0.473304
221.7,1.45044,232.328,0.477025
221.6,1.469371667,231.624,0.467812
221.5,0.847248,231.261,0.463055
221.4,1.438350333,232.198,0.475335
221.3,-0.3111516667,233.116,0.487323
221.2,2.314116667,232.42,0.47824
221.1,1.70634,232.141,0.474579
221,0.622046,232.556,0.480017
220.9,1.174172333,233.282,0.48948
220.8,0.7413623,233.044,0.486377
220.7,2.4522,233.067,0.486688
220.6,0.06690476667,233.107,0.487205
220.5,2.416886667,233.261,0.489214
220.4,1.700346667,232.766,0.482755
220.3,-0.1089523333,232.756,0.482621
220.2,1.613234667,233.852,0.4969
220.1,0.828104,233.819,0.496473
220,1.2508189,234.225,0.50176
219.9,1.468655,234.389,0.503879
219.8,1.738709667,233.458,0.491783
219.7,1.23458,235.173,0.514044
219.6,0.6806446667,233.931,0.497932
219.5,1.001972667,233.557,0.493067
219.4,0.7185684667,233.896,0.497475
219.3,1.166963,234.619,0.506864
219.2,2.557666667,234.458,0.504776
219.1,0.870917,235.302,0.515716
219,0.142928,234.878,0.510228
218.9,0.8779606667,234.886,0.510331
218.8,2.182083333,235.085,0.512914
218.7,2.34202,235.232,0.514807
218.6,-0.3039266667,234.1,0.500126
218.5,0.913529,235.343,0.516244
218.4,0.4696113333,235.091,0.512988
218.3,0.923688,235.04,0.512327
218.2,0.706139,235.354,0.516391
218.1,2.232350667,235.605,0.519643
218,0.1664263333,236.315,0.528801
217.9,1.243954333,236.06,0.525512
217.8,0.4360846667,235.719,0.521108
217.7,2.261840667,236.715,0.533955
217.6,0.8107903333,236.044,0.525308
217.5,1.370280333,236.233,0.527749
217.4,1.929523333,236.327,0.528962
217.3,1.853334667,236.327,0.528962
217.2,1.195590667,236.331,0.529005
217.1,1.038437667,236.382,0.529663
217,1.767393667,237.056,0.538344
216.9,0.5410763333,237.582,0.545099
216.8,1.907273333,237.48,0.54379
216.7,0.7120628667,236.759,0.534524
216.6,2.919956667,236.707,0.533853
216.5,1.419162333,238.593,0.558066
216.4,0.007813666667,237.467,0.54363
216.3,1.020973667,237.047,0.538227
216.2,0.6828503333,237.578,0.545056
216.1,1.40079,238.335,0.55476
216,2.451409667,238.615,0.558341
215.9,2.826763333,239.158,0.565278
215.8,0.14411,238.197,0.552989
215.7,1.898482667,237.59,0.545201
215.6,0.1836018667,238.574,0.55782
215.5,0.3896823333,238.433,0.556007
215.4,1.316693333,238.6,0.558153
215.3,0.78685,238.538,0.557356
215.2,1.717815333,238.464,0.556413
215.1,1.026964333,239.316,0.567302
215,0.6121316667,238.51,0.556993
214.9,2.209056667,238.981,0.56302
214.8,1.104267,238.991,0.56315
214.7,0.7616999,239.172,0.565466
214.6,2.751113333,238.862,0.5615
214.5,0.8592026667,238.941,0.562513
214.4,1.442374333,239.453,0.569051
214.3,1.363934333,239.907,0.574828
214.2,0.6529596667,239.61,0.571045
214.1,2.246416667,239.798,0.573442
214,1.647892,239.632,0.571334
213.9,1.23816,239.789,0.573327
213.8,0.06331033333,240.755,0.58562
213.7,1.128606,240.79,0.586065
213.6,0.706276,240.233,0.578981
213.5,0.1063946667,239.666,0.571767
213.4,1.963053667,240.781,0.58595
213.3,2.601606333,240.686,0.584742
213.2,0.980653,239.979,0.575751
213.1,1.018366333,240.367,0.580682
213,0.286094,240.886,0.587274
212.9,-0.2022746667,240.491,0.582266
212.8,3.103933333,239.986,0.575838
212.7,2.68138,241.07,0.589617
212.6,0.7217166667,240.462,0.581891
212.5,0.86796,241.615,0.596523
212.4,1.677640333,241.435,0.594242
212.3,1.487802667,241.412,0.593955
212.2,1.245163667,242.049,0.602014
212.1,1.433109667,242.552,0.608368
212,1.227534667,241.228,0.591614
211.9,2.389836667,241.136,0.59045
211.8,0.590056,241.76,0.598359
211.7,2.711976667,242.229,0.60429
211.6,0.4037533333,242.676,0.609926
211.5,-0.164826,242.336,0.605636
211.4,2.676033333,242.491,0.607596
211.3,1.265728667,242.458,0.607181
211.2,2.743242,242.522,0.607982
211.1,2.737173333,242.811,0.611626
211,3.2241935,243.198,0.616509
210.9,1.106257667,243.275,0.617479
210.8,1.044894333,243.267,0.61738
210.7,1.8038,243.262,0.617308
210.6,1.251083333,243.662,0.62234
210.5,0.6564283333,243.631,0.621955
210.4,1.014901667,243.324,0.618093
210.3,2.172183333,243.799,0.624063
210.2,1.228007,244.27,0.629982
210.1,0.0513858,243.762,0.623608
210,0.2439003333,244.54,0.633364
209.9,0.9854963333,244.202,0.629129
209.8,0.3546287333,244.459,0.632355
209.7,1.697368333,243.492,0.620203
209.6,2.71536,245.02,0.639381
209.5,1.322718333,244.235,0.629541
209.4,2.624855667,244.667,0.634954
209.3,3.272653333,245.329,0.64325
209.2,0.4872192,245.817,0.649336
209.1,1.532703333,245.148,0.640983
209,1.960336667,245.816,0.649322
208.9,0.40274,245.392,0.644029
208.8,1.894557633,245.055,0.63982
208.7,2.178963333,245.718,0.648105
208.6,1.690470333,246.076,0.652573
208.5,1.92785148,246.261,0.654875
208.4,1.908566667,245.776,0.648827
208.3,3.214223333,246.502,0.657882
208.2,0.6777711667,246.216,0.65431
208.1,-0.7037421333,246.691,0.660237
208,2.043326667,247.576,0.671233
207.9,2.883108667,246.646,0.659673
207.8,1.81035,247.649,0.672133
207.7,1.478913333,247.412,0.669194
207.6,2.119363333,247.873,0.674915
207.5,2.395428,247.912,0.675392
207.4,0.5343119333,248.175,0.678649
207.3,3.354776667,247.598,0.6715
207.2,2.31177,248.137,0.678186
207.1,1.006011667,248.338,0.680669
207,3.046788667,247.963,0.676024
206.9,3.267533333,248.299,0.680192
206.8,1.372322,249.05,0.689478
206.7,1.775519667,248.507,0.682757
206.6,1.010375333,248.939,0.688107
206.5,0.7042585667,248.866,0.687197
206.4,1.904468333,248.978,0.688583
206.3,1.899966667,249.565,0.695824
206.2,1.994901333,249.633,0.696662
206.1,0.9042836667,249.537,0.695475
206,0.5453186667,249.801,0.698728
205.9,1.171468333,250.407,0.706186
205.8,2.598803333,250.686,0.709611
205.7,0.895398,250.059,0.701908
205.6,1.753811667,250.537,0.707788
205.5,2.336776667,250.225,0.703957
205.4,1.484442667,250.09,0.702285
205.3,2.12401,250.73,0.710153
205.2,1.53369,251.005,0.713532
205.1,2.205444667,251.48,0.719352
205,0.070686,251.202,0.71595
204.9,3.980333333,251.441,0.71888
204.8,0.7111913,252.089,0.72681
204.7,2.33485,251.361,0.717894
204.6,1.027000333,251.686,0.721877
204.5,1.222182333,252.572,0.732706
204.4,1.800707,253.242,0.740869
204.3,4.88467,252.674,0.73395
204.2,1.406789333,253.251,0.740979
204.1,1.81836,253.043,0.738454
204,2.26113,252.771,0.735138
203.9,-0.2238123333,253.375,0.742497
203.8,2.707993333,253.431,0.743173
203.7,4.019143333,253.728,0.746783
203.6,2.015567667,254.357,0.754421
203.5,0.4770476667,254.593,0.757293
203.4,0.655991,254.373,0.754614
203.3,1.332013333,254.271,0.753376
203.2,0.4694286667,254.491,0.756057
203.1,2.061539,254.267,0.753335
203,1.40956,254.564,0.756936
202.9,-0.6408266667,255.316,0.766047
202.8,0.2508116667,255.123,0.763703
202.7,1.020241667,255.711,0.770813
202.6,0.7086846667,256.104,0.775559
202.5,0.401348,255.226,0.76495
202.4,2.233174633,256.698,0.782715
202.3,0.2928594333,256.046,0.774862
202.2,1.777628,256.619,0.781774
202.1,0.1368096667,256.112,0.775655
202,-0.09144166667,257.483,0.792158
201.9,2.105843333,256.9,0.785157
201.8,-0.4284106667,257.343,0.790484
201.7,2.298224667,257.56,0.793084
201.6,1.888926667,257.469,0.791995
201.5,2.668261333,257.979,0.798114
201.4,1.768264667,258.224,0.801048
201.3,2.330149,258.404,0.803206
201.2,0.1515443333,258.726,0.807058
201.1,2.839113333,258.538,0.804807
201,0.1116723333,259.13,0.811894
200.9,2.911925,259.676,0.818413
200.8,-0.18789196,259.07,0.811176
200.7,3.134583333,259.514,0.81648
200.6,1.57205,259.411,0.815249
200.5,2.564676667,260.226,0.824961
200.4,1.371601,260.14,0.823936
200.3,2.415206667,260.925,0.833275
200.2,1.292811,260.709,0.830703
200.1,2.83161,260.821,0.832037
200,1.756166667,261.132,0.835737
199.9,1.911673,261.165,0.836128
199.8,1.71297,261.787,0.843504
199.7,0.8496383333,261.419,0.839139
199.6,1.433542667,261.213,0.836692
199.5,1.672915667,261.018,0.834379
199.4,1.159150333,261.807,0.843732
199.3,1.270328667,261.502,0.84012
199.2,1.696043333,262.175,0.848092
199.1,-0.109944,261.569,0.840912
199,2.349513667,262.217,0.848588
198.9,-0.6245366667,262.092,0.847113
198.8,2.537401667,262.069,0.846845
198.7,2.580813667,262.631,0.853491
198.6,1.493820667,262.115,0.847381
198.5,0.93933,262.805,0.855539
198.4,3.383613333,262.608,0.85321
198.3,0.8701306667,263.11,0.859136
198.2,1.539105667,263.06,0.858548
198.1,1.551221667,263.392,0.862463
198,2.91133,263.568,0.864546
197.9,3.987796667,263.557,0.864412
197.8,1.924008333,263.721,0.866347
197.7,0.734964,264.395,0.874264
197.6,2.655979,263.37,0.862209
197.5,0.4516553333,264.665,0.877444
197.4,2.991161187,264.044,0.870148
197.3,1.765891667,264.196,0.871933
197.2,1.884312333,264.39,0.874211
197.1,1.017325467,264.393,0.874251
197,2.21686,264.331,0.873518
196.9,3.102251667,265.162,0.883266
196.8,-0.59169569,264.648,0.877245
196.7,-0.6819133333,265.335,0.885298
196.6,1.799133667,265.108,0.882642
196.5,1.061846,265.439,0.886518
196.4,2.426353333,265.431,0.886426
196.3,2.699473333,265.074,0.882243
196.2,1.79707,266.092,0.894154
196.1,3.769376667,265.896,0.891862
196,0.3287067,266.013,0.893227
195.9,2.018488,266.467,0.898535
195.8,1.543558533,266.409,0.89786
195.7,0.6587313333,265.966,0.892684
195.6,2.056319,266.177,0.895147
195.5,0.2118133333,265.964,0.892657
195.4,1.936436667,267.244,0.907598
195.3,2.092522333,266.637,0.900518
195.2,1.650689,266.508,0.899011
195.1,1.355673667,267.544,0.911093
195,3.868843333,267.113,0.906067
194.9,0.45688,266.622,0.900347
194.8,2.074121333,267.129,0.906251
194.7,1.915843333,266.088,0.894114
194.6,1.015454667,266.629,0.900426
194.5,0.30951,266.53,0.899276
194.4,2.597480333,266.962,0.904311
194.3,-0.2122399667,266.722,0.90151
194.2,0.955248,266.901,0.903597
194.1,2.893673333,266.626,0.900386
194,1.084901,266.594,0.900016
193.9,1.70989,266.492,0.898826
193.8,1.271044,267.713,0.913057
193.7,0.457025,266.866,0.903188
193.6,1.51829,267.248,0.907637
193.5,3.46224,267.625,0.912029
193.4,2.471043333,267.297,0.908218
193.3,2.815044667,268.266,0.919481
193.2,3.874126667,268.151,0.918139
193.1,1.917532,267.907,0.915309
193,0.9736196667,267.608,0.911831
192.9,0.881427,268.28,0.919639
192.8,1.065629667,268.148,0.918113
192.7,0.4231066667,268.092,0.917455
192.6,-0.6123866667,268.19,0.9186
192.5,1.933617333,267.472,0.910249
192.4,0.9442116667,268.382,0.920823
192.3,0.348522,268.503,0.922229
192.2,0.6396966667,268.228,0.919034
192.1,2.1457961,267.901,0.915243
192,0.1370626667,268.624,0.923635
191.9,4.1274,268.917,0.927024
191.8,0.4155726667,267.772,0.913742
191.7,0.1705766667,268.263,0.919442
191.6,0.897846,268.376,0.920757
191.5,0.6805533333,267.846,0.914598
191.4,2.869496667,268.446,0.921572
191.3,0.95986,267.961,0.915941
191.2,0.7252133333,268.57,0.923005
191.1,1.84285,268.914,0.926997
191,1.365437667,268.37,0.920691
190.9,1.628133333,269.041,0.928467
190.8,3.025422333,269.233,0.930684
190.7,-0.7601696667,270.218,0.942077
190.6,0.6669476667,269.988,0.939421
190.5,1.972770667,269.729,0.936424
190.4,0.5382706333,269.641,0.935403
190.3,2.0702,269.499,0.933765
190.2,0.6264423333,269.837,0.937668
190.1,-0.03770733333,269.873,0.938087
190,-0.2055140333,269.287,0.931314
,,,
##### Extended Information,,,
[Comments],,,
Sample name,,,
Comment,,,
User,,,
Division,,,
Company,,,
,,,
[Detailed Information],,,
Creation date,,,
,,,
Data array type,,,
Horizontal axis,,,
Vertical axis(1),,,
Vertical axis(2),,,
Vertical axis(3),,,
Start,,,
End,,,
Data interval,,,
Data points,,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,24.98 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 1:57 PM,,
,,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1/1,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
