TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:39:44,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,-0.20514,,
MAXY,12.72834,,
MINY,-4.44938,,
XYDATA,,,
260.00,-0.21,252.75,0.73
259.90,1.01,252.88,0.74
259.80,0.43,252.79,0.74
259.70,0.15,252.95,0.74
259.60,0.11,252.95,0.74
259.50,0.69,252.85,0.74
259.40,0.74,252.91,0.74
259.30,-0.14,252.79,0.74
259.20,0.63,253.09,0.74
259.10,0.46,253.24,0.74
259.00,-0.27,253.13,0.74
258.90,0.21,253.05,0.74
258.80,1.27,253.17,0.74
258.70,-0.16,252.99,0.74
258.60,1.21,253.41,0.74
258.50,-0.72,253.37,0.74
258.40,0.27,253.18,0.74
258.30,-0.32,253.03,0.74
258.20,-0.11,253.18,0.74
258.10,0.99,253.05,0.74
258.00,-0.35,253.36,0.74
257.90,1.20,254.10,0.75
257.80,0.39,253.17,0.74
257.70,0.21,253.34,0.74
257.60,0.85,253.50,0.74
257.50,0.86,253.52,0.74
257.40,0.98,253.25,0.74
257.30,0.58,253.34,0.74
257.20,0.76,253.33,0.74
257.10,-0.20,253.31,0.74
257.00,1.93,253.33,0.74
256.90,1.06,253.78,0.75
256.80,-0.52,253.67,0.75
256.70,0.55,253.43,0.74
256.60,-0.28,253.51,0.74
256.50,1.13,254.03,0.75
256.40,-0.43,253.75,0.75
256.30,-0.29,253.89,0.75
256.20,1.08,253.50,0.74
256.10,0.29,253.79,0.75
256.00,0.56,253.84,0.75
255.90,-1.15,253.76,0.75
255.80,-0.01,253.74,0.75
255.70,0.37,253.69,0.75
255.60,0.79,253.90,0.75
255.50,0.18,254.03,0.75
255.40,0.55,253.92,0.75
255.30,-0.25,253.63,0.75
255.20,0.65,253.73,0.75
255.10,-0.41,253.58,0.75
255.00,0.21,253.80,0.75
254.90,0.07,253.82,0.75
254.80,0.06,253.73,0.75
254.70,-0.48,253.73,0.75
254.60,0.11,253.94,0.75
254.50,0.49,254.17,0.75
254.40,0.80,253.91,0.75
254.30,-0.18,254.00,0.75
254.20,0.44,254.36,0.75
254.10,0.14,254.02,0.75
254.00,0.84,253.97,0.75
253.90,-0.15,254.20,0.75
253.80,0.31,254.47,0.76
253.70,0.03,254.00,0.75
253.60,-0.17,254.27,0.75
253.50,0.98,254.18,0.75
253.40,0.12,254.56,0.76
253.30,1.63,254.15,0.75
253.20,0.35,254.29,0.75
253.10,0.48,254.38,0.75
253.00,0.93,254.36,0.75
252.90,0.80,254.27,0.75
252.80,-0.69,254.34,0.75
252.70,-0.38,254.06,0.75
252.60,-0.21,254.33,0.75
252.50,-0.11,254.25,0.75
252.40,0.49,254.39,0.75
252.30,1.20,254.39,0.75
252.20,0.10,254.61,0.76
252.10,-0.71,254.48,0.76
252.00,0.30,254.60,0.76
251.90,0.62,254.47,0.76
251.80,0.23,254.41,0.76
251.70,1.00,254.78,0.76
251.60,0.75,254.71,0.76
251.50,0.67,254.74,0.76
251.40,0.35,254.65,0.76
251.30,-0.36,254.63,0.76
251.20,0.91,254.79,0.76
251.10,0.46,254.52,0.76
251.00,-0.41,254.57,0.76
250.90,0.25,254.68,0.76
250.80,0.06,254.70,0.76
250.70,0.57,254.80,0.76
250.60,0.54,254.60,0.76
250.50,0.72,254.67,0.76
250.40,0.84,254.62,0.76
250.30,0.13,254.74,0.76
250.20,0.57,254.62,0.76
250.10,-0.10,254.85,0.76
250.00,1.05,254.84,0.76
249.90,0.29,254.74,0.76
249.80,0.43,254.77,0.76
249.70,1.14,254.73,0.76
249.60,-0.78,254.44,0.76
249.50,1.08,254.47,0.76
249.40,0.34,254.79,0.76
249.30,-1.16,254.75,0.76
249.20,1.02,254.74,0.76
249.10,-0.43,254.38,0.75
249.00,0.31,254.63,0.76
