TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:38:42,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.14975,,
MAXY,4.66871,,
MINY,-1.44525,,
XYDATA,,,
260,0.149751,252.475,0.73152
259.9,1.56754,252.478,0.731556
259.8,-0.0778814,252.675,0.733959
259.7,0.414408,252.61,0.733164
259.6,0.22816,252.675,0.733966
259.5,0.176328,252.66,0.733779
259.4,0.203592,252.863,0.736258
259.3,1.06239,252.627,0.733375
259.2,-0.687327,252.638,0.733514
259.1,-0.297952,252.435,0.731029
259,0.585187,252.755,0.73494
258.9,0.547909,252.67,0.733903
258.8,0.818943,252.887,0.736543
258.7,-0.69601,252.776,0.735194
258.6,0.243914,252.803,0.735517
258.5,1.08152,252.902,0.736736
258.4,0.957378,252.936,0.73715
258.3,-0.36493,252.951,0.737332
258.2,-0.729806,252.876,0.736411
258.1,-0.393187,252.94,0.737192
258,1.18472,252.957,0.737397
257.9,0.55155,253.282,0.741364
257.8,0.408056,252.989,0.737796
257.7,0.0269303,252.902,0.736727
257.6,1.06785,252.973,0.737592
257.5,0.806468,253.066,0.738726
257.4,0.445865,253.077,0.738868
257.3,0.036807,253.31,0.741702
257.2,1.05202,253.219,0.740598
257.1,-0.188661,253.367,0.742397
257,1.02752,253.469,0.743641
256.9,-0.173571,253.246,0.740923
256.8,0.834661,253.215,0.740541
256.7,0.908257,252.984,0.737731
256.6,0.652262,253.155,0.739812
256.5,0.501186,253.442,0.74331
256.4,0.516122,253.222,0.740624
256.3,1.00769,253.503,0.744053
256.2,0.736727,253.436,0.743234
256.1,1.03115,253.478,0.743744
256,1.45751,253.42,0.74304
255.9,-0.67813,253.669,0.74607
255.8,1.34145,253.601,0.745247
255.7,0.140263,253.777,0.747384
255.6,0.540342,253.595,0.745164
255.5,0.160362,253.622,0.745495
255.4,-0.365039,253.572,0.744892
255.3,0.117621,253.597,0.745192
255.2,1.37979,253.548,0.744592
255.1,0.081922,253.725,0.746747
255,-0.42024,253.587,0.745066
254.9,0.992469,253.636,0.745669
254.8,-0.245518,253.692,0.746343
254.7,1.69843,253.751,0.747066
254.6,0.256104,253.973,0.749765
254.5,0.209927,253.978,0.749821
254.4,0.382609,253.737,0.7469
254.3,-0.131791,253.724,0.746735
254.2,0.477739,253.742,0.746959
254.1,0.435823,253.976,0.749797
254,0.0366472,253.819,0.747892
253.9,0.804689,253.953,0.749524
253.8,0.976986,253.725,0.746754
253.7,0.424214,253.886,0.748711
253.6,0.363978,253.963,0.749639
253.5,0.0175238,253.729,0.746802
253.4,-0.218724,254.136,0.751744
253.3,0.882952,254.006,0.750169
253.2,0.788761,254.014,0.750262
253.1,1.08796,254.276,0.753445
253,0.21174,253.953,0.749515
252.9,-0.410947,253.873,0.748543
252.8,0.71405,254.294,0.753666
252.7,-0.133634,254.159,0.752025
252.6,0.445925,254.196,0.752467
252.5,0.430853,254.432,0.755332
252.4,0.934763,254.087,0.751153
252.3,0.0312685,254.225,0.752823
252.2,-0.1327,254.29,0.753618
252.1,1.39629,254.165,0.7521
252,0.383478,254.434,0.755361
251.9,0.663191,254.164,0.752078
251.8,-0.433901,254.079,0.751055
251.7,0.693918,254.061,0.750838
251.6,0.695524,253.972,0.749753
251.5,1.79309,254.492,0.75606
251.4,1.63536,254.384,0.754756
251.3,1.39935,254.156,0.751985
251.2,0.93866,254.139,0.751779
251.1,-0.556274,254.121,0.751566
251,-0.47491,254.348,0.754316
250.9,0.542427,254.249,0.753116
250.8,0.286501,254.415,0.755131
250.7,0.173407,254.376,0.754662
250.6,0.0585905,254.29,0.753617
250.5,0.454563,254.196,0.752475
250.4,-0.449157,254.528,0.756495
250.3,0.461285,254.609,0.757477
250.2,0.603478,254.554,0.756809
250.1,-0.062521,254.387,0.754794
