TITLE,Protein_AMSS
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,22/09/27
TIME,14:37:36
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
Y3UNITS,ABSORBANCE
FIRSTX,320
LASTX,190
NPOINTS,1301
FIRSTY,0.0788
MAXY,35.46646
MINY,-73.42445
XYDATA,
197.2,147965.881
197.1,154721.0974
197,106274.675
196.9,178806.0628
196.8,148238.1885
196.7,141615.7334
196.6,207545.3605
196.5,144226.4024
196.4,92469.52146
196.3,164146.9176
196.2,155023.4854
196.1,108984.9715
196,102603.6126
195.9,96257.061
195.8,127120.7869
195.7,87011.06781
195.6,129910.8532
195.5,77485.95943
195.4,132909.2438
195.3,166316.557
195.2,122425.9704
195.1,155537.5676
195,66773.96125
194.9,139086.9376
194.8,133319.4013
194.7,187427.3997
194.6,93352.19131
194.5,88730.1107
194.4,93950.61192
194.3,80391.48501
194.2,102971.6574
194.1,114419.587
194,139103.2217
193.9,70355.77744
193.8,156979.3951
193.7,113860.3162
193.6,93586.38933
193.5,138273.6338
193.4,136845.6026
193.3,76362.71359
193.2,89122.01638
193.1,93405.09224
193,135675.7659
192.9,5355.768396
192.8,73199.73982
192.7,38706.38557
192.6,147431.6698
192.5,34045.75897
192.4,120639.9136
192.3,40253.26859
192.2,48534.63505
192.1,102014.8946
192,107849.2864
191.9,81289.69266
191.8,135783.9652
191.7,77088.85186
191.6,74304.28599
191.5,81986.94914
191.4,92479.15626
191.3,93017.14452
191.2,103605.5866
191.1,44970.09141
191,67683.40951
190.9,51270.75327
190.8,110137.9812
190.7,73495.36534
190.6,80797.72981
190.5,73037.1469
190.4,93643.83626
190.3,38393.41287
190.2,35325.13606
190.1,82224.42662
190,19686.2719
,
##### Extended Information,
[Comments],
Sample name,Protein_AMSS
Comment,
User,ScharfMinor
Division,
Company,Saint Mary's College
,
[Detailed Information],
Creation date,9/27/22 14:37
,
Data array type,Linear data array * 3
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Vertical axis(3),Abs
Start,320 nm
End,190 nm
Data interval,0.1 nm
Data points,1301
,
[Measurement Information],
Instrument name,J-1500
Model name,J-1500
Serial No.,B051061638
,
Detector,PM-539
Detector S/N,B051061638
Lock-in amp.,X mode
HT volt,Auto
,
Accessory,PTC-517
Accessory S/N,B026561646
Temperature,22.10 C
Control sensor,Holder
Monitor sensor,Holder
,
Measurement date,9/27/22 14:37
,
CD Overload detect,846
Photometric mode,CD
Measure range,320 - 190 nm
Data pitch,0.1 nm
CD scale,20 mdeg/0.05 dOD
FL scale,20 mdeg/0.05 dOD
D.I.T.,8 msec
Bandwidth,1.00 nm
Start mode,Immediately
Scanning mode,Continuous
Scanning speed,50 nm/min
Baseline correction,None
Shutter control,Auto
No. of cycle,1-Jan
N2 Flowmeter,Manual
,
Solvent,NaPO4 buffer
