TITLE,CC.SJ.9_28_22_PHOSPHATEBUFFER_PROTEIN,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,14:11:26,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,2.2816,,
MAXY,45.72734,,
MINY,-70.38342,,
XYDATA,,,
253.1,0.3228256667,212.771,0.211914
253,-0.2513991333,211.655,0.196187
252.9,1.061881667,212.495,0.20804
252.8,0.133797,211.587,0.195227
252.7,0.37001,212.14,0.203029
252.6,-0.2075696667,212.489,0.207945
252.5,-0.235212,212.703,0.210958
252.4,-0.3716836667,212.938,0.214271
252.3,1.707271667,212.712,0.211085
252.2,0.4859537957,213.076,0.216197
252.1,-0.3818486667,213.244,0.218567
252,0.5999836667,213.329,0.219759
251.9,-0.1481846667,213.377,0.220427
251.8,0.453654,213.864,0.227255
251.7,0.9661653333,212.722,0.211229
251.6,-0.7634876667,212.247,0.204546
251.5,1.034602667,213.459,0.221571
251.4,0.5226510667,212.739,0.211468
251.3,0.9296996667,213.298,0.219314
251.2,0.093688,212.772,0.21193
251.1,0.9046416667,212.263,0.204769
251,-0.2475422667,213.133,0.217008
250.9,-0.3494846667,213.493,0.222048
250.8,-0.5365566667,213.166,0.217469
250.7,0.305572,212.464,0.207594
250.6,0.025599,212.792,0.212216
250.5,1.762986667,213.567,0.223096
250.4,-0.42659,214.408,0.234862
250.3,0.323677,213.933,0.228223
250.2,0.9201185667,213.82,0.226637
250.1,-0.169872,213.201,0.217963
250,0.06220633333,213.353,0.220093
249.9,0.1304023333,213.704,0.225018
249.8,0.5157513333,214.079,0.230268
249.7,0.059632,213.213,0.218122
249.6,0.4341968333,214.144,0.231172
249.5,0.06051053333,213.842,0.226938
249.4,-0.6644996667,213.43,0.221174
249.3,0.7258209,214.759,0.239767
249.2,-0.3522544767,212.945,0.214366
249.1,-1.146957,213.579,0.223255
249,0.330934,213.887,0.227573
248.9,-0.3466529,214.833,0.240794
248.8,-0.5390193333,213.889,0.227604
248.7,-0.8492436333,213.499,0.222143
248.6,0.357917,214.357,0.23415
248.5,0.345252,214.327,0.233722
248.4,-0.4039563333,213.683,0.224716
248.3,0.4347585333,213.517,0.222397
248.2,-0.02977466667,213.579,0.223255
248.1,-1.240542667,213.954,0.228508
248,-0.7053246667,214.299,0.233342
247.9,-2.61199,214.052,0.229888
247.8,-1.179765,214.227,0.232328
247.7,-1.696354433,214.085,0.230348
247.6,-0.266387,214.445,0.235385
247.5,-0.2807385333,214.008,0.22927
247.4,-0.06893166667,214.331,0.233786
247.3,-1.311447667,214.138,0.231092
247.2,-1.197961,213.88,0.227477
247.1,-1.108559667,214.434,0.235226
247,-1.873346667,214.669,0.238502
246.9,-0.5356456667,214.563,0.237031
246.8,-1.470899667,215.514,0.250281
246.7,-1.744398867,215.08,0.244238
246.6,-2.116219333,214.745,0.239561
246.5,-1.644803667,214.617,0.237774
246.4,-1.624642667,215.609,0.251605
246.3,-1.297942667,214.87,0.241316
246.2,-0.8932456667,215.128,0.244901
246.1,-0.967203,214.891,0.2416
246,-0.932664,215.207,0.246006
245.9,-1.225211,215.423,0.24902
245.8,-1.488938333,214.658,0.238359
245.7,-1.608930033,215.109,0.244649
245.6,-2.262773667,214.802,0.240367
245.5,-1.99893,215.108,0.244633
245.4,-2.19024,214.027,0.229539
245.3,-0.5679066667,214.808,0.240446
245.2,-2.282156667,215.72,0.253149
245.1,-1.542626667,215.313,0.247489
245,-2.357906667,214.883,0.241489
244.9,-1.630916667,216.85,0.26882
244.8,-2.66386,215.626,0.251841
244.7,-2.030589,215.915,0.255857
244.6,-1.073636667,216.22,0.260089
244.5,-2.688423333,216.044,0.257651
244.4,-2.910623333,215.699,0.25285
244.3,-2.133793333,215.163,0.245391
244.2,-2.973996667,216.795,0.268067
244.1,-2.622484333,215.313,0.247489
244,-2.217033333,216.669,0.26631
243.9,-2.407423333,216.332,0.261645
243.8,-3.25058,216.032,0.257478
243.7,-3.342623333,216.179,0.259523
243.6,-2.22442,216.286,0.261001
243.5,-3.365916667,216.4,0.262588
243.4,-3.228556667,216.579,0.265069
243.3,-3.320013333,216.444,0.263201
243.2,-3.12003,215.939,0.256188
243.1,-4.014626667,216.695,0.26667
243,-3.558023333,216.206,0.2599
242.9,-3.435166667,217.151,0.27299
242.8,-4.01986,217.105,0.272347
242.7,-2.41967,216.876,0.269181
242.6,-4.96721,217.821,0.282237
242.5,-4.177103333,217.507,0.277906
242.4,-4.071876667,216.39,0.262446
242.3,-5.197643333,217.444,0.277029
242.2,-4.394923333,218.322,0.289137
242.1,-3.914596667,218.353,0.289574
242,-6.513226667,217.68,0.280298
241.9,-4.42472,218.085,0.285876
241.8,-4.539046667,217.938,0.283846
241.7,-5.084286667,217.97,0.284299
241.6,-4.969653333,218.557,0.29238
241.5,-4.607456667,218.317,0.289075
241.4,-6.461943333,217.925,0.283674
241.3,-6.041126667,218.136,0.286578
241.2,-5.667203333,217.253,0.274399
241.1,-5.890003333,218.239,0.287998
241,-7.022736667,218.672,0.293953
240.9,-8.128236667,218.504,0.291648
240.8,-6.35624,218.453,0.290946
240.7,-6.05702,218.935,0.297566
240.6,-7.229136667,218.196,0.287405
240.5,-7.318986667,218.505,0.291663
240.4,-6.848203333,219.154,0.300583
240.3,-6.673946667,219.351,0.303272
240.2,-8.484206667,219.111,0.299992
240.1,-8.296886667,220.043,0.312753
240,-7.037476667,220.035,0.312644
239.9,-7.514126667,219.498,0.305291
239.8,-9.020916667,219.326,0.30293
239.7,-8.173533333,219.635,0.30717
239.6,-9.00786,219.908,0.310908
239.5,-8.08828,219.463,0.30481
239.4,-9.18684,219.906,0.310877
239.3,-8.744336667,220.753,0.322456
239.2,-8.341676667,221.278,0.329605
239.1,-10.08749667,220.42,0.31791
239,-9.971876667,220.516,0.319225
238.9,-9.63066,220.843,0.323677
238.8,-9.426993333,221.32,0.330176
238.7,-10.12180333,221.563,0.33349
238.6,-10.04481667,221.526,0.332982
238.5,-10.14366333,221.892,0.337956
238.4,-11.22307667,220.844,0.323693
238.3,-11.1391,221.9,0.338064
238.2,-11.78843333,222.191,0.342017
238.1,-10.73963667,222.085,0.340572
238,-12.81893333,222.35,0.344168
237.9,-12.00346667,223.674,0.362085
237.8,-11.36907667,223.678,0.362131
237.7,-12.96616667,223.28,0.356761
237.6,-12.9258,224.292,0.370408
237.5,-13.66613333,224.836,0.377722
237.4,-14.09823333,224.394,0.37178
237.3,-13.66806667,223.772,0.363399
237.2,-14.1542,224.864,0.378103
237.1,-14.981,223.576,0.360754
237,-15.18556667,224.101,0.367844
236.9,-16.12423333,225.019,0.380188
236.8,-14.77983333,223.596,0.36103
236.7,-15.71196667,224.01,0.366607
236.6,-16.85166667,223.973,0.366119
236.5,-16.8597,226.001,0.393339
236.4,-16.90593333,225.701,0.389335
236.3,-17.96113333,226.033,0.393779
236.2,-17.0243,225.716,0.389532
236.1,-18.89543333,226.369,0.398262
236,-17.80883333,226.072,0.394294
235.9,-17.65436667,225.184,0.382393
235.8,-18.59696667,226.312,0.397505
235.7,-19.26553333,226.306,0.39743
235.6,-19.84126667,227.412,0.412178
235.5,-19.59526667,225.781,0.390397
235.4,-20.07593333,226.547,0.400638
235.3,-20.3131,227.558,0.414124
235.2,-21.39363333,227.13,0.408421
235.1,-20.6982,227.79,0.417197
235,-21.31393333,226.983,0.406458
234.9,-21.08053333,227.209,0.409478
234.8,-21.76153333,228.872,0.431552
234.7,-22.34326667,228.188,0.422495
234.6,-21.90483333,228.424,0.425621
234.5,-24.9104,228.525,0.426958
234.4,-24.40273333,228.971,0.432872
234.3,-23.95673333,229.762,0.443324
234.2,-24.4458,229.316,0.437428
234.1,-23.85156667,229.454,0.439255
234,-24.88953333,229.203,0.43593
233.9,-25.29146667,230.24,0.449629
233.8,-26.22096667,230.289,0.450271
233.7,-25.62046667,230.024,0.446777
233.6,-26.39503333,230.915,0.458501
233.5,-26.64566667,230.656,0.455104
233.4,-27.34896667,231.388,0.464721
233.3,-27.3961,231.293,0.463472
233.2,-26.68903333,231.649,0.468138
233.1,-28.80706667,232.082,0.473808
233,-27.08313333,232.121,0.474327
232.9,-29.2551,232.109,0.474164
232.8,-29.8131,230.733,0.456117
232.7,-30.28596667,233.094,0.487028
232.6,-30.795,233.457,0.491768
232.5,-31.63913333,233.474,0.491989
232.4,-31.31153333,233.368,0.490602
232.3,-30.8952,232.945,0.485091
232.2,-32.14506667,233.888,0.497372
232.1,-32.84326667,234.346,0.50332
232,-31.76556667,234.331,0.503129
231.9,-34.32823333,234.93,0.510904
231.8,-33.89496667,234.455,0.504747
231.7,-34.5097,234.376,0.503717
231.6,-35.39716667,235.294,0.515613
231.5,-35.85446667,235.371,0.51661
231.4,-35.713,235.368,0.516566
231.3,-35.19226667,235.707,0.520961
231.2,-36.76343333,235.39,0.516859
231.1,-36.0012,235.945,0.524035
231,-36.69453333,237.085,0.538723
230.9,-36.9986,235.545,0.518867
230.8,-36.7939,237.702,0.546641
230.7,-38.34366667,236.532,0.531605
230.6,-39.9491,237.582,0.545099
230.5,-38.2537,237.568,0.544925
230.4,-40.15953333,237.448,0.543382
230.3,-40.12746667,237.28,0.541228
230.2,-40.6047,237.244,0.540762
230.1,-41.60056667,238.854,0.561399
230,-40.73126667,237.986,0.550288
229.9,-41.00083333,237.937,0.549664
229.8,-40.28076667,238.321,0.554586
229.7,-41.7284,239.254,0.566507
229.6,-43.06296667,240.359,0.580581
229.5,-42.6584,239.087,0.564381
229.4,-42.78566667,239.861,0.57425
229.3,-42.85896667,239.874,0.574409
229.2,-43.93646667,240.584,0.583446
229.1,-44.24353333,239.804,0.573514
229,-44.5134,240.624,0.58395
228.9,-44.93876667,241.475,0.594744
228.8,-44.4257,241.516,0.595261
228.7,-46.6624,240.678,0.584641
228.6,-45.91903333,242.452,0.607095
228.5,-48.71953333,241.292,0.592433
228.4,-47.80843333,242.453,0.607109
228.3,-47.97603333,241.861,0.599635
228.2,-47.78483333,242.876,0.612455
228.1,-48.40516667,242.649,0.609583
228,-48.97246667,244.19,0.628972
227.9,-48.59553333,242.941,0.613269
227.8,-49.60556667,244.754,0.636047
227.7,-51.13666667,244.008,0.626696
227.6,-50.3437,245.905,0.650439
227.5,-49.7416,244.219,0.629342
227.4,-51.43466667,245.331,0.643264
227.3,-51.38483333,246.452,0.657261
227.2,-52.47273333,245.667,0.647469
227.1,-51.38136667,245.613,0.64679
227,-51.85663333,245.669,0.647497
226.9,-52.63906667,246.135,0.653308
226.8,-54.3694,246.088,0.652714
226.7,-53.68756667,245.919,0.650608
226.6,-52.6019,247.447,0.66963
226.5,-53.99826667,247.236,0.667013
226.4,-53.98923333,246.783,0.661379
226.3,-55.48036667,247.943,0.675785
226.2,-53.258,246.408,0.65671
226.1,-54.12243333,247.357,0.668505
226,-54.05073333,248.082,0.677498
225.9,-55.73863333,247.216,0.66676
225.8,-55.39383333,248.695,0.685083
225.7,-55.79936667,246.856,0.662281
225.6,-54.77783333,249.048,0.68945
225.5,-57.5135,249.795,0.698658
225.4,-55.9776,249.048,0.68945
225.3,-56.63416667,249.777,0.698435
225.2,-56.85026667,250.732,0.710181
225.1,-57.01876667,250.753,0.710445
225,-57.94726667,250.337,0.705323
224.9,-59.91356667,250.726,0.710112
224.8,-58.8798,251.167,0.715519
224.7,-58.3565,251.611,0.720961
224.6,-58.86553333,251.318,0.717367
224.5,-58.6369,253.254,0.741021
224.4,-59.1829,251.491,0.71949
224.3,-59.45203333,252.573,0.732719
224.2,-58.06906667,252.8,0.735484
224.1,-59.81993333,252.844,0.736023
224,-59.5065,252.434,0.731018
223.9,-59.90833333,253.789,0.747527
223.8,-60.97043333,253.587,0.745075
223.7,-59.40143333,253.842,0.748174
223.6,-58.83166667,253.071,0.738785
223.5,-59.4363,254.07,0.750941
223.4,-60.25663333,254.438,0.755411
223.3,-59.80326667,254.711,0.758722
223.2,-59.3522,255.233,0.765033
223.1,-60.0882,254.689,0.758447
223,-60.7528,255.327,0.76617
222.9,-64.2955,256.362,0.778675
222.8,-59.1847,256.082,0.7753
222.7,-62.66433333,256.354,0.778579
222.6,-59.0461,257.188,0.788618
222.5,-61.3346,257.06,0.787079
222.4,-61.70786667,256.303,0.777965
222.3,-61.091,257.622,0.793832
222.2,-60.67486667,257.491,0.792254
222.1,-61.62786667,257.784,0.795777
222,-60.87166667,258.252,0.801388
221.9,-59.28266667,258.052,0.798984
221.8,-61.72863333,258.859,0.808657
221.7,-59.98706667,258.811,0.808074
221.6,-60.3157,259.196,0.812679
221.5,-61.58663333,260.011,0.822397
221.4,-60.70186667,258.968,0.809957
221.3,-62.53796667,260.042,0.822775
221.2,-60.60303333,260.064,0.823031
221.1,-60.40646667,260.433,0.827429
221,-61.37873333,259.807,0.819966
220.9,-61.74476667,260.574,0.8291
220.8,-60.418,261.377,0.838642
220.7,-61.15883333,262.38,0.850518
220.6,-62.01726667,261.77,0.843303
220.5,-62.86753333,262.17,0.848038
220.4,-59.25163333,261.923,0.845115
220.3,-60.90806667,262.957,0.857331
220.2,-62.4419,262.399,0.850746
220.1,-59.80903333,263.613,0.865066
220,-59.16203333,263.172,0.859871
219.9,-61.8894,263.314,0.861541
219.8,-61.07243333,264.38,0.874091
219.7,-62.48203333,264.832,0.879399
219.6,-59.90576667,265.142,0.88304
219.5,-61.84593333,265.205,0.883771
219.4,-61.93666667,265.449,0.886638
219.3,-59.6782,264.842,0.879519
219.2,-61.1084,266.023,0.893346
219.1,-60.16973333,265.823,0.891014
219,-61.31506667,265.905,0.891968
218.9,-61.0678,266.542,0.899408
218.8,-61.2549,266.905,0.90365
218.7,-62.29616667,267.045,0.905275
218.6,-60.99893333,267.435,0.909814
218.5,-61.07416667,268.251,0.91931
218.4,-61.00456667,268.557,0.92286
218.3,-61.17406667,267.925,0.91552
218.2,-61.76186667,269.312,0.931602
218.1,-61.637,268.408,0.921125
218,-61.39513333,267.947,0.91577
217.9,-59.36936667,269.558,0.934446
217.8,-61.05416667,270.805,0.948843
217.7,-61.69236667,269.874,0.9381
217.6,-60.15476667,270.025,0.93984
217.5,-58.99293333,271.464,0.956418
217.4,-61.60066667,271.365,0.955285
217.3,-59.9945,271.577,0.95772
217.2,-59.8129,271.782,0.960076
217.1,-61.6308,271.175,0.953095
217,-62.4007,272.499,0.968304
216.9,-60.1508,273.249,0.976889
216.8,-61.31956667,273.577,0.980631
216.7,-60.33633333,273.39,0.978495
216.6,-59.63363333,273.781,0.98296
216.5,-59.92933333,274.463,0.990737
216.4,-60.10403333,274.006,0.985532
216.3,-59.02006667,274.573,0.991989
216.2,-60.91776667,274.931,0.996064
216.1,-58.9498,275.287,1.00011
216,-60.89906667,275.791,1.00583
215.9,-61.08793333,275.627,1.00397
215.8,-58.91216667,276.83,1.0176
215.7,-61.1201,276.419,1.01295
215.6,-62.10943333,276.301,1.01161
215.5,-59.64553333,276.965,1.01913
215.4,-60.3171,277.624,1.02658
215.3,-58.15543333,277.676,1.02716
215.2,-62.52743333,277.859,1.02922
215.1,-63.20253333,278.69,1.03859
215,-60.78696667,278.236,1.03347
214.9,-59.67783333,280.763,1.06182
214.8,-61.49923333,280.081,1.05419
214.7,-60.71053333,279.869,1.05182
214.6,-60.88143333,280.553,1.05948
214.5,-61.84086667,281.032,1.06484
214.4,-58.9866,281.078,1.06534
214.3,-60.20843333,281.087,1.06544
214.2,-60.36723333,281.095,1.06553
214.1,-61.23446667,281.795,1.07334
214,-59.80366667,282.28,1.07874
213.9,-60.97156667,282.664,1.08301
213.8,-60.4183,282.961,1.08631
213.7,-60.8031,282.495,1.08114
213.6,-58.90776667,284.061,1.09851
213.5,-61.20213333,283.793,1.09554
213.4,-61.39946667,283.578,1.09316
213.3,-58.94463333,284.497,1.10334
213.2,-61.85486667,285.459,1.11396
213.1,-60.53743333,285.805,1.11777
213,-62.2355,286.166,1.12174
212.9,-62.9757,286.622,1.12675
212.8,-61.5767,285.969,1.11958
212.7,-63.23976667,287.264,1.13381
212.6,-58.75833333,287.233,1.13346
212.5,-61.82533333,287.265,1.13382
212.4,-61.32113333,288.592,1.14834
212.3,-61.4249,288.246,1.14455
212.2,-63.86693333,289.53,1.15858
212.1,-60.03266667,290.108,1.16487
212,-63.23606667,290.822,1.17262
211.9,-60.69056667,291.074,1.17535
211.8,-61.93536667,291.006,1.17462
211.7,-61.90913333,291.286,1.17765
211.6,-62.816,291.514,1.18013
211.5,-63.88476667,292.731,1.19329
211.4,-65.7267,292.878,1.19487
211.3,-64.14096667,292.846,1.19453
211.2,-61.81856667,294.346,1.21068
211.1,-63.8007,294.202,1.20914
211,-65.4303,295.424,1.22225
210.9,-65.01796667,296.233,1.23091
210.8,-62.47783333,296.443,1.23316
210.7,-61.15066667,296.853,1.23754
210.6,-65.28496667,297.163,1.24084
210.5,-64.3515,298.708,1.25728
210.4,-64.8328,298.281,1.25274
210.3,-65.04973333,298.932,1.25965
210.2,-63.09506667,299.013,1.26051
210.1,-62.80723333,300.163,1.27269
210,-62.5355,300.282,1.27395
209.9,-64.13503333,301.473,1.28652
209.8,-65.36216667,302.224,1.29442
209.7,-68.41153333,302.94,1.30194
209.6,-64.9852,303.481,1.30761
209.5,-65.05483333,304.958,1.32306
209.4,-62.93256667,304.535,1.31863
209.3,-62.4988,305.543,1.32915
209.2,-63.50933333,306.085,1.33479
209.1,-66.6574,306.396,1.33803
209,-64.72883333,306.957,1.34386
208.9,-63.14343333,307.543,1.34993
208.8,-66.85496667,308.409,1.35889
208.7,-63.87503333,309.001,1.36501
208.6,-64.5329,309.131,1.36636
208.5,-63.36443333,310.575,1.38122
208.4,-66.3059,311.044,1.38604
208.3,-66.28136667,312.788,1.40389
208.2,-64.47506667,312.984,1.40589
208.1,-65.71343333,313.925,1.4155
208,-64.4279,314.699,1.42337
207.9,-63.61916667,315.917,1.43573
207.8,-62.29693333,316.993,1.44661
207.7,-63.9318,317.193,1.44864
207.6,-61.2926,318.012,1.4569
207.5,-63.23,318.813,1.46496
207.4,-64.24166667,319.784,1.47471
207.3,-64.18816667,320.369,1.48057
207.2,-62.61086667,320.787,1.48476
207.1,-57.38523333,322.621,1.50305
207,-61.87123333,323.876,1.51553
206.9,-56.52996667,324.147,1.51822
206.8,-53.63543333,325.449,1.5311
206.7,-59.6885,325.863,1.5352
206.6,-59.12043333,326.412,1.54061
206.5,-58.23986667,328.076,1.55698
206.4,-59.6797,328.702,1.56312
206.3,-57.8019,329.918,1.57502
206.2,-54.5522,331.306,1.58856
206.1,-53.6003,331.832,1.59368
206,-54.4785,333.245,1.6074
205.9,-50.63623333,333.329,1.60821
205.8,-48.2869,334.561,1.62012
205.7,-52.5394,335.987,1.63388
205.6,-49.04523333,337.316,1.64664
205.5,-48.25233333,338.125,1.6544
205.4,-43.28146667,339.368,1.66628
205.3,-46.30696667,340.294,1.6751
205.2,-48.46753333,342.393,1.69503
205.1,-44.49283333,343.009,1.70086
205,-43.36703333,344.734,1.71714
204.9,-45.58936667,346.303,1.73189
204.8,-42.1077,346.768,1.73626
204.7,-41.3283,348.024,1.74801
204.6,-37.66293333,349.378,1.76064
204.5,-35.99686667,350.417,1.7703
204.4,-41.30363333,352.273,1.78751
204.3,-38.82183333,353.524,1.79906
204.2,-33.47373333,354.833,1.81111
204.1,-37.3359,356.328,1.82484
204,-30.57306667,357.076,1.83168
203.9,-28.969,359.672,1.85535
203.8,-34.2013,359.846,1.85693
203.7,-30.44006667,361.902,1.87557
203.6,-30.91066667,363.11,1.88647
203.5,-22.6689,364.798,1.90167
203.4,-25.25016667,366.154,1.91383
203.3,-28.1754,367.014,1.92152
203.2,-21.25063333,369.06,1.93977
203.1,-14.69376667,370.094,1.94895
203,-18.8869,372.887,1.97366
202.9,-17.8532,373.529,1.97932
202.8,-14.30994333,375.537,1.99696
202.7,-16.4415,375.454,1.99624
202.6,-10.06868,378.299,2.0211
202.5,-19.22343333,379.856,2.03464
202.4,-14.18903333,381.522,2.04908
202.3,-4.995416,383.147,2.06311
202.2,-5.95289,384.646,2.07601
202.1,-5.421972333,386.731,2.09388
202,-2.332173333,389.434,2.11694
201.9,-3.096999,391.355,2.13323
201.8,-7.90332,392.935,2.1466
201.7,-3.22867,394.805,2.16234
201.6,0.7288133333,396.456,2.1762
201.5,-0.021887,398.382,2.1923
201.4,2.995816667,400.077,2.20641
201.3,3.517046667,401.57,2.21881
201.2,13.9715,403.91,2.23815
201.1,6.016823333,405.608,2.25212
201,12.85599667,407.698,2.26926
200.9,4.98153,409.606,2.28484
200.8,9.783033333,410.589,2.29284
200.7,-0.3136266667,412.96,2.31208
200.6,13.54139667,415.114,2.32947
200.5,15.86596667,417.601,2.34947
200.4,9.60573,420.232,2.3705
200.3,15.93813333,421.464,2.38032
200.2,14.05438667,423.932,2.3999
200.1,17.45658333,426.744,2.4221
200,16.84566,428.986,2.43972
199.9,19.1311,431.083,2.45612
199.8,17.01366667,433.032,2.47131
199.7,26.03543333,436.025,2.49451
199.6,20.81656667,437.143,2.50315
199.5,26.30956667,439.503,2.52132
199.4,31.22476667,440.83,2.53149
199.3,22.1857,444.166,2.55696
199.2,29.86986667,445.641,2.56818
199.1,34.10576667,447.908,2.58535
199,31.0187,450.721,2.60655
198.9,27.2294,452.463,2.61963
198.8,25.28136667,456.23,2.64776
198.7,29.4684,458.421,2.66403
198.6,29.60646667,460.882,2.68223
198.5,29.00416667,462.851,2.69673
198.4,32.51533333,466.124,2.72072
198.3,29.6893,468.017,2.73453
198.2,27.96976667,470.101,2.74968
198.1,35.0274,472.398,2.76631
198,31.1099,475.17,2.78629
197.9,38.56846667,477.963,2.80632
197.8,31.063,479.795,2.81941
197.7,37.37953333,482.277,2.83707
197.6,30.4972,484.935,2.8559
197.5,33.23,487.475,2.87382
197.4,32.7269,489.244,2.88624
197.3,30.06093333,492.432,2.90855
197.2,33.34843333,495.784,2.93186
197.1,35.12423333,497.23,2.94188
197,34.35286667,500.978,2.96773
196.9,31.949,504.03,2.98867
196.8,35.57583333,506.398,3.00483
196.7,39.0139,509.061,3.02293
196.6,36.6303,511.543,3.03973
196.5,37.23073333,515.147,3.06401
196.4,36.15373333,516.825,3.07526
196.3,33.9687,520.419,3.09926
196.2,38.08186667,523.015,3.1165
196.1,30.94003333,525.943,3.13587
196,38.8036,529.264,3.15772
195.9,33.6724,531.274,3.17089
195.8,32.07213333,534.637,3.19283
195.7,40.14716667,537.706,3.21276
195.6,32.3594,539.229,3.22261
195.5,27.473,541.799,3.23918
195.4,41.29943333,544.113,3.25403
195.3,30.259,546.852,3.27156
195.2,29.9613,548.937,3.28485
195.1,29.63646667,550.508,3.29483
195,34.0321,553.421,3.31328
194.9,30.0767,555.8,3.32829
194.8,27.1114,557.64,3.33986
194.7,34.96906667,560.156,3.35562
194.6,40.16316667,561.79,3.36583
194.5,30.53883333,565.07,3.38624
194.4,28.83433333,567.619,3.40204
194.3,29.056,569.372,3.41287
194.2,36.81336667,571.834,3.42803
194.1,33.6381,574.925,3.44698
194,39.0415,577.474,3.46254
193.9,32.85336667,580.523,3.48109
193.8,23.08293333,583.748,3.50061
193.7,33.39696667,585.786,3.5129
193.6,31.19013333,587.959,3.52596
193.5,21.45333333,590.267,3.53979
193.4,23.20836667,591.909,3.5496
193.3,23.43136667,593.047,3.5564
193.2,34.7315,595.668,3.57198
193.1,27.33136667,597.444,3.58251
193,24.0777,600.095,3.59818
192.9,17.99633333,602.066,3.60979
192.8,26.71866667,604.479,3.62396
192.7,18.76713333,607.154,3.63961
192.6,23.34516667,609.562,3.65365
192.5,21.7971,611.58,3.66538
192.4,20.13033333,615.829,3.68998
192.3,21.50584,618.193,3.70359
192.2,15.27473333,620.121,3.71467
192.1,22.75436667,621.744,3.72397
192,25.13463333,623.632,3.73477
191.9,27.2362,626.55,3.75139
191.8,20.02953333,628.697,3.76358
191.7,19.90136667,630.54,3.77401
191.6,19.20910667,633.079,3.78835
191.5,20.2769,634.924,3.79874
191.4,10.29566533,637.595,3.81373
191.3,21.89716667,640.285,3.82877
191.2,22.75533333,643.129,3.84462
191.1,18.72276667,646.294,3.86218
191,31.22633333,649.812,3.88162
190.9,10.68282667,653.072,3.89955
190.8,24.97076667,656.512,3.91839
190.7,29.16153333,660.209,3.93855
190.6,15.17422,662.51,3.95104
190.5,17.6441,665.639,3.96797
190.4,9.022383333,668.191,3.98174
190.3,25.2766,671.792,4.00108
190.2,16.78766667,673.996,4.01287
190.1,20.1782,675.865,4.02284
190,12.22188667,679.115,4.04013
,,,
##### Extended Information,,,
[Comments],,,
Sample name,,,
Comment,,,
User,,,
Division,,,
Company,,,
,,,
[Detailed Information],,,
Creation date,,,
,,,
Data array type,,,
Horizontal axis,,,
Vertical axis(1),,,
Vertical axis(2),,,
Vertical axis(3),,,
Start,,,
End,,,
Data interval,,,
Data points,,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,26.42 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 2:11 PM,,
,,,
CD Overload detect,944,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1/1,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
