TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:40:25,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.83055,,
MAXY,4.32487,,
MINY,-1.8525,,
XYDATA,,,
243.8,0.447672,254.836,0.760233
243.7,0.488038,254.999,0.762211
243.6,1.12401,255.172,0.764304
243.5,1.55849,254.903,0.76105
243.4,0.995612,254.923,0.761283
243.3,0.949647,255.124,0.763718
243.2,0.852237,255.068,0.763038
243.1,1.78709,255.165,0.764212
243,0.985936,255.251,0.765252
242.9,0.571157,255.134,0.763836
242.8,0.496251,254.925,0.761311
242.7,1.30569,255.017,0.762425
242.6,0.769084,255.286,0.765685
242.5,0.7983,255.569,0.7691
242.4,0.720114,255.236,0.765074
242.3,1.60153,255.671,0.770339
242.2,1.22876,255.631,0.769853
242.1,0.23967,255.412,0.767206
242,0.267817,255.182,0.764428
241.9,1.43061,255.538,0.768729
241.8,1.22171,255.204,0.764688
241.7,0.925975,255.478,0.768003
241.6,0.621657,255.139,0.763907
241.5,0.320687,255.527,0.76859
241.4,0.22114,255.246,0.765199
241.3,1.36574,255.561,0.769009
241.2,0.501835,255.742,0.771196
241.1,0.935918,255.361,0.766583
241,0.287684,255.542,0.768773
240.9,1.20712,255.734,0.771094
240.8,-0.125497,255.761,0.771425
240.7,1.48177,255.741,0.771174
240.6,-0.129968,255.678,0.770414
240.5,-0.492089,255.819,0.772117
240.4,0.891563,255.81,0.772016
240.3,0.520979,255.863,0.77265
240.2,-0.298847,255.963,0.773856
240.1,1.97942,255.807,0.771975
240,1.9033,256.011,0.774437
239.9,0.647817,255.769,0.771514
239.8,0.86002,256.024,0.774601
239.7,0.937741,256.042,0.774814
239.6,1.62248,256.226,0.777034
239.5,0.0437972,255.979,0.77405
239.4,0.103224,255.957,0.773782
239.3,1.07843,256.295,0.777864
239.2,0.559402,256.488,0.780196
239.1,0.787079,256.222,0.776989
239,1.36321,256.281,0.777695
238.9,1.02367,256.377,0.778858
238.8,0.312761,256.363,0.778682
238.7,0.845294,256.457,0.779817
238.6,1.39587,256.507,0.780424
238.5,0.240892,256.623,0.781813
238.4,0.846465,256.494,0.780261
238.3,1.28765,256.677,0.782473
238.2,1.6172,256.922,0.785416
238.1,1.55782,256.751,0.783358
238,0.838774,256.567,0.781141
237.9,1.1661,256.929,0.785506
237.8,1.28046,256.817,0.784158
237.7,1.03217,257.006,0.786431
237.6,0.283349,257.108,0.78766
237.5,1.88258,257.076,0.787275
237.4,1.29088,257.32,0.790203
237.3,1.40436,256.999,0.786345
237.2,2.41814,257.557,0.793048
237.1,0.739083,257.383,0.790959
237,-0.370265,257.38,0.790923
236.9,1.01446,257.513,0.792524
236.8,1.19882,257.525,0.792669
236.7,0.650132,257.526,0.792674
236.6,0.167382,257.149,0.788147
236.5,1.47439,257.563,0.793121
236.4,1.52364,257.767,0.795574
236.3,0.532468,257.699,0.79475
236.2,0.294198,257.976,0.79808
236.1,0.608646,257.704,0.794815
236,0.555655,257.676,0.794476
235.9,0.0381573,257.841,0.796463
235.8,1.15149,257.811,0.7961
235.7,-0.0134944,258.011,0.798495
235.6,1.0656,258.225,0.801067
235.5,0.488556,258.177,0.800486
235.4,1.98127,257.959,0.797878
235.3,0.536523,258.214,0.800926
235.2,-0.388359,258.435,0.803576
235.1,1.13396,258.159,0.800276
235,0.160242,258.194,0.800686
234.9,0.849711,258.444,0.803683
234.8,1.3158,258.447,0.803718
234.7,1.1485,258.4,0.803159
234.6,0.41281,258.431,0.80353
234.5,1.21298,258.571,0.8052
234.4,0.779949,258.589,0.805419
234.3,1.41806,258.751,0.807361
234.2,1.05245,258.857,0.808628
234.1,0.981376,258.85,0.80854
234,1.11505,259.024,0.810624
233.9,-0.206552,259.113,0.811689
233.8,0.784698,258.997,0.810299
233.7,0.495971,259.162,0.812274
233.6,1.57368,259.131,0.811904
233.5,-0.269012,259.422,0.815373
233.4,1.03992,259.574,0.817188
233.3,0.956454,259.258,0.813416
233.2,0.108359,259.535,0.816732
233.1,0.42212,259.499,0.816299
233,0.746333,259.587,0.81735
232.9,2.03381,259.544,0.816836
232.8,0.867906,259.749,0.819276
232.7,0.939193,259.817,0.820088
232.6,0.981404,259.677,0.818418
232.5,0.551237,259.531,0.816681
232.4,1.68892,260.328,0.826177
232.3,0.745895,260.126,0.823777
232.2,1.0527,260.028,0.822608
232.1,0.167942,259.942,0.821575
232,0.809504,259.996,0.822223
231.9,1.12728,259.96,0.821788
231.8,0.209266,260.318,0.826054
231.7,2.06304,260.284,0.825649
231.6,0.225,260.493,0.82814
231.5,1.59726,260.426,0.827341
231.4,1.05593,260.548,0.828797
231.3,1.04975,260.685,0.830419
231.2,0.621735,260.466,0.827823
231.1,2.03442,260.756,0.831261
231,1.21262,260.806,0.831855
230.9,0.248652,260.767,0.831392
230.8,0.512916,260.761,0.83133
230.7,1.08696,260.961,0.833704
230.6,1.13443,261.148,0.835917
230.5,0.165383,260.972,0.833837
230.4,0.687034,260.858,0.832479
230.3,-0.126219,260.791,0.831686
230.2,-0.163354,260.656,0.830074
230.1,0.655105,260.557,0.828901
230,1.79356,260.506,0.828291
229.9,1.28981,260.729,0.830941
229.8,0.670059,260.484,0.828036
229.7,1.4486,260.444,0.82756
229.6,1.20312,260.636,0.829843
229.5,1.22075,260.84,0.832267
229.4,0.000930133,260.893,0.832895
229.3,1.77081,260.727,0.830924
229.2,0.76751,260.979,0.833918
229.1,2.16147,261.412,0.839057
229,1.32257,261.375,0.838618
228.9,0.0046225,261.371,0.838569
228.8,0.918269,261.945,0.845375
228.7,0.48387,261.923,0.845115
228.6,0.229823,261.921,0.845088
228.5,0.98304,262.184,0.848199
228.4,2.28165,262.188,0.848251
228.3,0.791188,262.118,0.847418
228.2,1.23465,262.488,0.85179
228.1,0.268318,262.246,0.848938
228,1.81639,262.262,0.849124
227.9,0.346419,262.298,0.849545
227.8,0.023584,263.01,0.857965
227.7,1.10697,262.736,0.854721
227.6,1.01608,263.112,0.85917
227.5,-0.124284,263.267,0.860997
227.4,-0.147842,263.028,0.858177
227.3,1.65279,263.166,0.859804
227.2,0.0653896,263.164,0.859779
227.1,1.19265,263.371,0.862216
227,2.63476,263.229,0.860549
226.9,1.63426,263.619,0.865146
226.8,1.42033,263.395,0.862501
226.7,0.00675321,263.63,0.865272
226.6,1.10119,263.793,0.867185
226.5,1.05312,263.387,0.862408
226.4,1.45441,263.468,0.863366
226.3,0.400982,263.514,0.863899
226.2,1.41928,263.797,0.867233
226.1,1.15092,263.522,0.863995
226,1.87253,263.642,0.865415
225.9,1.97229,263.975,0.869335
225.8,1.51841,264.127,0.871117
225.7,1.22051,264.227,0.872293
225.6,1.94253,264.32,0.873388
225.5,0.404298,264.228,0.872308
225.4,0.0196713,264.73,0.878201
225.3,-0.16027,264.479,0.875259
225.2,1.05331,264.392,0.874229
225.1,0.752164,264.616,0.876866
225,1.77215,264.679,0.877607
224.9,1.05575,264.816,0.879215
224.8,0.0262396,264.58,0.876443
224.7,0.852995,264.922,0.880454
224.6,2.11027,264.82,0.879265
224.5,1.35963,265.112,0.882683
224.4,1.18476,264.842,0.879516
224.3,1.86334,265.023,0.881639
224.2,0.57494,265.084,0.882355
224.1,0.697071,265.11,0.882658
224,0.97359,265.415,0.886235
223.9,2.22884,265.117,0.882741
223.8,0.684332,265.712,0.88971
223.7,0.591591,265.46,0.886757
223.6,0.893878,265.515,0.887409
223.5,2.40174,265.681,0.88935
223.4,0.355624,265.629,0.888736
223.3,1.78551,265.735,0.889977
223.2,1.2642,265.983,0.892883
223.1,-1.14047,265.977,0.892815
223,0.409519,265.98,0.892843
222.9,1.29164,265.85,0.891324
222.8,1.38331,266.09,0.894136
222.7,1.12275,265.978,0.892825
222.6,0.834622,266.233,0.895801
222.5,1.18449,266.431,0.898112
222.4,2.00236,266.347,0.897136
222.3,2.17085,266.674,0.900956
222.2,1.82458,266.488,0.898785
222.1,1.63163,266.467,0.898538
222,1.16015,266.757,0.901924
221.9,0.723066,266.819,0.902638
221.8,1.04139,266.947,0.904139
221.7,1.65923,266.378,0.897501
221.6,2.11452,266.893,0.903503
221.5,-0.266098,267.244,0.907599
221.4,0.101878,266.747,0.901807
221.3,1.40328,266.821,0.902664
221.2,1.24817,267.023,0.90502
221.1,1.10788,267.213,0.90723
221,-0.202752,267.052,0.905364
220.9,1.25923,267.253,0.9077
220.8,0.709121,267.305,0.908305
220.7,0.284909,267.361,0.908963
220.6,1.74105,267.325,0.908538
220.5,1.7653,267.297,0.908211
220.4,0.885971,267.852,0.91467
220.3,2.84567,267.56,0.911271
220.2,1.14876,267.766,0.913671
220.1,0.869296,267.485,0.910401
220,0.893288,267.761,0.91361
219.9,2.40474,267.769,0.913709
219.8,1.06681,268.066,0.917156
219.7,1.21437,267.863,0.914795
219.6,1.4691,267.88,0.915
219.5,2.50549,267.823,0.914333
219.4,0.154222,268.035,0.916792
219.3,2.13219,268.017,0.916588
219.2,0.783878,268.054,0.917014
219.1,1.1145,268.013,0.91654
219,1.82887,268.08,0.917323
218.9,1.54577,268.369,0.920671
218.8,2.08243,268.214,0.918876
218.7,1.16414,268.478,0.921945
218.6,0.582878,268.153,0.918169
218.5,0.360338,268.412,0.921179
