TITLE,TB TH  KD_ Buffer and Additive,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:01:55,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.10152,,
MAXY,24.87453,,
MINY,-18.08336,,
XYDATA,,,
263.3,-0.3425186667,209.8746667,0.1709583333
263.2,1.288603333,209.6486667,0.1677483333
263.1,-0.275969,210.015,0.1729516667
263,0.3895243333,210.0406667,0.173315
262.9,0.3282820333,209.6496667,0.167755
262.8,0.4217956667,209.3756667,0.1638376667
262.7,-0.4233026667,209.355,0.1635366667
262.6,-0.359602,210.2766667,0.176661
262.5,1.141647,209.5853333,0.1668393333
262.4,0.9049213333,209.5403333,0.166201
262.3,0.6579313333,210.2966667,0.176955
262.2,0.7804043333,209.559,0.1664356667
262.1,0.7906948,209.8196667,0.1701753333
262,0.9304473333,210.2403333,0.1761486667
261.9,0.6207436667,209.2556667,0.1621423333
261.8,0.6712345333,209.869,0.1708686667
261.7,-0.2817893333,209.5176667,0.1658823333
261.6,0.5884936667,210.0593333,0.173585
261.5,0.7782923333,209.6566667,0.1678586667
261.4,0.1902685517,210.082,0.1739096667
261.3,0.3083043333,209.7903333,0.169757
261.2,-0.632376,209.9676667,0.1722813333
261.1,1.575582667,209.9943333,0.1726583333
261,-0.07254733333,210.0056667,0.1728243333
260.9,0.04181966667,210.5146667,0.1800453333
260.8,-0.03466733333,209.89,0.171181
260.7,0.7341386667,209.7373333,0.1690106667
260.6,0.5380117333,209.9703333,0.1723166667
260.5,1.847326667,210.4346667,0.1789146667
260.4,0.3789443333,210.0603333,0.1736003333
260.3,0.3384656667,209.8236667,0.170231
260.2,0.74719,210.3316667,0.1774543333
260.1,0.9186343333,210.3903333,0.1782846667
260,0.00985,210.0673333,0.1736976667
259.9,0.711685,210.7883333,0.1839193333
259.8,0.344675,210.331,0.1774323333
259.7,0.1561293333,210.403,0.1784663333
259.6,1.208380367,210.941,0.186067
259.5,1.093081667,210.144,0.1747833333
259.4,0.829308,210.6196667,0.1815396667
259.3,-0.5537217667,211.051,0.1876473333
259.2,1.42235,210.8383333,0.1846326667
259.1,0.4710296667,210.9616667,0.1863863333
259,0.9381539,210.041,0.1733156667
258.9,0.7512043333,210.795,0.184026
258.8,0.06020066667,210.4403333,0.1789933333
258.7,-0.04316096667,210.8343333,0.1845836667
258.6,1.394881333,211.0433333,0.1875296667
258.5,0.8420706667,210.7393333,0.183233
258.4,0.2686456667,211.2063333,0.189846
258.3,0.2834136667,211.9063333,0.1997336667
258.2,1.087299333,210.9906667,0.186798
258.1,-0.6651963333,210.8423333,0.1847016667
258,1.393808667,210.3836667,0.1781923333
257.9,1.605000333,210.9296667,0.1859306667
257.8,0.452039,210.9453333,0.186151
257.7,0.2609346667,210.459,0.1792333333
257.6,0.675429,211.4423333,0.1931833333
257.5,1.704982,210.9593333,0.1863536667
257.4,0.662021,211.6993333,0.196821
257.3,0.3711943333,211.0036667,0.1869796667
257.2,1.2950732,210.975,0.1865666667
257.1,-0.4957813333,211.8596667,0.19908
257,1.187405333,210.76,0.183523
256.9,-0.3976273333,211.207,0.1898546667
256.8,0.097427,211.5123333,0.194175
256.7,1.60806,211.7653333,0.1977346667
256.6,1.382426667,211.5713333,0.195002
256.5,0.2160053333,211.4123333,0.1927363333
256.4,0.9879523333,211.0586667,0.1877603333
256.3,1.479807667,211.318,0.1914233333
256.2,0.2193186667,211.4663333,0.1935226667
256.1,1.30867,211.7363333,0.197338
256,1.196046667,211.992,0.2009296667
255.9,0.4813073333,211.667,0.1963373333
255.8,-0.1370155333,211.974,0.2006953333
255.7,0.6072459333,211.0673333,0.1878826667
255.6,1.2620052,211.6416667,0.1960006667
255.5,0.8104273333,211.9126667,0.199827
255.4,0.5335716667,212.1596667,0.2033056667
255.3,1.064919933,211.7623333,0.197703
255.2,1.168111,211.966,0.2005583333
255.1,0.6497773333,211.6203333,0.1957056667
255,0.234934,211.6846667,0.196608
254.9,0.0799649,212.0263333,0.2014253333
254.8,0.8027283333,212.0386667,0.2016026667
254.7,0.161918,211.714,0.1970186667
254.6,0.6293973333,211.949,0.2003443333
254.5,0.6539336667,212.5183333,0.2083346667
254.4,-0.045422,212.042,0.2016446667
254.3,0.7661106667,211.5396667,0.1945576667
254.2,0.1094745333,212.328,0.205673
254.1,0.9415289,211.9846667,0.2008423333
254,0.065398,212.4513333,0.2074176667
253.9,0.870063,212.287,0.205102
253.8,0.7221956667,211.7183333,0.1970556667
253.7,1.604686667,212.2603333,0.2047173333
253.6,0.7157454933,212.2993333,0.205264
253.5,0.833727,212.815,0.2125283333
253.4,1.601193,212.9026667,0.2137536667
253.3,0.8645003333,212.6613333,0.210369
253.2,0.9321276667,212.54,0.2086653333
253.1,0.9534553333,212.556,0.20889
253,0.8418963333,212.414,0.2068843333
252.9,0.7170776667,212.7196667,0.2111913333
252.8,0.2161586667,212.597,0.2094626667
252.7,1.46369,212.8486667,0.213006
252.6,1.26012,212.5306667,0.2085283333
252.5,0.3499416667,212.6786667,0.2106226667
252.4,0.09571466667,212.495,0.2080336667
252.3,0.764398,213.518,0.2223786667
252.2,0.2362806667,212.4836667,0.207863
252.1,0.8142887,212.75,0.211619
252,0.936096,212.678,0.2106113333
251.9,0.6823275,212.523,0.208424
251.8,-0.4325766667,212.7613333,0.2117756667
251.7,0.8721156667,212.6816667,0.210652
251.6,0.217873,212.816,0.212548
251.5,1.152101333,213.2126667,0.2181196667
251.4,0.296406,213.2746667,0.2189796667
251.3,0.65264,213.5593333,0.2229846667
251.2,1.254897667,213.0933333,0.216445
251.1,1.068456,213.7766667,0.226027
251,0.8456836667,213.4306667,0.221176
250.9,0.1461666667,213.5236667,0.2224706667
250.8,-0.03753133333,213.3846667,0.220528
250.7,0.6810166667,213.0553333,0.2158983333
250.6,0.8206096667,213.9203333,0.228043
250.5,-0.1560096667,213.862,0.227216
250.4,0.7514450333,212.8116667,0.2124836667
250.3,1.193681667,212.815,0.212518
250.2,-1.039050333,214.1513333,0.231271
250.1,1.501311,213.6713333,0.2245473333
250,-0.1793573333,213.6193333,0.223811
249.9,1.616374,213.5556667,0.2229286667
249.8,1.149677,214.0306667,0.2295846667
249.7,0.7643333333,213.9586667,0.2285416667
249.6,0.2937296667,214.0926667,0.230413
249.5,-0.013755,213.7193333,0.2252123333
249.4,1.768424333,213.2056667,0.218005
249.3,0.02023586667,213.6916667,0.224835
249.2,-0.02291533333,214.0903333,0.2304176667
249.1,-0.087349,213.986,0.2289506667
249,1.3052,214.0566667,0.229935
248.9,1.31201,214.215,0.232156
248.8,0.165181,213.8746667,0.2273896667
248.7,0.6633267667,214.168,0.2314966667
248.6,0.7285393333,213.93,0.2281796667
248.5,1.267819,214.2523333,0.2326793333
248.4,0.1909556667,213.5553333,0.2229163333
248.3,-1.252892333,214.0996667,0.2305406667
248.2,0.71773,213.897,0.227714
248.1,1.483795767,214.248,0.2326063333
248,0.7521966667,214.355,0.2341163333
247.9,0.51568,214.1316667,0.2309966667
247.8,0.860638,214.262,0.2328186667
247.7,1.127535,214.142,0.231144
247.6,1.304426667,214.504,0.2361843333
247.5,1.600889,214.342,0.2339203333
247.4,0.8094166667,215.09,0.244365
247.3,0.6229096667,214.5253333,0.2364976667
247.2,0.586645,213.8376667,0.226875
247.1,0.8755286667,214.3396667,0.2339006667
247,0.7701563333,214.3253333,0.2337
246.9,1.474111667,214.1003333,0.230535
246.8,1.573736333,213.9343333,0.228215
246.7,0.368295,214.878,0.24141
246.6,0.3258533667,215.14,0.245072
246.5,0.4667233333,214.2123333,0.2321223333
246.4,2.350253333,215.0806667,0.2442443333
246.3,1.203267333,214.6983333,0.238903
246.2,1.006122267,214.9483333,0.2423876667
246.1,0.5712926667,214.597,0.2374996667
246,0.4852056667,215.2876667,0.2471233333
245.9,0.6248736667,214.3836667,0.2345203333
245.8,0.5084513333,214.8563333,0.2411096667
245.7,1.110318533,214.8793333,0.241438
245.6,0.9556036667,215.0533333,0.243869
245.5,1.93608,214.993,0.2430223333
245.4,0.7138913333,214.928,0.2421213333
245.3,1.451972667,215.05,0.243796
245.2,2.067016667,214.771,0.239929
245.1,1.976906667,215.4793333,0.2497916667
245,1.589927,215.1613333,0.245363
244.9,0.4650293333,214.8643333,0.2412293333
244.8,-0.6773073333,215.5393333,0.2506073333
244.7,0.2284343333,214.8123333,0.2404986667
244.6,0.4448516667,214.8163333,0.2405586667
244.5,1.569120333,214.1173333,0.2307753333
244.4,-0.1296476667,215.598,0.2514496667
244.3,0.6834573333,215.315,0.2475046667
244.2,0.808997,215.9873333,0.2568576667
244.1,1.31162,216.1383333,0.258929
244,1.574530667,215.2563333,0.2466896667
243.9,0.7976866667,215.1326667,0.2449636667
243.8,0.41587,215.8493333,0.254941
243.7,1.350467,215.457,0.2494843333
243.6,1.98076,215.364,0.2481753333
243.5,0.6799390667,216.3123333,0.2613453333
243.4,0.001566666667,216.0356667,0.2575056667
243.3,1.41536392,216.49,0.2638363333
243.2,1.126712,216.064,0.2579236667
243.1,0.3085415667,216.0866667,0.2582396667
243,0.02778433333,216.1203333,0.2587013333
242.9,0.1192648333,216.1856667,0.2596123333
242.8,0.6524816667,216.224,0.2601193333
242.7,0.8983454,216.6256667,0.26571
242.6,1.289673233,216.3523333,0.2619253333
242.5,0.319634,216.24,0.2603563333
242.4,0.885781,216.7626667,0.2675943333
242.3,1.306167333,215.813,0.254427
242.2,-0.01403733333,216.073,0.2580243333
242.1,-0.6265636667,216.2183333,0.260064
242,1.359485333,216.326,0.261556
241.9,1.218232667,216.082,0.25817
241.8,0.226277,216.6533333,0.266091
241.7,0.319567,216.486,0.2637733333
241.6,-0.25281776,216.844,0.268725
241.5,0.4732373333,217.0516667,0.2716096667
241.4,0.3757796667,216.4213333,0.262875
241.3,1.096376,216.8396667,0.2686653333
241.2,1.399746667,216.905,0.2695823333
241.1,1.376599333,217.4976667,0.2777796667
241,0.7114998333,217.218,0.273905
240.9,1.285937333,217.7563333,0.2813183333
240.8,0.005413333333,217.322,0.2753326667
240.7,0.2049306667,217.5403333,0.2783623333
240.6,0.4667229333,217.5023333,0.277842
240.5,0.364179,217.9313333,0.283745
240.4,1.281137667,217.6396667,0.279728
240.3,0.890484,217.5686667,0.2787503333
240.2,1.083233333,217.6523333,0.279908
240.1,0.3372826667,217.9006667,0.2833333333
240,1.193219667,217.6203333,0.279462
239.9,0.6104043333,218.4186667,0.2904666667
239.8,0.90824,218.297,0.2887946667
239.7,0.3956443333,218.16,0.2869063333
239.6,1.806981,218.1533333,0.286815
239.5,0.4589866667,219.022,0.2987406667
239.4,1.125971333,218.7676667,0.29527
239.3,1.326587,218.7876667,0.2955426667
239.2,1.221329333,218.181,0.2871883333
239.1,0.152945,219.528,0.3057
239,0.3692901667,218.6056667,0.2930396667
238.9,0.917171,218.9976667,0.298429
238.8,1.732961667,219.1126667,0.3
238.7,0.232483,218.1186667,0.2863343333
238.6,1.822387667,219.447,0.3045843333
238.5,0.127961,219.7253333,0.3084033333
238.4,0.2358110667,219.1286667,0.3002263333
238.3,1.525914,219.1376667,0.3003513333
238.2,1.215194,219.2883333,0.302415
238.1,0.6386036667,220.25,0.315582
238,0.6930666667,219.279,0.302284
237.9,1.596684,219.947,0.3114383333
237.8,1.68897,219.679,0.307774
237.7,0.9937786667,219.848,0.3100816667
237.6,0.3496083333,219.7786667,0.3091333333
237.5,1.407403333,219.9316667,0.311231
237.4,0.296651,219.685,0.307839
237.3,1.863886667,219.951,0.3114916667
237.2,0.9105103333,220.448,0.3182893333
237.1,0.615925,220.575,0.3200216667
237,-0.808484,221.073,0.326815
236.9,1.820422,220.7703333,0.322685
236.8,0.3485503333,220.3416667,0.3168246667
236.7,0.274622,220.937,0.324956
236.6,1.129595333,221.1766667,0.328225
236.5,1.094133333,221.1476667,0.327818
236.4,0.391987,220.8386667,0.323615
236.3,0.70721239,220.8773333,0.324145
236.2,1.210339333,221.507,0.3327186667
236.1,0.09033,220.6263333,0.3207226667
236,0.4467173333,221.0143333,0.3260136667
235.9,0.5706766667,221.1293333,0.3275796667
235.8,1.76712,220.8073333,0.3231896667
235.7,0.02717366667,221.4676667,0.3321816667
235.6,1.536877997,221.6206667,0.3342693333
235.5,0.815018,221.936,0.3385553333
235.4,1.958456667,222.4966667,0.346159
235.3,0.2793876667,222.4156667,0.345053
235.2,0.4227666667,221.7553333,0.336082
235.1,0.1485030667,221.6383333,0.3344913333
235,0.4546506667,222.252,0.342842
234.9,0.8004433333,222.2613333,0.342968
234.8,1.499512333,222.3753333,0.3445136667
234.7,-0.06833333333,222.984,0.3527536667
234.6,0.3992533667,223.1103333,0.354465
234.5,1.54901,223.168,0.3552426667
234.4,0.351107,223.339,0.3575546667
234.3,2.351298333,223.7613333,0.3632566667
234.2,1.082530667,223.013,0.3531446667
234.1,0.8357853333,223.0633333,0.3538066667
234,1.558190667,223.733,0.3628786667
233.9,0.281904,223.0076667,0.3530786667
233.8,0.906186,223.875,0.3647896667
233.7,-0.01321466667,223.4523333,0.35908
233.6,0.2055983333,224.2026667,0.369205
233.5,0.3525636667,224.684,0.3756816667
233.4,0.7817846667,224.4313333,0.372282
233.3,1.236458333,224.5663333,0.374058
233.2,-0.3820236667,224.5663333,0.3741003333
233.1,0.09913066667,224.9,0.378564
233,0.756088,225.2826667,0.38371
232.9,0.7231263333,224.5933333,0.3744566667
232.8,1.796450667,225.7296667,0.3897113333
232.7,0.7712593333,225.8256667,0.390998
232.6,1.465283333,226.5683333,0.4009206667
232.5,0.772792,225.92,0.3922603333
232.4,0.8832636667,225.899,0.391979
232.3,1.306659333,226.126,0.395018
232.2,2.41066,226.0536667,0.3940263333
232.1,0.250778,226.6273333,0.401712
232,0.3326856667,227.3803333,0.411747
231.9,-0.737996,227.0953333,0.4079553333
231.8,1.32146,227.582,0.4144343333
231.7,0.444501,227.64,0.4151966667
231.6,0.79418,227.6913333,0.4158856667
231.5,0.717977,228.0403333,0.4205173333
231.4,0.293296,228.1163333,0.4215326667
231.3,1.266223333,228.205,0.4227096667
231.2,1.833683333,228.012,0.4201356667
231.1,0.7077663,228.337,0.424463
231,0.174963,228.483,0.426398
230.9,2.580924667,228.5543333,0.427333
230.8,0.4826743333,229.0626667,0.434077
230.7,0.3599073333,228.735,0.4297246667
230.6,1.764027667,229.1986667,0.435871
230.5,0.05454466667,229.32,0.4374696667
230.4,1.935975667,229.9763333,0.446143
230.3,1.258200333,229.635,0.4416423333
230.2,0.5861543333,229.74,0.4430286667
230.1,0.6519333333,230.545,0.4536263333
230,1.240584667,230.5246667,0.4533733333
229.9,1.487322667,231.041,0.4601606667
229.8,2.589736667,230.5576667,0.453806
229.7,1.964763333,231.5833333,0.467276
229.6,-1.261456,231.1026667,0.4609496667
229.5,1.12394816,231.613,0.4676666667
229.4,1.229108333,231.644,0.4680716667
229.3,0.2132536667,232.049,0.4733656667
229.2,1.357826667,232.2606667,0.47614
229.1,0.5358433333,233.78,0.49596
229,1.67176,233.834,0.4966716667
228.9,0.775516,234.1406667,0.5006476667
228.8,0.101238,234.346,0.5033203333
228.7,-0.1088666667,234.5086667,0.505431
228.6,0.1774136667,235.1196667,0.5133533333
228.5,1.5023173,235.6753333,0.520538
228.4,0.846854,236.0673333,0.5256086667
228.3,1.494563667,235.728,0.5212263333
228.2,0.2428233333,236.1343333,0.5264606667
228.1,0.02418766667,237.069,0.5385036667
228,0.5727114333,237.4233333,0.543062
227.9,1.076853,238.14,0.55225
227.8,0.3646233333,238.554,0.5575593333
227.7,0.6597032633,238.914,0.5621536667
227.6,0.990281,238.3603333,0.555066
227.5,2.33328,239.198,0.565787
227.4,0.225655,239.9383333,0.5752313333
227.3,1.754706,240.6726667,0.5845676667
227.2,-0.2543926667,240.968,0.5882926667
227.1,0.7071813333,241.7753333,0.598542
227,1.039529,243.1033333,0.615306
226.9,1.726703333,243,0.6139953333
226.8,1.405473767,243.0936667,0.615179
226.7,0.3294896667,243.7986667,0.624062
226.6,-0.1932036667,244.0263333,0.626918
226.5,1.022945,245.0233333,0.6394116667
226.4,1.5995,244.9256667,0.6381966667
226.3,-0.4062904667,246.308,0.655463
226.2,1.066749667,245.861,0.6498813333
226.1,1.382918333,246.978,0.663799
226,1.661836067,247.784,0.6738016667
225.9,0.9060826667,248.373,0.6811
225.8,1.037714333,248.6793333,0.684887
225.7,0.5157853333,249.5346667,0.6954516667
225.6,1.007302667,251.0346667,0.7138803333
225.5,-0.504988,251.2153333,0.716081
225.4,2.76015,252.903,0.7367453333
225.3,0.4515806667,252.3336667,0.729793
225.2,-1.578432,254.5853333,0.757192
225.1,1.2361768,254.1123333,0.7514546667
225,0.1325613333,255.063,0.762978
224.9,3.076326667,255.9946667,0.7742373333
224.8,1.495665,256.6063333,0.7816133333
224.7,2.414810667,257.7533333,0.795393
224.6,1.444112667,258.6023333,0.8055696667
224.5,0.4316636667,259.2706667,0.81356
224.4,-0.06114933333,260.3506667,0.8264406667
224.3,0.6603403333,261.0036667,0.8341936667
224.2,2.61938,261.8743333,0.8445373333
224.1,1.424862333,263.2086667,0.8602883333
224,-0.1325433333,263.9646667,0.869208
223.9,1.404583,265.1546667,0.8831766667
223.8,2.455692667,265.2853333,0.884697
223.7,2.327846667,267.2493333,0.9076546667
223.6,0.8262059067,267.8206667,0.9143023333
223.5,0.3079093333,269.1906667,0.9301983333
223.4,0.6372093333,270.2753333,0.9427336667
223.3,0.7767236667,271.685,0.9589543333
223.2,-0.3629533333,273.4753333,0.9794656667
223.1,-0.172576,274.4126667,0.9901623333
223,0.05067733333,275.2343333,0.9995106667
222.9,1.192334667,276.942,1.018866667
222.8,0.5413273333,278.8516667,1.040396667
222.7,3.053947333,280.29,1.05653
222.6,-0.3501733333,281.666,1.0719
222.5,2.34495,283.2166667,1.08915
222.4,1.939555333,284.5123333,1.103496667
222.3,1.531624667,284.7673333,1.10632
222.2,2.129666667,286.7906667,1.128606667
222.1,0.47727,288.1706667,1.14373
222,2.500587,289.2463333,1.155476667
221.9,1.263815667,290.7286667,1.171603333
221.8,0.5599463333,292.7966667,1.194003333
221.7,-0.1817066667,294.318,1.210383333
221.6,1.766619,296.1523333,1.230043333
221.5,0.02177066667,297.2616667,1.241883333
221.4,2.1208,299.5133333,1.265813333
221.3,-2.859732367,301.1846667,1.283476667
221.2,-2.690967,303.1546667,1.30419
221.1,3.349683333,305.241,1.326006667
221,1.689924333,306.5306667,1.33942
220.9,-0.831569,308.8906667,1.36387
220.8,-1.130932,311.1806667,1.38743
220.7,2.62891,312.4873333,1.400823333
220.6,-2.346234667,315.3373333,1.42985
220.5,0.5764856667,318.1853333,1.45864
220.4,-3.535982,320.7683333,1.484566667
220.3,-1.760681067,322.6286667,1.50313
220.2,2.132998,323.3096667,1.5099
220.1,6.534266667,326.888,1.545296667
220,-0.5090296667,329.335,1.569323333
219.9,-1.442561667,331.1496667,1.587036667
219.8,3.788917667,334.2003333,1.61664
219.7,1.433644667,336.3323333,1.63719
219.6,4.188183667,338.7653333,1.660513333
219.5,2.789846667,340.9163333,1.681016667
219.4,-1.779223333,343.8696667,1.708993333
219.3,-1.106123333,346.2813333,1.73169
219.2,3.934573283,350.386,1.77001
219.1,2.9034274,351.4856667,1.780213333
219,0.4853,354.776,1.810586667
218.9,1.172323333,357.5326667,1.83585
218.8,4.31553,361.0073333,1.867463333
218.7,3.284386667,363.7526667,1.89227
218.6,2.125284167,366.409,1.916113333
218.5,-4.686153333,370.137,1.94933
218.4,2.937026667,372.8776667,1.973576667
218.3,-0.45782,376.5806667,2.006096667
218.2,-1.930216667,379.4283333,2.030926667
218.1,-3.086376667,385.0603333,2.07957
218,2.705966667,387.2513333,2.098333333
217.9,-2.023176667,391.7273333,2.13639
217.8,-0.43301,394.5936667,2.160566667
217.7,1.987722667,400.176,2.20723
217.6,0.5223853333,403.1823333,2.23214
217.5,-1.730913333,409.092,2.280643333
217.4,2.54916,412.1973333,2.3059
217.3,0.30586,417.093,2.345386667
217.2,-4.02645,421.5193333,2.380753333
217.1,0.071967,426.2743333,2.4184
217,-2.136096667,430.9563333,2.455133333
216.9,-8.38935,436.2906667,2.496563333
216.8,-6.804376667,440.8703333,2.531796667
216.7,-5.209817333,445.631,2.568096667
216.6,-7.069573333,449.7096667,2.598936667
216.5,-3.161849667,455.0276667,2.638803333
216.4,5.589045667,457.936,2.66043
216.3,4.749693333,461.9936667,2.690413333
216.2,-7.736523333,467.3523333,2.729686667
216.1,3.161023333,471.832,2.762223333
216,6.189766667,476.956,2.799106667
215.9,5.1635,481.3206667,2.830273333
215.8,8.428115233,486.6043333,2.86768
215.7,0.9314466667,490.3833333,2.894226667
215.6,6.857495,495.0906667,2.92705
215.5,3.706193333,500.394,2.96371
215.4,-0.884932,506.0143333,3.002213333
215.3,6.767323333,511.214,3.03751
215.2,-5.0341,515.955,3.069423333
215.1,-0.6587166667,522.3016667,3.11177
215,-1.611144667,526.3,3.13822
214.9,0.7732233333,531.7336667,3.173896667
214.8,-0.3708756667,536.9146667,3.207626667
214.7,-6.040727667,543.5986667,3.250736667
214.6,4.311978333,548.951,3.284936667
214.5,0.7950166667,554.0683333,3.317363333
214.4,-0.8895933333,559.399,3.350883333
214.3,0.6660786667,563.699,3.377723333
214.2,-7.42664,570.1803333,3.417836667
214.1,3.437886667,576.2573333,3.455123333
214,-0.666903,582.084,3.49055
213.9,-1.280663333,587.462,3.52298
213.8,-0.6009866667,593.1053333,3.55674
213.7,-3.326146333,599.663,3.59563
213.6,-3.810576667,603.5726667,3.61864
213.5,-0.5363733333,609.319,3.652236667
213.4,12.55923,615.3193333,3.687033333
213.3,-3.364653333,621.862,3.72465
213.2,-2.435916667,628.015,3.759713333
213.1,-4.307873333,633.1173333,3.788566667
213,-3.960843333,638.8276667,3.82063
212.9,1.251236667,644.063,3.849803333
212.8,9.410023333,649.969,3.88249
212.7,-6.915426667,655.7136667,3.914026667
212.6,4.828143667,662.425,3.95058
212.5,0.2135866667,668.8643333,3.98536
212.4,0.653259,674.4293333,4.015183333
212.3,-8.56354,682.2123333,4.056543333
212.2,4.424953333,687.9013333,4.086523333
212.1,-5.466243333,694.634,4.12173
212,4.903513333,702.291,4.16142
211.9,5.436116667,707.969,4.19061
211.8,-3.294976667,714.8753333,4.225853333
211.7,3.782473333,720.9833333,4.256773333
211.6,-3.219866267,727.0056667,4.287046667
211.5,4.759441667,731.8553333,4.31127
211.4,1.042843333,737.9113333,4.341323333
211.3,0.80984,743.7413333,4.37006
211.2,-5.626783333,748.153,4.391676667
211.1,-9.282113333,753.8223333,4.419296667
211,-8.486506667,759.0366667,4.444543333
210.9,-3.66398,764.9656667,4.473073333
210.8,1.483969733,769.9203333,4.496763333
210.7,-1.314173333,775.0246667,4.521043333
210.6,1.17344,779.5783333,4.54258
210.5,-3.6930361,785.084,4.568476667
210.4,-4.235535333,789.986,4.591406667
210.3,-2.467293333,795.2663333,4.615973333
210.2,1.471606333,798.904,4.632816667
210.1,3.511347667,804.1246667,4.656866667
210,-3.171807333,808.126,4.675213333
209.9,-3.53897,812.7446667,4.696293333
209.8,2.512576667,818.691,4.723283333
209.7,-0.4440333333,821.9283333,4.737903333
209.6,-0.3624933333,827.3973333,4.7625
209.5,3.369203333,832.481,4.785233333
209.4,1.212992667,836.108,4.801376667
209.3,-5.789263333,839.8326667,4.8179
209.2,0.15126,843.6843333,4.834916667
209.1,-0.03271666667,847.9516667,4.85369
209,2.364435333,849.9433333,4.86243
208.9,-1.114523333,852.0303333,4.871563333
208.8,0.3226526667,855.588,4.88709
208.7,-4.287319,857,4.89324
208.6,-5.311086333,859.885,4.905773333
208.5,3.50887,861.7586667,4.913893333
208.4,-3.287833333,864.2643333,4.924726667
208.3,-3.177213333,865.741,4.931103333
208.2,-1.43055,868.4926667,4.94295
208.1,0.7285933333,871.288,4.95496
208,6.032423333,871.7933333,4.957126667
207.9,-5.413405,873.563,4.964706667
207.8,1.89785,876.9483333,4.979166667
207.7,8.990958733,877.1903333,4.9802
207.6,-8.49695,878.353,4.985156667
207.5,-3.369739333,879.59,4.990423333
207.4,4.477373333,879.462,4.989876667
207.3,2.471766667,880.635,4.994863333
207.2,-3.776418,881.5483333,4.998746667
207.1,-0.4101066667,881.1383333,4.997006667
207,7.107246667,881.395,4.998096667
206.9,7.952166667,881.5376667,4.998703333
206.8,1.06832,881.4893333,4.9985
206.7,0.3225966667,880.469,4.994163333
206.6,3.233113333,880.092,4.992556667
206.5,2.85065,880.4263333,4.99398
206.4,6.544713333,878.994,4.987886667
206.3,5.070256667,879.079,4.98825
206.2,-4.94591,877.8536667,4.98303
206.1,1.266416667,876.5373333,4.97742
206,3.912573333,875.809,4.974306667
205.9,3.667874,874.9113333,4.97047
205.8,3.86703,873.3933333,4.96398
205.7,-1.354313333,871.887,4.957526667
205.6,3.266811,869.8286667,4.948693333
205.5,-1.123896667,868.5473333,4.943186667
205.4,4.15806,866.4056667,4.933963333
205.3,0.4957833333,865.5486667,4.93027
205.2,8.972743333,862.993,4.91923
205.1,0.1816453333,860.4736667,4.90832
205,-0.5610226667,858.9686667,4.901793333
204.9,2.409006667,857.0963333,4.893653333
204.8,-8.784513333,854.1556667,4.880846667
204.7,8.196886667,852.397,4.873163333
204.6,-4.71405,850.9056667,4.866643333
204.5,0.2053580667,848.3566667,4.855473333
204.4,5.286787,845.6956667,4.843776667
204.3,18.12446667,842.806,4.83104
204.2,4.30931,840.6593333,4.821556667
204.1,0.4687666667,839.0953333,4.814633333
204,-3.349523333,836.783,4.804376667
203.9,-3.563536667,834.9523333,4.79624
203.8,1.92124,831.0663333,4.77892
203.7,2.811776333,829.213,4.77063
203.6,11.89905333,826.4396667,4.7582
203.5,-7.19459,824.7853333,4.75077
203.4,6.347023,822.7713333,4.741706667
203.3,-0.8936766667,820.972,4.733593333
203.2,-3.55033,818.7206667,4.72342
203.1,0.7813083333,817.0186667,4.71571
203,-0.38646,814.505,4.704303333
202.9,2.85116,812.7423333,4.69628
202.8,0.7170366667,810.455,4.685856667
202.7,3.594185667,808.9066667,4.678783333
202.6,-1.313866667,808.837,4.678466667
202.5,0.3132005667,805.793,4.66453
202.4,2.517786667,804.131,4.6569
202.3,8.557996667,802.516,4.64947
202.2,-0.1844876667,800.8953333,4.642003333
202.1,-1.816471767,799.697,4.636473333
202,10.92172667,797.7706667,4.627576667
201.9,-5.523546667,797.129,4.624603333
201.8,1.05725,794.992,4.6147
201.7,4.844621,795.0746667,4.61508
201.6,5.447467333,794.0013333,4.610103333
201.5,-0.6037843333,793.4943333,4.607746667
201.4,2.6662,792.8393333,4.604696667
201.3,1.844703,791.9163333,4.600403333
201.2,-9.016736667,792.0523333,4.601036667
201.1,5.6096,792.9456667,4.605193333
201,-0.14301,793.1913333,4.606333333
200.9,3.12005,792.8043333,4.604536667
200.8,0.7322066667,793.0523333,4.605693333
200.7,-7.158866667,794.0103333,4.61014
200.6,4.85557,794.7886667,4.613756667
200.5,0.1043566667,795.961,4.619193333
200.4,-1.119276667,797.328,4.625523333
200.3,0.4900066667,799.166,4.634026667
200.2,2.052098333,800.025,4.637986667
200.1,3.17695,802.7373333,4.650486667
200,-1.511783333,804.2463333,4.657426667
199.9,-1.026518667,807.2946667,4.67141
199.8,0.03865666667,809.8133333,4.682926667
199.7,4.411786667,812.2303333,4.69395
199.6,-7.67766,815.0033333,4.706566667
199.5,-5.463773333,818.5613333,4.722696667
199.4,3.344642333,820.243,4.7303
