TITLE,CC.SJ.9_28_22_ADDITIVE_KCL_PROTEIN,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,14:21:11,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.05716,,
MAXY,63.3399,,
MINY,-41.84982,,
XYDATA,,,
255.4,0.6358213333,211.681,0.196555
255.3,0.4366148,211.608,0.195531
255.2,0.3409785,211.86,0.199082
255.1,0.05560366667,211.489,0.19385
255,-0.02459633333,211.272,0.190775
254.9,0.8013454617,211.836,0.198746
254.8,1.145965333,212.306,0.205376
254.7,0.7206843333,211.689,0.196667
254.6,0.7376203333,211.81,0.198379
254.5,0.441504,211.709,0.196955
254.4,0.361918,211.879,0.199354
254.3,1.127066,211.956,0.200441
254.2,0.2464166667,212.577,0.209188
254.1,0.3044944733,212.511,0.208264
254,0.826822,211.986,0.200856
253.9,-0.5983452667,211.811,0.198394
253.8,-0.392047,211.913,0.199833
253.7,0.977236,211.872,0.199258
253.6,1.383071,212.464,0.207594
253.5,1.049992667,212.218,0.204131
253.4,0.03273933333,211.52,0.194283
253.3,0.3137782,211.922,0.199961
253.2,-0.3291253333,212.77,0.211898
253.1,0.075975,211.631,0.195851
253,0.053195,212.222,0.204195
252.9,-0.193021,212.383,0.206461
252.8,1.154382667,212.561,0.208965
252.7,-0.7808775733,212.595,0.209444
252.6,0.7931763333,212.694,0.21083
252.5,0.424839,213.127,0.216913
252.4,-0.080092,212.62,0.209794
252.3,2.028451333,213.425,0.221095
252.2,-0.4587066667,212.934,0.214207
252.1,0.09084633333,211.842,0.198826
252,0.7903926667,213.012,0.215305
251.9,-0.8521863333,212.838,0.212853
251.8,0.3245453333,212.646,0.210161
251.7,1.151041,212.684,0.210687
251.6,0.4280213333,212.039,0.201607
251.5,1.064736,212.264,0.204785
251.4,0.976954,212.535,0.208598
251.3,0.7670073333,212.727,0.211292
251.2,1.0622528,213.121,0.216833
251.1,1.533154,212.529,0.208519
251,0.9040206667,212.299,0.20528
250.9,-0.3400785,212.637,0.210033
250.8,0.3859524667,213.197,0.217899
250.7,-0.09186673333,212.911,0.213889
250.6,0.5573811667,213.565,0.223065
250.5,1.674543333,213.746,0.225605
250.4,-0.2599193333,213.267,0.218885
250.3,0.7057403333,213.751,0.225669
250.2,0.6638533333,213.912,0.227922
250.1,0.1430708467,213.791,0.226224
250,0.5244303333,213.119,0.216801
249.9,0.325241,213.684,0.224732
249.8,1.216837333,213.191,0.21782
249.7,0.8064123333,213.953,0.228492
249.6,0.4933333333,213.374,0.220379
249.5,0.132866,213.259,0.218774
249.4,0.5006751333,213.653,0.224303
249.3,0.1748013333,214.034,0.229634
249.2,0.06583686667,213.227,0.218328
249.1,1.067542667,214.229,0.23236
249,0.403811,213.828,0.226747
248.9,0.379781,213.895,0.227684
248.8,0.8345136667,213.259,0.218774
248.7,-0.7699393333,214.069,0.230126
248.6,0.4494813333,214.134,0.231029
248.5,0.4989753333,213.068,0.216085
248.4,0.4242919,213.801,0.226367
248.3,0.04330466667,213.692,0.224843
248.2,0.2047514,213.957,0.228556
248.1,0.162969,213.69,0.224811
248,0.969822,214.191,0.231821
247.9,-0.7229373333,214.231,0.232392
247.8,-0.4875976667,214.188,0.23179
247.7,-0.2707596667,213.418,0.220999
247.6,0.6892683333,214.159,0.231378
247.5,0.09793733333,214.5,0.236144
247.4,0.128628,214.394,0.234672
247.3,-0.151683,213.98,0.228873
247.2,0.9840353333,214.237,0.232471
247.1,0.09781066667,214.008,0.22927
247,-1.168665667,214.759,0.239767
246.9,0.997847,214.61,0.237679
246.8,0.1635956667,214.485,0.235939
246.7,-0.3373017,214.252,0.232677
246.6,0.16969,214.623,0.237869
246.5,0.103251,214.901,0.241743
246.4,0.3096696667,214.998,0.243101
246.3,-0.9585013333,214.918,0.24198
246.2,-0.2123608633,214.681,0.238676
246.1,0.301293,215.154,0.245264
246,-0.50463801,214.903,0.241774
245.9,0.495628,214.77,0.239909
245.8,-0.6752833333,214.777,0.24002
245.7,-1.167325333,215.13,0.244933
245.6,0.109566,215.026,0.24348
245.5,-0.02952533333,215.377,0.248373
245.4,-1.359427333,214.838,0.240857
245.3,-0.1336019,215.052,0.243843
245.2,-0.815776,214.987,0.242943
245.1,-0.7533046667,215.821,0.254551
245,-0.3554125667,214.949,0.242406
244.9,-0.3411157667,215.027,0.243496
244.8,-0.2297773333,215.507,0.250186
244.7,-2.083416667,215.371,0.248294
244.6,-1.413224667,216.228,0.260199
244.5,-0.3216693333,215.942,0.256235
244.4,-1.370093333,215.798,0.254236
244.3,-2.157196667,215.312,0.247474
244.2,-1.373851,215.755,0.253637
244.1,0.090263,216.143,0.25902
244,-1.002780667,216.364,0.262085
243.9,-1.08673,216.337,0.261708
243.8,-1.757677333,215.86,0.255086
243.7,-2.014633333,216.084,0.258202
243.6,-1.395221,215.799,0.254251
243.5,-1.710776667,216.471,0.263578
243.4,-1.325199,216.505,0.264049
243.3,-1.267245,216.585,0.265148
243.2,-1.402247,216.165,0.259334
243.1,-2.25504,216.337,0.261708
243,-1.222066667,216.175,0.25946
242.9,-0.386914,215.624,0.25181
242.8,-1.672843333,216.47,0.263562
242.7,-0.9529846667,216.547,0.26463
242.6,-2.071131333,216.989,0.270749
242.5,-1.197957333,216.462,0.263452
242.4,-1.264650667,216.84,0.268679
242.3,-2.396013333,216.956,0.270294
242.2,-2.147373333,216.524,0.2643
242.1,-2.960616667,216.601,0.265368
242,-1.471676667,216.47,0.263562
241.9,-2.26242,217.303,0.275088
241.8,-2.964011,217.58,0.278907
241.7,-2.81268,217.558,0.27861
241.6,-2.733463333,217.929,0.283721
241.5,-2.594346667,217.684,0.280345
241.4,-3.04829,217.428,0.27681
241.3,-2.906,217.041,0.27147
241.2,-2.810466667,217.908,0.28344
241.1,-4.034433333,216.826,0.26849
241,-2.747783333,218.392,0.290104
240.9,-3.569203333,217.692,0.280455
240.8,-2.31768,218.2,0.287468
240.7,-2.46106,218.137,0.286594
240.6,-1.95962,218.038,0.285236
240.5,-3.541026667,218.087,0.285907
240.4,-4.257876667,218.849,0.296383
240.3,-4.013533333,218.236,0.287952
240.2,-3.718663333,218.378,0.289917
240.1,-2.73986,218.812,0.295885
240,-4.75239,218.492,0.291476
239.9,-3.984433333,218.738,0.294857
239.8,-3.664543333,218.707,0.294436
239.7,-4.384336667,219.319,0.302837
239.6,-4.38302,218.85,0.296398
239.5,-4.910666667,218.653,0.293689
239.4,-5.487226667,218.919,0.297348
239.3,-4.03077,219.879,0.310505
239.2,-5.908836667,219.787,0.309249
239.1,-5.405313333,219.973,0.311792
239,-5.498486667,219.876,0.310474
238.9,-5.131176667,220.306,0.316346
238.8,-3.56928,220.213,0.315076
238.7,-5.722636667,219.758,0.308861
238.6,-5.02206,220.024,0.312489
238.5,-5.94448,220.228,0.315278
238.4,-4.632846667,221.007,0.325916
238.3,-6.072223333,220.328,0.316656
238.2,-7.246073333,220.983,0.325592
238.1,-6.445713333,220.928,0.324835
238,-5.696333333,221.227,0.328911
237.9,-5.961156667,221.272,0.329528
237.8,-7.0165,221.098,0.327152
237.7,-6.570223333,221.536,0.33312
237.6,-8.164363333,221.08,0.326905
237.5,-7.66788,221.42,0.331533
237.4,-6.696776667,221.225,0.32888
237.3,-7.69264,221.929,0.338464
237.2,-7.79694,221.508,0.332735
237.1,-8.02576,221.568,0.333552
237,-7.20532,222.519,0.346457
236.9,-8.023573333,222.386,0.34466
236.8,-8.267036667,222.367,0.344399
236.7,-7.57312,222.325,0.34383
236.6,-6.893656667,222.195,0.342063
236.5,-8.681726667,222.234,0.342601
236.4,-9.073153333,222.727,0.349281
236.3,-9.42628,223.123,0.354632
236.2,-8.758623333,222.176,0.341817
236.1,-8.91971,223.597,0.361045
236,-8.82173,222.734,0.349373
235.9,-10.60898,224.139,0.368348
235.8,-9.2593,223.476,0.359408
235.7,-10.67435667,223.919,0.365386
235.6,-9.27675,223.776,0.36346
235.5,-9.564723333,223.7,0.362436
235.4,-11.16123667,224.373,0.371506
235.3,-11.52703333,223.63,0.361488
235.2,-11.26666667,224.552,0.373914
235.1,-10.32213667,224.677,0.37559
235,-12.33883333,224.235,0.369645
234.9,-11.15506667,224.905,0.378651
234.8,-10.9359,225.569,0.387559
234.7,-11.84496667,225.228,0.382986
234.6,-13.40876667,225.875,0.391656
234.5,-12.47563333,225.247,0.383244
234.4,-11.60973333,225.946,0.392611
234.3,-11.43054667,226.08,0.3944
234.2,-11.32444333,226.501,0.400033
234.1,-13.14663333,226.097,0.394627
234,-14.0211,226.141,0.395218
233.9,-13.5466,226.685,0.402484
233.8,-13.3393,226.173,0.395642
233.7,-12.35016667,226.581,0.401092
233.6,-13.93376667,227.157,0.408784
233.5,-14.01703333,227.829,0.417724
233.4,-15.97803333,227.48,0.413083
233.3,-14.83633333,228.202,0.422675
233.2,-14.17686667,227.894,0.418582
233.1,-15.2681,227.071,0.407636
233,-15.87766667,227.901,0.418673
232.9,-16.0289,228.411,0.425441
232.8,-14.17463333,228.57,0.427559
232.7,-15.83746667,228.128,0.421697
232.6,-16.9547,228.586,0.427769
232.5,-17.7875,228.739,0.429796
232.4,-16.42426667,228.492,0.426523
232.3,-18.22043333,229.461,0.439345
232.2,-16.4544,229.099,0.434566
232.1,-17.54833333,229.076,0.434251
232,-18.3248,229.711,0.442651
231.9,-17.97296667,230.276,0.450092
231.8,-19.30463333,229.958,0.44591
231.7,-19.04253333,230.035,0.446926
231.6,-18.25193333,230.24,0.449629
231.5,-19.3968,230.562,0.453867
231.4,-19.39883333,230.901,0.458322
231.3,-18.4461,230.756,0.456415
231.2,-19.71383333,230.787,0.456818
231.1,-19.3555,231.087,0.460764
231,-20.5003,231.813,0.470292
230.9,-20.98376667,231.563,0.46701
230.8,-21.8513,231.611,0.467648
230.7,-22.51323333,230.729,0.456058
230.6,-21.71216667,231.444,0.465449
230.5,-21.0237,231.323,0.463858
230.4,-21.63616667,231.42,0.465137
230.3,-20.66553333,231.982,0.472503
230.2,-22.52403333,231.638,0.46799
230.1,-21.89026667,232.001,0.472755
230,-22.23076667,231.505,0.466251
229.9,-22.41956667,231.645,0.468094
229.8,-22.5508,232.091,0.473927
229.7,-22.55373333,233.079,0.486835
229.6,-22.2904,232.773,0.482843
229.5,-23.7198,232.488,0.479128
229.4,-23.59973333,233.14,0.487633
229.3,-24.53523333,233.258,0.48917
229.2,-24.5001,233.649,0.494261
229.1,-24.4254,233.772,0.495869
229,-24.6287,234.617,0.506849
228.9,-23.74346667,234.048,0.499449
228.8,-24.7625,234.101,0.500141
228.7,-25.09536667,234.228,0.50179
228.6,-26.13496667,234.332,0.503143
228.5,-25.27876667,234.672,0.507555
228.4,-25.30803333,234.639,0.507129
228.3,-25.79346667,235.152,0.51378
228.2,-27.13156667,235.43,0.517372
228.1,-26.98456667,236.056,0.525468
228,-25.7896,236.021,0.525015
227.9,-26.65666667,236.225,0.527647
227.8,-27.7791,235.441,0.517519
227.7,-27.39123333,236.673,0.533415
227.6,-26.82893333,235.959,0.524211
227.5,-28.17563333,236.936,0.536799
227.4,-28.13013333,237.134,0.539349
227.3,-28.66166667,237.028,0.537979
227.2,-27.79733333,237.435,0.543222
227.1,-29.38363333,237.45,0.543412
227,-28.8537,237.9,0.549184
226.9,-27.5028,237.568,0.544925
226.8,-30.14673333,237.946,0.54978
226.7,-28.05033333,237.441,0.543295
226.6,-29.33,238.07,0.551363
226.5,-29.39026667,238.012,0.550623
226.4,-29.82283333,238.835,0.561152
226.3,-30.53326667,238.775,0.560385
226.2,-30.55293333,239.061,0.564048
226.1,-29.85796667,238.736,0.559892
226,-29.8441,239.349,0.567722
225.9,-31.81283333,239.406,0.568444
225.8,-30.9333,239.694,0.572114
225.7,-31.1071,240.041,0.576544
225.6,-30.90956667,240.396,0.581056
225.5,-30.4619,240.702,0.584943
225.4,-30.7356,239.968,0.575607
225.3,-32.27303333,240.541,0.582899
225.2,-32.1332,241.099,0.589976
225.1,-30.4105,240.732,0.585317
225,-30.88063333,242.106,0.60273
224.9,-31.89403333,241.493,0.594974
224.8,-33.53256667,242.445,0.607009
224.7,-32.73866667,242.142,0.603188
224.6,-32.39333333,242.141,0.603174
224.5,-33.09773333,242.233,0.604333
224.4,-31.93673333,242.861,0.612255
224.3,-31.88996667,242.822,0.611769
224.2,-33.2979,242.853,0.612155
224.1,-33.1471,242.538,0.608182
224,-33.45763333,242.822,0.611769
223.9,-33.20303333,242.496,0.607653
223.8,-32.03116667,242.949,0.613369
223.7,-32.25883333,243.411,0.619191
223.6,-33.44556667,243.373,0.618706
223.5,-34.63993333,244.157,0.62856
223.4,-32.89186667,244.019,0.626825
223.3,-32.80546667,244.27,0.629982
223.2,-33.81733333,244.638,0.634599
223.1,-32.6313,244.906,0.637948
223,-32.5471,244.408,0.631716
222.9,-33.3472,245.071,0.640019
222.8,-33.59866667,245.717,0.648091
222.7,-32.61523333,245.014,0.63931
222.6,-34.67046667,245.57,0.646252
222.5,-33.17563333,246.15,0.653491
222.4,-34.62306667,245.444,0.64468
222.3,-33.5628,246.907,0.662915
222.2,-33.24643333,245.862,0.649902
222.1,-32.77916667,246.446,0.657176
222,-32.17316667,246.449,0.657218
221.9,-33.06513333,246.966,0.663648
221.8,-33.089,247.103,0.665352
221.7,-33.04746667,247.163,0.666098
221.6,-32.5365,247.804,0.674058
221.5,-32.65853333,247.883,0.675041
221.4,-33.59843333,247.406,0.669124
221.3,-33.2994,248.133,0.678129
221.2,-34.07203333,247.977,0.676207
221.1,-31.8322,248.857,0.687085
221,-33.4672,249.385,0.693603
220.9,-35.6835,248.894,0.687547
220.8,-33.89223333,249.191,0.691213
220.7,-32.68033333,249.737,0.697947
220.6,-32.57746667,250.346,0.705434
220.5,-34.1456,249.175,0.691017
220.4,-33.88946667,250.418,0.706326
220.3,-33.15393333,250.153,0.703065
220.2,-34.00483333,250.661,0.709305
220.1,-32.54693333,249.829,0.699077
220,-34.5215,250.682,0.709569
219.9,-33.85823333,250.62,0.708804
219.8,-34.03023333,251.098,0.714672
219.7,-33.315,251.529,0.719948
219.6,-33.3932,250.821,0.71128
219.5,-32.99853333,251.028,0.71381
219.4,-33.0028,252.158,0.727655
219.3,-31.8726,252.341,0.729884
219.2,-33.52486667,251.591,0.720711
219.1,-33.1206,252.285,0.729205
219,-34.71833333,253.744,0.746976
218.9,-34.0961,252.231,0.728541
218.8,-32.99266667,252.587,0.732886
218.7,-33.00983333,253.099,0.73913
218.6,-33.8523,254.046,0.750652
218.5,-32.77066667,253.5,0.744013
218.4,-33.72526667,254.71,0.758708
218.3,-33.4003,254.507,0.756249
218.2,-32.51086667,254.019,0.750322
218.1,-32.14513333,255.17,0.764279
218,-32.59616667,254.724,0.758873
217.9,-32.95636667,254.882,0.760794
217.8,-34.01623333,255.429,0.767403
217.7,-32.58576667,255.494,0.768198
217.6,-32.66816667,256.289,0.777787
217.5,-33.16183333,255.561,0.769006
217.4,-35.3509,255.865,0.772674
217.3,-32.1468,256.449,0.779726
217.2,-33.27016667,256.786,0.78378
217.1,-33.84913333,257.149,0.788142
217,-34.46316667,257.096,0.787515
216.9,-34.2438,256.614,0.781706
216.8,-31.8779,257.375,0.790865
216.7,-33.4308,257.538,0.792825
216.6,-29.75986667,258.141,0.800057
216.5,-32.8229,258.052,0.798984
216.4,-34.64453333,258.533,0.804753
216.3,-32.96276667,258.537,0.804793
216.2,-34.05063333,258.939,0.809605
216.1,-31.84946667,258.372,0.802826
216,-32.72636667,259.358,0.814614
215.9,-34.95283333,260.09,0.823342
215.8,-33.94,259.665,0.818278
215.7,-33.38323333,260.211,0.824786
215.6,-32.62653333,259.494,0.816236
215.5,-33.41766667,259.961,0.821803
215.4,-32.17276667,259.809,0.819993
215.3,-31.89086667,259.927,0.821398
215.2,-32.6986,261.021,0.834419
215.1,-33.76053333,260.775,0.831498
215,-31.6102,261.361,0.838453
214.9,-32.06106667,261.147,0.835912
214.8,-31.871,261.669,0.842108
214.7,-32.4603,261.584,0.841101
214.6,-33.87826667,262.04,0.846496
214.5,-32.07676667,262.387,0.850598
214.4,-32.68256667,262.956,0.857318
214.3,-34.82,262.243,0.848896
214.2,-31.32933333,263.061,0.858561
214.1,-31.73726667,264.095,0.870747
214,-33.51793333,263.308,0.861475
213.9,-33.91363333,263.419,0.862784
213.8,-32.5691,263.742,0.866588
213.7,-33.71573333,264.442,0.874823
213.6,-33.46106667,264.44,0.874796
213.5,-34.03543333,264.672,0.877524
213.4,-32.46773333,264.76,0.878561
213.3,-33.86623333,265.028,0.881699
213.2,-33.09576667,265.232,0.884089
213.1,-33.2363,265.614,0.888561
213,-32.16506667,266.15,0.89483
212.9,-36.03886667,265.898,0.891889
212.8,-33.7425,265.581,0.888177
212.7,-32.78156667,266.017,0.89328
212.6,-32.9905,266.835,0.902831
212.5,-35.24126667,267.161,0.906634
212.4,-34.08693333,267.714,0.91307
212.3,-34.88566667,268.068,0.917178
212.2,-32.7411,268.176,0.918429
212.1,-34.4226,268.535,0.922597
212,-33.78596667,269.104,0.929189
211.9,-35.75443333,269.408,0.932716
211.8,-32.436,270.246,0.94239
211.7,-35.57853333,269.559,0.934459
211.6,-34.387,269.687,0.935939
211.5,-34.33133333,270.899,0.949926
211.4,-34.42976667,270.94,0.950396
211.3,-34.7761,270.991,0.950983
211.2,-33.85546667,270.932,0.950304
211.1,-37.52296667,271.159,0.952913
211,-34.3907,272.212,0.965005
210.9,-34.27326667,271.41,0.955806
210.8,-35.31703333,273.187,0.976177
210.7,-33.86446667,272.84,0.97221
210.6,-35.6245,273.733,0.982416
210.5,-35.99433333,273.884,0.984136
210.4,-35.4022,273.849,0.983736
210.3,-37.1943,274.107,0.986683
210.2,-34.2488,274.652,0.992892
210.1,-35.3309,275.577,1.0034
210,-34.5964,275.129,0.998319
209.9,-36.0667,275.046,0.997378
209.8,-35.02843333,275.827,1.00624
209.7,-38.1752,276.521,1.0141
209.6,-38.24773333,277.435,1.02444
209.5,-35.19676667,277.367,1.02367
209.4,-34.68153333,277.961,1.03037
209.3,-38.39013333,278.384,1.03514
209.2,-34.59216667,279.085,1.04302
209.1,-37.0168,278.618,1.03777
209,-36.49543333,278.413,1.03546
208.9,-36.22856667,279.009,1.04217
208.8,-36.13906667,280.128,1.05472
208.7,-35.40876667,280.08,1.05418
208.6,-39.43106667,281.531,1.0704
208.5,-34.90106667,282.249,1.0784
208.4,-34.7885,281.841,1.07386
208.3,-35.3558,281.869,1.07416
208.2,-36.53766667,282.894,1.08557
208.1,-36.82253333,283.173,1.08867
208,-35.5771,284.099,1.09893
207.9,-34.41563333,283.65,1.09396
207.8,-34.33283333,284.573,1.10418
207.7,-36.78493333,285.579,1.11528
207.6,-33.33933333,285.099,1.10998
207.5,-33.23406667,286.875,1.12953
207.4,-33.27686667,286.853,1.12929
207.3,-34.8108,287.761,1.13924
207.2,-35.4745,287.961,1.14144
207.1,-37.08206667,287.994,1.1418
207,-32.39256667,288.537,1.14773
206.9,-36.1249,288.842,1.15106
206.8,-34.29313333,289.325,1.15634
206.7,-31.1959,290.975,1.17428
206.6,-33.99856667,290.77,1.17206
206.5,-31.15376667,291.91,1.18441
206.4,-29.39396667,291.701,1.18216
206.3,-32.93066667,292.576,1.19162
206.2,-29.82136667,292.476,1.19054
206.1,-33.57523333,293.376,1.20025
206,-32.34943333,294.128,1.20835
205.9,-28.2013,294.68,1.21428
205.8,-29.8338,295.356,1.22152
205.7,-28.9593,296.226,1.23083
205.6,-28.66463333,296.917,1.23821
205.5,-29.40006667,298.111,1.25093
205.4,-28.3223,297.872,1.24839
205.3,-25.1214,298.631,1.25646
205.2,-26.6635,299.312,1.26369
205.1,-22.94043333,300.198,1.27306
205,-25.3069,300.015,1.27112
204.9,-23.544,300.717,1.27855
204.8,-27.71656667,302.236,1.29454
204.7,-22.68986667,302.154,1.29368
204.6,-22.16916667,302.777,1.30023
204.5,-21.42703333,303.638,1.30926
204.4,-22.74646667,304.809,1.3215
204.3,-18.85526667,305.921,1.33309
204.2,-21.38436667,306.325,1.33729
204.1,-20.9584,306.553,1.33966
204,-18.85946667,307.099,1.34533
203.9,-16.45506667,308.402,1.35882
203.8,-17.6969,310.249,1.37786
203.7,-14.5107,310.449,1.37993
203.6,-16.0436,311.28,1.38845
203.5,-15.23196667,311.516,1.39088
203.4,-12.89713333,312.366,1.39958
203.3,-14.51823333,313.027,1.40633
203.2,-13.31265667,314.838,1.42478
203.1,-10.99244,314.787,1.42426
203,-12.47946667,315.121,1.42765
202.9,-11.78744667,315.872,1.43527
202.8,-8.84128,317.568,1.45242
202.7,-10.38209333,317.44,1.45113
202.6,-7.838723333,319.016,1.467
202.5,-9.140586667,318.633,1.46315
202.4,-10.28315667,320.518,1.48206
202.3,-8.83013,320.831,1.4852
202.2,-2.739136667,322.7,1.50384
202.1,-3.052596667,322.457,1.50143
202,-2.482647667,325.312,1.52975
201.9,-1.513258333,325.167,1.52831
201.8,-3.593572667,326.464,1.54112
201.7,-0.7707643333,327.137,1.54775
201.6,-0.08157666667,328.37,1.55986
201.5,-0.776837,329.143,1.56744
201.4,3.5453,330.175,1.57753
201.3,6.921083333,331.483,1.59029
201.2,8.58339,331.647,1.59188
201.1,4.731026667,333.164,1.60661
201,4.534383333,333.958,1.6143
200.9,6.761283333,335.074,1.62508
200.8,9.711026667,335.809,1.63216
200.7,8.72885,336.947,1.6431
200.6,9.629173333,337.826,1.65153
200.5,12.67602,338.928,1.66207
200.4,20.0652,340.156,1.67378
200.3,19.04426667,341.127,1.68302
200.2,17.8272,342.425,1.69534
200.1,18.25143333,343.748,1.70784
200,21.03473333,344.94,1.71908
199.9,19.2084,345.655,1.72581
199.8,21.76876667,347.311,1.74134
199.7,19.90173333,348.409,1.75161
199.6,17.06136667,349.915,1.76564
199.5,24.72566667,349.756,1.76416
199.4,22.7134,350.987,1.77559
199.3,24.3753,352.037,1.78533
199.2,24.05313333,352.828,1.79264
199.1,24.77996667,353.983,1.80329
199,23.57793333,354.717,1.81005
198.9,32.31126667,356.111,1.82284
198.8,28.83786667,357.147,1.83233
198.7,25.70026667,358.053,1.8406
198.6,25.03173333,359.461,1.85343
198.5,30.90406667,361.083,1.86815
198.4,32.83923333,362.102,1.87738
198.3,34.55896667,363.623,1.8911
198.2,34.45186667,365.38,1.90689
198.1,34.79286667,365.797,1.91063
198,33.9163,366.627,1.91806
197.9,40.5832,367.859,1.92907
197.8,39.3819,369.311,1.942
197.7,37.1153,370.25,1.95034
197.6,43.1943,371.493,1.96135
197.5,37.97983333,372.306,1.96853
197.4,48.1199,373.246,1.97683
197.3,36.75686667,374.984,1.99211
197.2,42.2551,375.32,1.99505
197.1,46.07903333,377.17,2.01125
197,40.66936667,379.276,2.0296
196.9,41.1307,380.005,2.03593
196.8,43.26233333,379.566,2.03212
196.7,48.2833,381.956,2.05283
196.6,46.73936667,383.351,2.06487
196.5,41.39446667,385.181,2.0806
196.4,52.27366667,385.303,2.08165
196.3,46.72706667,387.04,2.09653
196.2,38.3661,388.001,2.10473
196.1,41.51163333,389.681,2.11904
196,46.22283333,390.358,2.12478
195.9,46.80506667,391.752,2.1366
195.8,45.52176667,392.436,2.14238
195.7,45.7521,394.836,2.1626
195.6,50.79546667,395.096,2.16479
195.5,50.2277,396.018,2.17253
195.4,52.8244,397.344,2.18363
195.3,50.71886667,398.339,2.19194
195.2,50.47676667,399.291,2.19987
195.1,50.70603333,399.96,2.20544
195,44.6533,401.398,2.21738
194.9,49.5831,401.743,2.22023
194.8,45.4035,402.907,2.22987
194.7,53.78196667,404.672,2.24442
194.6,43.83403333,404.963,2.24682
194.5,49.88623333,406.563,2.25996
194.4,47.4834,406.512,2.25954
194.3,50.19693333,408.105,2.27259
194.2,44.6932,408.466,2.27554
194.1,47.14686667,410.123,2.28905
194,52.36896667,410.653,2.29336
193.9,50.82783333,411.408,2.29949
193.8,47.94756667,412.335,2.30701
193.7,49.84893333,414.583,2.32519
193.6,49.47076667,415.563,2.33309
193.5,47.55996667,415.922,2.33598
193.4,46.77086667,417.116,2.34558
193.3,47.79526667,417.504,2.34868
193.2,56.31343333,418.234,2.35454
193.1,51.37276667,419.187,2.36216
193,47.67776667,420.342,2.37138
192.9,46.31576667,420.63,2.37368
192.8,45.73226667,421.066,2.37715
192.7,51.9714,423.41,2.39577
192.6,44.4726,423.951,2.40005
192.5,43.35043333,425.576,2.4129
192.4,46.2572,425.136,2.40943
192.3,46.35743333,426.82,2.4227
192.2,46.51363333,427.912,2.43129
192.1,45.99036667,428.745,2.43783
192,44.16036667,429.724,2.4455
191.9,48.033,430.08,2.44828
191.8,47.46526667,430.762,2.45361
191.7,50.04376667,432.342,2.46594
191.6,52.7946,433.194,2.47257
191.5,42.2751,433.812,2.47737
191.4,38.6634,434.401,2.48194
191.3,35.14633333,435.22,2.48829
191.2,40.81983333,436.861,2.50097
191.1,48.4954,438.816,2.51603
191,42.05116667,439.672,2.52261
190.9,44.42033333,440.272,2.52721
190.8,39.6449,440.483,2.52884
190.7,45.12603333,442.89,2.54724
190.6,45.55356667,444.296,2.55796
190.5,46.60146667,444.27,2.55776
190.4,39.11973333,445.915,2.57026
190.3,45.3587,447.785,2.58442
190.2,39.41723333,447.738,2.58407
190.1,38.61563333,449.101,2.59436
190,38.4824,450.212,2.60272
,,,
##### Extended Information,,,
[Comments],,,
Sample name,,,
Comment,,,
User,,,
Division,,,
Company,,,
,,,
[Detailed Information],,,
Creation date,,,
,,,
Data array type,,,
Horizontal axis,,,
Vertical axis(1),,,
Vertical axis(2),,,
Vertical axis(3),,,
Start,,,
End,,,
Data interval,,,
Data points,,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,27.00 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 2:21 PM,,
,,,
CD Overload detect,1094,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1/1,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
