TITLE,C2_JH_CW,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/27,,
TIME,15:36:54,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.04819,,
MAXY,44.44495,,
MINY,-74.25426,,
XYDATA,,,
304.8,-1714.803689,205.831,0.112997
304.7,891.599473,205.305,0.105392
304.6,-563.8814229,205.562,0.109114
304.5,-596.4387352,205.319,0.105589
304.4,-1511.665349,206.151,0.117627
304.3,199.2555995,205.758,0.111949
304.2,-1312.108037,206.273,0.119376
304.1,-2320.283663,205.134,0.102914
304,-7782.106719,205.339,0.105884
303.9,-818.859025,205.243,0.10449
303.8,3539.638999,205.6,0.109655
303.7,5935.521739,205.889,0.113832
303.6,-24.04743083,205.502,0.108246
303.5,-1532.062055,205.434,0.107262
303.4,-497.7246377,206.282,0.119507
303.3,5986.561265,206.364,0.1207
303.2,2198.252964,205.617,0.109901
303.1,-4807.130435,205.571,0.109246
303,-1267.484848,205.972,0.115043
302.9,-2225.767852,205.171,0.103455
302.8,-1718.29776,205.976,0.115092
302.7,1628.716733,205.448,0.107459
302.6,-3582.130435,205.776,0.112211
302.5,4627.864295,205.626,0.110032
302.4,-2087.964427,205.738,0.111654
302.3,2763.288538,205.809,0.112686
302.2,2128.449275,205.497,0.108164
302.1,3696.764163,205.674,0.110737
302,-1801.191041,205.297,0.105277
301.9,-3282.374177,205.868,0.113537
301.8,-3352.765876,206.107,0.116989
301.7,3955.104084,206.023,0.115779
301.6,3724.408432,205.617,0.109901
301.5,-1618.5639,206.268,0.119311
301.4,-2566.573123,205.093,0.102322
301.3,-5445.547167,205.354,0.106097
301.2,-3892.997365,205.558,0.109049
301.1,-6201.299078,205.344,0.10595
301,-6282.719368,205.585,0.109442
300.9,-2297.267457,205.218,0.104128
300.8,3393.588933,205.669,0.110655
300.7,-2570.70224,205.383,0.106524
300.6,-2018.022398,205.126,0.102799
300.5,-1977.426877,205.123,0.10275
300.4,-2826.167325,205.321,0.105622
300.3,-593.972332,205.529,0.108639
300.2,2086.474308,205.566,0.109164
300.1,2742.404084,206.53,0.123084
300,410.7654809,205.034,0.101469
299.9,4770.764163,205.651,0.110393
299.8,-2866.578393,204.788,0.0979028
299.7,-2590.98419,205.087,0.10224
299.6,2351.080369,205.358,0.106163
299.5,-7712.857708,206.206,0.118412
299.4,3021.421186,205.385,0.106557
299.3,4632.695652,205.043,0.1016
299.2,2997.357312,205.397,0.106721
299.1,971.8432148,204.61,0.0953205
299,1128.577075,205.176,0.103521
298.9,1366.322398,204.998,0.100943
298.8,2267.019763,205.296,0.105261
298.7,-450.9183136,205.417,0.107016
298.6,2293.484848,205.434,0.107262
298.5,-540.3913043,205.761,0.111981
298.4,-250.6205534,204.94,0.100105
298.3,2443.13834,205.482,0.10795
298.2,-4402.818182,205.399,0.106753
298.1,-7017.566535,205.727,0.11149
298,2184.40975,205.622,0.109983
297.9,-2601.55336,205.783,0.112309
297.8,422.0513834,205.345,0.105966
297.7,708.831357,205.572,0.109262
297.6,337.831357,205.058,0.101813
297.5,-1898.31357,205.596,0.109606
297.4,-2482.366271,205.285,0.105097
297.3,-1726.191041,205.595,0.10959
297.2,30.95652174,205.886,0.113799
297.1,2821.642951,205.508,0.108328
297,-1310.591568,204.84,0.098659
296.9,3224.644269,205.7,0.111113
296.8,3869.144928,205.665,0.110605
296.7,-2430.44137,205.393,0.106671
296.6,-6791.188406,205.306,0.105408
296.5,1487.768116,205.35,0.106048
296.4,1784.345191,205.291,0.105195
296.3,1100.677207,205.327,0.105704
296.2,4568.081686,205.636,0.110179
296.1,-4709.678129,205.46,0.107639
296,4025.527009,205.541,0.108803
295.9,-256.0395257,204.804,0.0981328
295.8,494.3583663,205.425,0.107131
295.7,2977.334651,205.729,0.111523
295.6,-2615.988142,205.638,0.110212
295.5,1349.550725,205.18,0.103587
295.4,-2961.72859,204.939,0.100089
295.3,-1220.223979,204.275,0.0904474
295.2,1778.313043,205.542,0.108819
295.1,-2125.320158,205.655,0.110458
295,-1092.565217,204.6,0.0951724
294.9,-1210.578393,204.772,0.0976726
294.8,-3243.969697,204.898,0.0994971
294.7,-2709.582345,205.353,0.106081
294.6,-1422.845191,205.368,0.106311
294.5,-2492.017128,206.096,0.116826
294.4,4340.759684,205.613,0.109852
294.3,511.314888,205.407,0.106868
294.2,-4205.438735,204.868,0.0990535
294.1,-102.0500659,205.218,0.104128
294,2503.518972,204.971,0.100549
293.9,-4221.241107,205.351,0.106065
293.8,502.9934124,204.913,0.0997109
293.7,2588.911858,205.518,0.108475
293.6,-984.1778656,204.818,0.0983302
293.5,-2659.423478,205.021,0.101272
293.4,-367.9657444,204.708,0.0967351
293.3,-2564.252964,205.308,0.105441
293.2,130.2463768,205.815,0.112767
293.1,-5728.616601,205.295,0.105244
293,-2218.700922,204.631,0.0956168
292.9,3205.98946,204.588,0.0949915
292.8,4168.29249,205.327,0.105704
292.7,1318.926219,205.459,0.107623
292.6,-1075.610013,205.015,0.101189
292.5,-10076.42951,205.111,0.102585
292.4,1513.669829,204.459,0.0931152
292.3,4070.421607,204.342,0.0914193
292.2,3502.080369,204.779,0.0977712
292.1,1754.598155,205.466,0.107721
292,1219.938867,204.998,0.100943
291.9,5181.935441,204.928,0.0999243
291.8,-1937.990777,204.844,0.0987081
291.7,-3389.752437,204.558,0.0945637
291.6,-3819.507246,204.638,0.0957154
291.5,1694.440316,205.657,0.110491
291.4,426.6627141,204.175,0.0889972
291.3,626.7285903,205.081,0.102142
291.2,-1386.763373,204.999,0.100959
291.1,2659.848485,204.531,0.0941687
291,6256.138999,205.014,0.101173
290.9,806.0852437,205.174,0.103488
290.8,-3861.255599,204.642,0.0957813
290.7,7978.355731,205.631,0.110114
290.6,-654.0046904,205.619,0.109934
290.5,86.89196311,204.335,0.0913206
290.4,-3104.633597,204.746,0.0972943
290.3,3181.561265,205.412,0.106934
290.2,3003.376416,205.739,0.11167
290.1,-167.6416337,205.485,0.108
290,-2434.083136,206.354,0.120553
289.9,2482.565217,205.176,0.103521
289.8,1295.617918,205.913,0.114192
289.7,-258.6100132,206.46,0.122072
289.6,-1757.41502,204.624,0.0955182
289.5,-5402.555995,205.604,0.109721
289.4,1809.522398,205.055,0.101764
289.3,2129.640448,205.545,0.108868
289.2,-482.5783926,206.767,0.126495
289.1,1318.550461,205.908,0.11411
289,-2679.388669,205.304,0.105376
288.9,2999.650856,205.257,0.104703
288.8,-5720.97892,205.338,0.105868
288.7,5931.870883,205.533,0.108688
288.6,-768.7075099,205.865,0.113488
288.5,508.56917,204.094,0.0878105
288.4,5906.00751,205.613,0.109852
288.3,3708.366271,206.088,0.116711
288.2,-4605.289855,205.932,0.114453
288.1,6684.830435,205.195,0.1038
288,-3616.926219,205.238,0.104424
287.9,-1178.431357,205.353,0.106081
287.8,824.3399209,205.917,0.114241
287.7,-1831.977866,206.129,0.1173
287.6,-513.4084321,205.517,0.108459
287.5,-929.7645586,205.101,0.102438
287.4,-4937.562582,205.494,0.108131
287.3,729.6996047,205.589,0.109508
287.2,-638.085639,205.376,0.106425
287.1,1348.362319,205.828,0.112964
287,120.0395257,206.036,0.115959
286.9,-3404.432148,204.419,0.0925389
286.8,-3704.274796,205.778,0.112227
286.7,1383.392622,205.342,0.105933
286.6,-5761.391304,205.609,0.109786
286.5,300.0777339,206.167,0.117856
286.4,399.8102767,205.665,0.110605
286.3,2564.947299,205.724,0.111457
286.2,2057.47892,205.747,0.111785
286.1,79.56916996,206.788,0.126805
286,1160.859052,206.243,0.118951
285.9,3940.633729,205.773,0.112161
285.8,2424.768116,205.244,0.104506
285.7,-1997.870883,206.291,0.119638
285.6,-2418.660211,206.082,0.116629
285.5,3333.99473,205.685,0.110884
285.4,461.8222661,205.703,0.111146
285.3,347.4848485,206.686,0.125337
285.2,-1094.047431,205.869,0.113553
285.1,1216.635441,206.366,0.120716
285,-2618.134387,205.941,0.114584
284.9,2056.346509,205.716,0.111343
284.8,83.84980237,205.524,0.108557
284.7,-1631.529644,206.338,0.120324
284.6,-527.5591568,205.704,0.111162
284.5,-2996.466403,206.73,0.125973
284.4,7065.523057,206.173,0.117938
284.3,-415.6732543,206.123,0.117218
284.2,-5301.624506,206.187,0.118134
284.1,2076.922266,206.362,0.120667
284,1754.392622,207.056,0.130652
283.9,-1262.193676,205.379,0.106458
283.8,-1232.118841,205.336,0.105835
283.7,2128.173386,205.983,0.11519
283.6,2396.546772,206.096,0.116826
283.5,608.7351779,205.724,0.111457
283.4,4004.73386,204.792,0.097952
283.3,767.1080369,205.351,0.106065
283.2,-2744.565217,206.276,0.119425
283.1,-1380.938076,206.133,0.117365
283,3503.84585,205.626,0.110032
282.9,-666.5085639,205.797,0.112506
282.8,140.0948617,206.165,0.117823
282.7,-2914.36693,205.943,0.114617
282.6,3284.021739,207.054,0.130636
282.5,-2989.14361,206.034,0.115926
282.4,1701.675889,206.166,0.11784
282.3,3758.366271,205.669,0.110655
282.2,455.226614,205.545,0.108868
282.1,-282.0434783,206.002,0.115468
282,-2731.881818,205.218,0.104128
281.9,478.8405797,205.583,0.109409
281.8,-1389.667721,206.213,0.11851
281.7,-3445.94361,204.46,0.0931319
281.6,-1461.096179,206.317,0.120013
281.5,139.0777339,206.083,0.116646
281.4,-1098.967062,205.918,0.114257
281.3,1189.038208,204.659,0.0960281
281.2,-1398.237154,206.568,0.123639
281.1,-4458.829249,206.19,0.118183
281,-4051.191041,205.136,0.102946
280.9,8688.299341,205.472,0.107803
280.8,963.1818182,207.352,0.134918
280.7,2375.689592,205.745,0.111752
280.6,-3935.235837,207.028,0.130261
280.5,-835.1669302,205.33,0.105753
280.4,-919.9538867,205.865,0.113488
280.3,-992.9581028,206.5,0.12266
280.2,4744.9361,205.8,0.112554
280.1,692.9301713,206.072,0.116482
280,-514.5155468,205.432,0.107229
279.9,-2774.034256,205.719,0.111375
279.8,-1259.422925,206.116,0.11712
279.7,-1150.446904,206.336,0.120291
279.6,-2248.589855,205.166,0.103373
279.5,-831.1380764,205.26,0.104736
279.4,133.627141,205.774,0.112178
279.3,-2918.53834,205.602,0.109688
279.2,5809.532279,207.264,0.133649
279.1,-1101.521739,207.436,0.136122
279,617.1567852,205.507,0.108311
278.9,-4195.97892,205.792,0.11244
278.8,-111.3570487,205.756,0.111916
278.7,-5320.857708,205.983,0.11519
278.6,1349.594071,206.193,0.118232
278.5,400.9064559,206.298,0.119736
278.4,-1269.706061,206.58,0.123803
278.3,-2587.334651,205.71,0.111244
278.2,-3137.831489,205.945,0.11465
278.1,-4397.310935,205.542,0.108819
278,-901.3955204,206.777,0.126642
277.9,-1876.339921,206.1,0.116891
277.8,-5790.151515,206.224,0.118673
277.7,24.26598155,206.469,0.122202
277.6,1327.730962,206.451,0.121941
277.5,1827.660079,206.282,0.119507
277.4,-26.26482213,206.014,0.115648
277.3,858.9627141,206.273,0.119376
277.2,-4168.396574,206.187,0.118134
277.1,445.7285903,206.638,0.124635
277,1253.110672,206.185,0.118117
276.9,1.928853755,206.829,0.127392
276.8,-1582.274572,206.794,0.126886
276.7,-2607.38274,205.804,0.112604
276.6,-2226.391304,206.273,0.119376
276.5,-3481.150198,206.079,0.11658
276.4,-3369.093544,206.38,0.120929
276.3,2330.405665,206.437,0.121745
276.2,4472.417655,206.444,0.121843
276.1,4109.444005,205.498,0.10818
276,-1978.838208,206.08,0.116597
275.9,-672.8137022,206.549,0.123362
275.8,6133.397892,206.609,0.124227
275.7,-2313.724638,206.478,0.122333
275.6,-2993.036891,206.588,0.123917
275.5,884.9249012,206.18,0.118036
275.4,1210.02108,206.241,0.118919
275.3,4717.224506,206.358,0.120602
275.2,2871.662846,205.561,0.109098
275.1,2581.607378,207.011,0.130016
275,-1338.989723,206.658,0.124929
274.9,-109.7233202,206.133,0.117365
274.8,-5451.040843,205.521,0.108524
274.7,-2775.479578,206.466,0.12217
274.6,1233.49552,206.183,0.118085
274.5,-3451.080369,205.09,0.102273
274.4,4928.007905,206.009,0.115566
274.3,-3658.932806,205.874,0.113619
274.2,-1422.121212,205.912,0.114175
274.1,-2385.969565,206.183,0.118085
274,-538.9268775,206.8,0.126968
273.9,-3201.378129,206.554,0.123427
273.8,768.3320158,206.059,0.116286
273.7,2146.239789,205.975,0.115075
273.6,-459.5006588,207.435,0.136106
273.5,1198.1278,206.83,0.127408
273.4,-6617.346509,205.95,0.114715
273.3,1164.784321,205.521,0.108524
273.2,-1994.73913,206.105,0.116957
273.1,-3363.827404,206.18,0.118036
273,5347.856126,206.214,0.118526
272.9,-4117.028986,206.704,0.125598
272.8,652.4349144,207.128,0.131695
272.7,-1074.865613,206.739,0.126103
272.6,1430.438735,205.957,0.114814
272.5,4140.649539,206.208,0.118444
272.4,-1999.910408,206.329,0.120193
272.3,-1765.231884,206.341,0.120357
272.2,-3830.086957,206.591,0.123966
272.1,4723.985244,206.688,0.125369
272,-3227.790514,206.073,0.116498
271.9,-1175.315257,205.923,0.114323
271.8,2177.915415,206.436,0.121729
271.7,-1802.678524,207.096,0.131238
271.6,5815.634519,206.505,0.122725
271.5,3699.168445,206.369,0.120765
271.4,-159.4413702,206.167,0.117856
271.3,1336.902503,206.326,0.120144
271.2,-960.5263505,207.032,0.13031
271.1,-2711.795784,205.942,0.114601
271,6341.911199,206.37,0.120781
270.9,1238.926219,206.549,0.123362
270.8,3753.887088,206.164,0.117807
270.7,-152.7378129,206.403,0.121255
270.6,-3504.332016,207.013,0.130033
270.5,-2610.521739,206.47,0.122219
270.4,10.70843215,206.142,0.117496
270.3,-1557.617918,206.644,0.124733
270.2,-2577.317523,206.822,0.127294
270.1,-1382.052701,206.813,0.127164
270,-1388.776021,207.239,0.13329
269.9,1048.44664,206.602,0.124129
269.8,-3193.8839,206.679,0.125239
269.7,-6688.508564,207.128,0.131695
269.6,433.0810277,206.117,0.117136
269.5,-7547.250329,206.633,0.12457
269.4,-4117.592885,207.132,0.131743
269.3,-630.1805007,206.507,0.122758
269.2,3379.850593,206.202,0.118363
269.1,-516.4150198,205.725,0.111474
269,-582.614361,207.262,0.133616
268.9,1463.331489,206.872,0.128011
268.8,-5788.325428,206.444,0.121843
268.7,4333.87747,206.568,0.123639
268.6,-2024.189723,207.136,0.131808
268.5,133.8366271,207.197,0.132688
268.4,409.4598155,207.041,0.13044
268.3,-6.873517787,206.329,0.120193
268.2,-2414.050066,207.03,0.130277
268.1,-1201.696047,206.265,0.119262
268,1254.31357,206.802,0.127
267.9,-2494.331094,207.495,0.136968
267.8,4919.009223,206.632,0.124553
267.7,-3406.135705,207.444,0.136236
267.6,-5543.59552,208.448,0.15062
267.5,-820.5955204,207.859,0.142185
267.4,241.687747,207.718,0.140171
267.3,3513.179183,206.46,0.122072
267.2,1394.01054,206.556,0.12346
267.1,-82.01343874,207.684,0.139683
267,-1917.416337,207.143,0.131906
266.9,-1414.588142,207.484,0.136805
266.8,-1117.841897,205.594,0.109573
266.7,1131.227931,208.474,0.150993
266.6,1266.532279,207.841,0.141925
266.5,3469.223584,207.073,0.130896
266.4,-4951.914361,207.207,0.132835
266.3,-328.8339921,206.584,0.123868
266.2,-2723.288538,207.086,0.131092
266.1,-542.4901186,207.321,0.134462
266,-875.5704875,206.829,0.127392
265.9,1245.85639,207.408,0.135715
265.8,-2563.218709,206.722,0.125859
265.7,3272.391304,207.221,0.13303
265.6,-5991.938076,207.655,0.13926
265.5,229.4874835,207.03,0.130277
265.4,5333.747167,207.115,0.131499
265.3,-1606.85942,207.88,0.142493
265.2,3118.185244,207.163,0.132199
265.1,-602.3324111,207.586,0.138269
265,-4416.130079,207.229,0.133144
264.9,3831.59025,208.035,0.144701
264.8,-3485.803689,207.279,0.13386
264.7,-4757.200264,207.417,0.135846
264.6,-634.1249012,207.875,0.142412
264.5,-4791.31357,208.02,0.14449
264.4,1610.675099,207.253,0.133486
264.3,-7810.743215,207.338,0.134707
264.2,-3107.506588,208.342,0.149097
264.1,-239.342556,206.733,0.126006
264,-8161.670619,208.585,0.15258
263.9,-1431.84585,208.444,0.150555
263.8,-4523.606456,208.518,0.151625
263.7,-3120.371542,207.793,0.141243
263.6,-5307.649539,208.023,0.144539
263.5,527.9988142,207.571,0.138057
263.4,-5217.888011,208.13,0.146064
263.3,-1637.988142,207.087,0.131108
263.2,-523.4453228,207.212,0.132899
263.1,-727.5345191,207.985,0.143987
263,865.9710145,208.219,0.147346
262.9,2429.479578,207.84,0.141909
262.8,-469.1212121,208.541,0.151949
262.7,-409.259552,207.824,0.141681
262.6,697.6403162,208.018,0.144458
262.5,-160.0205534,208.071,0.145221
262.4,-6990.888011,208.143,0.146259
262.3,2852.806456,207.627,0.138854
262.2,-106.1247694,208.041,0.144799
262.1,-997.7871014,208.699,0.154199
262,-3979.904348,208.354,0.149275
261.9,2139.9917,207.887,0.142591
261.8,418.301054,207.24,0.133306
261.7,5631.587615,207.953,0.143533
261.6,2240.106719,208.095,0.145561
261.5,4476.219631,208.341,0.149081
261.4,-7002.043478,208.317,0.14874
261.3,-1497.667984,208.588,0.152613
261.2,-6457.905138,208.514,0.15156
261.1,-3829.293544,208.743,0.154831
261,-5121.704875,207.841,0.141925
260.9,3675.209486,208.418,0.150183
260.8,733.342556,208.61,0.152936
260.7,-2110.819499,209.085,0.159715
260.6,-93.52305665,208.878,0.156756
260.5,-711.6450988,208.716,0.154442
260.4,-41.7602108,208.319,0.148773
260.3,2784.300395,207.371,0.135178
260.2,-3926.667325,208.632,0.153244
260.1,-1392.335968,208.764,0.155138
260,-433.6561265,208.537,0.151884
259.9,212.1022398,208.488,0.151187
259.8,221.201581,208.515,0.151576
259.7,-4836.13307,208.192,0.146956
259.6,-267.9710145,208.748,0.154912
259.5,-1140.086957,208.602,0.152823
259.4,-3688.667984,209.312,0.162946
259.3,1247.687747,209.172,0.160959
259.2,-4798.828722,209.14,0.160507
259.1,-6529.161528,209.565,0.166561
259,260.4440053,209.823,0.170221
258.9,-484.6732543,208.687,0.154037
258.8,-341.5559947,208.949,0.157775
258.7,-771.6965613,208.533,0.151835
258.6,-1083.513281,210.023,0.173073
258.5,-3957.088538,209.47,0.165206
258.4,2004.699605,210.399,0.178415
258.3,-3112.486166,208.977,0.158179
258.2,-2124.596838,209.314,0.162978
258.1,-2933.814361,209.137,0.160458
258,-1193.500659,208.665,0.153714
257.9,560.0869565,208.925,0.157435
257.8,-223.5744401,209.87,0.170898
257.7,-7426.419499,209.274,0.162413
257.6,-4176.450593,209.111,0.160087
257.5,-2638.395257,209.15,0.160636
257.4,-1977.891963,209.881,0.171059
257.3,-521.7549407,208.691,0.154086
257.2,-222.1910408,209.383,0.163963
257.1,-5106.438735,209.901,0.171333
257,-9229.551383,210.125,0.174522
256.9,-2541.781291,209.152,0.160668
256.8,-516.0052701,209.999,0.172734
256.7,1957.657444,209.846,0.17056
256.6,7386.064559,209.77,0.16948
256.5,-4062.210145,209.993,0.172638
256.4,-2114.98946,210.104,0.174216
256.3,-4238.855599,210.178,0.175278
256.2,-5416.895916,210.158,0.174988
256.1,-5181.997628,209.912,0.171494
256,-561.9855072,210.344,0.177627
255.9,933.0474308,210.094,0.174087
255.8,-4439.864295,209.893,0.17122
255.7,-6650.662451,209.969,0.1723
255.6,-1361.615283,209.295,0.162704
255.5,-4893.895916,210.346,0.177659
255.4,-1753.519104,210.713,0.182866
255.3,-3864.957839,209.543,0.166239
255.2,-582.7180501,210.151,0.174892
255.1,96.24505929,209.249,0.162058
255,-398.5546772,211.015,0.187136
254.9,-589.0465086,209.903,0.171365
254.8,-5044.472991,210.549,0.180537
254.7,-426.2623188,210.949,0.186205
254.6,1831.85639,210.558,0.180665
254.5,1715.024506,210.731,0.183123
254.4,510.2844532,211.267,0.190711
254.3,-1774.045191,210.314,0.177209
254.2,-5782.202899,210.749,0.18338
254.1,-2031.660343,210.298,0.176983
254,-4602.43083,209.794,0.169818
253.9,-180.7654809,210.155,0.17494
253.8,-1071.131752,210.769,0.183653
253.7,-3471.870883,210.938,0.186044
253.6,-5166.454545,210.736,0.183187
253.5,-5640.520422,211.255,0.190534
253.4,517.1565217,211.131,0.188787
253.3,-499.7167325,210.837,0.184616
253.2,-3287.293808,211.215,0.189974
253.1,-862.7194993,211.119,0.188611
253,2428.68643,210.755,0.18346
252.9,5359.596838,211.487,0.193818
252.8,-2346.105402,210.458,0.179251
252.7,2574.371542,210.075,0.173813
252.6,1918.848485,210.284,0.176775
252.5,-3008.805007,211.063,0.187825
252.4,-3071.674572,211.078,0.188034
252.3,-3629.27668,211.901,0.199658
252.2,2604.084321,211.59,0.195275
252.1,2670.493676,211.351,0.191896
