TITLE,Protein_AMSS,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/27,,
TIME,14:37:36,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,MOLAR ELLIPTICITY,,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.0788,,
MAXY,35.46646,,
MINY,-73.42445,,
XYDATA,,,
304.6,11309.24498,258.381,0.802935
304.5,12211.25679,258.816,0.808142
304.4,-6430.595964,258.855,0.808603
304.3,12674.81508,258.359,0.802663
304.2,16718.12012,258.271,0.801618
304.1,16714.8859,258.678,0.806488
304,4166.153263,258.411,0.803288
303.9,17515.72779,258.095,0.7995
303.8,14655.43149,258.753,0.807383
303.7,10373.04025,259.207,0.812814
303.6,6614.154743,258.586,0.80539
303.5,21637.98391,258.881,0.808914
303.4,9875.159223,258.612,0.805702
303.3,-3088.781293,258.557,0.805037
303.2,1265.68256,259.041,0.810824
303.1,10585.52898,258.198,0.800736
303,18863.55947,258.552,0.804983
302.9,15078.68646,258.711,0.806882
302.8,10820.9551,258.969,0.809971
302.7,18540.82079,258.104,0.799609
302.6,-1373.721467,258.713,0.806909
302.5,16578.03103,258.9,0.809144
302.4,9542.220328,258.086,0.799391
302.3,9335.974535,258.564,0.805119
302.2,17145.96406,258.18,0.800519
302.1,10416.12386,257.341,0.790457
302,4372.616179,258.344,0.802487
301.9,394.4550593,259.058,0.811027
301.8,-2075.725007,258.456,0.80383
301.7,1686.813803,258.121,0.799812
301.6,20904.25994,258.569,0.805187
301.5,5277.570456,258.667,0.806353
301.4,5147.141495,258.25,0.80136
301.3,17711.81634,258.842,0.808454
301.2,9785.243466,258.44,0.80364
301.1,3719.537294,257.914,0.79734
301,16135.49854,257.99,0.79825
300.9,13924.77912,257.554,0.793016
300.8,2995.393842,257.942,0.797666
300.7,3002.276165,258.077,0.799283
300.6,6599.720636,258.568,0.805173
300.5,8690.915605,259.988,0.822127
300.4,4063.86787,258.793,0.807857
300.3,-2766.114995,257.663,0.794322
300.2,10540.33964,257.337,0.790402
300.1,-5541.952997,257.517,0.792567
300,-2470.152474,258.33,0.802324
299.9,14387.78307,260.113,0.823612
299.8,11608.6317,259.036,0.81077
299.7,7936.94272,258.356,0.802636
299.6,7114.302658,257.633,0.793968
299.5,15623.30373,258.398,0.803138
299.4,8397.560812,257.064,0.78712
299.3,22955.16063,257.793,0.795886
299.2,6636.794262,258.509,0.804468
299.1,3163.161499,258.637,0.806
299,9094.363597,257.692,0.794675
298.9,10148.44151,258.406,0.803233
298.8,11461.99501,258.442,0.803667
298.7,21496.04249,258.27,0.801605
298.6,-1576.293823,258.197,0.800722
298.5,6382.876562,258.147,0.800125
298.4,-230.0478212,259.011,0.810472
298.3,1537.621408,257.928,0.797503
298.2,1407.931567,257.853,0.796606
298.1,13861.30004,258.186,0.8006
298,3635.646681,257.665,0.794349
297.9,6684.999928,258.328,0.802297
297.8,3715.990964,258.054,0.799011
297.7,10521.59077,258.458,0.803857
297.6,17243.64646,257.46,0.791886
297.5,10653.32541,258.096,0.799514
297.4,21062.91751,258.31,0.80208
297.3,4372.240738,257.801,0.795981
297.2,9986.628887,257.854,0.796619
297.1,2231.464996,258.367,0.802758
297,11792.4958,258.415,0.803342
296.9,990.4359905,258.285,0.801781
296.8,14523.31034,258.103,0.799595
296.7,11970.4275,258.654,0.806204
296.6,2189.998715,257.755,0.795423
296.5,7242.65584,258.325,0.802256
296.4,16212.40619,258.001,0.798372
296.3,7548.397909,258.517,0.804563
296.2,12270.55379,258.251,0.801374
296.1,9539.619385,258.067,0.799174
296,16983.13367,258.208,0.800858
295.9,-3161.752466,257.818,0.796184
295.8,1820.414106,258.38,0.802921
295.7,-1742.953478,258.49,0.804237
295.6,-2175.926931,257.988,0.798223
295.5,3602.601125,257.972,0.798033
295.4,-6832.656636,257.845,0.796511
295.3,6944.022262,257.797,0.795926
295.2,12303.91146,258.156,0.800233
295.1,22235.19679,258.206,0.800831
295,12416.31068,258.331,0.802338
294.9,-2123.333587,258.368,0.802772
294.8,13490.43938,258.024,0.798658
294.7,7830.638756,257.179,0.788509
294.6,14559.13325,257.691,0.794662
294.5,14159.19857,258.275,0.801659
294.4,906.1982073,258.248,0.801333
294.3,9542.34246,259.18,0.812489
294.2,13099.75501,257.896,0.797122
294.1,12429.54586,258.268,0.801577
294,846.1480701,259.113,0.811691
293.9,384.7813579,258.024,0.798658
293.8,4178.618342,257.862,0.796715
293.7,15778.48508,258.427,0.803477
293.6,7752.350348,258.077,0.799283
293.5,8430.18117,259.02,0.81058
293.4,12844.09785,257.406,0.791233
293.3,14899.51084,258.129,0.799908
293.2,3862.83369,257.571,0.79322
293.1,6749.27264,258.105,0.799622
293,2147.793766,258.141,0.800057
292.9,15857.77316,258.755,0.80741
292.8,6279.166757,259.054,0.810986
292.7,1923.976902,257.914,0.79734
292.6,19824.37071,257.735,0.795192
292.5,16598.11484,257.798,0.79594
292.4,5763.596377,257.816,0.796157
292.3,6714.252629,258.232,0.801143
292.2,9671.145718,257.543,0.79288
292.1,5517.311882,258.058,0.799065
292,6581.631638,258.28,0.801727
291.9,15517.38878,257.747,0.795328
291.8,740.9342409,257.699,0.794757
291.7,12188.3798,257.342,0.790471
291.6,9042.726042,257.422,0.791423
291.5,6443.089541,257.913,0.797326
291.4,4762.599424,257.144,0.788087
291.3,-3562.036354,257.559,0.79307
291.2,11962.14745,257.486,0.792199
291.1,8661.146559,256.764,0.78352
291,9170.491185,256.994,0.786288
290.9,10981.87436,257.877,0.796891
290.8,3220.916021,259.258,0.813423
290.7,10757.76348,257.457,0.791845
290.6,14407.13862,257.558,0.793056
290.5,-3177.61664,257.288,0.789817
290.4,3648.194538,258.019,0.79859
290.3,20119.5439,257.538,0.792825
290.2,3197.907846,258.437,0.8036
290.1,7495.888247,258.93,0.809497
290,1667.906073,258.256,0.801428
289.9,17079.56083,258.316,0.802148
289.8,13130.33759,258.727,0.807071
289.7,-4707.51822,258.22,0.801007
289.6,5374.897772,256.8,0.783943
289.5,10195.94153,259.526,0.816615
289.4,9617.61151,257.922,0.797435
289.3,7145.921087,257.55,0.792961
289.2,13510.6114,259.991,0.822168
289.1,1934.18391,258.223,0.801034
289,6354.806725,257.633,0.793968
288.9,6981.333366,258.801,0.807952
288.8,12814.3478,258.437,0.8036
288.7,6902.499891,257.627,0.793886
288.6,22018.79826,258.39,0.803043
288.5,12586.13647,258.326,0.80227
288.4,21627.93748,258.101,0.799582
288.3,-3477.043392,257.763,0.795518
288.2,2462.103119,258.873,0.808819
288.1,-6703.618162,258.816,0.808142
288,12670.77005,258.316,0.802148
287.9,5423.438167,258.522,0.804617
287.8,-2599.306294,258.476,0.804074
287.7,3535.347504,258.668,0.806366
287.6,5239.151124,258.805,0.808006
287.5,12197.14159,257.4,0.791165
287.4,7314.71329,258.74,0.807234
287.3,15021.82531,258.989,0.810201
287.2,666.0067055,258.55,0.804956
287.1,11354.6959,258.607,0.805634
287,9318.493931,258.307,0.802039
286.9,13453.11697,258.706,0.806827
286.8,11619.27521,258.401,0.803165
286.7,499.458099,258.048,0.798943
286.6,15693.65813,257.973,0.798046
286.5,16891.4651,258.137,0.800002
286.4,4198.7985,258.594,0.805485
286.3,-1240.498187,258.084,0.799378
286.2,4402.651425,258.722,0.807017
286.1,24012.05074,258.484,0.804169
286,9285.993443,258.785,0.807763
285.9,9238.739949,258.833,0.808345
285.8,5015.103567,258.731,0.807125
285.7,8184.523163,258.806,0.80802
285.6,6221.495918,258.382,0.802948
285.5,5624.167698,258.099,0.799554
285.4,11747.05528,258.069,0.799188
285.3,2139.439083,258.72,0.80699
285.2,23133.69846,258.411,0.803288
285.1,8306.206621,258.248,0.801333
285,12066.1083,258.605,0.805607
284.9,337.6793973,258.155,0.80022
284.8,10875.3578,257.907,0.797245
284.7,927.1052717,257.745,0.795301
284.6,9725.751967,258.532,0.804739
284.5,2950.815927,258.717,0.806949
284.4,4176.120532,258.038,0.798821
284.3,6514.644897,258.914,0.809307
284.2,1292.425011,258.248,0.801333
284.1,17179.61122,258.377,0.802881
284,10647.95842,258.548,0.804929
283.9,9727.939021,258.322,0.802229
283.8,12598.67981,259.455,0.815777
283.7,5512.971246,259.202,0.812746
283.6,12909.70745,258.515,0.804536
283.5,-6376.699886,258.967,0.809944
283.4,5470.293604,259.035,0.810756
283.3,7031.613001,259.255,0.813382
283.2,-2772.456775,257.942,0.797666
283.1,5824.257713,258.902,0.809171
283,18254.51117,258.721,0.807003
282.9,12548.31196,257.921,0.797421
282.8,8751.180602,257.287,0.789803
282.7,9056.538185,258.939,0.809605
282.6,8629.739824,258.457,0.803844
282.5,-86.31062234,258.205,0.800817
282.4,-1301.505245,259.006,0.810404
282.3,21115.34349,257.731,0.795138
282.2,12876.15753,258.563,0.805105
282.1,22150.97144,258.832,0.808332
282,4919.617268,258.577,0.805282
281.9,-3501.462861,259.012,0.810485
281.8,10707.61954,259.611,0.817629
281.7,12623.20105,259.297,0.813883
281.6,10922.71985,259.501,0.816318
281.5,7921.556441,258.339,0.802433
281.4,2871.835895,259.177,0.812449
281.3,2461.966513,258.352,0.802582
281.2,11059.43677,259.57,0.817142
281.1,11628.3672,257.708,0.794866
281,8072.978863,259.238,0.813179
280.9,-1687.198291,257.096,0.787515
280.8,-1944.262001,258.293,0.801876
280.7,5640.155586,257.715,0.794947
280.6,10353.84596,259.429,0.815466
280.5,1428.332013,257.86,0.796687
280.4,10862.69686,258.173,0.800437
280.3,11637.27826,257.585,0.793383
280.2,3111.054418,258.761,0.807478
280.1,15525.28208,257.825,0.796266
280,-16415.4155,258.27,0.801605
279.9,-1462.562694,257.78,0.795722
279.8,6796.745518,257.643,0.794077
279.7,-241.4874503,257.153,0.788196
279.6,12896.38496,257.587,0.79341
279.5,10527.7722,258.156,0.800233
279.4,8659.912355,258.326,0.80227
279.3,4869.780924,257.805,0.796021
279.2,7849.076733,259.021,0.810594
279.1,6859.125196,255.953,0.773741
279,-6357.923334,257.621,0.793818
278.9,2432.006807,257.527,0.792689
278.8,-3188.191625,257.954,0.797815
278.7,5311.688053,258.624,0.805837
278.6,7578.21151,257.85,0.796565
278.5,10042.62381,258.543,0.804875
278.4,7018.137851,260.034,0.822681
278.3,2145.53954,258.389,0.80303
278.2,9426.152648,259.161,0.812259
278.1,-7117.36951,258.727,0.807071
278,8776.724132,258.897,0.809104
277.9,9639.843925,258.276,0.801673
277.8,11693.27771,258.415,0.803342
277.7,7659.801984,257.215,0.788945
277.6,12370.55668,258.842,0.808454
277.5,-1352.608362,257.627,0.793886
277.4,-9024.824764,258.42,0.803396
277.3,6097.383405,258.556,0.805024
277.2,5160.530249,257.807,0.796049
277.1,7880.70353,258.022,0.798631
277,3692.944341,258.139,0.80003
276.9,1860.931608,257.935,0.797585
276.8,-303.9689045,258.131,0.799935
276.7,6277.048684,258.036,0.798794
276.6,16369.45795,258.762,0.807491
276.5,8082.281195,257.843,0.796483
276.4,13131.01383,257.721,0.795015
276.3,6386.721436,259.341,0.814411
276.2,10639.20341,258.141,0.800057
276.1,13166.04063,257.78,0.795722
276,18387.63154,258.55,0.804956
275.9,11615.01871,258.069,0.799188
275.8,18374.64989,258.252,0.801388
275.7,4376.268808,258.107,0.799649
275.6,9705.772195,258.318,0.802175
275.5,9379.145678,257.919,0.797394
275.4,12611.12249,257.809,0.796076
275.3,9050.990258,259.118,0.811745
275.2,16511.13475,258.667,0.806353
275.1,9842.902997,256.632,0.781924
275,12410.18828,258.044,0.798889
274.9,-5652.370975,258.899,0.809131
274.8,-2863.948929,258.619,0.805783
274.7,413.8893111,258.096,0.799514
274.6,7465.531841,258.623,0.805824
274.5,-700.5314067,256.802,0.783971
274.4,-488.3364635,257.363,0.790716
274.3,2019.467725,258.06,0.799079
274.2,16366.91129,257.602,0.793587
274.1,7745.248641,257.497,0.792335
274,11356.35372,257.015,0.786534
273.9,12588.70349,256.496,0.780286
273.8,5931.357249,257.273,0.78964
273.7,-3348.995538,257.713,0.79492
273.6,16083.62554,259.147,0.812097
273.5,6580.453297,257.697,0.79473
273.4,1351.608695,258.401,0.803165
273.3,6740.703096,258.539,0.80482
273.2,11421.26423,257.192,0.788659
273.1,8024.354401,258.341,0.802446
273,6747.43841,257.788,0.795818
272.9,3150.674707,258.075,0.799269
272.8,1591.46999,255.819,0.772127
272.7,11668.78135,257.785,0.79579
272.6,10328.88368,257.531,0.792743
272.5,1525.157233,257.061,0.787092
272.4,14604.48014,257.779,0.795709
272.3,2114.689407,257.507,0.792444
272.2,6734.585224,258.159,0.800274
272.1,-4260.689653,258.227,0.801089
272,4923.491543,258.312,0.802107
271.9,14272.64721,257.926,0.797476
271.8,6998.664698,257.86,0.796687
271.7,4805.666529,257.996,0.798318
271.6,7738.929479,257.563,0.793125
271.5,12928.92955,257.487,0.792213
271.4,-341.2551295,257.917,0.797367
271.3,-4326.023098,257.766,0.795559
271.2,1817.317853,257.502,0.79239
271.1,-10485.26147,257.368,0.790784
271,3264.534978,257.782,0.79575
270.9,10934.28614,257.84,0.796443
270.8,8448.21815,257.713,0.79492
270.7,4182.273912,257.107,0.787637
270.6,2479.463853,257.891,0.797054
270.5,1054.243926,258.124,0.799853
270.4,3104.965948,257.696,0.794716
270.3,12207.33728,257.871,0.796823
270.2,6260.632206,257.667,0.794376
270.1,9848.4464,257.828,0.796307
270,21209.58812,257.329,0.790307
269.9,1891.275123,258.365,0.802745
269.8,2708.256436,257.619,0.793791
269.7,9157.977253,257.798,0.79594
269.6,6641.984841,257.745,0.795301
269.5,-6236.156873,257.576,0.793274
269.4,19296.01725,257.467,0.791968
269.3,-4136.950319,257.494,0.792295
269.2,4622.304518,257.773,0.795641
269.1,6979.248088,257.529,0.792716
269,-3775.697324,256.834,0.784352
268.9,7640.32657,257.418,0.791383
268.8,-6050.31537,257.586,0.793397
268.7,1298.737163,257.398,0.791138
268.6,-6244.836561,257.303,0.789994
268.5,2921.780348,258.509,0.804468
268.4,-115.0725369,258.263,0.801523
268.3,4586.800504,258.464,0.803925
268.2,7311.255166,257.827,0.796293
268.1,2791.697652,258.054,0.799011
268,1050.593558,257.956,0.797843
267.9,-4219.124988,257.071,0.787215
267.8,-8537.319698,258.697,0.806719
267.7,701.836402,257.873,0.796837
267.6,2733.386076,257.869,0.796796
267.5,18130.52079,258.183,0.800559
267.4,15064.89015,257.964,0.797938
267.3,1808.48369,257.818,0.796184
267.2,-8628.715731,258.1,0.799568
267.1,9891.389112,257.606,0.793642
267,4642.646159,257.638,0.794022
266.9,963.8023265,257.662,0.794308
266.8,595.7880091,258.055,0.799025
266.7,9281.933709,257.858,0.79666
266.6,-2473.703328,257.819,0.796198
266.5,2070.83071,258.237,0.801211
266.4,-13376.13356,257.84,0.796443
266.3,8501.95591,257.318,0.790185
266.2,4316.756953,258.472,0.80402
266.1,14742.96343,257.609,0.793669
266,7302.877865,258.185,0.800586
265.9,2182.327514,257.995,0.798305
265.8,2759.23335,258.235,0.801184
265.7,-7726.671118,258.276,0.801673
265.6,-3031.388642,257.985,0.798182
265.5,1420.673929,258.363,0.802718
265.4,3013.362971,258.549,0.804942
265.3,9163.170094,258.419,0.803383
265.2,-4215.200277,258.096,0.799514
265.1,8002.818971,258.339,0.802433
265,10072.85357,257.989,0.798237
264.9,3482.376457,258.044,0.798889
264.8,-544.9768765,258.39,0.803043
264.7,901.2699843,258.075,0.799269
264.6,-12086.84121,257.891,0.797054
264.5,-2808.02321,258.284,0.801768
264.4,-5147.269959,258.848,0.808521
264.3,1509.395514,258.125,0.799867
264.2,-1866.169231,258.397,0.803125
264.1,11217.04717,258.571,0.8052
264,-1475.275655,258.605,0.805607
263.9,5394.651374,258.438,0.803613
263.8,-2536.913046,258.829,0.808291
263.7,6754.417986,259.151,0.812137
263.6,4971.432591,257.741,0.79526
263.5,-4235.074631,258.161,0.800301
263.4,7020.716178,258.329,0.80231
263.3,-3261.415881,257.67,0.794403
263.2,13797.67417,259.236,0.813152
263.1,-5976.462137,258.797,0.807912
263,5673.863817,259.144,0.812056
262.9,1071.204341,258.268,0.801577
262.8,-9570.968673,258.526,0.804671
262.7,-5176.96369,258.491,0.804251
262.6,-6583.796075,259.6,0.817507
262.5,-181.3305614,258.006,0.79844
262.4,6262.522979,257.691,0.794662
262.3,3692.437722,259.306,0.813991
262.2,-1577.716652,259.106,0.811609
262.1,-1921.694856,258.921,0.809388
262,-5933.29778,258.22,0.801007
261.9,2557.087323,258.375,0.802853
261.8,-15429.6352,258.786,0.807776
261.7,4831.223629,258.852,0.808562
261.6,-5477.072115,258.614,0.805715
261.5,10658.01163,258.575,0.805255
261.4,-3369.285161,259.076,0.811244
261.3,24070.03821,257.051,0.78697
261.2,7063.050495,257.362,0.790702
261.1,6853.254527,257.624,0.793859
261,4340.233298,258.172,0.800423
260.9,1479.731185,258.032,0.798753
260.8,5004.878466,259.275,0.813626
260.7,4917.201783,258.754,0.807396
260.6,3981.662668,258.953,0.809781
260.5,-2284.226837,259.134,0.811934
260.4,3249.438196,259.734,0.819102
260.3,-5152.917399,259.733,0.819088
260.2,-4818.922296,259.262,0.813464
260.1,9291.204377,259.037,0.810783
260,7161.30058,259.921,0.82133
259.9,2756.434961,260.184,0.824462
259.8,6316.245585,260.329,0.826188
259.7,12291.19397,260.237,0.825096
259.6,8550.062242,260.17,0.8243
259.5,-16287.85617,259.182,0.812516
259.4,9413.351481,259.137,0.811975
259.3,-326.9476772,259.248,0.813301
259.2,2052.671599,258.913,0.809293
259.1,1577.709867,259.407,0.815195
259,-1358.129148,259.657,0.818183
258.9,11930.65341,259.375,0.814816
258.8,2726.919904,259.793,0.819804
258.7,-485.0267965,259.049,0.810919
258.6,5718.749321,260.073,0.823139
258.5,-3172.427644,259.683,0.818494
258.4,-3543.86503,259.949,0.821668
258.3,805.030768,258.824,0.808237
258.2,9052.444525,259.826,0.820196
258.1,-4102.502515,260.451,0.827645
258,6720.433828,260.054,0.82291
257.9,-4735.898361,259.723,0.818967
257.8,-7607.468734,259.851,0.820493
257.7,3998.719657,259.777,0.819615
257.6,6312.829754,258.634,0.80596
257.5,2443.190865,259.753,0.819332
257.4,14438.34316,259.04,0.810811
257.3,2012.463496,260.028,0.8226
257.2,-1061.614774,260.536,0.828656
257.1,-9826.740959,260.289,0.825716
257,9915.984993,260.304,0.825892
256.9,7590.503796,260.474,0.827914
256.8,14134.2182,260.159,0.824165
256.7,5496.040685,260.644,0.829936
256.6,1359.011433,260.169,0.824287
256.5,-4491.241831,261.122,0.835616
256.4,-13258.14118,261.265,0.837311
256.3,6686.971443,259.96,0.82179
256.2,5593.420019,260.643,0.829922
256.1,-8421.62972,260.868,0.832602
256,2617.241498,260.892,0.832885
255.9,2747.422125,260.734,0.831
255.8,7139.69013,260.964,0.833733
255.7,8023.843643,260.911,0.833114
255.6,-1916.176332,261.348,0.838292
255.5,8112.728069,261.243,0.837056
255.4,9560.933553,261.094,0.83528
255.3,-5546.365554,262.191,0.84828
255.2,332.5860709,261.59,0.841168
255.1,1352.535988,261.371,0.838574
255,-13231.97342,261.409,0.839018
254.9,6348.089505,261.268,0.837351
254.8,14976.64126,261.307,0.837808
254.7,5530.75763,261.915,0.84502
254.6,-99.17737803,260.641,0.829895
254.5,-4190.425722,261.563,0.840845
254.4,18077.48641,261.886,0.844672
254.3,-6709.177396,261.643,0.841799
254.2,8741.324156,261.23,0.836894
254.1,-4965.319242,261.775,0.843356
254,3928.714238,261.092,0.835253
253.9,5674.628269,261.582,0.841074
253.8,17419.96331,260.994,0.834096
253.7,-9436.056589,261.282,0.837512
253.6,-7338.060718,261.762,0.843209
253.5,3272.462203,261.348,0.838292
253.4,5683.016878,262.122,0.847462
253.3,-4121.919126,262.145,0.847743
253.2,19003.58071,262.222,0.848655
253.1,1302.109343,262.083,0.847006
253,7831.81393,262.618,0.85333
252.9,3473.413379,261.903,0.844873
252.8,-9780.63188,261.982,0.845812
252.7,1256.310116,262.174,0.848079
252.6,4256.883228,262.286,0.849406
252.5,12027.00594,261.955,0.84549
252.4,7723.87793,262.49,0.851817
252.3,-1821.233517,262.326,0.849875
252.2,-8811.558685,262.541,0.85242
252.1,-6196.140109,262.412,0.850893
252,3307.518401,262.173,0.848065
251.9,10045.15238,262.821,0.855726
251.8,3322.513407,262.183,0.848186
251.7,263.4882682,262.441,0.851241
251.6,-3004.481313,261.582,0.841074
251.5,9940.550342,262.031,0.846389
251.4,-4059.953337,262.319,0.849794
251.3,9219.214777,260.309,0.825946
251.2,-11989.9979,262.503,0.851978
251.1,-7826.110852,262.146,0.847757
251,-6094.632059,262.262,0.849124
250.9,-8226.323722,262.312,0.849714
250.8,1401.705133,263.035,0.858254
