TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:39:25,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.8441,,
MAXY,3.95903,,
MINY,-0.97479,,
XYDATA,,,
260,0.844098,252.364,0.730162
259.9,0.682179,252.519,0.732063
259.8,1.18053,252.66,0.733781
259.7,0.849228,252.697,0.734226
259.6,0.253401,252.622,0.733309
259.5,0.0579295,252.476,0.731539
259.4,0.98785,252.661,0.733793
259.3,0.878277,252.576,0.732758
259.2,1.04556,252.581,0.732818
259.1,-0.00310854,252.785,0.735306
259,1.30341,252.71,0.734391
258.9,0.79087,252.541,0.732324
258.8,0.361312,252.893,0.736626
258.7,0.530119,252.83,0.735854
258.6,0.479972,252.744,0.734798
258.5,0.590706,252.67,0.733898
258.4,1.09584,252.972,0.737578
258.3,0.292853,252.73,0.734629
258.2,-0.0570561,252.857,0.736183
258.1,0.414113,252.989,0.737793
258,0.193821,252.766,0.735075
257.9,0.375764,253.162,0.739899
257.8,0.325915,253.153,0.739794
257.7,1.59549,253.075,0.738833
257.6,1.25988,253.377,0.74251
257.5,0.0938631,252.912,0.736857
257.4,0.725923,252.775,0.735184
257.3,0.297576,253.068,0.738749
257.2,0.68955,253.085,0.738963
257.1,-0.194791,253.004,0.737972
257,-0.247381,253.163,0.739908
256.9,-0.0994916,253.316,0.741769
256.8,-0.76719,253.324,0.741873
256.7,1.17788,253.034,0.738341
256.6,1.20699,253.39,0.742671
256.5,1.36366,253.173,0.740032
256.4,1.02278,253.578,0.744965
256.3,1.1349,253.357,0.742278
256.2,1.19404,253.404,0.74285
256.1,1.33627,253.374,0.742474
256,-0.239209,253.23,0.740727
255.9,1.66009,253.351,0.742205
255.8,0.989779,253.288,0.741433
255.7,1.22637,253.452,0.743424
255.6,0.821003,253.465,0.743583
255.5,1.03111,253.42,0.743038
255.4,0.359255,253.741,0.74694
255.3,0.0593096,253.694,0.746367
255.2,0.220589,253.362,0.742338
255.1,0.598844,253.65,0.745843
255,-0.278052,253.848,0.748247
254.9,1.76527,253.78,0.747415
254.8,1.24343,253.715,0.746627
254.7,1.10418,253.596,0.745185
254.6,-0.201288,253.488,0.743869
254.5,-0.48904,253.771,0.747305
254.4,0.0778361,253.969,0.74972
254.3,0.789448,253.79,0.747537
254.2,0.933403,253.41,0.742921
254.1,-0.533973,253.734,0.746859
254,-0.227269,253.733,0.746844
253.9,0.9395,253.717,0.746653
253.8,-0.042344,253.781,0.747427
253.7,0.369994,253.813,0.747822
253.6,1.00282,254.22,0.752766
253.5,-0.399602,254.083,0.751103
253.4,1.24221,254.086,0.75113
253.3,1.42648,254.005,0.750155
253.2,0.232009,254.117,0.751517
253.1,0.507587,253.978,0.749825
253,0.563688,253.832,0.748047
252.9,1.88637,254.205,0.752584
252.8,0.201112,253.939,0.749355
252.7,0.145166,253.904,0.748928
252.6,-0.118032,254.071,0.750952
252.5,0.998217,254.159,0.75202
252.4,0.105702,254.166,0.752107
252.3,-0.0329821,254.137,0.75176
252.2,-0.340594,254.3,0.75373
252.1,-0.223393,254.568,0.756984
252,0.467533,254.282,0.75351
251.9,1.21422,254.346,0.754292
251.8,0.813878,254.163,0.752075
251.7,0.0543871,254.36,0.754464
251.6,-0.412617,254.232,0.752907
251.5,0.574716,254.369,0.754571
251.4,-0.226529,254.141,0.751798
251.3,0.52605,254.23,0.75289
251.2,0.339625,254.31,0.753854
251.1,1.00854,254.304,0.753787
251,0.329647,254.175,0.752219
250.9,1.24941,254.075,0.751003
250.8,0.767142,254.465,0.755732
250.7,2.19334,254.517,0.756367
250.6,0.388392,254.53,0.756527
250.5,-0.141482,254.304,0.753777
250.4,-0.236759,254.534,0.756567
250.3,-0.460528,254.441,0.755442
250.2,1.57579,254.416,0.755146
250.1,0.244404,254.052,0.750721
