TITLE,TB_TH_KD_Protein and Additive,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:59:09,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.84122,,
MAXY,28.98565,,
MINY,-60.63684,,
XYDATA,,,
306.6,1.4274172,138.9975207,0.151656
306.5,0.853128,139.4551743,0.1572523333
306.4,0.150499,138.6987667,0.1472496667
306.3,0.73361,139.1036157,0.1536
306.2,1.367971667,139.1918113,0.1563983333
306.1,0.498832,139.1777257,0.1519683333
306,0.6457866,139.1688123,0.1543053333
305.9,0.194256,139.228209,0.156746
305.8,1.068112,139.1514503,0.1598253333
305.7,0.1165866667,139.3485377,0.154053
305.6,-0.094763,139.3947073,0.158647
305.5,1.689276667,139.3579123,0.1565043333
305.4,1.009941,139.071425,0.1537743333
305.3,1.733126667,139.2622477,0.1537826667
305.2,0.836276,139.1467847,0.154602
305.1,1.411673,139.2222357,0.1535346667
305,1.204854667,139.619379,0.158406
304.9,1.256564,139.1442657,0.150018
304.8,0.5406559,138.7659203,0.1475866667
304.7,1.134189,139.0777967,0.1515216667
304.6,1.239358,139.20127,0.1520263333
304.5,0.928823,139.327252,0.1555096667
304.4,0.9197386667,138.9904553,0.1543506667
304.3,1.897337333,139.132675,0.1519153333
304.2,0.8929173333,139.5563383,0.1609026667
304.1,0.8756946667,139.7097623,0.162642
304,1.295636333,139.3059153,0.1517356667
303.9,0.6176043333,138.6801387,0.1477763333
303.8,1.071312567,138.4414653,0.1437986667
303.7,1.228370833,139.3483623,0.1566096667
303.6,0.8268136667,139.25528,0.153842
303.5,2.010903333,139.151926,0.1540576667
303.4,1.302316667,138.3897707,0.143241
303.3,0.6292599667,138.983405,0.1501693333
303.2,1.97468,138.8242083,0.149464
303.1,0.9181983333,139.066055,0.153648
303,0.1864391,139.3582673,0.1551193333
302.9,1.377511,139.36576,0.1568953333
302.8,0.797433,138.510547,0.143764
302.7,-0.05482733333,139.2818343,0.1537183333
302.6,2.428326667,139.2920327,0.1527433333
302.5,0.90068,139.177337,0.1530296667
302.4,1.256646333,139.110016,0.1499336667
302.3,0.6777126667,138.871304,0.147876
302.2,1.194265667,138.9802413,0.1508076667
302.1,0.6626686667,138.5625357,0.1433953333
302,1.029276667,139.611155,0.1592643333
301.9,0.84993,138.7201943,0.144068
301.8,1.707604,138.6664877,0.1466173333
301.7,0.703491,138.9278723,0.1503986667
301.6,1.77403,139.335955,0.1542636667
301.5,0.814816,138.836144,0.1486096667
301.4,1.682126667,139.0363567,0.1504296667
301.3,1.044380333,139.0293973,0.1502743333
301.2,0.7360263,138.6016823,0.1465063333
301.1,1.308144333,139.1580017,0.148571
301,0.2292993333,138.863104,0.146209
300.9,0.987014,138.612762,0.143117
300.8,1.008934667,138.560582,0.143136
300.7,0.6053376667,138.94918,0.147274
300.6,0.9254753,139.09079,0.151349
300.5,1.336406667,138.834713,0.1499026667
300.4,0.8661526667,139.4987777,0.157599
300.3,0.5380913333,138.8470163,0.1494566667
300.2,0.2450783333,138.8678033,0.1460413333
300.1,0.4576993333,138.8744717,0.1464906667
300,1.133006033,138.8753513,0.1479186667
299.9,0.882943,138.847196,0.1458683333
299.8,1.783807333,138.6102673,0.1442886667
299.7,1.839196667,139.1814937,0.1517766667
299.6,0.2703969333,138.5269697,0.14347
299.5,0.5702776667,139.176075,0.1514813333
299.4,0.9938246667,138.7128527,0.145339
299.3,1.017429333,138.4055233,0.1441756667
299.2,1.158336333,139.0637047,0.151867
299.1,0.9225693333,138.5984067,0.1387186667
299,1.086360367,138.8139303,0.1471873333
298.9,0.9045173333,138.971538,0.147146
298.8,1.386237667,138.9607403,0.1491926667
298.7,0.583662,138.8298247,0.1437786667
298.6,1.256999667,138.842126,0.1457666667
298.5,0.9579864667,139.256407,0.150033
298.4,0.5850156667,138.4756507,0.1451186667
298.3,0.94822,139.1746967,0.1515906667
298.2,1.194089,138.7889237,0.147269
298.1,0.1944643333,138.8309687,0.1455656667
298,0.8909853333,138.7679383,0.145107
297.9,1.099938333,138.7585063,0.1431146667
297.8,1.460478,138.8141993,0.1465776667
297.7,1.036572667,138.689435,0.1415703333
297.6,0.586695,138.776866,0.147026
297.5,0.5931166667,138.813538,0.145214
297.4,0.5696603333,138.7045633,0.1454066667
297.3,1.108935367,139.1247223,0.151073
297.2,1.024764,138.8970353,0.147323
297.1,0.935054,138.6547883,0.1442673333
297,-0.09695533333,138.6827393,0.142604
296.9,1.039655,138.6596083,0.142694
296.8,0.6657863333,138.4278013,0.1385753333
296.7,1.652154,138.520085,0.1480026667
296.6,0.5414746667,138.677183,0.1477136667
296.5,1.066831667,138.7913193,0.1482566667
296.4,0.8763443333,138.8399063,0.147551
296.3,0.01025466667,139.0643097,0.1504076667
296.2,0.1924206667,139.3251017,0.153178
296.1,0.6153856667,138.843708,0.1475236667
296,1.415942667,138.773751,0.1474096667
295.9,1.226075,138.319022,0.1439616667
295.8,1.22266,138.7972837,0.145769
295.7,0.8408341,138.3226993,0.1364246667
295.6,1.301515333,138.7576143,0.1451663333
295.5,1.184732667,138.860279,0.145923
295.4,2.103716667,138.6434213,0.140825
295.3,1.293628,138.7011657,0.1463796667
295.2,1.191213667,138.4573873,0.138983
295.1,0.5511743333,138.4451353,0.1385386667
295,1.122873333,138.445407,0.139067
294.9,1.060668333,138.7259747,0.145944
294.8,1.109902,138.749459,0.143516
294.7,0.1507106667,138.8640753,0.14909
294.6,0.847566,138.6881093,0.148749
294.5,-0.5179877667,138.350599,0.135862
294.4,-0.1459646667,138.697656,0.1451263333
294.3,0.1790918333,138.7374027,0.1418683333
294.2,1.365291333,138.5998013,0.1399353333
294.1,0.4038773333,139.1993837,0.1499556667
294,0.7389166667,139.0051007,0.1468766667
293.9,1.337855667,139.1094683,0.1507746667
293.8,0.3788416667,138.6837003,0.1460083333
293.7,0.987093,138.7626527,0.1455496667
293.6,0.7916686667,139.0933367,0.1495303333
293.5,0.477771,138.7507423,0.1437366667
293.4,1.250009,138.9127673,0.1466853333
293.3,0.2264236667,138.9170077,0.1497683333
293.2,1.161797333,138.5488913,0.144103
293.1,0.8923776,138.517141,0.1428973333
293,0.352654,138.566046,0.1427683333
292.9,0.5724106667,138.6497693,0.143564
292.8,1.399402333,138.6592307,0.1415983333
292.7,1.264909333,138.9527697,0.1442053333
292.6,0.7474687667,138.4940453,0.1400286667
292.5,1.344265333,138.306656,0.139213
292.4,1.307272333,138.6496087,0.1434953333
292.3,1.077131333,138.374152,0.1383293333
292.2,1.059233667,138.3059947,0.1371863333
292.1,1.063336667,138.7201383,0.1444683333
292,0.411576,138.9645763,0.1461153333
291.9,0.3685426667,138.425408,0.1421393333
291.8,1.873322,138.30255,0.1309556667
291.7,0.2975421333,138.502644,0.1408353333
291.6,0.1747323333,138.326759,0.140033
291.5,1.243742333,138.479412,0.1385386667
291.4,1.533906667,138.36916,0.129409
291.3,1.491974,138.5751683,0.1388836667
291.2,0.5905259667,138.384279,0.13732
291.1,0.6835963333,138.656843,0.1433913333
291,1.691596667,138.8343493,0.1489603333
290.9,0.86244949,138.329592,0.1334716667
290.8,1.524699,138.5720097,0.1409173333
290.7,0.05816333333,138.1513657,0.1355743333
290.6,0.5261303333,138.7680053,0.1433043333
290.5,1.098836667,138.40758,0.1369026667
290.4,1.865643333,138.4574553,0.1375526667
290.3,1.101849667,138.9609773,0.1437066667
290.2,0.768031,138.537515,0.1389343333
290.1,0.5893446667,138.848508,0.148264
290,1.033487333,138.6259773,0.140901
289.9,-0.1662497667,138.1870507,0.1397606667
289.8,1.467403333,139.0648577,0.1477813333
289.7,0.9328537,138.6980173,0.146106
289.6,2.10861,138.557599,0.1453913333
289.5,1.026073,139.258117,0.1526933333
289.4,0.5368243333,138.8075827,0.1475576667
289.3,1.047777633,139.1548903,0.152183
289.2,1.231903667,138.55507,0.141494
289.1,0.73618,138.982587,0.1483176667
289,0.4094325333,138.7836017,0.1434076667
288.9,1.026221667,138.960964,0.1468296667
288.8,-0.3670166667,139.0399027,0.1495493333
288.7,0.2849956667,138.778527,0.147501
288.6,1.368557933,138.918329,0.14863
288.5,1.410735333,138.791591,0.1499653333
288.4,0.2334273333,138.7495633,0.1468943333
288.3,0.3229263333,138.7760923,0.1477623333
288.2,0.860381,139.1709773,0.1508656667
288.1,1.110457667,138.299013,0.1418233333
288,0.9890063333,138.906516,0.1465756667
287.9,1.225384,139.1937777,0.154274
287.8,1.300373,138.7075817,0.146989
287.7,0.7576518333,139.203834,0.147829
287.6,0.514834,138.826057,0.14846
287.5,1.099842667,139.016144,0.149128
287.4,1.470076333,139.6213877,0.1564093333
287.3,1.132843333,139.0331893,0.151095
287.2,1.345543667,138.809671,0.146391
287.1,0.0290214,138.670221,0.1464943333
287,0.9680723333,139.0856267,0.154435
286.9,0.942636,139.277918,0.1550223333
286.8,0.8903903333,138.7264013,0.1487523333
286.7,0.2601444333,138.92676,0.1487156667
286.6,1.423504367,138.8729043,0.1502343333
286.5,1.650583333,139.1440067,0.1533543333
286.4,0.6191941333,138.3475907,0.138281
286.3,1.388960667,139.018224,0.1538756667
286.2,1.27391,139.0325023,0.1542436667
286.1,0.8397893333,138.7828907,0.1462906667
286,0.9071266667,138.93163,0.1486516667
285.9,0.8426133333,139.1728463,0.1566016667
285.8,0.7823666667,139.341951,0.1538823333
285.7,1.493953333,139.035598,0.149631
285.6,0.79018,139.1284843,0.154613
285.5,0.2769803333,139.2132057,0.1589503333
285.4,0.4341663333,139.0957993,0.152974
285.3,1.267968333,138.930803,0.149392
285.2,0.3654176333,139.1160787,0.151338
285.1,0.2351086667,139.1911377,0.1536483333
285,1.208293,139.2761837,0.149305
284.9,0.6514506667,138.8898933,0.1509143333
284.8,1.070209733,138.9130737,0.1493233333
284.7,-0.3015986667,139.236594,0.156712
284.6,0.292327,138.836335,0.1479023333
284.5,0.9627266667,138.949721,0.1531616667
284.4,0.8236663333,139.030618,0.1518293333
284.3,0.0389432,139.1567277,0.152877
284.2,-0.20344,139.538459,0.1572573333
284.1,0.6407103333,139.2031603,0.1486383333
284,0.2428533333,139.2681323,0.155145
283.9,0.801496,138.9034107,0.152047
283.8,0.378507,139.1269327,0.1536536667
283.7,0.3909561333,139.1596607,0.1530863333
283.6,-0.4759106667,139.441711,0.1557
283.5,-0.2046576667,138.8600753,0.1522763333
283.4,0.7761876667,139.3180113,0.1547793333
283.3,0.8056806667,139.1748853,0.1538373333
283.2,1.633723333,139.085266,0.151629
283.1,0.278547,138.855934,0.1484683333
283,1.022638,138.980478,0.154721
282.9,1.397728,139.0140287,0.1531006667
282.8,0.8694269,138.7533703,0.1493516667
282.7,0.7430983333,139.2241137,0.160482
282.6,0.8732041333,139.264552,0.1485796667
282.5,0.807203,138.7064953,0.1459326667
282.4,-0.1312873333,139.020131,0.1560416667
282.3,1.000674667,139.0892997,0.1558126667
282.2,-0.07466733333,138.935277,0.1499983333
282.1,0.6441396667,139.0925783,0.1545843333
282,0.2446456667,139.1946523,0.156351
281.9,1.000780873,139.2366907,0.1548436667
281.8,-0.205133,139.1683957,0.1525853333
281.7,1.409894333,139.305546,0.1534713333
281.6,1.010623733,139.4136917,0.1623546667
281.5,1.184999467,139.389738,0.1589713333
281.4,0.212985,139.3495367,0.1538116667
281.3,0.8782563333,139.4401007,0.1599036667
281.2,0.9245303333,139.3477847,0.1558573333
281.1,1.071813333,138.9594297,0.1497526667
281,0.022254,139.1463763,0.1530986667
280.9,0.8032833333,138.8996967,0.1431373333
280.8,0.469811,138.8300747,0.149008
280.7,0.7528850667,138.9652823,0.1519826667
280.6,1.369631,139.316191,0.15615
280.5,0.79302,139.245049,0.1539823333
280.4,0.356058,139.064547,0.1527093333
280.3,1.111526667,139.409407,0.158831
280.2,0.9148543333,139.3571307,0.1545793333
280.1,0.9520636667,139.4275237,0.1583653333
280,1.752266667,139.031532,0.1534953333
279.9,1.272004,139.5615983,0.1610113333
279.8,-0.2334053333,139.0937963,0.1511836667
279.7,0.1747026,138.6378983,0.148907
279.6,0.6398244667,139.0191483,0.1501643333
279.5,1.005420333,139.025591,0.1527623333
279.4,0.6548773333,139.3704553,0.1594263333
279.3,0.9207666667,139.2948467,0.1588223333
279.2,0.2194913,139.538277,0.1582456667
279.1,0.8587923333,139.2706573,0.157108
279,0.8466893333,139.233038,0.154225
278.9,0.7833607667,139.280253,0.156362
278.8,0.8724983333,138.9489963,0.148594
278.7,0.511688,139.405265,0.1573026667
278.6,0.002241666667,139.5333047,0.1600426667
278.5,0.1292096667,139.1668143,0.1577183333
278.4,0.799179,139.3868397,0.158023
278.3,0.3131985333,139.3440407,0.1570196667
278.2,0.7201291333,139.242004,0.1548306667
278.1,0.884615,139.1440783,0.154118
278,0.4810283333,139.344136,0.156599
277.9,0.588207,139.0808667,0.1562706667
277.8,0.7415446667,139.4502503,0.162099
277.7,-0.029943,139.5453917,0.1587926667
277.6,0.8433903333,139.3751063,0.157785
277.5,0.8649461667,139.5786333,0.16066
277.4,0.3569403333,139.280659,0.154395
277.3,0.7089193333,139.0461933,0.1532213333
277.2,0.5375135,139.146009,0.1573576667
277.1,0.6096986667,139.2762823,0.1562086667
277,1.385195333,139.1904387,0.1570393333
276.9,0.8599544,139.618674,0.1700523333
276.8,1.542268667,139.7140967,0.1639616667
276.7,1.146247667,139.4835897,0.159556
276.6,0.554824,139.3610887,0.1582103333
276.5,0.2148433333,139.361008,0.1533563333
276.4,0.07600216667,139.6893053,0.160161
276.3,1.094969,139.8354073,0.166366
276.2,-0.3466243333,138.9608773,0.1498686667
276.1,0.2483063333,139.1505313,0.1641993333
276,0.04895033333,139.270488,0.1536956667
275.9,0.8981006667,138.9885113,0.1520496667
275.8,-0.005503433333,139.1534837,0.1543513333
275.7,0.5753774667,139.414818,0.1568516667
275.6,0.1317313667,139.134514,0.152412
275.5,-0.0812426,138.9287317,0.1493593333
275.4,-0.001113566667,139.3100057,0.1558603333
275.3,0.5847643333,139.4307857,0.1526066667
275.2,0.0705507,139.305045,0.1544776667
275.1,0.350025,139.228064,0.156043
275,1.156067667,139.3888833,0.155178
274.9,0.7249123333,139.1246087,0.1537666667
274.8,0.6148573333,139.0880273,0.156212
274.7,0.1839576667,139.0679573,0.1560766667
274.6,-0.3926213333,139.610015,0.1579123333
274.5,0.4694599667,139.4170543,0.1580836667
274.4,0.7513273333,138.955708,0.1512563333
274.3,0.8173793333,139.2822603,0.1614666667
274.2,0.6532363333,139.4173037,0.1563223333
274.1,0.878464,139.0189673,0.156937
274,0.9642903333,139.38979,0.1573613333
273.9,1.230971333,139.0575223,0.1534133333
273.8,-0.33385078,139.187763,0.1521793333
273.7,1.052013333,139.1471517,0.1549433333
273.6,-0.2193550333,139.1873957,0.1549696667
273.5,0.0193036,139.6430957,0.160017
273.4,0.8613683333,139.569224,0.1616693333
273.3,0.128413,139.3500783,0.158721
273.2,1.232072333,139.3259007,0.153162
273.1,0.3684296667,139.1315547,0.1575636667
273,0.4435166667,139.440547,0.160339
272.9,0.8497078333,139.3154167,0.159641
272.8,0.716023,139.747531,0.161945
272.7,-0.9570213333,139.2847347,0.1592053333
272.6,-0.09204333333,139.2498873,0.1609616667
272.5,0.6111343333,139.4902207,0.1588996667
272.4,-0.1673326667,139.4681473,0.1554933333
272.3,-0.04816166667,139.388463,0.157041
272.2,0.3485816667,139.3259907,0.1579746667
272.1,0.1414313333,139.4972543,0.1581446667
272,0.2538546,139.4271663,0.1592953333
271.9,0.625877,139.4782443,0.1641423333
271.8,0.9150663333,138.887031,0.153741
271.7,0.7679796667,139.672101,0.1612093333
271.6,0.1011633333,139.3845873,0.1584896667
271.5,0.6222356667,139.8168587,0.165962
271.4,-0.741512,139.298493,0.158887
271.3,-0.02531633333,139.883938,0.1627756667
271.2,-0.2388789,139.6919527,0.166557
271.1,-0.3446384,139.3365737,0.1582596667
271,0.889784,139.1326623,0.155058
270.9,-0.8545005667,139.13757,0.1557996667
270.8,-0.6959,139.335102,0.1567556667
270.7,-0.2769132,139.5916907,0.1614106667
270.6,0.3747734667,139.0182603,0.1512853333
270.5,0.01694446667,139.0852293,0.1539706667
270.4,0.7419735333,139.3388187,0.1582163333
270.3,0.8878686667,139.3312193,0.1565336667
270.2,0.7448913333,139.717196,0.1643966667
270.1,-0.525695,139.4826493,0.1607043333
270,1.113532667,139.3004747,0.1600773333
269.9,0.4171446667,139.5131333,0.164018
269.8,1.641836667,139.604698,0.1612306667
269.7,0.11913955,139.7091223,0.1656793333
269.6,0.2169056667,139.471101,0.1612383333
269.5,1.524083333,139.7677087,0.166276
269.4,1.428926667,140.0615227,0.168383
269.3,-0.04171633333,139.722766,0.164716
269.2,0.5552640667,139.4408427,0.162072
269.1,-0.2058343333,139.4758913,0.1646056667
269,1.364807,139.8436373,0.166709
268.9,0.8742642333,139.6058537,0.1649163333
268.8,0.531836,139.547117,0.164464
268.7,-0.07945556667,139.765837,0.1668123333
268.6,-0.187144,139.8843147,0.1674676667
268.5,0.452735,139.3936923,0.1613113333
268.4,0.7610003333,139.7148967,0.1644526667
268.3,1.364122333,139.517049,0.1635463333
268.2,1.107187667,139.869144,0.16992
268.1,0.07321566667,139.719191,0.1694526667
268,-0.7535106667,139.669156,0.1664696667
267.9,-0.2779047333,139.8848947,0.1707553333
267.8,0.3711453333,139.651902,0.1674863333
267.7,0.9040333333,139.831499,0.168174
267.6,0.265117,140.11645,0.1745203333
267.5,-0.1917872333,139.8676103,0.1676666667
267.4,0.8849903333,139.9788863,0.1697873333
267.3,-0.2541743333,140.125491,0.1738936667
267.2,0.6629673333,139.715531,0.1674363333
267.1,0.2561513367,139.9270793,0.1700546667
267,-0.1040803333,139.930171,0.167326
266.9,0.3201207057,139.966234,0.172436
266.8,0.6380923333,139.8217513,0.1661886667
266.7,-0.5352964333,140.607721,0.1825376667
266.6,0.440417,140.024697,0.169198
266.5,0.159819,139.8880337,0.171355
266.4,0.8104013333,139.866966,0.1688456667
266.3,-0.3228566667,140.1526407,0.1740083333
266.2,-0.7476993333,140.4018477,0.174033
266.1,0.4828433333,139.900088,0.1686016667
266,0.6445006667,139.9978053,0.1726843333
265.9,0.399597,140.336291,0.1746936667
265.8,0.189003,139.8790573,0.169009
265.7,0.2334195833,140.3702217,0.1771373333
265.6,0.3264446667,140.1937383,0.1748196667
265.5,-0.3804918533,140.057262,0.1767423333
265.4,-0.415074,140.0601923,0.1741983333
265.3,-0.60624,140.2069513,0.1815313333
265.2,0.174772,140.065606,0.1749113333
265.1,0.2956273333,139.9642043,0.1753306667
265,1.157258333,140.3151267,0.1753103333
264.9,0.3230713333,140.2599593,0.1755396667
264.8,0.4667863333,140.0439453,0.1776436667
264.7,0.1665726667,140.1517923,0.1761356667
264.6,0.1265006667,140.2644583,0.1765543333
264.5,0.3910916667,140.4930043,0.1775073333
264.4,1.093511,140.573634,0.1840646667
264.3,0.4229053667,140.1985087,0.1772116667
264.2,0.6227295,140.3957933,0.1802193333
264.1,-0.1427703333,140.5618467,0.1813266667
264,0.4805343,140.270672,0.1768386667
263.9,1.617411667,140.642584,0.1837716667
263.8,0.301476,140.608772,0.1867436667
263.7,0.081038,140.5825563,0.1805176667
263.6,0.7623296667,140.301461,0.1800266667
263.5,0.9426208967,140.241283,0.176247
263.4,0.359107,140.660108,0.1801146667
263.3,-0.7577619,140.562346,0.186319
263.2,-0.2748106667,140.242037,0.1725066667
263.1,-0.1888597,140.9470143,0.188398
263,0.2137786267,140.509302,0.1814146667
262.9,0.3222532,140.3819197,0.1767503333
262.8,-0.0655414,140.656096,0.1850646667
262.7,0.91247,141.1287173,0.187865
262.6,-0.397753,141.0959127,0.192525
262.5,0.14273,140.0145957,0.1774283333
262.4,-0.8154643333,140.7797023,0.1861763333
262.3,0.9748893333,140.9216477,0.1899676667
262.2,1.298436667,140.671962,0.1865936667
262.1,-0.28311,141.059902,0.1940266667
262,0.2737563333,140.6942643,0.18659
261.9,-0.009398,140.738423,0.186033
261.8,0.01784333333,140.8621503,0.188324
261.7,-0.70933,140.7535817,0.1905313333
261.6,0.6528426667,140.1223577,0.177483
261.5,0.3118363333,140.7835263,0.1900313333
261.4,1.44874,140.565681,0.1847976667
261.3,0.2943227,140.4276233,0.183105
261.2,0.310353,140.7169807,0.1878506667
261.1,0.592456,141.0056053,0.191089
261,0.1341003333,140.2227517,0.1795243333
260.9,0.198203,140.9700447,0.1879376667
260.8,-0.2042363333,141.3322453,0.1951406667
260.7,-0.08339166667,141.5596903,0.2004893333
260.6,0.390592,141.2453637,0.1937766667
260.5,0.6648696667,140.947136,0.1912723333
