TITLE,TB_TH_KD_Protein and Additive,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:59:09,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,θM [deg*cm^2/dmol],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.84122,,
MAXY,28.98565,,
MINY,-60.63684,,
XYDATA,,,
263.7,36226.1958,140.5825563,0.1805176667
263.6,340782.1487,140.301461,0.1800266667
263.5,421377.2448,140.241283,0.176247
263.4,160530.6214,140.660108,0.1801146667
263.3,-338740.2325,140.562346,0.186319
263.2,-122847.8617,140.242037,0.1725066667
263.1,-84425.43585,140.9470143,0.188398
263,95564.87558,140.509302,0.1814146667
262.9,144055.9678,140.3819197,0.1767503333
262.8,-29298.79303,140.656096,0.1850646667
262.7,407898.9718,141.1287173,0.187865
262.6,-177806.4372,141.0959127,0.192525
262.5,63804.20206,140.0145957,0.1774283333
262.4,-364534.7936,140.7797023,0.1861763333
262.3,435802.1159,140.9216477,0.1899676667
262.2,580436.5966,140.671962,0.1865936667
262.1,-126557.89,141.059902,0.1940266667
262,122376.546,140.6942643,0.18659
261.9,-4201.162271,140.738423,0.186033
261.8,7976.456564,140.8621503,0.188324
261.7,-317089.8525,140.7535817,0.1905313333
261.6,291838.4741,140.1223577,0.177483
261.5,139399.3444,140.7835263,0.1900313333
261.4,647626.2852,140.565681,0.1847976667
261.3,131570.2727,140.4276233,0.183105
261.2,138736.2539,140.7169807,0.1878506667
261.1,264843.9875,141.0056053,0.191089
261,59946.50574,140.2227517,0.1795243333
260.9,88602.14573,140.9700447,0.1879376667
260.8,-91299.21025,141.3322453,0.1951406667
260.7,-37278.34898,141.5596903,0.2004893333
260.6,174605.2749,141.2453637,0.1937766667
260.5,297214.8711,140.947136,0.1912723333
260.4,305781.2398,141.2316113,0.193412
260.3,-206775.8903,140.9405123,0.1924116667
260.2,224835.1959,141.185746,0.196397
260.1,73663.53748,140.9173393,0.1944066667
260,252261.5408,140.6781513,0.187491
259.9,488004.4703,141.1562643,0.1948786667
259.8,7489.047832,141.437261,0.196387
259.7,294398.4503,140.7101133,0.1893916667
259.6,-14336.0006,141.2894513,0.1949883333
259.5,-41283.89212,141.2923273,0.1972536667
259.4,182657.1301,141.0826383,0.1950773333
259.3,540510.0581,141.0885767,0.1936453333
259.2,188369.9896,140.890969,0.1945883333
259.1,-182631.6495,141.2991797,0.2000126667
259,382819.699,141.0110567,0.1932306667
258.9,505364.0292,141.149833,0.197205
258.8,74850.24586,140.9115903,0.190249
258.7,92642.82521,141.2030007,0.1950913333
258.6,-109066.6667,141.870804,0.208416
258.5,74005.66235,141.065722,0.193289
258.4,206920.7272,141.1136793,0.1970583333
258.3,-315278.796,141.834707,0.2068833333
258.2,-368922.3663,141.9216003,0.2086036667
258.1,512014.6029,141.7274427,0.2066023333
258,550124.4226,141.8873717,0.2080303333
257.9,-242152.5853,142.2198937,0.214255
257.8,103175.7711,141.3759177,0.2009153333
257.7,463005.0663,141.2386177,0.196767
257.6,75205.78155,141.0422873,0.194039
257.5,443679.4814,141.660861,0.2065533333
257.4,-10514.6774,141.6394933,0.2084516667
257.3,219183.0577,141.790766,0.207365
257.2,-61393.83102,141.1534543,0.194276
257.1,482681.2696,142.0387737,0.2122943333
257,-136043.0636,141.4167753,0.2004936667
256.9,178730.1445,141.603312,0.2037343333
256.8,273160.3338,141.8606177,0.2091873333
256.7,23709.28327,142.218228,0.212651
256.6,207987.9303,141.6608967,0.2046516667
256.5,-230747.0422,141.716391,0.206943
256.4,206581.8805,141.1494597,0.2022933333
256.3,138876.3821,141.2252643,0.20308
256.2,-225253.6135,141.9326537,0.210511
256.1,322607.2865,141.1448677,0.1980783333
256,-12570.70481,141.385576,0.2066636667
255.9,140649.2326,142.0133537,0.2116946667
255.8,236315.4522,141.7797917,0.207758
255.7,-51282.81925,142.1571017,0.2136463333
255.6,-77317.09134,141.93143,0.2094566667
255.5,-123722.5302,142.308831,0.2189416667
255.4,-71757.86023,142.192016,0.221544
255.3,173753.2409,141.1916343,0.2041603333
255.2,603912.3827,141.8564667,0.2140713333
255.1,-445142.8997,141.6808787,0.209723
255,262873.0443,142.0348013,0.2237443333
254.9,298196.5281,142.3690407,0.2174006667
254.8,51916.4059,141.8381653,0.2102033333
254.7,315580.6884,142.0405047,0.2182146667
254.6,114382.9534,142.4402803,0.220977
254.5,182938.4592,141.6498517,0.2082323333
254.4,93688.72001,142.2980063,0.215574
254.3,184011.4737,142.5317507,0.2229123333
254.2,172221.1295,141.9581807,0.2113236667
254.1,-80486.9617,142.48978,0.2223653333
254,159031.4409,141.6987887,0.210965
253.9,47654.29891,142.0768997,0.2166363333
253.8,273209.0598,142.142143,0.217869
253.7,-274951.423,142.6977783,0.2273923333
253.6,274249.4412,142.3661253,0.2175656667
253.5,-393282.0742,142.3447897,0.217745
253.4,177581.8805,142.4449127,0.2225156667
253.3,143449.6945,142.6759947,0.22599
253.2,-153938.0122,142.7080723,0.2263483333
253.1,206342.1249,142.1063127,0.215106
253,-19828.19252,142.8476743,0.2291833333
252.9,357744.5984,142.736178,0.2272373333
252.8,440362.9861,142.699777,0.2272683333
252.7,-86704.06795,142.4981523,0.2233453333
252.6,219750.5588,142.568083,0.220686
252.5,490048.875,142.5948313,0.2243663333
252.4,142175.9797,142.8126917,0.2312613333
252.3,-63837.43108,142.5883393,0.2280683333
252.2,303037.8483,142.8047103,0.2280393333
252.1,307826.4044,142.7414973,0.225766
252,519977.2016,142.848792,0.2315203333
251.9,129989.2713,142.893196,0.230821
251.8,69993.74162,142.5936673,0.2263296667
251.7,-59987.78125,142.3976497,0.2263803333
251.6,-46171.36045,142.6993913,0.2329663333
251.5,544937.5548,142.7208893,0.2325616667
251.4,-196582.1785,142.6987597,0.229684
251.3,-220582.4765,142.5708517,0.2231783333
251.2,201353.0025,142.7013337,0.2320026667
251.1,252512.2932,142.8019737,0.2300463333
251,363598.1225,142.9665923,0.232099
250.9,189190.1058,143.096084,0.233646
250.8,-284815.6758,142.564506,0.2269166667
250.7,-97698.70362,143.389065,0.237419
250.6,3179.108926,142.831302,0.22715
250.5,-7742.035464,143.0507613,0.2358093333
250.4,228843.6895,143.1510257,0.2366466667
250.3,100276.1138,143.0692063,0.2368566667
250.2,28906.21368,143.1995363,0.239245
250.1,-381598.8675,143.1356377,0.2375206667
250,202042.8699,142.9493117,0.233568
249.9,261057.0705,143.427974,0.2413513333
249.8,115016.5549,143.097316,0.237734
249.7,-500808.2253,142.8671007,0.2322163333
249.6,-8822.828193,143.366321,0.2425556667
249.5,-346784.2348,143.1264367,0.240731
249.4,60628.81836,143.4774827,0.2433846667
249.3,132265.2362,143.1830027,0.242475
249.2,-28420.65266,143.2729987,0.2348786667
249.1,314902.6971,143.7294583,0.2450886667
249,261593.0562,143.541614,0.2449463333
248.9,-113455.5208,143.148473,0.2341613333
248.8,-717096.4089,143.2735477,0.2347986667
248.7,51763.22456,143.680519,0.2462193333
248.6,-422753.39,143.4926417,0.2446343333
248.5,198221.4275,143.5145113,0.2466273333
248.4,-386417.2255,143.5941033,0.249501
248.3,-241937.8632,143.392202,0.2419673333
248.2,-300892.5644,143.11499,0.2372463333
248.1,-33725.52526,143.4751923,0.239991
248,-369860.9745,143.2359967,0.233389
247.9,-188561.3023,143.7996237,0.2490086667
247.8,-461419.6096,143.3294963,0.2454793333
247.7,-223173.7446,143.7072593,0.2468666667
247.6,289754.135,143.2050377,0.2500406667
247.5,-204973.0294,143.7428813,0.243639
247.4,-457854.2691,143.8005753,0.248417
247.3,-365903.5911,143.755118,0.2537903333
247.2,-133764.2676,144.011968,0.2497353333
247.1,-496163.001,143.971405,0.2497393333
247,-157264.4911,143.7545387,0.2519346667
246.9,-279656.6831,143.7939603,0.251909
246.8,-147264.9382,144.2541073,0.2631703333
246.7,-387583.2216,143.6034743,0.2451413333
246.6,-324310.0879,144.483008,0.266151
246.5,-158342.1249,144.3589087,0.2601073333
246.4,-651463.2693,143.883076,0.254613
246.3,-509378.7811,144.262707,0.2577193333
246.2,-648357.9198,143.9734117,0.258318
246.1,-288188.9435,144.0050177,0.2522253333
246,-555288.1836,144.0252177,0.255642
245.9,-876307.5548,144.1437597,0.2569666667
245.8,-295687.5279,144.7415317,0.266548
245.7,-546731.3366,144.176249,0.258594
245.6,-617309.4919,144.6096157,0.2632026667
245.5,-242562.2411,143.2608297,0.2507423333
245.4,-785347.9362,144.4465107,0.2688776667
245.3,-841036.5072,144.6650307,0.2663906667
245.2,-82384.14543,144.647885,0.269107
245.1,-737848.7558,144.5309517,0.2654713333
245,-531901.803,144.2674103,0.262997
244.9,-516799.2848,144.5207003,0.268536
244.8,-149836.9841,144.5808053,0.268244
244.7,-493285.5014,144.76826,0.269547
244.6,-1157916.853,144.9464637,0.2742833333
244.5,-781507.972,144.4529707,0.264127
244.4,-1332439.279,145.3428733,0.2764436667
244.3,-605293.5479,144.2028713,0.260097
244.2,-727626.1362,144.784778,0.2690213333
244.1,-1014680.823,144.8352173,0.2667756667
244,-756212.1889,144.8613247,0.2800193333
243.9,-1240973.774,145.1502197,0.2703726667
243.8,-886002.5332,144.865497,0.270705
243.7,-1171393.235,144.8944793,0.268519
243.6,-1205170.615,145.3742687,0.2787916667
243.5,-1476937.863,145.0042717,0.2785266667
243.4,-1261825.361,145.208756,0.2826303333
243.3,-1160111.757,144.92512,0.275983
243.2,-1127104.753,145.258282,0.283511
243.1,-1036633.736,144.8579307,0.278191
243,-1166341.827,145.5542873,0.2846376667
242.9,-1734862.167,145.4009223,0.285884
242.8,-1556449.113,145.795563,0.2951723333
242.7,-1764018.775,145.5851927,0.2899623333
242.6,-1542799.881,145.6562263,0.2885543333
242.5,-1631743.406,145.161731,0.285119
242.4,-1913538.966,145.358235,0.2859103333
242.3,-1506453.584,145.469004,0.282342
242.2,-2033588.139,145.9735847,0.295005
242.1,-1696428.252,145.9685337,0.2947426667
242,-1917884.071,145.8825967,0.2900813333
241.9,-2022697.065,145.682598,0.2927983333
241.8,-1880058.114,146.1297533,0.2991903333
241.7,-2351190.583,146.061261,0.298349
241.6,-2181816.421,146.071842,0.297274
241.5,-2291728.505,146.3642277,0.3064043333
241.4,-2377919.833,146.8732153,0.311963
241.3,-2614486.664,146.5274853,0.3035426667
241.2,-2588818.358,146.4891503,0.3049223333
241.1,-2531528.833,146.6231167,0.3073083333
241,-2616213.679,146.4826227,0.3002873333
240.9,-2714371.927,146.1448227,0.3041203333
240.8,-2456298.614,146.4466047,0.3055076667
240.7,-2361345.552,146.506357,0.300093
240.6,-2688050.961,146.9517953,0.31245
240.5,-2912035.464,147.210169,0.3153686667
240.4,-2841868.574,146.8792657,0.3140926667
240.3,-2589359.261,147.000051,0.3196133333
240.2,-3205035.017,147.290205,0.31782
240.1,-2935911.191,147.274998,0.3205373333
240,-3211084.786,147.1660987,0.315436
239.9,-3338176.129,146.979039,0.3169326667
239.8,-2897949.635,147.5624277,0.3281126667
239.7,-3255501.416,147.6411657,0.3242706667
239.6,-3307538.37,147.289147,0.3174883333
239.5,-3657027.269,147.3567727,0.3276106667
239.4,-3223205.186,148.3906777,0.3392633333
239.3,-4008307.257,147.9955643,0.3346563333
239.2,-3621579.496,148.0083747,0.339558
239.1,-3819734.764,148.2686427,0.3381986667
239,-4033448.07,148.478242,0.343868
238.9,-4078465.206,148.684672,0.3499563333
238.8,-4557346.148,148.4341367,0.350014
238.7,-3626011.027,148.4906827,0.347959
238.6,-4158109.075,148.6810527,0.3535313333
238.5,-4361451.349,148.5550703,0.3470546667
238.4,-5103251.378,148.7874117,0.3544866667
238.3,-4646893.16,148.820586,0.3595773333
238.2,-5135194.457,148.7540697,0.348666
238.1,-4824511.995,149.0061533,0.357757
238,-4935255.551,149.4794767,0.365394
237.9,-5200610.937,149.3646477,0.3612143333
237.8,-5523752.049,149.4351997,0.365313
237.7,-5294784.682,149.419756,0.3673203333
237.6,-5291729.996,149.7915827,0.3730396667
237.5,-5311399.195,149.6714887,0.3735866667
237.4,-5565593.801,149.6307603,0.3717693333
237.3,-5256759.052,149.9119583,0.37226
237.2,-5609789.897,150.257572,0.3807143333
237.1,-5854716.138,150.0055313,0.375598
237,-6113217.106,150.2520813,0.386567
236.9,-6232588.288,150.4466557,0.3937383333
236.8,-6478870.511,150.671916,0.3908673333
236.7,-6098718.522,151.389042,0.3991916667
236.6,-6968007.748,150.7339917,0.392323
236.5,-6744315.303,151.018812,0.4005896667
236.4,-6188645.507,151.5021917,0.4047726667
236.3,-6807659.067,151.0444283,0.394424
236.2,-6760810.609,151.0605573,0.397434
236.1,-6806720.31,151.311339,0.4117566667
236,-7005632.544,151.582043,0.4099543333
235.9,-7982118.909,151.9745153,0.4170543333
235.8,-7813962.152,151.5722653,0.4105416667
235.7,-7553941.29,151.8742297,0.4120133333
235.6,-7848755.774,151.929906,0.4148456667
235.5,-7853866.786,152.3355933,0.4272903333
235.4,-7969497.839,152.2614203,0.4267873333
235.3,-8335344.956,152.6824823,0.4289596667
235.2,-8675949.933,152.4697533,0.4317346667
235.1,-8495112.502,153.1356943,0.4390693333
235,-8868931.605,152.7806857,0.4375833333
234.9,-9310013.411,153.1509757,0.438195
234.8,-9362017.583,152.6029343,0.4305936667
234.7,-8505468.634,153.5181277,0.4490573333
234.6,-9219758.605,153.7260243,0.4474616667
234.5,-9982804.351,153.6674733,0.4498133333
234.4,-9848413.053,154.1154617,0.460718
234.3,-9465295.783,154.0769213,0.4542786667
234.2,-10112025.03,153.896033,0.4595156667
234.1,-9389673.67,154.3989023,0.465331
234,-10073670.09,154.335312,0.4638483333
233.9,-10397288.03,154.5864057,0.463987
233.8,-10324452.39,154.714379,0.468067
233.7,-10824035.17,155.0168377,0.478638
233.6,-10881731.49,154.8425293,0.4764333333
233.5,-10638727.46,155.2476263,0.482763
233.4,-11455893.31,155.4224387,0.484583
233.3,-11600506.63,155.635911,0.4909263333
233.2,-11456116.82,155.974381,0.4946203333
233.1,-11253062.14,156.2240823,0.5019526667
233,-11072105.5,156.0591753,0.4971233333
232.9,-12039949.34,156.9586093,0.510592
232.8,-12175532.71,157.6102583,0.5211516667
232.7,-12591789.6,156.712645,0.509298
232.6,-12708717.03,157.1358813,0.5154646667
232.5,-12653389.96,157.114489,0.519027
232.4,-12408106.09,156.8084837,0.515739
232.3,-13440932.8,157.4217987,0.5271306667
232.2,-13292385.64,157.8092743,0.5301436667
232.1,-13762732.83,158.062362,0.5366623333
232,-14232007.15,158.272058,0.53915
231.9,-13415899.27,158.5134053,0.5433776667
231.8,-13385605.72,157.9232553,0.5408403333
231.7,-14086350.77,159.0908817,0.5533966667
231.6,-14634167.78,159.5986873,0.5608633333
231.5,-14184503.05,159.2852827,0.5609816667
231.4,-14786767.99,159.945388,0.5619583333
231.3,-14558113.54,159.8107577,0.565109
231.2,-15537147.97,159.597988,0.5644606667
231.1,-15170108.78,160.070363,0.5746346667
231,-15128907.76,159.9628947,0.5723593333
230.9,-15041946.06,160.661038,0.585292
230.8,-15447980.93,160.7259823,0.582898
230.7,-16104023.25,160.5829067,0.5833793333
230.6,-15429012.07,160.476832,0.5794653333
230.5,-16407361.05,160.857471,0.5881836667
230.4,-15935762.18,161.5751547,0.6017496667
230.3,-16755148.26,161.3373913,0.5930126667
230.2,-16153836.98,161.5625447,0.60374
230.1,-16837416.18,161.4873757,0.59855
230,-17074057.52,161.7621613,0.6144226667
229.9,-17443018.92,162.2924697,0.615434
229.8,-17057353.6,162.836748,0.6213783333
229.7,-17595783.04,162.436249,0.618007
229.6,-17815690.66,163.3241313,0.6335726667
229.5,-17957741.02,163.4351463,0.6332363333
229.4,-18487393.83,163.320425,0.6374016667
229.3,-18706407.39,163.9785743,0.6469073333
229.2,-17691759.8,163.277933,0.634335
229.1,-18591476.68,164.5220127,0.6548493333
229,-18574459.84,164.53248,0.658544
228.9,-18890329.31,164.6959563,0.661834
228.8,-18731649.53,165.1592157,0.6647033333
228.7,-19843987.48,165.2672073,0.6668386667
228.6,-20077097.3,165.5417567,0.67615
228.5,-19101370.88,166.115903,0.6852223333
228.4,-19688481.6,165.8610127,0.6840373333
228.3,-20237058.56,166.353626,0.6937083333
228.2,-20105602.74,167.0781307,0.7005283333
228.1,-20870198.18,167.3023367,0.7104836667
228,-20219356.28,167.6584173,0.7169153333
227.9,-20159946.36,168.0071843,0.7219816667
227.8,-20292892.27,168.9258,0.7384483333
227.7,-20418179.11,169.2063447,0.7477453333
227.6,-20858843.69,169.5192087,0.7482376667
227.5,-21432603.19,169.5099497,0.7487343333
227.4,-21290657.13,169.904887,0.7655573333
227.3,-20632722.4,170.4465307,0.768533
227.2,-21327223.96,170.7511983,0.772744
227.1,-21492340.93,171.0187787,0.7716746667
227,-21617121.14,171.5207933,0.785802
226.9,-22266145.13,171.846826,0.7894306667
226.8,-21868752.79,172.166597,0.797357
226.7,-22773163.46,172.8508413,0.8033336667
226.6,-22146461.03,172.9995053,0.805212
226.5,-22066592.16,173.6544423,0.8171373333
226.4,-22877723.14,173.69716,0.8263656667
226.3,-22489360.75,174.157048,0.830496
226.2,-22885724.93,174.6225267,0.8384766667
226.1,-22914155.86,174.6774173,0.839249
226,-24083623.9,175.1219777,0.8464173333
225.9,-23319669.2,175.8751003,0.8592403333
225.8,-23054537.33,176.407458,0.8693356667
225.7,-24323677.54,176.7651083,0.878699
225.6,-22674370.44,177.0001993,0.8836103333
225.5,-23127596.48,178.219779,0.89869
225.4,-22720011.92,178.2907397,0.903834
225.3,-23580166.89,178.8666597,0.914374
225.2,-23662092.09,179.257994,0.9224746667
225.1,-23107197.14,180.036143,0.9337823333
225,-23600283.12,180.7422413,0.9375076667
224.9,-23939591.72,181.0815097,0.953273
224.8,-24602667.26,180.9153803,0.9537273333
224.7,-24159246.01,181.9880403,0.9696003333
224.6,-24859737.74,182.7476157,0.9808206667
224.5,-23470898.52,183.4252243,0.9915413333
224.4,-23383638.8,184.0762667,1.003066667
224.3,-25030561.76,184.3170133,1.00613
224.2,-24584324.24,185.1251133,1.019996667
224.1,-24432409.48,185.6314467,1.030723333
224,-25176382.06,186.03767,1.03854
223.9,-24372045.89,186.8809733,1.04806
223.8,-24006645.81,187.4992833,1.059133333
223.7,-25084100.73,188.2619967,1.075276667
223.6,-25514230.37,188.8405333,1.078573333
223.5,-25850022.35,189.8003633,1.095536667
223.4,-25053836.98,190.3193767,1.10854
223.3,-24236820.15,191.0629033,1.124913333
223.2,-25678706.6,192.1459533,1.139806667
223.1,-24634465.8,192.8404833,1.150346667
223,-24167620.32,193.8019867,1.162103333
222.9,-25127760.39,194.78597,1.18194
222.8,-24750275.67,195.6185867,1.19369
222.7,-23658769.18,196.7716833,1.209893333
222.6,-25385039.49,197.44135,1.220283333
222.5,-24788585.9,198.47794,1.23936
222.4,-25398122.49,199.27556,1.251453333
222.3,-24365862.02,199.9727367,1.26442
222.2,-26427000.45,201.3374367,1.28266
222.1,-25153255.85,201.83738,1.29506
222,-23632081.66,202.9866967,1.309673333
221.9,-26115496.95,203.9325367,1.324106667
221.8,-25025704.07,204.8633633,1.338173333
221.7,-25616525.11,205.6439933,1.352053333
221.6,-26644672.93,207.1461733,1.371386667
221.5,-26178125.47,207.5361633,1.38539
221.4,-25075771.12,209.0177967,1.404783333
221.3,-24440545.37,209.7529067,1.418786667
221.2,-26461078.83,210.99969,1.438343333
221.1,-24507122.63,212.27769,1.455933333
221,-24843987.48,213.58063,1.473926667
220.9,-24927432.57,214.67199,1.49031
220.8,-25069214.72,215.99033,1.509453333
220.7,-24779809.27,217.33599,1.526243333
220.6,-23741990.76,218.6673867,1.552386667
220.5,-25543585.16,219.8844233,1.569043333
220.4,-25043853.38,221.6465933,1.592153333
220.3,-25534659.51,223.1346767,1.614173333
220.2,-23910803.16,223.9540767,1.62922
220.1,-24085695.13,225.4149767,1.64606
220,-23472865.44,227.1815933,1.670213333
219.9,-23609536.58,228.39045,1.691643333
219.8,-24528892.86,230.0942067,1.712436667
219.7,-23936209.21,231.6674433,1.738893333
219.6,-22524154.37,232.86449,1.75146
219.5,-23405587.84,234.3157033,1.772263333
219.4,-22866726.27,235.93767,1.794293333
219.3,-21156444.64,237.2986633,1.81739
219.2,-23128892.86,239.5387,1.839983333
219.1,-23453583.67,240.5071633,1.855733333
219,-23294352.56,242.0751,1.878293333
218.9,-21615273.43,243.8027867,1.90229
218.8,-22145477.57,245.542,1.928266667
218.7,-21507688.87,247.3622333,1.94916
218.6,-22232618.09,249.7665767,1.977166667
218.5,-22297988.38,251.34675,2.000183333
218.4,-21573163.46,253.1082867,2.027603333
218.3,-20078691.7,255.3728067,2.05335
218.2,-19036879.75,256.97428,2.075216667
218.1,-18664178.21,259.67113,2.110873333
218,-20814483.68,261.3823333,2.131276667
217.9,-18091402.18,264.08032,2.163663333
217.8,-19520801.67,265.8766533,2.186703333
217.7,-19160527.49,268.4618867,2.217173333
217.6,-17381463.27,270.6508933,2.24615
217.5,-16894501.56,273.5841667,2.279713333
217.4,-18913276.71,275.66404,2.30667
217.3,-14463954.7,278.4250967,2.341543333
217.2,-15102488.45,281.0087667,2.369033333
217.1,-13489673.67,283.8832267,2.40612
217,-15787676.95,285.8874,2.428106667
216.9,-15376054.24,289.14859,2.466203333
216.8,-17881805.99,291.7302933,2.49549
216.7,-14911801.52,294.2428933,2.524936667
216.6,-12415541.65,296.1844933,2.550153333
216.5,-13510713.75,299.1793633,2.583776667
216.4,-11498495.01,300.7949,2.6025
216.3,-11279332.44,304.08863,2.637033333
216.2,-12406973.63,306.17763,2.662423333
216.1,-12272180,309.05789,2.690036667
216,-11461332.14,311.6101467,2.721126667
215.9,-11063045.75,314.12532,2.74802
215.8,-10497779.76,316.8260167,2.778413333
215.7,-13562166.59,319.14912,2.798696667
215.6,-11393994.93,321.91666,2.830443333
215.5,-10641931.16,325.2045667,2.86491
215.4,-8573476.382,327.3453,2.889103333
215.3,-10724497.09,330.71539,2.922456667
215.2,-5491817.911,333.82166,2.955213333
215.1,-8088122.485,336.4384767,2.982653333
215,-11337684.4,338.0974133,3.001263333
214.9,-7740619.878,341.16647,3.032693333
214.8,-8537729.101,344.3958233,3.064613333
214.7,-10061421.55,347.07069,3.090983333
214.6,-9325122.932,350.4877133,3.124246667
214.5,-8729818.209,353.47773,3.151483333
214.4,-6146914.022,356.69907,3.18391
214.3,-5509494.859,358.83773,3.202006667
214.2,-7360719.714,361.49414,3.23295
214.1,-6975279.392,364.7060933,3.26228
214,-10310341.23,367.6666867,3.29071
213.9,-5325744.3,370.5760167,3.318166667
213.8,-5762095.068,373.6322,3.349176667
213.7,-6125434.361,376.7854133,3.375696667
213.6,-5841053.047,379.0807533,3.397956667
213.5,-7535374.758,381.9684533,3.424583333
213.4,-5358188.049,384.8605333,3.451653333
213.3,-9326165.996,388.39997,3.482316667
213.2,-9946744.151,390.86392,3.506573333
213.1,-4996760.542,393.11841,3.526103333
213,-4610150.499,395.8142433,3.550073333
212.9,-1644003.874,398.2689,3.57133
212.8,-3306328.416,401.3524333,3.597886667
212.7,-4836303.084,404.0238333,3.623293333
212.6,-6149666.22,406.8204867,3.64808
212.5,-1720944.718,409.7893533,3.672916667
212.4,-4124368.947,412.4417233,3.695276667
212.3,-2136337.357,416.1502333,3.72676
212.2,-2643021.904,418.44205,3.748103333
212.1,-4179333.929,422.0878967,3.77947
212,-954710.1773,424.9163467,3.80188
211.9,1352510.803,427.6495567,3.824023333
211.8,510032.782,430.93134,3.851753333
211.7,-5736095.962,433.4817333,3.87467
211.6,286701.8328,436.1111,3.892796667
211.5,-4730123.678,438.1084133,3.909776667
211.4,-7989465.057,441.1123167,3.93516
211.3,-2052519.744,443.12983,3.95093
211.2,449143.1977,444.6882,3.964466667
211.1,-1735629.414,447.3322933,3.988093333
211,-2631415.586,449.2316733,4.00276
210.9,-4087596.483,451.5020133,4.018476667
210.8,1115081.21,453.8748133,4.037183333
210.7,478641.0371,455.79661,4.053766667
210.6,-2070648.19,457.7726533,4.068813333
210.5,-3081089.256,459.7212233,4.084493333
210.4,-3097092.237,461.6741667,4.100313333
210.3,-4371558.635,463.4697533,4.11489
210.2,-4942816.272,465.5060167,4.132156667
210.1,-272585.3077,467.23418,4.143473333
210,-3612199.374,469.1148433,4.15772
209.9,-3052506.333,470.6709167,4.169566667
209.8,2745841.156,472.8857567,4.187906667
209.7,-4015283.862,474.3256533,4.196246667
209.6,-2901072.865,476.3685433,4.212776667
209.5,2574304.873,478.56509,4.229796667
209.4,516453.5837,479.3879433,4.237036667
209.3,-1790271.197,480.4704767,4.24598
209.2,-3937481.746,482.67818,4.26072
209.1,7013.857845,484.2171733,4.272516667
209,-3482469.081,484.6840633,4.277053333
208.9,1153103.859,485.67799,4.28413
208.8,-3998451.796,486.9190333,4.293466667
208.7,-2257353.599,487.59715,4.299136667
208.6,397305.3196,488.5634767,4.30808
208.5,-2246334.376,489.33013,4.311723333
208.4,-1138982.223,490.37726,4.317476667
208.3,-436353.7476,491.8525967,4.328383333
208.2,-5178077.485,492.88696,4.338363333
208.1,-4530274.177,494.08085,4.345676667
208,-1014248.249,495.23615,4.354616667
207.9,-4617739.532,495.89258,4.36155
207.8,-709964.2378,497.2222567,4.368643333
207.7,1941023.692,497.7465267,4.375306667
207.6,-1266483.385,498.6467733,4.380176667
207.5,1637928.774,499.2503933,4.383803333
207.4,-1570119.207,499.7473033,4.39008
207.3,-1285982.715,500.49527,4.392796667
207.2,-1233741.618,500.90435,4.39776
207.1,1610841.901,501.4661733,4.40339
207,84082.25302,502.1184967,4.40641
206.9,-5153679.034,502.6324633,4.409793333
206.8,-1792236.477,503.3546833,4.41499
206.7,-3300841.901,503.5463267,4.41791
206.6,-3304486.664,504.24202,4.422366667
206.5,-803342.2739,504.6422,4.42493
206.4,1060259.276,505.4995133,4.431186667
206.3,2113019.52,506.1330833,4.433716667
206.2,4262068.246,506.7816567,4.438483333
206.1,-849916.5549,507.01035,4.440523333
206,-389452.9876,507.6839433,4.446776667
205.9,-4867678.438,508.0628833,4.448196667
205.8,613518.1046,508.2742133,4.450023333
205.7,-734751.8999,508.6159567,4.45255
205.6,63692.44524,508.76503,4.455606667
205.5,3326583.222,509.38688,4.460943333
205.4,988666.3686,510.03301,4.46192
205.3,-1575921.621,510.97188,4.467233333
205.2,-3133188.139,510.88092,4.47013
205.1,-960202.6524,511.4334867,4.472163333
205,-137815.5267,512.1909267,4.476863333
204.9,1947103.263,512.0803567,4.476306667
204.8,1525814.335,512.58529,4.481436667
204.7,-2239306.81,512.9419467,4.482316667
204.6,185593.8012,513.4584533,4.484996667
204.5,-438870.5111,513.2690933,4.48507
204.4,2001041.574,513.6388967,4.48878
204.3,-1218505.588,514.2139867,4.490753333
204.2,-1695033.527,514.91519,4.495523333
204.1,-1220825.51,514.79223,4.497166667
204,-1580545.373,514.8009367,4.497296667
203.9,-934871.1071,515.25518,4.500623333
203.8,-1320164.655,515.8503033,4.505056667
203.7,-2560199.672,516.3153533,4.50976
203.6,872087.6173,516.53244,4.509676667
203.5,5940983.46,517.1548567,4.511233333
203.4,-1026274.773,517.2317267,4.512763333
203.3,-56520.63776,517.72596,4.51701
203.2,-423968.1121,517.7962467,4.518836667
203.1,-3109356.281,518.5215733,4.522786667
203,-24340.63478,518.8737767,4.525123333
202.9,30724.18418,519.4084533,4.529183333
202.8,-864365.5193,519.8588,4.532096667
202.7,-1646896.141,519.5778267,4.5303
202.6,-1129560.572,520.4622233,4.53689
202.5,769043.3616,520.6925833,4.540536667
