TITLE,SL + BM Corrected Average Protein and KCl,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,14:32:43,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.06098,,
MAXY,57.79573,,
MINY,-68.37383,,
XYDATA,,,
254,-176.172062,212.478,0.207801
253.9,-391.2414335,212.566,0.209029
253.8,148.3850791,212.915,0.213936
253.7,-537.8424152,212.383,0.206461
253.6,-94.49688244,212.985,0.214923
253.5,309.4662067,212.62,0.209794
253.4,516.8886644,212.074,0.202103
253.3,-229.754905,213.878,0.227446
253.2,85.56680094,213.371,0.220348
253.1,17.08950096,213.612,0.223716
253,-263.9779748,212.245,0.204514
252.9,186.2707782,212.677,0.210591
252.8,257.0127683,212.68,0.210639
252.7,-588.0435138,212.237,0.204402
252.6,-147.5589537,213.072,0.216149
252.5,63.23384718,213.027,0.215513
252.4,215.7421607,213.297,0.219298
252.3,-331.7353953,212.009,0.201192
252.2,-67.01912382,213.097,0.216499
252.1,-662.6710064,212.56,0.208949
252,-335.9966413,213.072,0.216149
251.9,139.4550717,212.894,0.21365
251.8,40.08723385,213.44,0.221317
251.7,115.127854,212.837,0.212838
251.6,46.85771147,212.592,0.209396
251.5,-407.6687154,213.285,0.219139
251.4,-168.1296331,213.614,0.223747
251.3,-296.9907984,212.936,0.214239
251.2,-433.1159581,212.756,0.211707
251.1,-143.4465771,213.421,0.221047
251,192.660087,213.702,0.224986
250.9,-373.1581283,213.157,0.217342
250.8,-481.9269857,213.831,0.226795
250.7,-581.3163661,214.377,0.234435
250.6,-911.8770973,213.469,0.221714
250.5,-4.651014478,213.686,0.224764
250.4,-36.69909486,213.587,0.223367
250.3,738.3610568,214.058,0.229967
250.2,-240.1143253,213.229,0.218344
250.1,-909.7175021,213.94,0.228318
250,-213.2229903,213.723,0.225272
249.9,-38.52749145,214.483,0.235907
249.8,31.42730988,213.837,0.226875
249.7,392.4105888,213.907,0.227858
249.6,292.5520868,213.027,0.215513
249.5,-439.0306072,214.185,0.231742
249.4,-79.50440302,214.023,0.229476
249.3,-192.0196643,214.321,0.233643
249.2,-682.9947787,213.902,0.227779
249.1,-436.7613766,213.988,0.228984
249,-288.2715604,212.911,0.213889
248.9,-326.8712887,214.346,0.233992
248.8,179.9497457,213.743,0.225557
248.7,-916.6110385,214.211,0.232107
248.6,-45.65631754,212.932,0.214175
248.5,-89.6244835,215.011,0.243275
248.4,-92.68523518,213.514,0.22235
248.3,-644.9209249,214.18,0.231679
248.2,-499.3088868,214.348,0.234023
248.1,206.8615815,214.674,0.238581
248,-349.1595485,214.004,0.229206
247.9,-443.9315917,214.932,0.242169
247.8,17.9105,213.933,0.228223
247.7,-353.1445033,213.331,0.219775
247.6,-600.8235311,213.817,0.226589
247.5,-140.5938854,214.762,0.239798
247.4,-532.1988839,214.38,0.234467
247.3,-771.8401724,214.746,0.239577
247.2,-748.803954,214.51,0.236287
247.1,-323.9894864,214.699,0.238929
247,-369.8226482,214.339,0.233896
246.9,-550.102461,215.486,0.249887
246.8,-642.5703462,214.915,0.241932
246.7,-951.0735074,214.066,0.230078
246.6,-157.8997535,214.687,0.238755
246.5,-1156.338826,214.691,0.238818
246.4,-606.2491685,215.521,0.250376
246.3,-571.6897492,215.116,0.244744
246.2,-495.8675826,215.871,0.255243
246.1,-125.9184756,215.213,0.246085
246,-795.6868947,215.03,0.243543
245.9,-1014.199416,215.058,0.243938
245.8,-1267.203141,215.764,0.253763
245.7,-18.58619234,215.564,0.250975
245.6,-711.8062207,216.061,0.257887
245.5,-592.7016744,216.109,0.258548
245.4,-492.534142,215.699,0.25285
245.3,-1188.658017,215.756,0.253653
245.2,-356.9416904,216.076,0.258092
245.1,-1272.468435,215.788,0.254094
245,-375.4759191,215.473,0.249714
244.9,-3.929988142,215.166,0.245438
244.8,-638.5714862,215.813,0.25444
244.7,-603.2094837,216.155,0.259193
244.6,-922.4620262,215.894,0.255558
244.5,-1371.362789,216.947,0.270169
244.4,-514.9890884,217.286,0.274854
244.3,-965.7798839,217.013,0.271078
244.2,-1078.195827,215.854,0.255007
244.1,-1276.26056,216.189,0.259664
244,-709.4653636,216.416,0.262808
243.9,-1531.020921,216.501,0.263986
243.8,-955.6067574,216.03,0.257447
243.7,-1181.447753,216.207,0.259916
243.6,-1639.236659,216.365,0.262101
243.5,-1662.38686,216.883,0.269275
243.4,-1935.731538,216.632,0.265807
243.3,-1098.040206,216.403,0.262635
243.2,-1522.688399,217.078,0.271971
243.1,-1659.612539,216.851,0.268836
243,-2187.275939,216.46,0.263421
242.9,-1671.774704,217.803,0.281987
242.8,-1525.951702,217.303,0.275088
242.7,-1637.50697,218.23,0.287874
242.6,-1480.366699,216.925,0.269855
242.5,-1065.092591,217.01,0.271031
242.4,-2060.894,218.035,0.285189
242.3,-1725.548262,217.601,0.279204
242.2,-2233.920225,218.029,0.285111
242.1,-1918.714691,217.589,0.279032
242,-2654.902991,217.832,0.282393
241.9,-2289.496275,217.493,0.277718
241.8,-2337.813676,218.051,0.285408
241.7,-1670.148337,218.692,0.294234
241.6,-2454.752597,217.851,0.282658
241.5,-2909.775578,217.921,0.283612
241.4,-2292.429809,217.614,0.279376
241.3,-2339.616374,218.077,0.285767
241.2,-3150.908079,218.202,0.287483
241.1,-2150.773217,219.034,0.298935
241,-2821.517545,219.818,0.309683
240.9,-3151.179636,219.336,0.30307
240.8,-3555.733333,218.971,0.298063
240.7,-3285.427745,219.071,0.299433
240.6,-2987.499955,219.467,0.304872
240.5,-2341.309828,219.501,0.305338
240.4,-2701.549063,219.671,0.307666
240.3,-3126.15155,218.526,0.291943
240.2,-2787.944188,218.617,0.293206
240.1,-2683.662592,218.99,0.298328
240,-3021.252415,219.525,0.305664
239.9,-3847.672332,219.763,0.308923
239.8,-3356.92018,219.771,0.309032
239.7,-4123.330844,219.687,0.307883
239.6,-3677.328182,219.775,0.309094
239.5,-3560.981298,219.97,0.311761
239.4,-3455.673695,221.18,0.328278
239.3,-3938.05,220.294,0.316191
239.2,-4426.793759,220.988,0.325654
239.1,-4259.886953,221.561,0.333459
239,-4330.842466,221.344,0.3305
238.9,-4448.945183,221.066,0.326719
238.8,-4346.019454,222.078,0.340479
238.7,-4704.805323,222.34,0.34403
238.6,-4820.998502,221.322,0.330207
238.5,-4727.692955,221.571,0.333598
238.4,-4715.930687,222.477,0.345889
238.3,-5090.689903,222.227,0.342509
238.2,-4939.667261,222.076,0.340448
238.1,-5564.314436,222.175,0.341802
238,-5200.430617,222.466,0.34575
237.9,-6051.210743,223.268,0.356592
237.8,-5599.77887,223.177,0.355367
237.7,-5345.473339,222.347,0.344138
237.6,-5040.879083,223.905,0.365202
237.5,-6884.668966,223.517,0.359959
237.4,-5244.196946,223.034,0.353436
237.3,-5797.392466,225.112,0.381435
237.2,-6642.608972,224.428,0.372238
237.1,-6314.929518,226.023,0.393642
237,-7023.377672,223.95,0.365798
236.9,-5945.058172,225.133,0.381709
236.8,-6865.859307,224.639,0.375072
236.7,-7266.961517,224.567,0.374113
236.6,-6751.788768,224.665,0.375423
236.5,-6420.762933,225.36,0.384764
236.4,-7302.194586,225.731,0.389729
236.3,-7464.630661,225.341,0.384506
236.2,-7421.785362,226.822,0.404313
236.1,-7557.07673,226.116,0.394885
236,-7845.017005,227.13,0.408421
235.9,-7795.292793,226.4,0.398686
235.8,-7920.837428,226.276,0.397021
235.7,-8769.644749,226.185,0.395809
235.6,-7903.883708,226.425,0.399019
235.5,-8079.461723,226.529,0.400396
235.4,-9090.208477,226.339,0.397869
235.3,-8684.925562,227.361,0.4115
235.2,-9909.089106,226.811,0.404162
235.1,-9239.259497,227.16,0.408814
235,-9553.761423,227.505,0.413415
234.9,-9044.145863,228.128,0.421697
234.8,-8710.546066,228.34,0.424509
234.7,-10050.88103,228.077,0.42102
234.6,-9055.945653,228.147,0.421938
234.5,-9576.400875,228.872,0.431552
234.4,-10654.12907,229.124,0.434896
234.3,-11255.76474,229.052,0.433936
234.2,-9418.586625,229.513,0.440033
234.1,-10426.10892,229.21,0.436035
234,-10978.22811,229.488,0.439704
233.9,-11092.15176,230.097,0.447733
233.8,-11332.04272,230.046,0.447061
233.7,-11061.44412,230.601,0.454374
233.6,-11191.4536,230.464,0.452569
233.5,-11831.73029,230.919,0.458561
233.4,-11668.40754,230.79,0.456862
233.3,-11638.78369,230.388,0.45157
233.2,-11484.0176,230.867,0.457875
233.1,-12169.66542,231.512,0.466341
233,-13100.76889,232.113,0.474223
232.9,-11542.58867,232.188,0.475202
232.8,-13179.38533,232.614,0.480772
232.7,-13195.22649,232.452,0.478654
232.6,-13098.33173,233.348,0.490351
232.5,-13225.47668,232.453,0.478669
232.4,-13914.42751,232.908,0.484603
232.3,-13030.21183,233.258,0.48917
232.2,-14376.45418,233.048,0.486437
232.1,-14781.53,234.267,0.502305
232,-13705.99913,233.716,0.495131
231.9,-14316.69713,234.525,0.505644
231.8,-14554.40967,234.063,0.499655
231.7,-15025.75799,234.234,0.501878
231.6,-14739.8857,235.175,0.514073
231.5,-15833.74136,235.658,0.520317
231.4,-15211.09198,235.62,0.519834
231.3,-16526.33397,236.047,0.525351
231.2,-15281.71549,236.413,0.530072
231.1,-16038.29962,235.118,0.51334
231,-15865.56133,236.433,0.53032
230.9,-16307.57505,235.564,0.519102
230.8,-16127.68173,235.252,0.515071
230.7,-16863.09139,234.69,0.50779
230.6,-16996.11457,236.285,0.528421
230.5,-17565.23364,236.963,0.537149
230.4,-16781.72677,236.294,0.528538
230.3,-16603.87189,237.815,0.548095
230.2,-17285.96955,237.585,0.545143
230.1,-18575.45527,238.456,0.556312
230,-17900.86284,237.48,0.54379
229.9,-18150.8845,238.155,0.552452
229.8,-17954.76875,237.622,0.545623
229.7,-18576.75366,237.631,0.545739
229.6,-18160.71115,239.092,0.564439
229.5,-18866.66193,238.934,0.562427
229.4,-18806.88925,239.902,0.57477
229.3,-19041.46028,239.944,0.575304
229.2,-18315.90693,239.286,0.566912
229.1,-19357.68162,238.699,0.559414
229,-20356.57333,239.635,0.571363
228.9,-19976.26238,241.253,0.59193
228.8,-19897.77398,240.247,0.579154
228.7,-20273.57387,239.628,0.571276
228.6,-20405.5668,240.237,0.579039
228.5,-19691.49077,241.192,0.591154
228.4,-20140.84934,240.839,0.586684
228.3,-20514.84366,241.927,0.600466
228.2,-21441.91094,242.321,0.60545
228.1,-20529.36775,242.469,0.60731
228,-21284.47693,242.901,0.612769
227.9,-21792.98646,243.257,0.617251
227.8,-21726.07393,243.296,0.617736
227.7,-21184.91455,243.526,0.62063
227.6,-22159.53985,243.152,0.615924
227.5,-21881.66733,243.888,0.625188
227.4,-23279.50369,243.757,0.623536
227.3,-22300.26132,244.515,0.633051
227.2,-22447.43035,244.27,0.629982
227.1,-22366.33312,244.635,0.634557
227,-22745.28554,245.104,0.64043
226.9,-22812.2402,245.17,0.641252
226.8,-23834.72267,245.356,0.643576
226.7,-23470.9044,246.823,0.661872
226.6,-23877.4318,245.467,0.644964
226.5,-23924.55801,245.732,0.648275
226.4,-22705.92224,246.754,0.661013
226.3,-23169.28715,246.093,0.652785
226.2,-24344.67384,247.193,0.666478
226.1,-24010.77969,247.366,0.668617
226,-23387.41451,247.093,0.665225
225.9,-24580.07563,248.43,0.681804
225.8,-24053.81512,247.542,0.670811
225.7,-24131.79867,248.448,0.682028
225.6,-24626.96303,247.981,0.676249
225.5,-23723.51523,248.943,0.688149
225.4,-25161.79635,249.216,0.69152
225.3,-25499.36085,249.073,0.689758
225.2,-25143.79317,249.287,0.692401
225.1,-25508.49792,249.623,0.696536
225,-25554.82792,249.761,0.69824
224.9,-26156.60726,250.34,0.705365
224.8,-26214.08838,250.64,0.709054
224.7,-25749.85475,249.776,0.698421
224.6,-26332.1369,250.961,0.71299
224.5,-26336.86087,250.699,0.709778
224.4,-25185.03475,251.001,0.713477
224.3,-25818.81661,252.149,0.727544
224.2,-25803.69057,251.172,0.715575
224.1,-26295.51136,253.098,0.739116
224,-26264.78935,251.436,0.71881
223.9,-25526.7929,252.047,0.726298
223.8,-26804.92875,252.265,0.728956
223.7,-25692.81953,252.315,0.729566
223.6,-26361.92781,254.114,0.751478
223.5,-25168.74101,253.14,0.739627
223.4,-25702.6145,253.058,0.738633
223.3,-26250.94275,254.573,0.757046
223.2,-26258.25664,253.741,0.746949
223.1,-26515.46727,254.484,0.75596
223,-26567.94512,254.675,0.758282
222.9,-26426.21037,253.854,0.748312
222.8,-26695.78073,254.884,0.760808
222.7,-26343.56599,255.297,0.765814
222.6,-27312.40967,255.797,0.771853
222.5,-26702.1531,256.58,0.781296
222.4,-26877.90606,258.256,0.801428
222.3,-27731.49347,256.319,0.778156
222.2,-26893.75629,255.774,0.771579
222.1,-26471.56446,257.514,0.792539
222,-27343.96377,257.104,0.78761
221.9,-26631.50427,256.971,0.786002
221.8,-26428.6258,258.318,0.802175
221.7,-26015.43438,259.012,0.810485
221.6,-27648.50204,258.495,0.804291
221.5,-28037.70739,258.369,0.802785
221.4,-27109.72177,258.642,0.806054
221.3,-27550.99495,259.176,0.812435
221.2,-26198.94608,259.898,0.82106
221.1,-26894.83373,258.917,0.809348
221,-26635.04926,259.523,0.816588
220.9,-26762.23828,259.451,0.815723
220.8,-26598.98931,260.695,0.830542
220.7,-27234.07789,260.624,0.829693
220.6,-26349.59637,261.102,0.835374
220.5,-27422.66581,261.143,0.835859
220.4,-27446.02807,261.86,0.844363
220.3,-27359.45875,261.605,0.841342
220.2,-28123.68163,262.561,0.852661
220.1,-27633.75844,262.301,0.84958
220,-25885.16965,261.899,0.844833
219.9,-27080.75714,262.448,0.851322
219.8,-26961.52889,263.456,0.863224
219.7,-27146.06772,263.573,0.864599
219.6,-26746.65783,263.613,0.865066
219.5,-27019.66821,263.742,0.866588
219.4,-26882.84352,264.33,0.873505
219.3,-26904.42161,264.168,0.8716
219.2,-26585.80538,264.533,0.875888
219.1,-26583.942,265.077,0.88227
219,-25851.88393,265.474,0.88693
218.9,-26822.89695,265.726,0.889874
218.8,-26876.37408,265.769,0.890378
218.7,-26140.4761,265.214,0.883877
218.6,-26941.01783,267.255,0.90773
218.5,-27344.63447,266.55,0.8995
218.4,-26658.17883,267.26,0.907783
218.3,-26520.68403,267.096,0.905869
218.2,-26502.15635,266.876,0.903307
218.1,-27174.5921,267.566,0.911343
218,-26840.2394,267.882,0.915019
217.9,-27432.23374,267.913,0.915375
217.8,-26479.46374,269.4,0.932625
217.7,-26536.47634,268.937,0.92726
217.6,-27128.74909,268.553,0.922807
217.5,-27702.79564,269.077,0.928887
217.4,-25780.838,269.694,0.936018
217.3,-26740.88158,270.086,0.940546
217.2,-26553.87595,270.621,0.946715
217.1,-26840.18654,270.706,0.947694
217,-25884.32698,271.285,0.95436
216.9,-26324.22823,270.901,0.949939
216.8,-26766.46796,271.551,0.957421
216.7,-25535.29451,271.937,0.961858
216.6,-27092.60308,272.321,0.966265
216.5,-25533.34273,273.322,0.977718
216.4,-25956.77339,273.164,0.975918
216.3,-26421.12106,273.679,0.981796
216.2,-27834.56198,274.232,0.988104
216.1,-26261.9575,274.273,0.988568
216,-24322.79443,273.748,0.982585
215.9,-25451.28776,274.184,0.987561
215.8,-27080.02763,275.091,0.997881
215.7,-25348.24843,275.403,1.00143
215.6,-26175.154,275.645,1.00417
215.5,-27080.55883,275.731,1.00515
215.4,-26218.98207,276.496,1.01382
215.3,-26653.04097,276.55,1.01444
215.2,-26859.80373,276.916,1.01858
215.1,-25973.03249,277.341,1.02338
215,-25842.64532,277.767,1.02819
214.9,-26272.59171,277.472,1.02486
214.8,-27328.0659,277.732,1.02779
214.7,-26149.69327,278.339,1.03463
214.6,-27320.31521,278.895,1.04089
214.5,-26824.59969,278.249,1.03361
214.4,-27337.67549,279.036,1.04247
214.3,-27016.06218,279.734,1.0503
214.2,-25919.69345,280.162,1.0551
214.1,-27235.64947,280.092,1.05432
214,-25322.55374,280.949,1.0639
213.9,-27134.35502,280.894,1.06329
213.8,-25436.37578,280.89,1.06324
213.7,-27123.17978,281.984,1.07545
213.6,-27602.04415,282.461,1.08076
213.5,-26505.91572,282.956,1.08626
213.4,-27382.54113,282.819,1.08474
213.3,-26882.13277,283.659,1.09406
213.2,-26483.07558,281.821,1.07363
213.1,-27668.67574,283.59,1.09329
213,-25634.03586,284.615,1.10464
212.9,-27493.46261,283.1,1.08786
212.8,-27471.6027,284.057,1.09846
212.7,-26181.71783,285.921,1.11904
212.6,-28791.64592,285.868,1.11846
212.5,-26748.95653,285.981,1.1197
212.4,-27136.26396,286.907,1.12989
212.3,-26470.4093,286.937,1.13021
212.2,-26158.483,286.675,1.12734
212.1,-27491.96712,287.63,1.13782
212,-27678.81656,288.724,1.14978
211.9,-27291.60665,290.166,1.1655
211.8,-27409.77577,290.737,1.1717
211.7,-27093.97044,288.802,1.15063
211.6,-26799.18183,290.379,1.16781
211.5,-27623.92938,290.883,1.17329
211.4,-26812.13827,292.166,1.18718
211.3,-28386.85655,291.991,1.1853
211.2,-25918.81596,291.948,1.18483
211.1,-28267.62145,292.887,1.19497
211,-27159.80726,292.79,1.19393
210.9,-28512.97601,293.472,1.20128
210.8,-27320.23495,293.745,1.20423
210.7,-28444.18075,295.012,1.21784
210.6,-28589.73428,294.777,1.21531
210.5,-27843.479,295.256,1.22045
210.4,-27988.99382,297.037,1.2395
210.3,-28010.77677,296.904,1.23808
210.2,-28914.94172,296.834,1.23733
210.1,-27991.7481,297.992,1.24967
210,-28217.40568,298.045,1.25024
209.9,-30062.90292,299.12,1.26164
209.8,-27622.26029,300.561,1.2769
209.7,-28143.75633,299.741,1.26822
209.6,-29840.1229,300.603,1.27734
209.5,-29048.74176,301.991,1.29197
209.4,-27386.66446,301.634,1.28821
209.3,-28658.6942,302.041,1.29249
209.2,-27650.35947,303.469,1.30749
209.1,-30003.20765,303.557,1.30841
209,-28230.97848,305.338,1.32702
208.9,-28949.9555,305.906,1.33293
208.8,-27549.06845,305.907,1.33294
208.7,-28435.06408,305.93,1.33319
208.6,-28980.75611,306.82,1.34243
208.5,-28365.892,307.104,1.34539
208.4,-27818.30993,308.365,1.35844
208.3,-28129.94323,308.847,1.36342
208.2,-29252.85341,310.456,1.38
208.1,-26658.94094,310.864,1.38419
208,-27603.15019,311.877,1.39457
207.9,-27707.28884,312.184,1.39772
207.8,-28860.74639,313.389,1.41003
207.7,-28594.26863,313.294,1.40906
207.6,-25467.95042,315.143,1.42788
207.5,-26610.03949,316.36,1.44022
207.4,-27970.21557,316.989,1.44658
207.3,-27625.77401,316.791,1.44457
207.2,-27489.57551,318.131,1.4581
207.1,-27645.20584,319.83,1.47517
207,-26383.40366,319.957,1.47644
206.9,-25079.60039,320.506,1.48194
206.8,-26185.28916,320.69,1.48378
206.7,-26420.84726,321.853,1.49541
206.6,-25258.78593,323.3,1.50981
206.5,-25575.6424,324.256,1.51929
206.4,-24042.31101,325.262,1.52926
206.3,-24919.01191,325.964,1.5362
206.2,-23817.43326,326.579,1.54226
206.1,-25056.50298,327.577,1.55208
206,-21880.09174,328.36,1.55976
205.9,-23637.5663,329.699,1.57288
205.8,-21846.87465,331.166,1.5872
205.7,-22303.12593,331.301,1.58851
205.6,-20595.27935,332.899,1.60404
205.5,-20449.46058,334.106,1.61573
205.4,-20726.5666,334.943,1.62381
205.3,-23127.53134,335.403,1.62825
205.2,-20001.17419,337.483,1.64824
205.1,-18224.98,338.967,1.66245
205,-17192.5242,339.749,1.66991
204.9,-20389.18999,340.729,1.67924
204.8,-20232.5696,342.497,1.69602
204.7,-19746.82444,343.119,1.7019
204.6,-16539.33061,343.982,1.71006
204.5,-15747.51326,345.356,1.72299
204.4,-18191.24456,346.771,1.73628
204.3,-17665.58478,348.46,1.75208
204.2,-11629.92963,349.433,1.76116
204.1,-13543.15585,350.952,1.77527
204,-13207.60987,351.441,1.77981
203.9,-12944.20062,353.489,1.79874
203.8,-13108.83641,355.035,1.81298
203.7,-14677.96155,357.467,1.83525
203.6,-10852.59221,357.243,1.8332
203.5,-12428.54602,358.853,1.8479
203.4,-11988.4097,360.516,1.86301
203.3,-11179.35501,361.652,1.87331
203.2,-8981.619644,362.064,1.87703
203.1,-10091.67939,364.322,1.89739
203,-8768.653859,365.136,1.9047
202.9,-8068.460239,366.35,1.91559
202.8,-10194.64755,368.381,1.93372
202.7,-8444.430449,369.979,1.94793
202.6,-7253.047925,371.086,1.95775
202.5,-6537.316497,373.222,1.97662
202.4,-5761.700424,374.882,1.99122
202.3,-6706.858468,375.729,1.99864
202.2,-3672.969122,377.368,2.01298
202.1,-3823.917916,379.389,2.03059
202,-4830.745833,381.966,2.05292
201.9,-2828.910039,382.175,2.05472
201.8,-2348.648425,385.013,2.07916
201.7,-2846.165302,386.609,2.09285
201.6,204.20425,388.208,2.1065
201.5,95.45701053,389.796,2.12001
201.4,703.1771146,391.987,2.13859
201.3,418.1518103,393.532,2.15163
201.2,4242.864001,395.773,2.17047
201.1,3093.098976,397.949,2.18868
201,970.381917,399.142,2.19863
200.9,1931.068463,401.169,2.21548
200.8,5191.904253,402.404,2.22571
200.7,3233.511079,404.052,2.23932
200.6,5740.212411,406.64,2.26059
200.5,7319.248953,407.597,2.26843
200.4,5312.09129,410.113,2.28897
200.3,6389.231413,412.28,2.30657
200.2,5106.617289,414.084,2.32117
200.1,8797.951441,416.283,2.33889
200,12327.15362,418.019,2.35282
199.9,7883.204855,420.941,2.37616
199.8,9015.765149,423.36,2.39538
199.7,9488.336062,424.416,2.40374
199.6,10285.15742,426.99,2.42404
199.5,11809.1908,428.814,2.43837
199.4,10345.09283,430.07,2.44821
199.3,11042.1761,432.192,2.46477
199.2,12236.41212,435.031,2.48682
199.1,9969.773232,435.74,2.49231
199,12004.7274,437.916,2.50911
198.9,13910.60714,440.824,2.53145
198.8,13693.93716,443.34,2.55067
198.7,13287.39606,445.531,2.56734
198.6,13167.77913,448.469,2.58959
198.5,16098.57984,450.462,2.60461
198.4,12203.9866,453.083,2.62427
198.3,14188.30224,455.7,2.64382
198.2,16997.7384,457.587,2.65784
198.1,12799.78543,459.326,2.67073
198,12484.3402,461.804,2.68903
197.9,12610.65589,464.053,2.70556
197.8,18125.5589,466.257,2.72169
197.7,16494.91922,468.705,2.73954
197.6,15965.74618,470.218,2.75053
197.5,13038.66415,472.789,2.76914
197.4,18557.62242,475.125,2.78597
197.3,11534.0955,477.909,2.80594
197.2,19187.9245,480.384,2.82361
197.1,16974.28085,482.674,2.83989
197,15896.9396,484.87,2.85544
196.9,16783.27066,487.851,2.87646
196.8,18722.28069,489.787,2.89005
196.7,16827.46021,492.527,2.90921
196.6,12755.01569,494.733,2.92457
196.5,15761.60672,498.035,2.94745
196.4,16628.60209,500.421,2.9639
196.3,17334.54391,502.832,2.98046
196.2,17179.45982,505.098,2.99596
196.1,14554.73945,507.936,3.01529
196,16513.83429,510.102,3.02999
195.9,15503.1005,512.233,3.04439
195.8,15194.22625,515.975,3.06956
195.7,18658.02865,518.455,3.08616
195.6,15466.96879,520.325,3.09863
195.5,14317.80971,522.595,3.11371
195.4,17584.1289,524.72,3.12779
195.3,14184.96652,526.635,3.14043
195.2,13754.89448,528.625,3.15352
195.1,14817.77486,530.807,3.16784
195,18764.85608,533.144,3.18311
194.9,17146.03832,534.314,3.19073
194.8,15491.5846,535.746,3.20005
194.7,20101.2706,539.016,3.22123
194.6,1.44E+04,539.895,3.22691
194.5,16891.16258,541.656,3.23826
194.4,15170.72046,544.409,3.25594
194.3,13211.19297,546.245,3.26768
194.2,12826.93654,548.706,3.28338
194.1,14979.32913,551.416,3.30059
194,10719.01474,553.797,3.31566
193.9,14919.2843,556.504,3.33272
193.8,18714.75599,558.916,3.34786
193.7,13612.27627,560.942,3.36054
193.6,13058.60634,562.186,3.3683
193.5,9760.074876,565.444,3.38856
193.4,10896.57362,566.703,3.39637
193.3,13630.08233,568.518,3.40759
193.2,16266.0629,569.804,3.41553
193.1,13329.38337,571.233,3.42433
193,13556.66955,573.648,3.43916
192.9,10120.52565,575.503,3.45052
192.8,14694.14616,577.726,3.46408
192.7,12022.48289,579.937,3.47753
192.6,14840.06043,582.158,3.49099
192.5,13540.55164,584.553,3.50547
192.4,10497.31812,586.17,3.51521
192.3,11317.05005,588.664,3.53019
192.2,9120.825519,591.241,3.54562
192.1,7626.506967,592.363,3.55232
192,13514.44819,594.344,3.56411
191.9,12241.37873,595.991,3.5739
191.8,11081.06882,597.56,3.5832
191.7,7548.864506,599.956,3.59736
191.6,11534.5353,601.61,3.60711
191.5,9904.29963,603.289,3.61698
191.4,7451.024224,605.754,3.63143
191.3,8666.244684,607.912,3.64404
191.2,9913.241369,610.408,3.65858
191.1,12308.30243,612.793,3.67242
191,13514.12647,616.107,3.69158
190.9,7841.325478,618.467,3.70517
190.8,11349.64854,621.358,3.72176
190.7,6180.150148,624.247,3.73827
190.6,7255.470355,627.006,3.75398
190.5,9631.138584,628.886,3.76465
190.4,9936.217083,629.998,3.77095
190.3,9072.016817,633.037,3.78811
190.2,9256.096644,636.036,3.80499
190.1,8491.904295,636.36,3.80681
190,11170.85902,639.849,3.82634
,,,
##### Extended Information,,,
[Comments],,,
Sample name,SL + BM Additive,,
Comment,Additive w buffer,,
User,Stacie Lally and Beth Mlinek,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/29/2022 13:07,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,22.33 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/29/2022 13:07,,
,,,
CD Overload detect,1276,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
