TITLE,TB_TH_KD_Buffer and Protein,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:46:33,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.52488,,
MAXY,54.35196,,
MINY,-54.54156,,
XYDATA,,,
306.3,0.483992593,139.4716303,148.7518743
306.2,0.663421,138.8071567,148.5568592
306.1,-0.437756333,139.6579493,148.4400643
306,-0.244201567,138.8934527,148.216417
305.9,-0.190159267,138.9990938,148.2363115
305.8,0.744400333,139.3729727,148.6391243
305.7,-0.039357333,139.6835867,148.4480764
305.6,1.18743,138.8848207,148.5574169
305.5,0.714406667,139.4882493,148.567552
305.4,0.225794,139.3248153,148.3168698
305.3,0.812265333,139.1998457,148.4373703
305.2,-0.284303667,138.8106787,147.9087917
305.1,0.810866233,139.0516067,148.3208243
305,1.069012667,139.3447375,148.4712501
304.9,0.406361533,138.6281,147.9781538
304.8,0.780023,138.5122,148.030741
304.7,-0.226280667,139.0796873,147.8511356
304.6,-0.143593,139.3342317,147.9302129
304.5,0.795606967,138.9067537,148.0674535
304.4,0.164004633,138.8857083,147.816571
304.3,-0.238788,138.7852687,147.6154936
304.2,0.594267,138.5319183,147.7753951
304.1,0.807834367,139.2330707,148.0469683
304,1.031969667,138.921525,147.9844982
303.9,0.542965,138.8003003,147.7477551
303.8,0.159997,138.647411,147.5358027
303.7,-0.156406137,138.66509,147.4028946
303.6,0.335933667,138.783102,147.5730119
303.5,0.651243667,138.8250153,147.658753
303.4,0.093397,138.893999,147.4624653
303.3,0.980590667,139.0569977,147.7791961
303.2,0.908704667,138.4389467,147.5158838
303.1,0.641462867,139.244252,147.661905
303,-0.182002667,138.9504083,147.2561352
302.9,0.340014,138.9144603,147.3848248
302.8,0.899583667,138.7770077,147.4921971
302.7,1.332965333,139.3064333,147.7797996
302.6,0.043177,138.87877,147.1739823
302.5,0.251689633,139.0377587,147.2631494
302.4,0.800373333,138.7812427,147.3272053
302.3,0.668867533,139.0029447,147.3239374
302.2,-0.142623333,139.0354377,147.0309381
302.1,0.6665016,138.8824449,147.2163155
302,0.467653833,138.3240023,146.9305521
301.9,0.893037,138.9327773,147.2419381
301.8,0.926817533,138.8725173,147.1997783
301.7,0.892446333,138.57225,147.0548988
301.6,0.850864467,138.8189717,147.0899454
301.5,1.415352333,139.2234117,147.379588
301.4,0.510695067,138.8172657,146.9093202
301.3,0.655512,139.051003,147.0021717
301.2,0.763595,138.4995433,146.8210461
301.1,0.5034765,138.0148833,146.5394533
301,-0.114848,138.7348383,146.5399968
300.9,0.262989,138.8446737,146.6692209
300.8,0.3015274,139.2717867,146.7911047
300.7,0.085659233,138.7346703,146.5067765
300.6,0.329756667,138.346564,146.4254402
300.5,0.298978667,138.5672233,146.4554007
300.4,0.893393333,139.070159,146.7878508
300.3,0.555913,139.2570767,146.7043299
300.2,0.407889333,138.6808893,146.4295929
300.1,1.020003,138.5565033,146.5588354
300,-0.742516767,138.726726,145.9947364
299.9,1.197103,138.8449133,146.6473388
299.8,0.629451333,139.273015,146.5674888
299.7,-0.133749133,138.7144927,146.0935812
299.6,0.342543667,139.0105848,146.3177095
299.5,0.785832333,138.8705313,146.3854546
299.4,0.39573,138.1032067,145.9663122
299.3,0.755518633,138.818799,146.2914392
299.2,0.8078141,138.8387777,146.2821973
299.1,0.494179833,138.50108,146.0317533
299,0.010287333,138.927614,145.9793004
298.9,0.498262,138.604762,146.001008
298.8,1.435356667,138.5366353,146.2573307
298.7,0.153953333,138.473032,145.7756618
298.6,0.602168,139.207103,146.1364237
298.5,0.689194667,138.6626463,145.9506137
298.4,0.409825833,138.982624,145.9308166
298.3,0.652264,138.638528,145.8635973
298.2,0.548502167,138.4055867,145.7180296
298.1,0.096394667,138.7915287,145.6626411
298,-0.032628,138.3846633,145.4506784
297.9,0.526631667,138.438135,145.6215889
297.8,-0.307427333,138.7220832,145.4048853
297.7,1.0911489,138.6860297,145.8257262
297.6,1.0148495,137.84986,145.4882365
297.5,0.130920333,138.3141233,145.3150146
297.4,0.317087667,139.065011,145.5940329
297.3,0.850743367,138.7387217,145.6298217
297.2,0.271923973,138.795649,145.4225243
297.1,0.684118,138.929362,145.57116
297,0.679645667,138.559003,145.4128829
296.9,0.82331,138.4631863,145.3954988
296.8,0.002088333,138.0736987,144.9585957
296.7,0.398743467,138.8866773,145.3284736
296.6,0.685585,138.663865,145.3164833
296.5,0.482530567,138.786957,145.2564959
296.4,0.004531367,138.2519903,144.8855072
296.3,0.227350333,138.102038,144.8764628
296.2,1.2731589,138.933224,145.4687943
296.1,0.376497667,138.4154679,144.9639885
296,0.059106,138.6936913,144.9175991
295.9,0.242844667,138.7169463,144.9532637
295.8,0.113632667,138.2973983,144.7370103
295.7,0.191046,138.241884,144.7109767
295.6,0.175710667,138.4545618,144.7434241
295.5,0.1738039,138.4091593,144.6943211
295.4,0.294953267,138.0707267,144.58856
295.3,0.800855667,137.63491,144.5785886
295.2,0.1532416,138.8127943,144.722012
295.1,0.590177567,138.17827,144.6228159
295,0.325214267,138.5299141,144.6183761
294.9,0.081665333,138.822244,144.6013031
294.8,0.791716833,138.530783,144.7074999
294.7,0.308361233,138.391344,144.4665684
294.6,0.177544,139.0627613,144.6134351
294.5,-0.005015333,137.8395733,144.1115193
294.4,0.536677,138.1349067,144.3571946
294.3,0.070941667,138.345146,144.2386959
294.2,0.742365,138.1882467,144.3768706
294.1,0.364267667,138.24118,144.2351492
294,0.660837267,138.6519743,144.4376039
293.9,0.616814667,138.296082,144.2709656
293.8,0.621336333,138.4255913,144.2823092
293.7,0.689719533,138.8534563,144.414392
293.6,0.1309189,138.7875803,144.1728331
293.5,1.470200333,138.8395203,144.6032402
293.4,0.491539667,139.002938,144.2981592
293.3,0.118741333,138.2160243,143.8782552
293.2,0.428313,138.73736,144.121891
293.1,0.8591483,138.5540933,144.1710805
293,0.852965667,138.556003,144.1363229
292.9,0.950582333,138.4041123,144.0848982
292.8,0.133681033,138.459434,143.797705
292.7,0.828539333,138.5280787,144.0188727
292.6,-0.049688667,138.4688187,143.6730433
292.5,0.744428667,138.4476516,143.8973601
292.4,0.698810667,137.9832557,143.6940221
292.3,0.669958,137.9817367,143.6505649
292.2,-0.537745733,138.2505051,143.3042531
292.1,0.086036,138.0855533,143.4238631
292,0.141273667,138.1801837,143.4404858
291.9,0.134769633,138.4049411,143.4799036
291.8,0.395306,138.2817673,143.4923578
291.7,1.065118,138.519455,143.7615243
291.6,0.590715,137.66282,143.2845117
291.5,0.332469333,138.2836507,143.37204
291.4,0.519044567,138.003803,143.3076159
291.3,1.167839,137.6117867,143.3598752
291.2,0.048194433,138.7920693,143.3467546
291.1,0.1925811,138.2110253,143.1678688
291,-0.4804312,138.2110421,142.9102036
290.9,-0.1997878,138.8109263,143.1703795
290.8,-0.13202506,138.394266,143.020747
290.7,-0.059993767,138.5351777,143.0583946
290.6,0.530346333,138.2385538,143.1229667
290.5,0.792438667,137.7772067,143.0232151
290.4,1.072297,138.1366857,143.2029942
290.3,0.066669733,138.4428287,142.9364995
290.2,0.155892,138.6690273,143.0083064
290.1,0.736722333,138.4078957,143.0815393
290,0.986481767,138.380136,143.1222059
289.9,0.2695169,138.2301567,142.7998912
289.8,0.040767933,138.2493317,142.6966999
289.7,0.643881,138.6690537,143.0043116
289.6,0.602363333,138.9138373,143.0387336
289.5,0.3914908,139.48458,143.1253569
289.4,0.11852822,138.2975627,142.6053636
289.3,1.224661,138.616251,143.0469707
289.2,-0.216490067,138.7560483,142.5798528
289.1,-0.355027,138.920544,142.5551723
289,0.171507667,138.3365707,142.5026928
288.9,0.829536333,138.7623116,142.830616
288.8,0.03115,138.5029367,142.4446956
288.7,0.14511,138.28396,142.3763567
288.6,0.688138333,138.6113453,142.6331612
288.5,0.917287033,138.5941707,142.6704859
288.4,0.403294333,138.8457303,142.5496749
288.3,0.361726,138.51199,142.3912387
288.2,0.9195992,138.8790213,142.6662068
288.1,0.500854033,138.706131,142.4356617
288,0.825074167,138.5515023,142.4588588
287.9,-0.160244867,138.355922,142.0318924
287.8,0.462676,138.6407267,142.3011342
287.7,0.859723333,139.0971283,142.5522839
287.6,0.266891167,138.728044,142.1983117
287.5,0.445403,138.8204007,142.2552679
287.4,0.944795,138.5930807,142.3126252
287.3,0.593514667,139.30763,142.4003816
287.2,1.054373667,138.664321,142.3062316
287.1,0.985336333,138.3097897,142.1317087
287,0.455324667,138.0993133,141.851546
286.9,0.124394467,138.5398052,141.8547332
286.8,0.087367333,138.3491113,141.7454929
286.7,0.770809667,138.7469756,142.0725951
286.6,0.542219,138.947726,142.0299817
286.5,-0.043649667,138.9019147,141.7860883
286.4,0.338166,138.9351403,141.8911021
286.3,0.561564,138.9150474,141.9255371
286.2,0.545916667,139.19572,141.9805456
286.1,-0.313457,138.63599,141.4741777
286,-0.041419667,138.6103687,141.522983
285.9,0.577327177,138.8993167,141.7922146
285.8,0.123121263,138.7808133,141.5679782
285.7,0.4221038,138.6582833,141.5934624
285.6,0.155945467,138.6595267,141.471824
285.5,0.437648,138.9181243,141.6185908
285.4,-0.2719437,138.4944633,141.2075065
285.3,0.363494,138.761903,141.4751323
285.2,0.591604,138.8238424,141.5384821
285.1,-0.446830667,138.5718113,141.0749936
285,0.701702333,138.457491,141.3863978
284.9,-0.569683667,138.1062533,140.8121899
284.8,-0.357308367,138.8906433,141.1111117
284.7,0.895471933,137.9305533,141.1753418
284.6,0.108231343,139.3094639,141.3392318
284.5,0.911227267,138.6125883,141.3412719
284.4,-0.074901,138.21452,140.8465397
284.3,0.216117733,138.542403,141.0195069
284.2,0.313646367,138.7424737,141.0853733
284.1,-0.391658667,139.140216,140.9495191
284,0.190035,139.1380963,141.1093771
283.9,0.039313667,138.3064,140.7485712
283.8,0.242699133,138.475845,140.8395147
283.7,0.503116333,138.6566557,140.9532573
283.6,0.606373333,139.1145583,141.1069772
283.5,0.353886667,138.385259,140.7463819
283.4,0.836054333,138.512264,140.9161061
283.3,1.043101667,138.9994807,141.1141941
283.2,0.676373667,138.558289,140.8115542
283.1,0.719096667,138.9951547,140.9380838
283,-0.249221333,138.505985,140.4189212
282.9,0.612219,138.8452077,140.7858089
282.8,-1.046338633,138.662062,140.1385745
282.7,0.345891387,138.9749713,140.6736209
282.6,0.464142667,139.3100357,140.7913928
282.5,-0.277955667,138.639854,140.2872994
282.4,1.147573667,138.7597137,140.7690958
282.3,0.554180667,139.0742403,140.642807
282.2,1.086425233,138.6905623,140.6589959
282.1,0.3358311,138.800695,140.4121754
282,0.570803667,138.600699,140.3905009
281.9,0.086774333,139.40715,140.4646414
281.8,0.103102333,139.3611057,140.4214027
281.7,0.255560167,139.4477849,140.4677817
281.6,1.196646,139.2466763,140.6811074
281.5,0.050698667,138.57789,140.0428629
281.4,0.069583667,138.27839,139.9159912
281.3,0.028914,139.1892853,140.1727331
281.2,0.522893,139.195304,140.3060657
281.1,0.657783667,139.3814706,140.3797514
281,1.007405667,138.5279767,140.1784608
280.9,0.021313233,138.6905587,139.870624
280.8,0.493194,138.2648877,139.8526939
280.7,0.536588333,138.928196,140.0549281
280.6,0.5676369,138.39761,139.8550823
280.5,-1.444666567,138.7327367,139.26269
280.4,0.624906667,138.2331373,139.7526813
280.3,0.305688333,138.5424367,139.7160417
280.2,0.088043333,138.2307667,139.50627
280.1,-0.060251,139.7577697,139.9325062
280,-0.155964533,139.3309637,139.7249997
279.9,0.232704667,138.332675,139.4884599
279.8,0.287687,138.5218027,139.5364966
279.7,0.01595,138.6985203,139.4714901
279.6,0.206907,138.621565,139.4761573
279.5,-0.292725333,138.5178297,139.2417014
279.4,0.334070333,138.946711,139.5602604
279.3,0.435648567,138.4514033,139.395684
279.2,-0.404432667,138.700783,139.1654501
279.1,0.4136751,138.8091403,139.4409385
279,1.315772333,138.8379917,139.7179213
278.9,0.16430536,138.8863794,139.3168949
278.8,0.516733667,138.9897377,139.4354904
278.7,0.126573,138.8846447,139.2370726
278.6,0.131316,138.996038,139.2424513
278.5,0.019421033,138.8919917,139.1371376
278.4,-0.383719,138.9786873,138.9983228
278.3,-0.018530467,138.1227,138.8013898
278.2,0.646781433,138.9460623,139.2642813
278.1,0.050525267,139.3203873,139.1569709
278,0.793161367,139.2356703,139.3429439
277.9,0.321574,139.028587,139.083387
277.8,0.988869333,138.6979433,139.1622709
277.7,0.404031333,139.0810845,139.0617053
277.6,-0.6020858,139.505232,138.8343821
277.5,-0.628745467,139.3408787,138.7373777
277.4,0.178569,138.8022737,138.7936142
277.3,0.406076333,139.1799903,138.9620222
277.2,0.455995,139.2013593,138.9524514
277.1,0.738349233,139.131992,138.9901137
277,-0.1312811,138.985812,138.618177
276.9,0.372543667,138.9952353,138.7559263
276.8,0.276670067,139.1345353,138.7370685
276.7,-0.718266667,138.7200167,138.2339167
276.6,0.576010333,138.2835,138.4865034
276.5,0.2537079,138.4954667,138.4163915
276.4,0.935119667,138.810742,138.7152872
276.3,0.340306333,138.575391,138.4052324
276.2,0.521343,139.3876547,138.7029992
276.1,0.0970522,138.8926133,138.3632218
276,0.1011728,139.61725,138.5728076
275.9,0.735673,139.3118067,138.6491599
275.8,0.080356333,138.27915,138.0531688
275.7,0.393349667,138.734291,138.2758802
275.6,0.2509,138.9957417,138.2822139
275.5,-0.13855,139.1845037,138.1819846
275.4,0.017204333,138.5941943,138.0037996
275.3,0.747430167,138.81302,138.2868167
275.2,0.515273,138.9789023,138.2313918
275.1,0.855737,138.8741,138.2766123
275,0.397442333,138.7195993,138.0390139
274.9,0.357326333,138.9087177,138.055348
274.8,0.020348,138.9107283,137.9103588
274.7,0.198447167,138.6344977,137.8443149
274.6,-0.226123333,139.0164087,137.7967618
274.5,1.039413,139.350236,138.2965497
274.4,0.0085822,139.1461677,137.8515833
274.3,0.247586,138.8580967,137.8018942
274.2,0.0107592,138.8632567,137.6913386
274.1,-0.423282067,138.4141567,137.3636249
274,0.067811667,138.9506787,137.6728301
273.9,0.737420333,138.9868613,137.8747606
273.8,0.862647,139.1805821,137.947743
273.7,0.133849333,138.804212,137.5460204
273.6,-0.356743,139.3209733,137.5214101
273.5,0.734019033,138.951098,137.7283723
273.4,-0.3199097,139.2734427,137.4511777
273.3,0.974567333,138.795642,137.6900698
273.2,0.0744353,138.904734,137.3930564
273.1,-0.582219667,138.4360633,136.9846146
273,-0.1942594,138.944056,137.2499322
272.9,0.441732667,138.6585067,137.3334131
272.8,-0.026032033,139.091475,137.288481
272.7,0.998231,139.6938447,137.7973586
272.6,-0.2640745,139.0858437,137.1405897
272.5,0.622361667,139.8322967,137.6515528
272.4,0.3369729,138.6373773,137.1247834
272.3,-0.452367467,139.4964343,137.114689
272.2,0.550838333,139.0237967,137.2582117
272.1,0.263936033,138.8654413,137.0764591
272,-0.257981,138.9010673,136.8810288
271.9,-0.207319,139.0186767,136.9037859
271.8,0.4187579,138.7700133,136.9962571
271.7,0.569467333,139.0569387,137.108802
271.6,0.167196,138.7478257,136.8383406
271.5,-0.001043137,138.8574633,136.7854734
271.4,-0.105637667,139.245452,136.8466048
271.3,0.339366267,138.7624947,136.8006203
271.2,-0.005558,139.3300207,136.8414876
271.1,-0.449873333,139.8410767,136.8304011
271,0.755793667,138.6989873,136.8182603
270.9,-0.19892366,138.6675657,136.456214
270.8,0.244247,139.0339597,136.6927356
270.7,-0.027750733,138.4504777,136.3742423
270.6,0.537352667,139.6592373,136.9321967
270.5,0.745727,139.347398,136.864375
270.4,-0.251129033,139.436821,136.528564
270.3,-0.267779667,139.4862377,136.5061527
270.2,-0.279975333,139.2110885,136.3770377
270.1,-0.6086347,139.2585243,136.2499632
270,-0.022685333,138.8110163,136.262777
269.9,0.26276,139.2653023,136.4760208
269.8,-0.345259333,139.1637203,136.2061537
269.7,-0.365799333,139.210418,136.1815396
269.6,0.1115879,139.577224,136.429604
269.5,0.4211042,139.241321,136.3874751
269.4,0.189202333,139.246768,136.2786568
269.3,0.540941,139.743984,136.5283083
269.2,0.226131,139.6484523,136.3581944
269.1,0.432786733,139.720397,136.4177279
269,0.105086,138.824827,135.9766377
268.9,-0.026114667,139.6649345,136.1796066
268.8,0.011509333,139.1579957,135.989835
268.7,0.443644,139.5343443,136.2259961
268.6,0.225943,139.2139943,136.0133124
268.5,0.33913302,139.7234453,136.1875261
268.4,0.030523333,139.4129703,135.9478312
268.3,-0.239563,139.4878403,135.8494258
268.2,-0.411934333,139.5800487,135.7893715
268.1,0.395988533,139.6618433,136.0526106
268,-0.262454967,139.467476,135.735007
267.9,0.181225667,139.6434347,135.9082201
267.8,0.22803363,140.0430097,136.0236811
267.7,-0.14919663,139.5855157,135.7121064
267.6,-0.119827667,139.6982395,135.7261373
267.5,-0.523118,139.7949407,135.5906076
267.4,-0.734376,139.3682767,135.3446336
267.3,-0.745803333,139.5742187,135.3761384
267.2,-0.002902333,139.2693943,135.4888307
267.1,0.265745667,140.0970793,135.8209417
267,0.283854733,139.556298,135.6133842
266.9,0.113607667,140.0889863,135.7008647
266.8,0.719457667,139.5573033,135.6922537
266.7,-0.565646,139.9896433,135.3746658
266.6,0.078848333,139.7773303,135.4853929
266.5,0.424419467,139.3310433,135.4184876
266.4,-0.1223253,140.111985,135.4632199
266.3,-0.567125667,139.794092,135.1756554
266.2,0.056630667,139.817297,135.3579759
266.1,0.0881045,139.5939057,135.2606701
266,-0.421365,139.569178,135.049271
265.9,0.452527333,140.1312117,135.4945797
265.8,0.164236333,140.1482732,135.3708365
265.7,0.599537333,140.2142368,135.5045914
265.6,0.803795333,139.3991467,135.2676473
265.5,0.425772667,139.6976887,135.2078204
265.4,0.026704333,139.6069253,135.0112099
265.3,0.2406918,139.6953777,135.0786898
265.2,0.840551367,140.1191243,135.3865586
265.1,-0.214629667,140.2925873,135.0593192
265,0.720427233,139.89437,135.2049324
264.9,-0.049578667,140.243942,135.0314544
264.8,0.41954,139.8822213,135.0339204
264.7,0.639932333,139.6635037,135.0011453
264.6,-0.1630553,139.1519643,134.5296363
264.5,0.1722153,140.1713962,134.9478705
264.4,0.022262333,140.8707923,135.0976849
264.3,-0.286708867,139.9856533,134.6663148
264.2,-0.412009333,139.902981,134.5636572
264.1,-0.764407667,140.9362583,134.7572836
264,-0.715060467,140.1701677,134.4850357
263.9,-0.007339733,139.88405,134.5922368
263.8,0.163571,140.070239,134.6779367
263.7,0.339426733,139.745951,134.5951259
263.6,-0.432046333,140.271313,134.4797556
263.5,0.435031,140.2354033,134.7234781
263.4,-0.234715183,139.792491,134.3192586
263.3,-1.158188433,140.1550247,134.0989454
263.2,0.627319667,139.9031129,134.5768109
263.1,0.280802667,140.4521757,134.6109928
263,-0.398065667,139.758386,134.1201068
262.9,0.756399,140.1624083,134.6062691
262.8,-0.108785767,139.500144,134.0637861
262.7,0.83366,140.373185,134.635615
262.6,0.217824567,140.5171083,134.4449776
262.5,-0.089822667,140.087775,134.1659841
262.4,0.185400433,140.5140037,134.366468
262.3,-0.162898333,140.9089253,134.3486757
262.2,0.392646,140.1942147,134.2622869
262.1,0.236452467,139.8724633,134.0696386
262,-0.111377433,140.6066737,134.1650987
261.9,-0.33599591,140.0902467,133.8847503
261.8,0.20045324,140.0833967,134.02795
261.7,-0.255989667,139.9521387,133.7987163
261.6,0.334018333,140.3154577,134.0831587
261.5,-0.632573,140.5601974,133.8092081
261.4,-0.220249667,140.29344,133.8243968
261.3,-0.168580333,140.1205383,133.7506527
261.2,0.053508667,140.0196057,133.7577048
261.1,-0.282437667,140.5056433,133.7744019
261,-0.1907834,140.17993,133.6630489
260.9,-0.072731333,141.2411797,134.0228161
260.8,0.337886333,140.7197647,133.9525503
260.7,0.018916333,139.960518,133.5598114
260.6,-0.55216,140.6350514,133.5609638
260.5,0.406084567,140.9542023,133.953429
260.4,0.100506167,140.6808623,133.7271228
260.3,-0.2748735,140.7650947,133.5967404
260.2,-0.4509871,141.2807923,133.6766017
260.1,0.522412667,140.6063233,133.742912
260,-0.863933633,140.9618787,133.3659817
259.9,-0.824393,140.7247957,133.2668009
259.8,0.417088667,141.082889,133.7666592
259.7,0.327527333,141.0710066,133.6995113
259.6,0.421562443,140.7449407,133.5888344
259.5,0.099832167,140.7815223,133.4604515
259.4,0.070751433,140.9956153,133.4887889
259.3,0.266542333,140.7069983,133.4245136
259.2,0.465346333,141.0256247,133.563657
259.1,0.154022667,140.53465,133.2628909
259,0.531650333,140.3447773,133.2921426
258.9,0.620552,140.687771,133.4027743
258.8,0.561266,140.8285627,133.3966096
258.7,0.173266033,141.6879067,133.5203909
258.6,-0.340306333,140.9984515,133.0860484
