TITLE,TB_TH_KD_Buffer and Protein,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:46:33,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.52488,,
MAXY,54.35196,,
MINY,-54.54156,,
XYDATA,,,
258.5,0.79488,140.9273687,133.4074162
258.4,0.450480667,140.8211533,133.223878
258.3,0.247887333,141.2360293,133.2613056
258.2,-0.092050333,140.73578,132.9479099
258.1,-0.682134667,141.3871443,132.9350032
258,0.103343167,141.3165417,133.1399616
257.9,0.626079867,141.7902067,133.4387622
257.8,0.504413667,140.8504293,133.0516143
257.7,0.854068953,141.3075463,133.2872051
257.6,0.312181333,141.136734,133.0163051
257.5,-0.075260333,141.189329,132.8713562
257.4,-0.199891333,141.4746303,132.8915797
257.3,0.488465,141.0735627,132.9540092
257.2,0.40379,141.7844853,133.1294251
257.1,0.409635067,142.1792893,133.2296415
257,-0.419490233,141.4752133,132.685241
256.9,0.095535667,141.8553857,132.9503071
256.8,-0.341663667,141.0454633,132.5012666
256.7,0.024412333,141.2107093,132.6450406
256.6,0.228368133,141.7579155,132.8620945
256.5,-0.099492667,141.7147255,132.7050776
256.4,0.186469667,141.2948203,132.6270967
256.3,0.647429667,141.4001784,132.782536
256.2,-0.359861333,141.664193,132.5014439
256.1,0.431745433,141.323788,132.6185111
256,-0.1432746,140.820371,132.2256988
255.9,-0.018760867,141.32985,132.4036964
255.8,0.478549167,141.5805657,132.6197049
255.7,-0.067765467,142.2539743,132.6287363
255.6,1.040668433,142.2446667,132.9617784
255.5,0.190572333,141.5444497,132.411674
255.4,0.6150087,141.8992037,132.6380708
255.3,0.148914667,142.0118933,132.486936
255.2,-0.290405667,141.2538367,132.054477
255.1,-0.0963363,141.61531,132.2063246
255,0.188094667,141.8211527,132.3364158
254.9,0.128382,142.181492,132.4032913
254.8,-0.2744974,141.569828,132.0317769
254.7,0.2423666,141.9641737,132.3021801
254.6,-0.015558167,142.016348,132.2002633
254.5,0.071160533,142.2498757,132.2736787
254.4,-0.458248,142.134225,132.0253257
254.3,-0.1832205,142.244882,132.1205538
254.2,-0.111358,141.926507,132.0050497
254.1,0.076931667,141.5840167,131.9203161
254,0.627004667,142.4080642,132.3450229
253.9,0.047294,142.0178737,131.9883892
253.8,0.504416333,142.1644843,132.1563002
253.7,-0.25482999,141.5311333,131.6587678
253.6,-1.083625333,141.40764,131.3080049
253.5,-0.493188667,142.9598247,131.9888787
253.4,0.350425333,141.6706003,131.8070086
253.3,0.301889667,142.2522323,131.951374
253.2,0.569590667,142.3592517,132.0429474
253.1,0.410736933,141.9315321,131.8140897
253,0.5166003,142.3198707,131.9454903
252.9,0.168853,142.46028,131.8430443
252.8,0.141786667,141.9193303,131.6203723
252.7,0.484057,141.95898,131.7143457
252.6,0.128616333,141.7374113,131.4886759
252.5,0.646861667,141.2244033,131.4570883
252.4,0.039877967,141.8603383,131.4334054
252.3,-0.290430667,142.3117097,131.4404263
252.2,-0.6345645,142.8178983,131.4611113
252.1,-0.211061333,142.4354055,131.441448
252,-0.0875745,142.4312633,131.4478963
251.9,-0.568503,142.4531863,131.2615611
251.8,0.026666333,142.5686487,131.465105
251.7,0.746220667,142.6099155,131.6853787
251.6,0.426490333,142.397738,131.4747428
251.5,-0.715877533,142.3233803,131.0358343
251.4,-0.565472667,142.442652,131.0923931
251.3,0.0259391,142.424147,131.2500287
251.2,-0.375704767,142.480613,131.1016361
251.1,-0.067545667,142.4519253,131.1614599
251,-0.157165667,142.652841,131.1652251
250.9,0.5182196,142.5545853,131.3242683
250.8,-0.403741,142.1713323,130.8558638
250.7,-0.110127,142.9969213,131.1955981
250.6,0.65917,142.451565,131.2369117
250.5,0.1901272,142.7700487,131.153392
250.4,0.594554333,142.723594,131.2393828
250.3,0.0088558,142.934387,131.0810809
250.2,-0.048586,142.538135,130.8965163
250.1,-0.293585,143.3002267,131.0355472
250,-0.161821467,142.685803,130.8413272
249.9,-0.003692,142.8972417,130.9311832
249.8,-0.111875,142.9192837,130.8691362
249.7,0.819447667,142.99739,131.1722792
249.6,-0.275498,142.4628167,130.5957729
249.5,0.449424867,143.3367473,131.0953907
249.4,-0.671959,142.7464192,130.4914867
249.3,-0.6086401,142.766679,130.486013
249.2,-0.07150167,142.974676,130.7010581
249.1,-0.537347,143.319027,130.6272267
249,0.164072767,142.838063,130.6673786
248.9,-0.243518833,143.1037283,130.5867365
248.8,-0.0461202,143.1479123,130.6339307
248.7,0.346306333,142.8032857,130.6165307
248.6,0.036120667,143.469926,130.7020156
248.5,0.203192333,142.9681067,130.5570997
248.4,0.276751333,142.8117297,130.4961603
248.3,-0.709154333,143.2559767,130.2822741
248.2,-0.706164667,143.0094613,130.1677656
248.1,-0.763808,143.7560177,130.3640699
248,-0.479502433,143.2185697,130.2463557
247.9,-0.425780667,143.18338,130.2191998
247.8,-0.278098333,143.4171467,130.3130161
247.7,-0.492136333,143.2724893,130.1601177
247.6,-0.191922,143.5374977,130.3151919
247.5,-0.527908,143.290096,130.087396
247.4,-0.413567667,143.749756,130.2453961
247.3,0.7686897,143.74185,130.6035132
247.2,-0.4167187,143.5509566,130.1114126
247.1,-0.2650798,143.2122403,130.0157202
247,-0.314900133,143.1886343,129.9579114
246.9,-0.4047793,143.130784,129.8753349
246.8,-0.452864,144.0972718,130.1481359
246.7,-0.653204,143.5419753,129.8629238
246.6,-0.194032333,143.369869,129.9252789
246.5,-1.39525642,143.62829,129.5776779
246.4,-0.353649,144.0569017,130.0344176
246.3,-0.097853333,143.9625525,130.0548997
246.2,-0.297716167,143.5842443,129.8288427
246.1,-0.29499,143.9041957,129.9030686
246,-0.047879733,143.69023,129.8807834
245.9,-0.906287167,144.0383833,129.6773654
245.8,-0.800462667,143.7904933,129.5966769
245.7,-0.072819067,143.49182,129.7063336
245.6,-0.411643247,144.0540708,129.7474759
245.5,0.033663333,143.7953533,129.7763389
245.4,-1.495918333,144.2284833,129.3775217
245.3,-0.673544,144.195934,129.6074633
245.2,-0.299615333,143.811306,129.5705636
245.1,-0.46152,144.3633643,129.6672814
245,-0.4527287,144.1710787,129.5727833
244.9,-0.4036387,144.3258263,129.6073959
244.8,-0.422882,144.3465583,129.5745588
244.7,-0.70445337,144.162208,129.3859182
244.6,-1.308396333,144.0069933,129.0995323
244.5,-1.115672533,144.2671589,129.2171621
244.4,-0.939663667,144.5528527,129.3377297
244.3,-1.197758433,144.0765493,129.059597
244.2,-1.085002,144.485181,129.2000597
244.1,-1.8920701,144.5637177,128.9238825
244,-0.029159333,144.442171,129.4710039
243.9,-1.426215667,144.671444,129.0484094
243.8,-1.489021,145.032186,129.1143883
243.7,-1.006236933,144.35105,129.0149377
243.6,-1.641506367,144.9354165,128.9646367
243.5,-1.074328,144.5952103,129.0069608
243.4,-1.327255,144.6198681,128.8975377
243.3,-2.087820333,144.7582157,128.6567984
243.2,-2.131904,144.5804817,128.5495259
243.1,-1.688598,145.2465627,128.8859882
243,-1.9088,144.7830807,128.6247602
242.9,-1.453157333,144.8216697,128.7561708
242.8,-1.808979667,145.183216,128.7247454
242.7,-2.364139333,144.9763223,128.4373943
242.6,-1.946017,144.8175083,128.4904971
242.5,-2.215806667,144.9448083,128.4096672
242.4,-2.246863,145.1979143,128.4503504
242.3,-2.591870733,145.384996,128.3643751
242.2,-2.594011,145.4748103,128.3602664
242.1,-2.210049667,145.6848012,128.5249172
242,-3.145821667,145.7179917,128.1907233
241.9,-3.212056667,145.6687573,128.1189002
241.8,-2.220930767,145.878877,128.4859821
241.7,-2.346675233,145.4602303,128.271185
241.6,-2.451332333,145.762371,128.3036796
241.5,-3.143661667,145.9009773,128.0857719
241.4,-2.79088277,145.387185,127.9987674
241.3,-2.708438667,145.959854,128.1838051
241.2,-3.249516433,145.680693,127.8770589
241.1,-2.921860333,145.2165533,127.798231
241,-2.753232,146.2609553,128.1692411
240.9,-2.610031333,145.9662483,128.0854057
240.8,-3.7384341,145.3521567,127.4712409
240.7,-3.156457333,145.73206,127.7585342
240.6,-3.226639233,146.341345,127.9049019
240.5,-3.845109667,146.6252137,127.7600347
240.4,-3.04375,146.289228,127.881826
240.3,-3.827500133,146.7369823,127.7364941
240.2,-3.132634667,146.5308026,127.866056
240.1,-3.987289667,146.4963893,127.5363666
240,-4.751301,146.8107567,127.3531519
239.9,-3.800640433,146.7806153,127.6266583
239.8,-4.836079733,147.0087663,127.3242289
239.7,-4.073629733,147.3267017,127.651024
239.6,-3.82262379,147.0390514,127.6054759
239.5,-4.424130333,147.0952705,127.3903801
239.4,-4.572993,147.118005,127.315004
239.3,-4.548895667,146.9519063,127.2343369
239.2,-4.260950867,147.7243633,127.5544708
239.1,-4.763103,147.264142,127.2003463
239,-4.710021,147.4251733,127.2383841
238.9,-4.137359,147.8355333,127.5327248
238.8,-5.865654667,147.64678,126.8603751
238.7,-4.185436,147.3604017,127.2916552
238.6,-5.059848667,147.51409,127.0180804
238.5,-5.160034667,147.6238256,126.9879303
238.4,-5.477582333,147.9047273,126.9423817
238.3,-6.16337274,148.4465747,126.8610673
238.2,-6.028543667,148.2664253,126.8126272
238.1,-6.191245333,148.1364793,126.6817447
238,-5.304094367,148.598208,127.0980379
237.9,-6.212605667,148.5602833,126.7492259
237.8,-6.092430333,148.7479963,126.818522
237.7,-7.024715,148.4926223,126.3893024
237.6,-5.520950667,148.5308557,126.8699683
237.5,-6.518018,148.9672667,126.6497496
237.4,-6.870871333,148.69587,126.4083329
237.3,-6.438881667,148.769027,126.5433818
237.2,-7.082704,148.3736967,126.1636642
237.1,-8.235952667,149.3658777,126.0766417
237,-6.838614333,148.64979,126.2703919
236.9,-7.529837667,148.86992,126.0800274
236.8,-8.565933567,149.5228653,125.9189773
236.7,-7.826200667,149.5727613,126.1488536
236.6,-8.581053667,149.9381824,125.9857096
236.5,-9.029081667,149.8499433,125.7736206
236.4,-9.268617333,150.1558973,125.7624267
236.3,-8.465164333,150.049416,125.9614172
236.2,-8.526058333,150.097409,125.9237836
236.1,-8.848503333,149.7459767,125.6658244
236,-9.6784915,149.71667,125.3460595
235.9,-9.313069,149.9902027,125.5257112
235.8,-10.090118,150.42358,125.3778207
235.7,-8.6809155,150.6970893,125.9053913
235.6,-9.179353667,150.8686113,125.7630859
235.5,-9.659240333,150.8088633,125.5498743
235.4,-9.794198567,150.7256167,125.443806
235.3,-10.61869797,150.7080597,125.1297872
235.2,-10.18832267,151.12218,125.3779524
235.1,-9.538124667,151.6474967,125.7364573
235,-9.756455833,151.171438,125.4716607
234.9,-10.11215967,151.9263413,125.5713939
234.8,-10.885481,151.1598483,125.0247891
234.7,-11.01079767,151.3130023,125.0007349
234.6,-12.86520213,152.1117343,124.6155107
234.5,-11.71729943,151.6837107,124.8221371
234.4,-11.61991533,152.0107907,124.9302918
234.3,-12.327324,152.012513,124.6617297
234.2,-12.06865933,151.9522223,124.694521
234.1,-13.04221533,152.0025047,124.3534298
234,-12.82624,151.91603,124.3632633
233.9,-12.79022167,152.8215913,124.6437899
233.8,-12.78150443,153.16833,124.7289419
233.7,-13.16192167,152.4027123,124.3135969
233.6,-13.29663447,152.9180327,124.4071327
233.5,-13.57207823,153.1010563,124.3429927
233.4,-14.51314933,153.2923383,124.0597297
233.3,-14.042341,153.4154179,124.224359
233.2,-14.935849,153.4192863,123.8944791
233.1,-14.024692,153.3007533,124.1253538
233,-13.5865851,153.9291293,124.4475147
232.9,-14.46904973,153.5091837,123.9800446
232.8,-14.95456767,154.108695,123.9847091
232.7,-14.7763202,154.1064307,124.0100368
232.6,-15.0715945,154.2409937,123.9231331
232.5,-14.34333407,154.287017,124.1478943
232.4,-16.13777067,154.68839,123.6502064
232.3,-16.0082763,154.7616953,123.684473
232.2,-17.45832733,154.475217,123.0722966
232.1,-16.45361367,155.0360257,123.560804
232,-15.3922947,154.915071,123.8409254
231.9,-16.47375993,155.1429053,123.5230485
231.8,-17.205752,155.7037003,123.4326494
231.7,-18.03964767,155.178391,122.9462478
231.6,-16.3013466,155.665691,123.6547815
231.5,-17.38478597,155.6305387,123.2485843
231.4,-18.356709,155.7330563,122.9254491
231.3,-19.30920198,156.11593,122.7022427
231.2,-19.04252967,156.1442447,122.7672383
231.1,-19.04710677,156.0027592,122.6852175
231,-18.1914018,156.5841297,123.1309093
230.9,-19.11958167,155.62072,122.4670461
230.8,-18.72753567,156.5337007,122.8687217
230.7,-18.908914,156.1225367,122.6378742
230.6,-20.30286377,157.268058,122.5217314
230.5,-20.58981967,156.3279387,122.079373
230.4,-19.104679,156.1685233,122.4879481
230.3,-20.1332103,156.9982107,122.3883335
230.2,-20.3725976,156.897134,122.2415121
230.1,-20.64164167,157.011604,122.1566541
230,-20.96882132,156.932136,121.9877716
229.9,-21.602643,157.3354417,121.8775996
229.8,-21.67594867,157.3630683,121.8290399
229.7,-21.154358,157.642926,122.062856
229.6,-21.46360333,158.3421824,122.1595263
229.5,-21.19399329,157.9758313,122.093946
229.4,-22.36910667,157.8569793,121.6292909
229.3,-22.55702767,157.807741,121.5169044
229.2,-22.40033667,158.433595,121.7444194
229.1,-23.00377267,158.0518973,121.3827082
229,-22.99934333,158.290444,121.4303669
228.9,-22.72735567,158.2227592,121.4651345
228.8,-23.42009633,158.0953833,121.158429
228.7,-23.76051277,159.5042747,121.481254
228.6,-22.01981167,158.46795,121.6827128
228.5,-24.65025033,159.0413937,120.9637144
228.4,-23.94196733,158.8504467,121.1028264
228.3,-24.26458367,158.9329967,120.989471
228.2,-23.38621217,159.614152,121.4759799
228.1,-24.37701033,159.802208,121.1750659
228,-24.46133463,159.8973303,121.1453319
227.9,-24.679587,159.9912001,121.0705377
227.8,-24.623153,159.9792933,121.0520468
227.7,-25.28436567,160.2274323,120.8810222
227.6,-25.213992,160.588617,120.9915417
227.5,-24.026899,160.405669,121.2929233
227.4,-26.44896433,160.8666313,120.605889
227.3,-26.80161067,161.0694467,120.522612
227.2,-25.67739333,161.49353,121.0053789
227.1,-24.97853167,161.6461483,121.2558722
227,-26.87550933,160.7360643,120.2868517
226.9,-27.205759,161.4903543,120.3948651
226.8,-28.14671533,161.598501,120.0839286
226.7,-27.15217753,162.1160017,120.554608
226.6,-26.71113605,162.273395,120.720753
226.5,-26.87810233,161.49815,120.3733492
226.4,-28.74567833,162.279737,119.9780196
226.3,-26.968987,162.8866867,120.7392332
226.2,-27.74576,162.409602,120.2879473
226.1,-28.235466,163.0820503,120.3155281
226,-28.355016,162.6993233,120.1147691
225.9,-27.7213573,162.5742368,120.2509598
225.8,-29.23717233,163.6297853,120.0642043
225.7,-28.43614,163.1956433,120.1531678
225.6,-27.74182267,163.266525,120.3749008
225.5,-28.36552033,163.6989141,120.2777979
225.4,-28.449531,163.8977073,120.2827254
225.3,-29.440886,164.7756587,120.2115909
225.2,-30.79811267,164.082186,119.4946911
225.1,-29.221353,164.4594179,120.1126883
225,-29.69268971,163.4460827,119.5844643
224.9,-28.23155767,163.9225707,120.1970043
224.8,-28.4389336,164.5756643,120.3122436
224.7,-29.83261033,164.9154856,119.9276251
224.6,-29.850171,164.639337,119.7963887
224.5,-30.97868333,165.0689411,119.5300859
224.4,-29.06685777,165.01823,120.1171241
224.3,-30.483203,165.8340933,119.8836301
224.2,-30.67883733,165.4715133,119.6642253
224.1,-30.73618973,165.2916913,119.5518339
224,-30.15599867,165.4527,119.7655671
223.9,-30.882511,165.6019913,119.5398268
223.8,-30.250352,166.3784475,119.9760318
223.7,-31.93581267,166.4407565,119.401648
223.6,-29.94348533,166.1853733,119.947296
223.5,-29.483591,165.6575023,119.8913038
223.4,-30.50440767,167.1772933,120.0242952
223.3,-31.133042,166.03848,119.4018127
223.2,-31.13259633,166.6024723,119.5566253
223.1,-31.1802227,167.1117933,119.6771902
223,-31.65605867,166.7651319,119.3696911
222.9,-29.501195,167.185421,120.194742
222.8,-31.04410537,167.2570883,119.6709943
222.7,-29.93784133,167.2639947,120.0087178
222.6,-32.190325,168.0570487,119.4889079
222.5,-31.97313067,167.9351697,119.4873463
222.4,-31.10434233,167.016877,119.4375116
222.3,-31.52828733,168.2375167,119.6697431
222.2,-31.20845577,168.2547388,119.748761
222.1,-32.40462,168.3181173,119.3378324
222,-31.63763667,169.1922652,119.8515428
221.9,-32.138996,168.533583,119.431529
221.8,-31.93120179,169.1945023,119.6877668
221.7,-31.73765021,169.3678296,119.7767265
221.6,-31.631712,168.8290217,119.5991032
221.5,-30.09569667,169.5182497,120.3075177
221.4,-31.42493333,169.1776373,119.717568
221.3,-32.0228035,169.5451203,119.6074389
221.2,-32.6837715,169.6901987,119.4021424
221.1,-32.05861367,170.0440912,119.6951592
221,-30.62969863,170.069684,120.1466618
220.9,-30.89152867,170.0876937,120.032055
220.8,-31.84903187,170.8772107,119.9427263
220.7,-30.31113076,170.4299743,120.2729478
220.6,-30.827981,170.1903437,119.9874542
220.5,-29.64491133,170.6396353,120.4982413
220.4,-30.4334597,171.3087723,120.4251042
220.3,-30.8624514,171.2322037,120.2232508
220.2,-32.288842,171.355143,119.7554337
220.1,-31.78051767,171.897474,120.0723188
220,-30.67149127,171.6355254,120.3213447
219.9,-31.34942233,171.920336,120.1569712
219.8,-31.17649073,172.594265,120.4059248
219.7,-30.697482,171.920842,120.3077867
219.6,-31.39442763,172.1716233,120.1257319
219.5,-32.51170093,172.7804243,119.9229078
219.4,-31.27024067,172.3680147,120.1659247
219.3,-30.73636643,173.1396303,120.5677546
219.2,-31.27938933,172.2590933,120.0599013
219.1,-32.056992,172.8428424,119.9619501
219,-28.946831,173.195332,121.0828337
218.9,-31.52567667,173.1152767,120.1632
218.8,-31.419012,173.50715,120.296046
218.7,-30.206136,173.505197,120.6663537
218.6,-31.34192847,173.9679673,120.4086796
218.5,-32.333047,173.2787443,119.8152324
218.4,-32.31880533,174.246653,120.1092826
218.3,-30.66486743,174.268654,120.6345955
218.2,-32.1941498,174.0952187,120.0336896
218.1,-31.10681067,174.4454417,120.4795437
218,-31.07635167,174.9709733,120.6315406
217.9,-30.82253467,174.845557,120.6410074
217.8,-32.26643467,175.242544,120.2587031
217.7,-31.1767729,175.0882917,120.5371729
217.6,-31.74660367,174.9267733,120.2600566
217.5,-29.9252504,175.7652382,121.1133293
217.4,-29.74577767,175.4607533,121.0383252
217.3,-30.86567167,175.7238654,120.7193979
217.2,-30.79152933,175.70015,120.7028736
217.1,-32.440139,176.603328,120.421063
217,-30.79244967,176.7443373,120.9839626
216.9,-33.29809333,176.8020617,120.1346561
216.8,-31.6366568,176.38784,120.5170611
216.7,-32.9028481,177.0543834,120.2838451
216.6,-32.53307767,177.285021,120.4506478
216.5,-30.92116533,177.1019717,120.8936021
216.4,-29.2707522,177.0677193,121.398989
216.3,-29.46491467,178.0425907,121.625892
216.2,-30.40321533,177.39526,121.0640149
216.1,-30.91593327,178.0237337,121.0692668
216,-30.686199,178.272274,121.1953583
215.9,-28.91030767,178.3381567,121.7759497
215.8,-30.88460633,178.8799597,121.2651178
215.7,-31.76053833,178.4407127,120.7933915
215.6,-30.82625,178.6734033,121.1490511
215.5,-30.336952,179.3117433,121.4915971
215.4,-32.59281967,179.1584933,120.6552246
215.3,-30.7594322,179.4890997,121.3432225
215.2,-30.56193033,179.7595493,121.465873
215.1,-29.30848133,179.8252667,121.8722618
215,-30.66891144,179.8860367,121.4057084
214.9,-30.91261187,179.8476107,121.2783329
214.8,-32.432282,180.6280127,120.9985769
214.7,-30.88260672,180.54361,121.4536678
214.6,-30.02458033,180.9823763,121.8525987
214.5,-31.24974277,180.6972267,121.315828
214.4,-29.160301,180.4753,121.9049997
214.3,-31.35120933,181.9594467,121.6360791
214.2,-29.66624933,181.634795,122.0561819
214.1,-29.583672,181.3489067,121.9550782
214,-31.62183567,181.8142863,121.3974836
213.9,-31.525434,181.7233613,121.3659758
213.8,-29.27768567,182.4927137,122.3383427
213.7,-30.48130267,182.7323537,121.9836837
213.6,-30.8007408,182.3631073,121.7207888
213.5,-31.11333833,182.606814,121.6644919
213.4,-31.73405933,183.0046893,121.5568767
213.3,-30.75630633,183.4804653,122.008053
213.2,-30.33759767,183.6985604,122.1869876
213.1,-32.08704867,183.3105973,121.4411829
213,-31.021477,183.10969,121.696071
212.9,-32.19636767,183.9281903,121.5439409
212.8,-30.73398633,184.2463667,122.1041268
212.7,-30.85976867,184.3777767,122.0726693
212.6,-30.22858833,184.5303767,122.3005961
212.5,-30.781415,184.9105467,122.2097106
212.4,-31.399388,185.0602343,122.0202821
212.3,-33.16124233,184.98713,121.3752959
212.2,-31.182939,186.2160127,122.4110246
212.1,-31.40971533,185.49051,122.0602649
212,-28.46127933,186.104669,123.2144632
211.9,-31.6561078,186.409212,122.2177014
211.8,-31.03920267,186.412139,122.3909788
211.7,-32.24929087,186.4376923,121.9628005
211.6,-30.99791453,186.9107853,122.5042903
211.5,-32.78590633,187.672293,122.1287956
211.4,-34.16903533,187.6994493,121.6434713
211.3,-31.30784813,187.51758,122.503244
211.2,-31.98200133,187.7969727,122.3383238
211.1,-32.0773627,188.49792,122.5068524
211,-31.34921133,189.4864403,123.045743
210.9,-32.72768555,189.6065091,122.5929412
210.8,-32.75892,188.9157073,122.3189291
210.7,-32.42161967,189.1744643,122.4842816
210.6,-33.35319567,189.682457,122.3097538
210.5,-35.26697233,190.32264,121.8518892
210.4,-33.19252167,190.155978,122.4544854
210.3,-34.255382,190.89764,122.314086
210.2,-33.53679733,190.8339713,122.499058
210.1,-33.50149667,190.9431784,122.5138939
210,-32.09458467,191.8525007,123.2526387
209.9,-32.964735,191.6523183,122.8625278
209.8,-32.57006733,192.359368,123.1964336
209.7,-34.36289627,192.8655413,122.734215
209.6,-34.17628763,192.8807723,122.7681616
209.5,-32.69584967,192.8318623,123.2120042
209.4,-34.114877,193.6135007,122.9662079
209.3,-33.03632033,194.242335,123.5020049
209.2,-32.26829833,194.28114,123.7376139
209.1,-33.952704,195.0516033,123.3996331
209,-34.15061637,194.9721473,123.2738437
208.9,-33.18601167,195.8794245,123.864471
208.8,-32.12526233,195.7525667,124.1424348
208.7,-32.42996133,196.0470843,124.1057077
208.6,-32.70446733,197.4945117,124.4633481
208.5,-33.07049233,197.1009133,124.176807
208.4,-34.80431417,197.83583,123.8105053
208.3,-33.88891867,197.475173,123.9620848
208.2,-32.19761133,197.26313,124.4218396
208.1,-31.715821,198.0795987,124.8212592
208,-34.332867,198.7384133,124.1351821
207.9,-29.66078133,199.1519153,125.7970447
207.8,-32.90886533,199.850622,124.9139189
207.7,-33.57306533,201.0166777,125.0478708
207.6,-32.6725377,200.3454033,125.0909552
207.5,-32.23265367,200.3293767,125.1989077
207.4,-31.29907433,201.1925843,125.7645033
207.3,-31.96753167,202.8409133,126.0577939
207.2,-30.621164,202.1419043,126.2402468
207.1,-31.58603733,203.3324803,126.2821477
207,-30.13505667,203.5169583,126.7939672
206.9,-28.527845,203.7308117,127.3676556
206.8,-29.473521,203.6465167,126.9909986
206.7,-29.1251437,204.0795007,127.218119
206.6,-29.5701487,205.2980593,127.4426369
206.5,-29.61003,205.5516523,127.4805408
206.4,-30.73729122,205.774314,127.1456743
206.3,-28.69357467,205.6515933,127.7526729
206.2,-26.56842057,206.9867977,128.8727924
206.1,-27.76100233,207.5845467,128.6411814
206,-26.4540607,207.8137657,129.1199017
205.9,-27.75473867,208.451217,128.8654928
205.8,-26.534433,208.8401447,129.3685706
205.7,-27.05916533,209.4187443,129.353193
205.6,-27.79533067,209.5554427,129.1200373
205.5,-27.452274,210.5644737,129.5373999
205.4,-25.5377622,211.456505,130.4395809
205.3,-26.943557,211.5840983,129.9801804
205.2,-25.375096,212.06254,130.629148
205.1,-21.28858993,213.2303533,132.3472545
205,-23.7246418,214.0229277,131.7660953
204.9,-24.78430333,213.7491933,131.2882967
204.8,-27.229142,214.6864573,130.7524384
204.7,-20.48298867,215.088571,133.1018608
204.6,-19.07531467,216.858129,134.1276048
204.5,-22.00921003,215.926179,132.8056563
204.4,-16.611268,217.3294666,135.0393995
204.3,-18.621661,217.995281,134.5578733
204.2,-19.601272,218.874609,134.4911123
204.1,-17.5218445,219.4564033,135.3448529
204,-17.17536123,219.6949713,135.5065367
203.9,-16.79780967,220.0551603,135.7191169
203.8,-18.47322437,222.0652323,135.797336
203.7,-17.50200967,222.7006883,136.2995596
203.6,-13.649979,223.1090213,137.6863474
203.5,-14.4283074,223.4387683,137.503487
203.4,-13.82385733,224.35621,137.9774509
203.3,-9.904829,224.7048943,139.3666884
203.2,-14.02620243,225.583756,138.2525179
203.1,-8.969342333,226.152673,140.0944436
203,-10.73892167,227.3585813,139.8732199
202.9,-13.013473,228.0429137,139.3098136
202.8,-9.950137667,228.486532,140.4454648
202.7,-7.334849333,228.7582517,141.3744674
202.6,-8.265981667,229.7114167,141.3484783
202.5,-4.7455,230.7466012,142.8337004
202.4,-4.020526333,231.153057,143.1775102
202.3,-8.592320667,232.8987033,142.2021276
202.2,-5.615951333,233.0351367,143.2063951
202.1,-8.188796067,234.3968163,142.7693401
202,-5.765941,235.54679,143.9269497
201.9,-3.787940333,235.9643267,144.6921288
201.8,-0.2689823,237.1606107,146.2305428
201.7,2.302157333,238.190353,147.3975034
201.6,2.628411967,238.65824,147.628884
201.5,3.241622,239.429147,148.056923
201.4,1.991882667,240.8677327,148.0865384
201.3,2.488288333,241.0688867,148.285725
201.2,3.673892273,242.6491753,149.1743559
201.1,5.569591333,243.4904763,150.0533559
201,6.866127867,244.0894123,150.6518467
200.9,8.144616833,244.9246863,151.3231011
200.8,6.305173,245.65392,150.9196977
200.7,7.223965667,246.3995613,151.4411757
200.6,3.862124,248.2143263,150.8921501
200.5,6.584855333,249.0784298,152.0544284
200.4,7.177001333,250.117152,152.5647178
200.3,5.014381,251.245089,152.18649
200.2,12.04722333,252.291252,154.8461584
200.1,11.73590533,252.7719947,154.8693
200,10.68189067,254.5466697,155.0761868
199.9,11.89794567,255.7951837,155.8643764
199.8,10.85245367,256.4925733,155.715009
199.7,18.59459567,257.7230443,158.6725467
199.6,11.93380833,257.8869767,156.473595
199.5,15.85257167,259.4430593,158.2652103
199.4,16.43773183,259.8071047,158.5482788
199.3,20.87220633,261.032005,160.4014038
199.2,13.03699383,262.13641,158.1244679
199.1,15.180198,263.088734,159.1229773
199,25.52056347,263.7728133,162.7644589
198.9,19.1002099,265.28009,161.0934333
198.8,17.51798233,266.7648197,161.0276007
198.7,25.58626067,267.0098,163.7653536
198.6,17.77452933,269.0743227,161.816284
198.5,24.52789133,269.9219967,164.3166293
198.4,26.89163767,271.1454793,165.479039
198.3,24.13169047,271.7725507,164.734747
198.2,19.1756069,273.159498,163.5117016
198.1,24.14961133,274.6404467,165.6300193
198,24.901913,275.1873293,166.0297474
197.9,25.98943297,276.5570377,166.8154902
197.8,25.68015333,277.84076,167.1069711
197.7,30.2781696,278.9064803,168.96155
197.6,24.5373934,279.846483,167.3279588
197.5,24.24812367,280.9292927,167.5591388
197.4,25.037482,282.662819,168.366767
197.3,22.972549,283.16676,167.813103
197.2,27.990868,284.1644473,169.7851051
197.1,24.902373,285.7333033,169.2452254
197,25.61953817,286.9221704,169.8472362
196.9,23.13253567,288.1484337,169.3936564
196.8,27.04531533,289.358787,171.0680341
196.7,25.419284,290.0123333,170.7105391
196.6,26.78888703,291.0770647,171.4886506
196.5,28.41358233,292.7918107,172.5684643
196.4,25.95112867,294.5086113,172.28658
196.3,23.256257,294.9583307,171.5048626
196.2,24.28063013,296.052044,172.177558
