TITLE,KMGM_Additive&PROTEIN_928_Averages,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,15:27:31,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.43344,,
MAXY,54.05992,,
MINY,-64.3879,,
XYDATA,,,
261.8,1.914216667,209.889,0.1711666667
261.7,-1.169149667,209.9933333,0.1726483333
261.6,1.65576,209.7153333,0.1686783333
261.5,1.406068,209.471,0.1652146667
261.4,1.412253333,210.3926667,0.1783233333
261.3,1.111381667,210.3026667,0.1770333333
261.2,-0.272881,209.9103333,0.1714636667
261.1,-0.1072066667,210.7223333,0.182991
261,1.12292,209.9856667,0.1725366667
260.9,1.226872,209.6086667,0.16717
260.8,0.04203366667,210.3883333,0.178253
260.7,0.9014523333,210.1756667,0.175227
260.6,0.04707193333,209.8543333,0.1706703333
260.5,-0.154009,210.0016667,0.172756
260.4,0.335298,210.0836667,0.17393
260.3,0.587213,210.046,0.173386
260.2,1.035491,209.7936667,0.1698076667
260.1,0.4519086667,209.9153333,0.1715386667
260,0.384517,210.2603333,0.1764363333
259.9,0.360645,210.596,0.1811953333
259.8,-0.046269,210.7063333,0.182764
259.7,0.3961996667,210.7276667,0.183066
259.6,1.005257167,209.822,0.1702026667
259.5,-0.078126,210.4096667,0.1785626667
259.4,0.7433981667,210.855,0.1848716667
259.3,1.063892667,209.9026667,0.1713623333
259.2,-0.7062416667,210.8876667,0.185328
259.1,0.1621529667,210.759,0.1835123333
259,0.3751256667,210.945,0.1861493333
258.9,0.5657756667,210.2283333,0.1759806667
258.8,0.2837992333,210.5156667,0.180069
258.7,0.1911020667,210.906,0.18559
258.6,0.4518936667,211.2283333,0.19016
258.5,0.2094631333,210.853,0.1848503333
258.4,0.534228,210.3516667,0.177739
258.3,-0.2541663333,211.733,0.1972796667
258.2,-0.7537333333,211.5796667,0.1951196667
258.1,-0.180431,210.5636667,0.1807466667
258,-0.2103003333,211.0793333,0.1880486667
257.9,0.6246333333,210.746,0.1833236667
257.8,-0.6929195667,210.7693333,0.183661
257.7,0.443135,210.838,0.184637
257.6,0.288345,210.57,0.1808333333
257.5,0.9026733333,211.3303333,0.191602
257.4,-0.3015546667,211.067,0.187863
257.3,0.1397016667,211.663,0.196303
257.2,0.000496,211.6636667,0.1963146667
257.1,0.71746889,211.0706667,0.1879233333
257,0.0455555,210.39,0.178277
256.9,1.1260104,211.485,0.193775
256.8,0.7321633333,211.8333333,0.1987026667
256.7,0.4019174667,211.3883333,0.1924173333
256.6,0.5896493333,211.2453333,0.1903906667
256.5,1.067733667,211.0413333,0.1875106667
256.4,-0.06447,211.059,0.187761
256.3,1.200811333,212.0023333,0.2010703333
256.2,0.6407698667,212.3846667,0.206447
256.1,-0.3296113333,211.3453333,0.1917983333
256,-0.2494703333,211.778,0.1979013333
255.9,-0.052231,211.5283333,0.1944043333
255.8,0.1986963333,211.8843333,0.199428
255.7,1.375730533,211.5813333,0.1951416667
255.6,0.3738406667,212.1163333,0.202696
255.5,0.158094,212.0383333,0.2015966667
255.4,-0.6121671333,211.6756667,0.196485
255.3,1.4068,211.7446667,0.197452
255.2,0.032195,211.9806667,0.200783
255.1,0.06745666667,211.561,0.1948523333
255,1.654453333,212.3643333,0.2061786667
254.9,0.126643,212.3363333,0.2057956667
254.8,-0.452874,211.794,0.198146
254.7,1.140110133,211.9716667,0.2006506667
254.6,0.07092533333,212.4023333,0.206732
254.5,0.4354783333,212.3693333,0.2062586667
254.4,-0.2987963333,211.494,0.19391
254.3,0.2376376667,212.3223333,0.2056046667
254.2,0.9384933333,211.7473333,0.1974976667
254.1,1.071096667,211.957,0.2004493333
254,-0.7058263333,212.2473333,0.20454
253.9,0.6732896667,211.5656667,0.1949313333
253.8,0.03219733333,212.242,0.2044693333
253.7,0.7874773333,212.5383333,0.2086423333
253.6,1.184017667,212.6176667,0.2097606667
253.5,-0.1385541333,212.2663333,0.204815
253.4,0.16530253,212.3976667,0.2066636667
253.3,0.849397,212.836,0.2128286667
253.2,1.038001667,212.5463333,0.2087546667
253.1,-0.02676313333,212.9866667,0.2149426667
253,0.3061259,212.6513333,0.210232
252.9,0.3601633333,212.652,0.210244
252.8,0.61482,212.371,0.2062746667
252.7,1.276429,212.0213333,0.2013446667
252.6,1.197162333,212.6603333,0.2103613333
252.5,0.73378,212.2396667,0.204428
252.4,1.223588,213.2426667,0.2185336667
252.3,0.5747527,212.4723333,0.207713
252.2,-0.1132944,212.5746667,0.2091506667
252.1,-0.1931396667,212.9886667,0.214976
252,0.1249924667,213.224,0.2182776667
251.9,-0.374072,213.4903333,0.2220033333
251.8,-0.6090973,212.4503333,0.2074006667
251.7,-0.2010403333,212.115,0.2026776667
251.6,0.0742247,213.0226667,0.2154423333
251.5,0.6189476667,212.789,0.2121673333
251.4,0.5519944333,213.9273333,0.2281253333
251.3,-1.0309623,212.4996667,0.2080953333
251.2,0.07090933333,213.3706667,0.2203326667
251.1,0.402348,212.9246667,0.214069
251,1.674496667,213.4526667,0.221483
250.9,-0.4350073333,212.5033333,0.2081406667
250.8,1.335131,213.0446667,0.2157596667
250.7,0.418163,213.0876667,0.2163603333
250.6,-0.1122516667,213.319,0.2196026667
250.5,-0.1730259,213.543,0.2227413333
250.4,0.3099836667,213.5663333,0.2230773333
250.3,0.3800556333,213.338,0.219875
250.2,-0.6646103333,213.3466667,0.219999
250.1,0.067562,213.044,0.215745
250,0.1564072333,213.4223333,0.2210566667
249.9,-0.007953166667,213.9206667,0.228035
249.8,-1.213726667,213.6633333,0.2244346667
249.7,0.101203,213.667,0.2244793333
249.6,1.056394333,213.7776667,0.2260433333
249.5,1.343246333,213.3363333,0.2198316667
249.4,1.626196333,214.1086667,0.2306743333
249.3,-0.3416033333,213.6856667,0.2247566667
249.2,0.06313066667,213.557,0.2229516667
249.1,0.3790533333,213.5043333,0.2222033333
249,-1.136367267,213.311,0.219488
248.9,-0.17141561,214.172,0.2315446667
248.8,1.191188,213.9573333,0.228561
248.7,0.4017343333,213.5403333,0.2227133333
248.6,0.677839,213.6016667,0.2235763333
248.5,0.054613,213.9203333,0.228041
248.4,-0.229747,213.8283333,0.226751
248.3,-0.169641,213.6773333,0.2246356667
248.2,1.089424,214.1656667,0.231472
248.1,-0.03533433333,213.357,0.22014
248,-0.100661,214.129,0.2309516667
247.9,-0.4824695667,213.5933333,0.2234513333
247.8,-0.8036196667,214.2843333,0.2331306667
247.7,-0.6730546667,213.8296667,0.2267726667
247.6,-0.6356390667,214.43,0.2351653333
247.5,-0.3320543667,214.239,0.232495
247.4,-0.4120263333,214.6036667,0.2375783333
247.3,0.09638933333,214.353,0.2340923333
247.2,-0.7850716667,214.2746667,0.2329923333
247.1,-0.2487343,214.081,0.2302886667
247,-0.723093,214.6453333,0.2381796667
246.9,0.1472843333,214.7026667,0.238969
246.8,-0.8774326667,214.671,0.2385323333
246.7,-0.902179,214.77,0.2399073333
246.6,-0.633979,214.608,0.2376503333
246.5,-0.277761,214.894,0.2416346667
246.4,-0.4962303333,215.1266667,0.244883
246.3,-1.934941,215.007,0.2432213333
246.2,-1.184316,215.279,0.2470066667
246.1,-0.7577356667,215.3106667,0.2474503333
246,-0.490254,215.1846667,0.2456953333
245.9,-1.25776,215.5146667,0.2502896667
245.8,-0.4801894667,214.9986667,0.2430973333
245.7,-1.024121667,214.8726667,0.241335
245.6,-2.376143333,215.3863333,0.2485036667
245.5,-1.81601,215.2133333,0.2460913333
245.4,-0.8297331333,215.0996667,0.24451
245.3,-0.9607366667,215.117,0.2447536667
245.2,-1.785886,214.961,0.2425783333
245.1,-1.798302333,215.3623333,0.2481663333
245,-1.903343333,215.4363333,0.249197
244.9,-1.334413333,215.2873333,0.2471196667
244.8,-2.25364,215.5763333,0.2511403333
244.7,-2.365246667,215.8286667,0.254647
244.6,-1.86695,215.453,0.2494023333
244.5,-1.145701667,215.519,0.250342
244.4,-2.18498,215.0913333,0.244394
244.3,-3.043685,215.4876667,0.249918
244.2,-2.37728,215.5283333,0.2504786667
244.1,-2.117830667,216.2346667,0.260291
244,-2.64014,215.6233333,0.2517953333
243.9,-1.975106667,216.508,0.264083
243.8,-1.60291,216.393,0.2624846667
243.7,-2.399043333,216.185,0.259592
243.6,-1.537666667,216.1763333,0.259474
243.5,-2.716483333,215.879,0.25535
243.4,-2.76746,216.478,0.263654
243.3,-3.13083,215.9176667,0.2558933333
243.2,-2.16624,216.2746667,0.260847
243.1,-2.968566667,216.6973333,0.2667046667
243,-2.53048,216.597,0.2653206667
242.9,-3.79201,216.907,0.2696076667
242.8,-2.40992,216.8976667,0.269476
242.7,-3.894016667,216.3096667,0.261326
242.6,-3.12802,217.4106667,0.2765583333
242.5,-2.689466667,217.1783333,0.273365
242.4,-4.19642,217.1306667,0.2727066667
242.3,-4.056606667,217.6506667,0.2798906667
242.2,-4.178786667,217.1263333,0.2726346667
242.1,-4.42726,217.2443333,0.2742733333
242,-4.42299,217.3086667,0.275161
241.9,-5.091203333,217.4356667,0.2769076667
241.8,-4.68321,218.1986667,0.287433
241.7,-5.24425,216.967,0.2704293333
241.6,-4.581963333,217.8883333,0.283167
241.5,-5.82543,218.149,0.2867486667
241.4,-3.901156667,217.7383333,0.2810956667
241.3,-4.407746667,217.8776667,0.283012
241.2,-3.893423333,218.434,0.290681
241.1,-5.083013333,218.2283333,0.287846
241,-5.89735,218.525,0.2919323333
240.9,-6.143466667,218.1036667,0.2861346667
240.8,-6.323323333,218.151,0.286786
240.7,-6.139536667,218.6173333,0.2931983333
240.6,-5.59214,219.0126667,0.2986326667
240.5,-5.62649,219.4526667,0.3046743333
240.4,-5.21483,219.1166667,0.300054
240.3,-6.63931,219.2813333,0.3023186667
240.2,-6.201416667,219.4396667,0.3044973333
240.1,-6.261973333,219.1736667,0.300838
240,-5.809803333,219.8396667,0.3099713333
239.9,-6.42596,219.8816667,0.310543
239.8,-7.07661,219.5123333,0.3054693333
239.7,-8.06776,219.908,0.310913
239.6,-6.63139,219.2096667,0.3013366667
239.5,-7.776246667,220.8643333,0.323968
239.4,-7.416463333,220.9683333,0.3253773333
239.3,-8.63059,219.7663333,0.308956
239.2,-8.784016667,220.781,0.322827
239.1,-9.056073333,220.572,0.3199773333
239,-7.968323333,220.6573333,0.3211146667
238.9,-10.02521667,221.3503333,0.3305886667
238.8,-8.901773333,221.3736667,0.3309066667
238.7,-10.65211667,220.912,0.3246183333
238.6,-8.434816667,221.4083333,0.3313703333
238.5,-10.39962,222.0013333,0.3394373333
238.4,-9.666183333,221.3593333,0.3307136667
238.3,-9.753043333,221.3286667,0.330299
238.2,-9.4133,222.0366667,0.3399246667
238.1,-10.03078667,222.4283333,0.3452323333
238,-11.6225,222.149,0.341439
237.9,-11.18590333,222.5513333,0.3468963333
237.8,-10.96846333,221.682,0.3350966667
237.7,-10.60512,222.3076667,0.3435983333
237.6,-10.94626667,222.9393333,0.352154
237.5,-11.96446667,222.6323333,0.347996
237.4,-11.9318,223.029,0.3533613333
237.3,-13.86116667,223.1563333,0.3550843333
237.2,-12.95176667,223.2923333,0.3569283333
237.1,-11.84396667,222.843,0.3508286667
237,-12.60473333,223.4173333,0.358615
236.9,-14.3268,224.243,0.3697446667
236.8,-13.72756667,223.5983333,0.3610596667
236.7,-13.4128,224.3193333,0.3707696667
236.6,-12.74433333,223.7303333,0.36283
236.5,-14.58926667,224.14,0.368357
236.4,-15.0743,224.4906667,0.3730816667
236.3,-16.0467,224.8893333,0.3784416667
236.2,-16.0704,225.2203333,0.3828833333
236.1,-16.1837,224.9376667,0.3790906667
236,-14.48193333,225.1656667,0.3821493333
235.9,-15.46826667,225.619,0.3882353333
235.8,-15.2532,225.712,0.3894706667
235.7,-17.2225,225.9873333,0.3931603333
235.6,-16.87866667,226.169,0.395588
235.5,-15.93393333,226.1563333,0.395417
235.4,-17.29396667,226.097,0.394632
235.3,-18.36396667,226.6283333,0.4017256667
235.2,-18.03223333,226.16,0.3954756667
235.1,-18.047,226.8596667,0.4048056667
235,-18.88693333,227.165,0.408883
234.9,-20.3208,226.7593333,0.4034736667
234.8,-19.35933333,227.357,0.411439
234.7,-19.721,227.1736667,0.4090046667
234.6,-20.30093333,227.8383333,0.4178403333
234.5,-21.61463333,228.6386667,0.4284423333
234.4,-20.8929,228.4706667,0.426236
234.3,-19.95293333,228.191,0.422528
234.2,-22.66703333,228.5106667,0.42677
234.1,-22.81186667,228.722,0.4295706667
234,-22.60496667,228.8923333,0.4318206667
233.9,-22.36126667,229.0663333,0.4341253333
233.8,-22.4565,229.253,0.4365986667
233.7,-21.8516,229.9303333,0.4455413333
233.6,-22.73713333,229.8316667,0.4442346667
233.5,-22.35906667,229.375,0.4382043333
233.4,-24.1302,229.7803333,0.4435583333
233.3,-25.4093,230.8006667,0.457005
233.2,-23.80103333,230.7613333,0.4564836667
233.1,-24.4522,230.53,0.453437
233,-25.79043333,230.5506667,0.4537173333
232.9,-26.37383333,230.6956667,0.4556196667
232.8,-25.21273333,231.347,0.4641736667
232.7,-26.40973333,231.108,0.4610356667
232.6,-26.9812,231.6446667,0.4680833333
232.5,-27.28773333,231.3426667,0.464126
232.4,-26.5634,231.9423333,0.4719823333
232.3,-25.73403333,232.2496667,0.4760053333
232.2,-28.00106667,232.166,0.474909
232.1,-28.74986667,232.9076667,0.484598
232,-28.5131,232.7496667,0.4825373333
231.9,-28.90766667,232.7993333,0.4831813333
231.8,-28.9359,233.539,0.492835
231.7,-29.6231,233.6933333,0.494837
231.6,-31.16203333,234.503,0.5053473333
231.5,-30.73106667,234.2916667,0.5026186667
231.4,-30.8877,234.5126667,0.5054876667
231.3,-31.2992,234.193,0.5013426667
231.2,-30.93426667,234.3846667,0.5038283333
231.1,-31.72396667,234.9716667,0.5114413333
231,-31.7908,234.9393333,0.5110183333
230.9,-33.6054,235.156,0.513827
230.8,-32.8298,235.3573333,0.5164323333
230.7,-32.70483333,235.617,0.519789
230.6,-35.6113,235.481,0.5180226667
230.5,-33.3589,235.7466667,0.5214606667
230.4,-35.0689,236.0606667,0.5255146667
230.3,-34.12523333,236.096,0.525974
230.2,-35.70103333,235.506,0.5183483333
230.1,-34.46856667,236.7173333,0.533975
230,-37.2062,236.9946667,0.5375553333
229.9,-36.14033333,236.9713333,0.5372553333
229.8,-36.78153333,237.091,0.538798
229.7,-36.05526667,236.4853333,0.530999
229.6,-36.42303333,237.448,0.5433803333
229.5,-38.39036667,237.4673333,0.5436253333
229.4,-39.10956667,237.6213333,0.5456056667
229.3,-38.55373333,237.929,0.5495573333
229.2,-38.3689,237.8703333,0.5488043333
229.1,-38.70626667,238.2716667,0.5539473333
229,-40.2481,238.8756667,0.5616676667
228.9,-39.11983333,239.1413333,0.5650673333
228.8,-40.25183333,238.6586667,0.5588903333
228.7,-40.67713333,239.5763333,0.570604
228.6,-40.16343333,240.1553333,0.5779856667
228.5,-41.27683333,239.3503333,0.5677286667
228.4,-40.6544,240.0136667,0.576192
228.3,-41.35746667,240.392,0.5810016667
228.2,-42.1164,240.8133333,0.5863526667
228.1,-42.89506667,241.2353333,0.5917093333
228,-42.29056667,241.829,0.5992193333
227.9,-43.13803333,240.8226667,0.5864653333
227.8,-41.27443333,241.814,0.5990273333
227.7,-45.31043333,242.697,0.610184
227.6,-45.1046,241.9966667,0.601344
227.5,-43.8309,242.2243333,0.6042136667
227.4,-44.69,242.3676667,0.606035
227.3,-45.46156667,242.8123333,0.6116446667
227.2,-44.63383333,243.163,0.6160613333
227.1,-46.8567,243.426,0.619375
227,-45.92853333,243.708,0.622923
226.9,-45.9841,243.8943333,0.6252636667
226.8,-45.9837,244.2036667,0.6291466667
226.7,-46.4861,244.3646667,0.631169
226.6,-47.6281,244.6586667,0.63485
226.5,-46.33856667,244.485,0.632679
226.4,-47.268,244.7486667,0.6359726667
226.3,-47.6891,244.5816667,0.6338866667
226.2,-47.1786,245.3123333,0.643034
226.1,-48.68523333,245.2606667,0.6423663333
226,-49.0711,245.4023333,0.6441513333
225.9,-49.61403333,245.6483333,0.647233
225.8,-49.34713333,246.0366667,0.6520766667
225.7,-50.23213333,246.1776667,0.653823
225.6,-48.68656667,246.4736667,0.657518
225.5,-50.41643333,246.6016667,0.6591196667
225.4,-49.83423333,247.395,0.6689763333
225.3,-51.62803333,246.9996667,0.6640626667
225.2,-48.438,247.683,0.6725453333
225.1,-48.6918,246.9176667,0.6630353333
225,-50.4124,247.8873333,0.6750843333
224.9,-51.22613333,248.446,0.6820036667
224.8,-50.96273333,248.5216667,0.682944
224.7,-49.77436667,248.731,0.6855263333
224.6,-51.9602,249.0333333,0.689258
224.5,-50.41116667,248.9946667,0.6887833333
224.4,-52.2951,249.061,0.68958
224.3,-51.34003333,249.5093333,0.6951386667
224.2,-49.34966667,249.482,0.694803
224.1,-52.46646667,250.4843333,0.7071303333
224,-52.6074,249.9513333,0.700578
223.9,-52.15913333,250.1653333,0.703218
223.8,-52.94933333,250.5983333,0.708536
223.7,-52.99753333,250.7016667,0.7098076667
223.6,-53.0073,251.1096667,0.7148153333
223.5,-52.9897,251.0353333,0.7139023333
223.4,-53.2123,251.1136667,0.7148613333
223.3,-52.53583333,251.558,0.7203026667
223.2,-52.74803333,251.97,0.725347
223.1,-52.28846667,251.9356667,0.724931
223,-53.05963333,252.0466667,0.7262883333
222.9,-52.60936667,252.6126667,0.7331976667
222.8,-51.85463333,252.941,0.7372016667
222.7,-52.83413333,252.987,0.7377596667
222.6,-52.78516667,253.6213333,0.7454743333
222.5,-54.0113,253.8153333,0.7478486667
222.4,-54.47336667,253.7853333,0.747484
222.3,-53.34216667,253.7,0.74644
222.2,-54.36746667,254.4126667,0.7551036667
222.1,-53.67123333,254.9063333,0.7610576667
222,-53.3537,255.09,0.7632996667
221.9,-54.32323333,255.062,0.7629653333
221.8,-54.4809,255.473,0.7679413333
221.7,-54.82596667,255.938,0.7735576667
221.6,-55.10036667,256.2416667,0.777219
221.5,-52.1619,256.6696667,0.782379
221.4,-52.1419,256.128,0.7758433333
221.3,-51.95133333,256.6146667,0.781713
221.2,-54.86766667,257.0193333,0.7865873333
221.1,-54.0923,257.7166667,0.7949573333
221,-53.7819,257.475,0.792063
220.9,-53.48393333,258.1016667,0.799585
220.8,-54.09503333,257.9326667,0.797555
220.7,-53.39223333,257.7893333,0.795836
220.6,-53.1481,257.9476667,0.7977386667
220.5,-53.7951,259.0446667,0.8108566667
220.4,-53.6232,259.387,0.814957
220.3,-54.87963333,259.8503333,0.820466
220.2,-54.5647,260.31,0.8259633333
220.1,-55.0664,259.9396667,0.8215433333
220,-53.0833,259.997,0.8222326667
219.9,-53.58063333,260.203,0.8246863333
219.8,-52.6864,260.2713333,0.8254993333
219.7,-53.02926667,260.685,0.8304203333
219.6,-51.31926667,260.9003333,0.832977
219.5,-53.5483,261.3116667,0.83786
219.4,-54.7696,261.799,0.8436393333
219.3,-53.27396667,262.6223333,0.8533713333
219.2,-51.36793333,261.6633333,0.8420313333
219.1,-50.94763333,262.154,0.847846
219,-54.07183333,262.2,0.8483843333
218.9,-53.60686667,262.7513333,0.854908
218.8,-53.94053333,263.3233333,0.861652
218.7,-53.0914,263.5396667,0.864199
218.6,-53.27606667,263.4363333,0.8629873333
218.5,-51.7739,263.759,0.8667916667
218.4,-53.19663333,264.449,0.8748963333
218.3,-53.63183333,264.624,0.8769606667
218.2,-53.74846667,264.1233333,0.871076
218.1,-53.12763333,264.735,0.8782603333
218,-52.68766667,265.0226667,0.881633
217.9,-51.91543333,265.5633333,0.887967
217.8,-52.13016667,265.3693333,0.885699
217.7,-54.6531,265.828,0.891066
217.6,-53.31146667,266.023,0.893349
217.5,-54.44773333,267.0343333,0.9051366667
217.4,-52.54063333,266.8993333,0.9035786667
217.3,-54.6336,267.0483333,0.905314
217.2,-52.8692,267.3893333,0.9092856667
217.1,-53.1186,268.2073333,0.9187966667
217,-52.08923333,267.755,0.913544
216.9,-51.5053,268.5123333,0.9223386667
216.8,-51.92243333,268.433,0.9214153333
216.7,-53.49283333,268.9976667,0.9279603333
216.6,-54.1152,268.783,0.925464
216.5,-53.15326667,269.785,0.9370693333
216.4,-53.88103333,269.827,0.937555
216.3,-53.1808,269.755,0.9367246667
216.2,-52.7663,270.3586667,0.9436833333
216.1,-51.02173333,270.699,0.9476186667
216,-53.02693333,270.5603333,0.9460216667
215.9,-52.6731,271.4646667,0.9564223333
215.8,-53.91826667,271.312,0.954671
215.7,-53.4547,272.0633333,0.9633036667
215.6,-52.78046667,272.0703333,0.9633833333
215.5,-53.52706667,272.4713333,0.967976
215.4,-53.85566667,272.8483333,0.972299
215.3,-52.47106667,272.349,0.9665806667
215.2,-51.1639,273.5556667,0.980388
215.1,-49.91526667,273.399,0.9785946667
215,-52.74166667,272.9496667,0.973457
214.9,-50.0808,273.8913333,0.984222
214.8,-52.12323333,274.3746667,0.9897346667
214.7,-52.61493333,274.9876667,0.9967016667
214.6,-52.69876667,274.7373333,0.993863
214.5,-52.2086,275.0173333,0.9970433333
214.4,-52.918,275.5153333,1.002702333
214.3,-54.72653333,275.562,1.003232333
214.2,-53.35853333,276.8153333,1.01743
214.1,-51.53316667,276.5133333,1.01402
214,-51.3074,277.104,1.0207
213.9,-50.38786667,276.9493333,1.018956667
213.8,-54.9916,277.5473333,1.025706667
213.7,-53.2399,278.049,1.031356667
213.6,-53.20006667,278.2526667,1.033656667
213.5,-53.45083333,278.2306667,1.03341
213.4,-53.57486667,278.4883333,1.036313333
213.3,-54.11176667,279.0393333,1.0425
213.2,-53.66936667,279.854,1.051646667
213.1,-52.75406667,279.99,1.053176667
213,-56.45226667,279.2726667,1.045123333
212.9,-53.47436667,280.18,1.055293333
212.8,-57.17456667,280.9626667,1.064053333
212.7,-51.8134,280.4543333,1.058366667
212.6,-52.63013333,281.3453333,1.068323333
212.5,-54.90646667,281.673,1.071976667
212.4,-57.3024,282.5133333,1.081336667
212.3,-54.3573,282.4123333,1.080213333
212.2,-53.99966667,282.7556667,1.08402
212.1,-56.76536667,283.2886667,1.089946667
212,-55.15363333,284.0186667,1.09804
211.9,-53.4639,284.5356667,1.10376
211.8,-54.82506667,285.1936667,1.111023333
211.7,-54.67516667,285.5223333,1.114653333
211.6,-55.28406667,285.477,1.114146667
211.5,-57.08893333,286.743,1.128083333
211.4,-53.21343333,286.6463333,1.127013333
211.3,-53.20166667,287.057,1.13153
211.2,-55.93333333,287.176,1.132833333
211.1,-56.1127,288.586,1.148273333
211,-57.91486667,288.2513333,1.144616667
210.9,-55.1989,288.295,1.14509
210.8,-58.7721,289.0513333,1.15335
210.7,-56.86506667,290.1366667,1.16517
210.6,-56.06213333,290.1553333,1.16538
210.5,-55.00053333,290.4003333,1.16804
210.4,-59.12946667,290.924,1.173726667
210.3,-55.32193333,291.4843333,1.179803333
210.2,-57.5407,292.058,1.186013333
210.1,-55.11096667,292.616,1.192036667
210,-60.45783333,293.259,1.198966667
209.9,-57.65883333,293.632,1.203006667
209.8,-56.737,294.172,1.20881
209.7,-60.56833333,295.2816667,1.220726667
209.6,-56.96293333,295.1533333,1.21935
209.5,-60.07886667,295.9936667,1.228346667
209.4,-61.25066667,296.2823333,1.231433333
209.3,-54.63073333,296.8473333,1.23746
209.2,-60.3048,297.9023333,1.248713333
209.1,-59.18663333,298.6066667,1.256193333
209,-58.54626667,299.1123333,1.261566667
208.9,-56.58836667,299.46,1.265246667
208.8,-56.4819,300.1,1.27202
208.7,-56.28843333,300.198,1.27305
208.6,-58.53523333,301.145,1.28306
208.5,-57.21596667,301.2833333,1.284506667
208.4,-56.2789,302.1493333,1.293636667
208.3,-60.3824,302.7593333,1.30004
208.2,-54.44076667,304.474,1.318003333
208.1,-57.7331,304.7093333,1.320456667
208,-59.1008,306.1423333,1.335383333
207.9,-55.8069,306.6783333,1.340963333
207.8,-55.53216667,307.355,1.34798
207.7,-54.33746667,307.9476667,1.35412
207.6,-54.60743333,308.7066667,1.361963333
207.5,-53.19746667,309.7003333,1.37222
207.4,-50.86126667,310.1763333,1.377116667
207.3,-58.49466667,309.927,1.37455
207.2,-55.09616667,311.4813333,1.390513333
207.1,-51.92563333,311.948,1.395296667
207,-52.49463333,313.166,1.407756667
206.9,-53.44686667,312.984,1.40589
206.8,-51.3423,313.9503333,1.415746667
206.7,-48.3319,315.2563333,1.429026667
206.6,-51.519,315.3436667,1.42991
206.5,-52.0412,316.8866667,1.445533333
206.4,-48.54673333,317.8516667,1.455276667
206.3,-46.8734,319.1506667,1.46835
206.2,-45.7347,319.6656667,1.473516667
206.1,-46.7338,320.6743333,1.48363
206,-46.40236667,321.16,1.488483333
205.9,-43.8951,322.155,1.49841
205.8,-50.12466667,322.7963333,1.5048
205.7,-46.2573,323.9806667,1.516563333
205.6,-49.42256667,324.8063333,1.52475
205.5,-40.5479,326.1066667,1.5376
205.4,-48.17093333,326.3376667,1.539876667
205.3,-40.6854,327.101,1.547396667
205.2,-38.81953333,329.6666667,1.572566667
205.1,-40.22763333,329.5293333,1.571226667
205,-36.65966667,331.0326667,1.5859
204.9,-39.50273333,332.2176667,1.597426667
204.8,-35.72793333,333.5056667,1.60992
204.7,-38.6243,334.3033333,1.617633333
204.6,-37.0784,335.455,1.628746667
204.5,-32.65216667,336.0843333,1.634803333
204.4,-33.28376667,337.6716667,1.65005
204.3,-35.92816667,338.531,1.658276667
204.2,-30.24293333,339.866,1.671023333
204.1,-33.8641,340.8613333,1.680493333
204,-27.51213333,341.8733333,1.690103333
203.9,-30.96846667,343.2716667,1.703346667
203.8,-30.62063333,344.5266667,1.715186667
203.7,-26.2796,345.7086667,1.726313333
203.6,-21.0645,347.1443333,1.739776667
203.5,-22.3468,348.5563333,1.752976667
203.4,-18.7323,350.1573333,1.76789
203.3,-21.64613333,350.2863333,1.76909
203.2,-20.52783333,352.148,1.786353333
203.1,-20.56426667,353.5453333,1.799256667
203,-16.67606667,354.8843333,1.811586667
202.9,-16.49146667,356.003,1.821856667
202.8,-15.50981,357.3046667,1.83377
202.7,-11.30756333,358.211,1.84205
202.6,-11.23950667,359.5213333,1.853976667
202.5,-13.59796667,360.627,1.864023333
202.4,-11.48134,362.3846667,1.87993
202.3,-3.733331667,363.6993333,1.891783333
202.2,-10.08312667,365.0546667,1.903973333
202.1,-12.14294,366.7066667,1.91877
202,-8.318006667,368.6106667,1.935763333
201.9,-1.285566667,370.0016667,1.948133333
201.8,-1.295833333,372.121,1.9669
201.7,-4.12465,373.4926667,1.978993333
201.6,2.379423333,375.0453333,1.99265
201.5,-1.283071333,376.6283333,2.006513333
201.4,3.08805,377.6966667,2.015846667
201.3,2.615233333,379.858,2.03466
201.2,-1.212366667,381.088,2.04532
201.1,8.23362,382.832,2.060396667
201,9.315906667,384.6503333,2.07605
200.9,7.466733333,386.0233333,2.087823333
200.8,12.7755,387.4866667,2.100343333
200.7,12.62474,389.3246667,2.116006667
200.6,9.901346,391.2613333,2.132443333
200.5,8.701256667,392.816,2.14559
200.4,16.91863333,396.0243333,2.172576667
200.3,14.79616667,396.6506667,2.177826667
200.2,18.40946667,398.34,2.19194
200.1,15.4215,400.45,2.209513333
200,18.98976667,401.7073333,2.219943333
199.9,24.27896667,404.0786667,2.239536667
199.8,20.05356667,406.3623333,2.25832
199.7,23.49496667,408.0803333,2.272386667
199.6,15.95881667,409.4203333,2.283323333
199.5,23.81746667,411.8706667,2.30325
199.4,22.86813333,412.7066667,2.310023333
199.3,24.1687,414.3556667,2.32336
199.2,32.3379,415.485,2.33246
