TITLE,AZNTEA_ADDITIVE&PROTEIN_928,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,15:55:35,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,2.04193,,
MAXY,51.60477,,
MINY,-66.95696,,
XYDATA,,,
260.4,1.180736667,211.0863333,0.18815
260.3,0.208232,209.9046667,0.171392
260.2,0.189164,210.205,0.175658
260.1,-0.1770983333,210.1906667,0.175454
260,0.83820247,210.5606667,0.1807013333
259.9,0.5862473333,210.956,0.1863003333
259.8,0.658498,210.7096667,0.1828176667
259.7,0.2471365667,210.4916667,0.1797146667
259.6,0.1198336667,210.9006667,0.1855196667
259.5,0.02059906667,211.0603333,0.187781
259.4,1.147018667,210.7216667,0.182982
259.3,0.420843,211.034,0.187409
259.2,0.782659,210.804,0.1841466667
259.1,0.926316,210.8303333,0.1845223333
259,0.6697104667,211.0823333,0.1880863333
258.9,0.1096096667,210.546,0.1804933333
258.8,0.478298,210.5813333,0.180988
258.7,0.3606593333,210.6166667,0.1814833333
258.6,1.114583333,210.874,0.1851456667
258.5,-0.5696903333,210.8166667,0.1843323333
258.4,1.155144667,211.1883333,0.1895926667
258.3,-0.2192963333,210.8206667,0.1843776667
258.2,0.9599581,210.5743333,0.1808946667
258.1,1.266599667,211.427,0.1929733333
258,1.066122067,211.1573333,0.189155
257.9,1.180391933,210.8466667,0.1847533333
257.8,-0.11121762,211.1063333,0.1884246667
257.7,-0.2454136667,211.3463333,0.1918263333
257.6,-0.02877333333,211.144,0.1889623333
257.5,-0.06863566667,211.4433333,0.193189
257.4,0.4004903333,210.9603333,0.1863623333
257.3,0.9351033333,210.918,0.185766
257.2,1.529603333,211.447,0.193244
257.1,0.006754,211.5093333,0.1941303333
257,0.07558266667,211.1773333,0.1894376667
256.9,-0.1391713333,211.056,0.1877223333
256.8,0.6632056667,211.6396667,0.195969
256.7,0.5604316667,211.3186667,0.1914263333
256.6,0.8033846667,211.8656667,0.1991606667
256.5,0.9221636667,211.684,0.196595
256.4,0.1949223333,211.6186667,0.1956723333
256.3,0.704449,211.7733333,0.1978656667
256.2,0.6830316667,211.706,0.1968886667
256.1,1.751203333,211.6746667,0.196462
256,0.218341,211.3633333,0.1920703333
255.9,1.335659,211.2766667,0.1908386667
255.8,0.004965466667,211.853,0.198989
255.7,-0.08958133333,211.796,0.1981726667
255.6,-1.179509333,211.445,0.1932196667
255.5,0.6246333333,212.032,0.201511
255.4,1.070923667,211.7133333,0.1970066667
255.3,-0.084762,211.683,0.1965843333
255.2,-0.5318198,211.9143333,0.1998426667
255.1,-0.1143982333,211.9833333,0.2008213333
255,0.9821632333,212.1846667,0.203661
254.9,1.456851667,211.9476667,0.2003163333
254.8,1.821664333,212.347,0.2059503333
254.7,0.5076256667,211.9966667,0.201009
254.6,0.09501403333,212.1373333,0.2029963333
254.5,-0.03986866667,212.231,0.204316
254.4,0.7875936667,212.061,0.2019173333
254.3,0.9156666667,211.9623333,0.2005303333
254.2,1.223189,212.0126667,0.2012313333
254.1,-0.303307,212.086,0.202266
254,1.37997,212.2386667,0.2044206667
253.9,1.368253333,212.298,0.205255
253.8,0.432483,212.3193333,0.2055566667
253.7,0.779817,212.371,0.2062826667
253.6,1.394463333,212.759,0.211743
253.5,-0.9108343333,212.4996667,0.208102
253.4,1.214768667,212.4476667,0.2073646667
253.3,0.5127145333,212.538,0.208639
253.2,0.4413203333,212.3373333,0.2058116667
253.1,1.046608333,212.0183333,0.2013176667
253,0.8180673333,212.754,0.2116736667
252.9,0.938804,212.986,0.2149276667
252.8,1.000904,213.0433333,0.2157333333
252.7,-0.136075,212.7576667,0.2117273333
252.6,0.3592403333,212.494,0.2080176667
252.5,1.550762333,212.5713333,0.2091043333
252.4,0.6553496667,212.5376667,0.2086246667
252.3,0.171561,212.6043333,0.2095693333
252.2,-0.02172246667,212.811,0.2124806667
252.1,0.5297126667,212.809,0.2124443333
252,0.5398463333,212.7683333,0.2118766667
251.9,1.428732667,212.9676667,0.2146763333
251.8,0.7099496667,213.1133333,0.2167243333
251.7,-0.2222202,213.629,0.2239563333
251.6,0.006007,213.2296667,0.2183596667
251.5,1.164451,213.3653333,0.2202606667
251.4,-0.4225133333,213.2476667,0.218606
251.3,0.2255843333,213.101,0.2165523333
251.2,0.9791163733,213.3323333,0.2197933333
251.1,0.215136,213.4243333,0.2210873333
251,0.4181896667,213.6156667,0.2237683333
250.9,1.079741,213.3396667,0.2199023333
250.8,0.8964323333,213.1913333,0.2178176667
250.7,0.1813323333,213.0073333,0.2152336667
250.6,0.1861866667,213.0216667,0.2154373333
250.5,0.8271313333,213.6276667,0.2239386667
250.4,0.03035533333,213.3633333,0.220234
250.3,-0.6611459,213.9083333,0.227866
250.2,0.1546362,213.4126667,0.2209246667
250.1,1.272307667,213.8296667,0.2267726667
250,0.6443698667,213.345,0.219976
249.9,-0.6727673333,213.467,0.2216873333
249.8,-0.3752063333,213.93,0.228172
249.7,-0.3025053333,214.0043333,0.229215
249.6,0.178204,213.6303333,0.2239786667
249.5,0.109223,213.6143333,0.223758
249.4,1.203006333,213.5943333,0.223472
249.3,-0.6737906667,213.404,0.2208076667
249.2,-0.3418336667,214.174,0.2315886667
249.1,0.7229883333,213.977,0.2288356667
249,0.2590426667,214.072,0.230164
248.9,-1.212025667,213.87,0.2273336667
248.8,-0.1900456667,213.966,0.2286803333
248.7,-0.5852076667,213.8503333,0.2270563333
248.6,0.3752996667,214.539,0.236691
248.5,-0.2744043333,213.9186667,0.2280126667
248.4,1.045248,214.1193333,0.2308266667
248.3,-0.2898419667,214.3876667,0.234577
248.2,-0.5450173333,214.0006667,0.2291593333
248.1,-1.065468,214.3833333,0.2345123333
248,-1.273817333,213.932,0.2282006667
247.9,0.05033666667,214.071,0.2301483333
247.8,0.568473,214.663,0.2384176667
247.7,-1.271379333,214.206,0.2320373333
247.6,0.009212333333,214.447,0.2354023333
247.5,-0.5035653333,214.249,0.2326336667
247.4,-0.7496096667,214.566,0.237067
247.3,0.4644233333,214.3406667,0.233921
247.2,0.2290276667,214.3926667,0.2346443333
247.1,-2.485313333,214.8083333,0.240449
247,-0.6673333333,214.789,0.240168
246.9,-0.2814323667,214.5796667,0.2372593333
246.8,-0.7439363333,214.7846667,0.2401196667
246.7,-0.0756656,214.9696667,0.2426983333
246.6,-1.401796177,214.845,0.2409546667
246.5,-1.297176,215.0503333,0.243825
246.4,-0.4375353333,214.692,0.2388273333
246.3,-0.677183,214.902,0.2417556667
246.2,-0.6178765333,215.0996667,0.2445096667
246.1,-0.9643466667,215.425,0.249036
246,-0.887271,215.308,0.2474156667
245.9,-0.5387792333,215.24,0.246466
245.8,-0.715784,215.5666667,0.251006
245.7,-0.7977786667,215.0813333,0.2442583333
245.6,-1.077371333,215.2936667,0.247215
245.5,-1.490237333,215.469,0.249654
245.4,-1.644252333,215.4106667,0.248843
245.3,-1.286191533,215.5646667,0.250984
245.2,-0.7311333333,215.4473333,0.249353
245.1,-1.194641667,215.3826667,0.2484546667
245,-0.755549,215.5763333,0.2511466667
244.9,-1.022816667,215.515,0.2502956667
244.8,-2.11242,215.798,0.2542356667
244.7,-2.131902667,215.6823333,0.2526183333
244.6,-1.501246333,215.433,0.249154
244.5,-1.515742667,216.3513333,0.261906
244.4,-1.379366667,216.019,0.2572986667
244.3,-2.020466667,216.186,0.2596126667
244.2,-2.88474,215.8106667,0.2544056667
244.1,-1.518396333,216.087,0.2582373333
244,-2.026847333,215.9416667,0.2562266667
243.9,-2.635656667,215.952,0.256358
243.8,-2.203993333,216.072,0.2580276667
243.7,-2.304456667,216.0713333,0.2580266667
243.6,-3.682616667,216.3736667,0.2622263333
243.5,-2.261143333,216.154,0.2591673333
243.4,-4.207393333,216.5633333,0.2648473333
243.3,-1.735202,216.6433333,0.2659523333
243.2,-1.92305,216.759,0.2675556667
243.1,-2.84618,217.0943333,0.272202
243,-2.944463333,216.9613333,0.270342
242.9,-3.559403333,216.8853333,0.269304
242.8,-4.006283333,216.6836667,0.2665163333
242.7,-2.651966667,217.0543333,0.271646
242.6,-4.604596667,216.7653333,0.2676533333
242.5,-4.173566667,217.096,0.2722163333
242.4,-2.92886,216.967,0.2704443333
242.3,-3.63537,217.559,0.2786183333
242.2,-4.583243333,217.7416667,0.2811416667
242.1,-4.642276667,217.686,0.280376
242,-2.604626667,217.1833333,0.273432
241.9,-4.10305,217.3916667,0.2763143333
241.8,-5.0908,217.5956667,0.2791306667
241.7,-5.54017,218.5113333,0.291744
241.6,-5.131533333,217.9953333,0.284637
241.5,-4.5063,217.6126667,0.2793653333
241.4,-4.225586667,217.9793333,0.2844063333
241.3,-5.709723333,218.4713333,0.29119
241.2,-6.014006667,218.2066667,0.2875466667
241.1,-5.53189,218.447,0.2908563333
241,-6.51533,218.664,0.293843
240.9,-5.07805,218.3823333,0.2899713333
240.8,-5.09071,218.384,0.289993
240.7,-6.28065,219.0416667,0.2990306667
240.6,-5.436126667,219.4093333,0.3040783333
240.5,-6.768013333,218.716,0.2945606667
240.4,-7.905486667,219.0683333,0.2993946667
240.3,-5.785586667,219.4876667,0.3051513333
240.2,-5.978933333,219.5623333,0.3061756667
240.1,-8.182323333,219.9143333,0.310994
240,-7.67875,219.396,0.303892
239.9,-7.586316667,219.788,0.309257
239.8,-6.952946667,220.217,0.315129
239.7,-7.382053333,219.922,0.311099
239.6,-7.317146667,220.442,0.318206
239.5,-8.1094,220.2856667,0.3160703333
239.4,-7.628813333,220.4663333,0.3185363333
239.3,-8.318776667,220.725,0.322066
239.2,-7.673416667,221.0996667,0.3271773333
239.1,-8.760006667,221.4566667,0.3320363333
239,-8.950316667,220.8333333,0.3235446667
238.9,-9.11933,221.3613333,0.330746
238.8,-8.487956667,221.2353333,0.3290246667
238.7,-9.60087,221.7063333,0.335435
238.6,-9.924353333,221.7646667,0.336226
238.5,-10.78455667,221.3696667,0.3308543333
238.4,-10.43129,221.7283333,0.3357333333
238.3,-10.574,222.1526667,0.3414893333
238.2,-11.00461667,221.7716667,0.336313
238.1,-12.31993333,222.5803333,0.3472893333
238,-10.78750667,222.635,0.3480373333
237.9,-12.79093333,222.4993333,0.3461916667
237.8,-11.77986667,222.7553333,0.349664
237.7,-12.3807,222.871,0.3512286667
237.6,-10.717,223.5513333,0.360426
237.5,-11.88869333,223.3143333,0.3572243333
237.4,-14.09136667,223.3843333,0.3581673333
237.3,-14.29706667,223.9003333,0.3651286667
237.2,-13.36086667,223.569,0.3606563333
237.1,-14.7449,223.7553333,0.3631753333
237,-12.8967,223.9193333,0.365384
236.9,-14.96183333,223.6703333,0.3620316667
236.8,-14.7644,224.5766667,0.3742363333
236.7,-14.9151,224.6736667,0.375535
236.6,-14.2611,225.2063333,0.382686
236.5,-14.5431,224.6073333,0.3746473333
236.4,-15.92446667,225.616,0.3881893333
236.3,-16.93346667,225.2226667,0.382912
236.2,-16.57703333,225.5226667,0.3869396667
236.1,-16.8635,225.8263333,0.391004
236,-17.5321,225.4943333,0.386565
235.9,-16.30233333,225.736,0.3897993333
235.8,-16.55173333,226.0353333,0.393802
235.7,-18.0325,226.2323333,0.396435
235.6,-18.99293333,226.2986667,0.39732
235.5,-17.50496667,226.707,0.4027756667
235.4,-16.3529,226.0976667,0.394633
235.3,-18.37686667,227.3916667,0.4119003333
235.2,-19.07823333,227.252,0.4100403333
235.1,-19.72986667,227.484,0.4131303333
235,-19.54646667,227.7686667,0.4169196667
234.9,-18.9754,227.983,0.4197623333
234.8,-21.2527,227.4736667,0.4129853333
234.7,-20.293,228.0796667,0.4210486667
234.6,-19.83283333,228.5826667,0.427724
234.5,-22.3154,228.3096667,0.4240986667
234.4,-22.3333,228.8153333,0.4308053333
234.3,-21.22693333,228.5793333,0.4276723333
234.2,-23.59733333,228.8173333,0.430835
234.1,-21.80606667,229.2283333,0.4362683333
234,-23.5682,229.5106667,0.440002
233.9,-24.63403333,229.5496667,0.440516
233.8,-23.16076667,229.838,0.444325
233.7,-24.86123333,230.873,0.457952
233.6,-26.212,230.5996667,0.4543533333
233.5,-25.4713,230.4366667,0.4522126667
233.4,-25.83503333,230.7843333,0.4567766667
233.3,-25.14923333,230.3613333,0.4512126667
233.2,-24.9796,231.064,0.4604526667
233.1,-26.43703333,231.1923333,0.4621456667
233,-26.37533333,231.2003333,0.462256
232.9,-26.80913333,231.7433333,0.4693743333
232.8,-27.57466667,231.998,0.4727133333
232.7,-29.0383,232.358,0.4774153333
232.6,-26.8137,232.1463333,0.4746573333
232.5,-29.15256667,232.5473333,0.4798966667
232.4,-29.22003333,232.9253333,0.4848276667
232.3,-29.48383333,233.203,0.488452
232.2,-29.59306667,233.1493333,0.4877546667
232.1,-30.3732,233.767,0.4957973333
232,-30.28713333,233.6363333,0.494103
231.9,-31.58996667,234.169,0.50102
231.8,-31.44636667,234.5696667,0.506226
231.7,-33.74843333,234.5096667,0.505446
231.6,-33.6219,234.3626667,0.503539
231.5,-33.75943333,234.5763333,0.506315
231.4,-33.2154,235.0713333,0.5127293333
231.3,-33.93203333,235.107,0.5131913333
231.2,-33.336,235.217,0.514612
231.1,-34.32283333,236.0526667,0.5254043333
231,-33.7179,234.916,0.5107066667
230.9,-34.6306,235.7573333,0.521609
230.8,-36.90746667,236.49,0.5310596667
230.7,-35.3569,236.6803333,0.5335026667
230.6,-36.701,236.6813333,0.533522
230.5,-36.88696667,236.5616667,0.5319783333
230.4,-36.49056667,237.1786667,0.539922
230.3,-36.9998,237.297,0.5414383333
230.2,-37.27456667,236.871,0.5359666667
230.1,-37.19043333,237.0426667,0.5381723333
230,-38.6578,237.1146667,0.5390973333
229.9,-39.51406667,237.9616667,0.5499723333
229.8,-38.03753333,238.0913333,0.5516326667
229.7,-38.20576667,237.932,0.549596
229.6,-40.97393333,238.27,0.5539256667
229.5,-40.46323333,238.6646667,0.558973
229.4,-40.96016667,239.199,0.5657813333
229.3,-42.0694,238.6853333,0.5592393333
229.2,-40.97806667,239.409,0.5684763333
229.1,-42.66933333,239.5483333,0.5702576667
229,-41.66173333,239.622,0.571202
228.9,-42.9625,239.9613333,0.575517
228.8,-43.9596,240.4983333,0.5823463333
228.7,-42.6603,240.5083333,0.582481
228.6,-43.73263333,240.589,0.5835026667
228.5,-45.32136667,241.0613333,0.5895056667
228.4,-43.66003333,241.2043333,0.5913173333
228.3,-47.27256667,241.558,0.5957926667
228.2,-44.3664,241.8833333,0.5999163333
228.1,-45.98156667,241.7883333,0.5987083333
228,-46.24133333,242.7883333,0.6113426667
227.9,-46.03883333,243.0316667,0.6144073333
227.8,-46.35286667,243.141,0.6157853333
227.7,-46.19906667,243.7173333,0.6230423333
227.6,-47.66333333,243.3736667,0.61872
227.5,-46.86143333,243.6246667,0.6218746667
227.4,-45.74516667,243.7466667,0.623403
227.3,-48.64996667,244.0563333,0.627298
227.2,-49.7582,244.5266667,0.6331956667
227.1,-49.4835,244.803,0.6366603333
227,-48.53346667,245.2093333,0.641742
226.9,-48.9316,244.7586667,0.636102
226.8,-51.04983333,245.7993333,0.6491186667
226.7,-50.96723333,245.6753333,0.6475646667
226.6,-51.00866667,245.4686667,0.6449866667
226.5,-49.94643333,246.5526667,0.6584976667
226.4,-49.7366,245.845,0.649682
226.3,-50.58133333,246.118,0.6530913333
226.2,-52.90186667,246.2996667,0.6553486667
226.1,-51.39616667,247.1866667,0.6663916667
226,-52.26376667,247.1206667,0.6655716667
225.9,-51.64743333,247.359,0.668536
225.8,-53.25323333,247.6166667,0.6717326667
225.7,-52.951,247.4586667,0.669768
225.6,-52.88453333,248.053,0.6771423333
225.5,-51.9701,247.8423333,0.6745306667
225.4,-53.43136667,248.5726667,0.6835723333
225.3,-54.06136667,248.9266667,0.6879433333
225.2,-52.47463333,249.195,0.6912573333
225.1,-55.739,249.5496667,0.695632
225,-54.3912,249.6893333,0.6973493333
224.9,-55.25783333,249.372,0.6934426667
224.8,-53.07013333,250.2313333,0.7040233333
224.7,-54.94956667,250.32,0.705123
224.6,-54.96046667,250.2773333,0.7045973333
224.5,-56.08096667,250.8053333,0.711074
224.4,-55.4656,250.665,0.7093583333
224.3,-53.4292,251.1443333,0.7152413333
224.2,-57.15753333,251.197,0.715883
224.1,-56.39943333,251.2256667,0.7162333333
224,-56.23053333,252.001,0.7257266667
223.9,-57.4102,251.5873333,0.72067
223.8,-56.6743,252.3866667,0.7304403333
223.7,-57.64286667,252.3116667,0.7295266667
223.6,-56.25603333,252.6413333,0.733552
223.5,-56.70166667,253.031,0.7383003333
223.4,-56.5193,253.079,0.738885
223.3,-56.3033,253.838,0.748118
223.2,-56.39036667,253.7623333,0.747201
223.1,-59.18133333,253.5913333,0.7451223333
223,-56.55836667,254.1596667,0.7520303333
222.9,-58.84783333,254.702,0.7586083333
222.8,-56.96743333,254.7933333,0.759714
222.7,-59.18573333,255.184,0.7644443333
222.6,-58.3183,255.1743333,0.76433
222.5,-58.01433333,255.6346667,0.769896
222.4,-55.94413333,255.6566667,0.7701603333
222.3,-57.81636667,256.0886667,0.775376
222.2,-57.0746,256.2276667,0.777049
222.1,-58.3085,256.5316667,0.7807113333
222,-58.629,256.579,0.7812826667
221.9,-57.88723333,256.7986667,0.783928
221.8,-57.9568,257.3363333,0.7903976667
221.7,-59.4166,257.9933333,0.7982803333
221.6,-58.89276667,257.9653333,0.7979506667
221.5,-57.63436667,257.8646667,0.7967386667
221.4,-58.79176667,258.2226667,0.8010296667
221.3,-56.35056667,258.496,0.8043093333
221.2,-58.9338,258.7423333,0.807251
221.1,-58.0697,259.0863333,0.8113636667
221,-58.44693333,259.1846667,0.8125396667
220.9,-58.04453333,259.8293333,0.8202303333
220.8,-57.23506667,261.0406667,0.8346446667
220.7,-57.4172,260.1383333,0.8239103333
220.6,-59.56126667,260.2396667,0.825113
220.5,-56.96913333,260.8686667,0.832606
220.4,-59.0335,261.286,0.83756
220.3,-58.80866667,261.4826667,0.8398933333
220.2,-58.0928,261.57,0.840928
220.1,-57.19573333,261.69,0.842343
220,-56.75686667,262.4583333,0.851433
219.9,-58.7899,262.1543333,0.847845
219.8,-57.11653333,262.8263333,0.8557916667
219.7,-60.07483333,262.9056667,0.8567286667
219.6,-58.81413333,263.0123333,0.857988
219.5,-57.90216667,263.2046667,0.860246
219.4,-58.03916667,263.4623333,0.863291
219.3,-54.83846667,264.4303333,0.874685
219.2,-59.41083333,264.5086667,0.8755993333
219.1,-56.90746667,264.4146667,0.874498
219,-59.19863333,263.9433333,0.8689526667
218.9,-58.18516667,264.5386667,0.8759523333
218.8,-57.62496667,265.2943333,0.8848236667
218.7,-57.41963333,265.5123333,0.8873733333
218.6,-57.5405,266.033,0.8934646667
218.5,-57.35353333,265.817,0.89094
218.4,-55.02433333,266.2223333,0.8956743333
218.3,-59.26733333,266.4566667,0.8984156667
218.2,-56.25326667,266.7226667,0.901516
218.1,-55.2813,266.9333333,0.903966
218,-57.56673333,266.7986667,0.902401
217.9,-57.55026667,267.3876667,0.9092633333
217.8,-55.6896,267.418,0.9096236667
217.7,-56.9775,267.78,0.9138313333
217.6,-59.14636667,268.015,0.9165486667
217.5,-56.43596667,269.872,0.9380743333
217.4,-57.3652,269.1773333,0.9300363333
217.3,-57.20886667,269.338,0.931894
217.2,-57.10166667,269.501,0.9337853333
217.1,-56.62363333,270.2853333,0.942847
217,-58.39976667,270.4303333,0.9445193333
216.9,-56.18166667,271.1163333,0.9524203333
216.8,-56.6127,271.1623333,0.952949
216.7,-56.5305,271.762,0.9598446667
216.6,-56.89653333,271.8433333,0.960778
216.5,-58.94016667,272.3503333,0.9665926667
216.4,-57.26873333,272.781,0.9715213333
216.3,-56.86016667,273.0886667,0.9750513333
216.2,-56.4934,272.953,0.973501
216.1,-56.35426667,273.0653333,0.9747806667
216,-58.0712,272.99,0.9739206667
215.9,-58.1115,273.612,0.981032
215.8,-56.15756667,274.1086667,0.986692
215.7,-56.9763,274.3086667,0.9889813333
215.6,-56.44573333,274.048,0.986004
215.5,-56.659,275.085,0.997816
215.4,-57.9343,274.747,0.9939646667
215.3,-55.9494,275.5763333,1.003395
215.2,-56.605,275.7016667,1.00482
215.1,-56.37386667,276.2866667,1.011453333
215,-56.5938,276.4566667,1.013376667
214.9,-55.84606667,276.448,1.013276667
214.8,-56.47753333,276.897,1.01836
214.7,-57.2438,277.6093333,1.026403333
214.6,-57.1225,277.7666667,1.02818
214.5,-55.44806667,278.0873333,1.03179
214.4,-57.58583333,278.7683333,1.039463333
214.3,-56.7734,278.4373333,1.035736667
214.2,-55.9977,279.5456667,1.04819
214.1,-58.30016667,279.3196667,1.04566
214,-58.42346667,279.601,1.04881
213.9,-55.41406667,280.1323333,1.05476
213.8,-58.0073,280.2713333,1.056316667
213.7,-55.3569,280.5456667,1.059383333
213.6,-58.0489,280.9556667,1.063976667
213.5,-57.4584,281.8123333,1.073536667
213.4,-57.10926667,281.6126667,1.07131
213.3,-58.40163333,282.5243333,1.08146
213.2,-56.70906667,282.017,1.075813333
213.1,-58.61563333,283.3626667,1.09076
213,-56.97936667,282.9343333,1.086006667
212.9,-58.2167,283.5906667,1.093303333
212.8,-60.7459,283.759,1.095156667
212.7,-57.21436667,284.349,1.101696667
212.6,-55.78456667,284.6306667,1.10481
212.5,-59.39126667,285.3496667,1.112746667
212.4,-57.17223333,284.886,1.107623333
212.3,-56.83113333,286.183,1.121923333
212.2,-56.92526667,286.3623333,1.1239
212.1,-57.1551,287.2543333,1.133696667
212,-56.70086667,287.271,1.133866667
211.9,-59.15363333,288.3313333,1.145483333
211.8,-58.80676667,288.541,1.14778
211.7,-57.44146667,288.8646667,1.15131
211.6,-56.17043333,289.321,1.156293333
211.5,-59.07763333,289.6823333,1.16023
211.4,-60.75813333,290.13,1.165103333
211.3,-58.31263333,290.27,1.166623333
211.2,-59.9827,291.05,1.17509
211.1,-60.42856667,291.6026667,1.181083333
211,-59.15393333,292.1223333,1.186713333
210.9,-61.57916667,293.009,1.196286667
210.8,-60.0476,293.096,1.19723
210.7,-58.84203333,293.409,1.200596667
210.6,-59.9674,294.21,1.20922
210.5,-59.58803333,294.4893333,1.212216667
210.4,-59.67146667,294.9863333,1.217556667
210.3,-61.7777,295.471,1.22275
210.2,-62.40833333,295.77,1.225956667
210.1,-61.30893333,296.8553333,1.237556667
210,-62.29026667,297.704,1.2466
209.9,-55.7907,298.0233333,1.250003333
209.8,-65.00993333,298.7893333,1.258136667
209.7,-61.4344,298.929,1.259623333
209.6,-62.3914,299.5123333,1.265796667
209.5,-62.2909,300.852,1.279963333
209.4,-62.8118,300.9306667,1.280796667
209.3,-59.3249,302.3236667,1.295466667
209.2,-62.90843333,302.1616667,1.293763333
209.1,-61.47303333,303.3933333,1.30669
209,-61.47283333,303.6153333,1.309023333
208.9,-63.11513333,303.7463333,1.310386667
208.8,-64.5197,304.7043333,1.320403333
208.7,-61.6519,305.2756667,1.326363333
208.6,-58.41603333,306.1973333,1.335956667
208.5,-62.95893333,306.176,1.33574
208.4,-62.70296667,306.9623333,1.343906667
208.3,-60.0455,307.524,1.349733333
208.2,-62.34743333,308.76,1.362523333
208.1,-58.3282,309.4753333,1.369896667
208,-62.86473333,310.0253333,1.375563333
207.9,-58.49276667,311.7643333,1.39342
207.8,-56.65546667,312.1146667,1.397006667
207.7,-57.43033333,312.673,1.40272
207.6,-57.5433,314.0103333,1.416356667
207.5,-58.94793333,314.7633333,1.424016667
207.4,-58.75706667,315.1256667,1.4277
207.3,-55.75593333,315.9216667,1.435776667
207.2,-56.3663,316.7306667,1.443956667
207.1,-57.64653333,317.4776667,1.451506667
207,-55.1296,318.0773333,1.457556667
206.9,-53.71416667,318.9616667,1.466453333
206.8,-56.44283333,319.882,1.47569
206.7,-56.8279,320.7006667,1.483893333
206.6,-55.63183333,321.793,1.4948
206.5,-55.17516667,322.487,1.50172
206.4,-55.7107,323.576,1.512546667
206.3,-53.20026667,324.8533333,1.525216667
206.2,-51.74803333,325.295,1.529583333
206.1,-53.72253333,326.5113333,1.54159
206,-49.84003333,327.2996667,1.54935
205.9,-50.08653333,328.768,1.563763333
205.8,-48.8353,329.0986667,1.567006667
205.7,-46.65993333,330.4666667,1.580373333
205.6,-48.10956667,331.4933333,1.590383333
205.5,-51.80323333,332.5186667,1.60035
205.4,-44.27936667,332.768,1.60277
205.3,-45.69286667,334.212,1.616753333
205.2,-42.0492,335.8766667,1.632813333
205.1,-44.32946667,337.203,1.645553333
205,-40.02476667,337.9386667,1.652603333
204.9,-37.76016667,338.487,1.657853333
204.8,-42.63813333,340.124,1.673476667
204.7,-36.50643333,341.4256667,1.685856667
204.6,-39.09446667,342.4643333,1.695703333
204.5,-37.45183333,343.9673333,1.709913333
204.4,-38.42206667,345.3403333,1.722846667
204.3,-32.48213333,346.221,1.731123333
204.2,-36.8443,347.3636667,1.741833333
204.1,-32.63016667,348.829,1.755526667
204,-37.38976667,349.8456667,1.764993333
203.9,-27.3198,352.0373333,1.785326667
203.8,-27.0671,353.1113333,1.795253333
203.7,-31.03903333,354.5216667,1.80825
203.6,-24.63256667,355.9233333,1.821123333
203.5,-19.93113333,356.886,1.82994
203.4,-24.77373333,358.053,1.840606667
203.3,-23.7783,359.1743333,1.850823333
203.2,-18.99603333,360.901,1.866503333
203.1,-19.72903333,361.5343333,1.87224
203,-17.5983,363.5306667,1.890273333
202.9,-24.21443333,364.6043333,1.89993
202.8,-16.22976667,366.257,1.91475
202.7,-14.695,367.247,1.923603333
202.6,-15.22176667,368.3173333,1.93315
202.5,-14.18621333,370.5666667,1.953143333
202.4,-14.57103333,372.308,1.968553333
202.3,-20.64826667,373.6043333,1.97998
202.2,-6.31952,375.2153333,1.994136667
202.1,-11.24913333,376.732,2.007423333
202,-5.532886,379.2063333,2.028993333
201.9,-3.719983333,380.6533333,2.041556667
201.8,-4.102173,382.8783333,2.060796667
201.7,-0.1816886667,384.7153333,2.076606667
201.6,-7.89164,386.451,2.091486667
201.5,-1.706126667,387.6016667,2.101323333
201.4,-0.7053133333,389.823,2.120243333
201.3,7.098963333,391.5886667,2.135213333
201.2,3.929499333,392.8333333,2.145736667
201.1,5.994543333,394.9636667,2.163673333
201,7.85198,396.9206667,2.180086667
200.9,3.347180333,398.5493333,2.193693333
200.8,6.933696667,399.767,2.203833333
200.7,12.85453667,400.8493333,2.212823333
200.6,12.44207333,403.7243333,2.236616667
200.5,11.83707,405.3963333,2.25038
200.4,13.40088,407.7233333,2.269463333
200.3,20.33013333,409.8276667,2.286643333
200.2,16.31223333,411.673,2.301643333
200.1,18.2646,413.9853333,2.32037
200,22.3936,415.8773333,2.335616667
199.9,18.89266667,418.3416667,2.3554
199.8,22.45953333,420.5496667,2.373033333
199.7,22.88933333,421.6153333,2.381516667
199.6,22.8652,423.9696667,2.4002
199.5,18.42346667,425.985,2.416123333
199.4,28.40423333,427.3413333,2.426803333
199.3,26.41,429.306,2.442223333
199.2,25.8725,431.2733333,2.457603333
199.1,24.6939,432.7226667,2.468893333
199,33.13456667,435.107,2.487413333
198.9,28.66893333,437.239,2.50389
198.8,32.6508,440.2136667,2.526766667
198.7,31.69376667,442.665,2.54552
198.6,31.3137,444.692,2.560963333
198.5,31.99936667,446.4436667,2.574263333
198.4,34.9094,449.2906667,2.595783333
198.3,29.37516667,451.8673333,2.615163333
198.2,34.73666667,453.6176667,2.628273333
198.1,39.20756667,456.2726667,2.648076667
198,36.1163,458.1956667,2.662356667
197.9,41.1227,460.3046667,2.677966667
