TITLE,ECTC_PROTEIN&ADDITIVE_928,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,17:48:34,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.59321,,
MAXY,56.26346,,
MINY,-57.28013,,
XYDATA,,,
247.5,-0.396067,214.264,0.232851
247.4,-0.7724,214.375,0.234403
247.3,-1.37395,213.544,0.222763
247.2,0.239655,214.458,0.235559
247.1,0.297309,214.775,0.239988
247,0.0479823,215.39,0.248562
246.9,-0.467578,214.858,0.241142
246.8,0.323883,215.887,0.255464
246.7,-1.77602,213.853,0.227097
246.6,0.56392,214.276,0.233009
246.5,0.594546,214.28,0.233073
246.4,-0.614411,214.294,0.233263
246.3,-2.00737,215.664,0.252361
246.2,-0.938057,214.496,0.236097
246.1,-2.35313,214.151,0.231267
246,-2.03362,214.485,0.235939
245.9,-0.305084,214.048,0.229824
245.8,0.520763,214.876,0.241395
245.7,-1.00406,215.705,0.252944
245.6,-0.456364,216.025,0.257384
245.5,-2.6119,214.28,0.233073
245.4,-0.375914,214.704,0.238992
245.3,1.24352,214.26,0.232788
245.2,-1.87739,215.083,0.244286
245.1,-0.485487,215.045,0.243749
245,-0.479405,215.494,0.249997
244.9,-2.19271,214.946,0.242375
244.8,-2.12641,214.751,0.239656
244.7,-0.860681,216.306,0.261284
244.6,-1.86918,215.686,0.252676
244.5,-2.84743,216.705,0.266812
244.4,0.148352,214.635,0.238027
244.3,-1.04853,216.254,0.26056
244.2,-1.69126,215.531,0.250517
244.1,-1.69335,215.19,0.24577
244,-3.68187,215.047,0.24378
243.9,-1.20554,216.606,0.265446
243.8,-2.02185,215.668,0.252424
243.7,-3.81579,215.803,0.254299
243.6,-2.98309,215.26,0.246748
243.5,-3.07685,216.329,0.261598
243.4,-0.863879,215.043,0.243717
243.3,-1.29918,216.354,0.261944
243.2,0.140984,215.826,0.254614
243.1,-3.15559,215.982,0.256786
243,-0.447607,217.144,0.272896
242.9,-2.79047,216.743,0.267345
242.8,-1.93435,216.385,0.262384
242.7,-2.71526,216.105,0.258501
242.6,-3.28801,216.201,0.259822
242.5,-3.00133,217.141,0.272849
242.4,-4.66596,217.813,0.282127
242.3,-3.8519,217.736,0.281065
242.2,-3.54696,216.852,0.268851
242.1,-3.36944,217.334,0.275511
242,-3.46122,217.816,0.282174
241.9,-0.644027,216.892,0.2694
241.8,-2.62315,217.413,0.276607
241.7,-4.9379,217.893,0.283237
241.6,-2.24279,217.623,0.279501
241.5,-3.34387,217.104,0.272331
241.4,-3.76878,217.807,0.282049
241.3,-1.66854,217.499,0.277796
241.2,-4.14138,218.475,0.291242
241.1,-4.37513,218.024,0.285033
241,-6.35701,218.186,0.287265
240.9,-4.38643,217.686,0.280377
240.8,-4.22132,217.917,0.283565
240.7,-5.04048,218.614,0.293159
240.6,-4.61966,219.227,0.301578
240.5,-4.47294,218.555,0.292349
240.4,-6.4884,218.751,0.295044
240.3,-7.29314,218.785,0.295511
240.2,-5.60543,219.278,0.302277
240.1,-4.33492,217.633,0.279642
240,-6.13235,220.854,0.323831
239.9,-6.01014,219.659,0.307496
239.8,-5.49291,220.031,0.312598
239.7,-6.35835,219.666,0.307589
239.6,-7.11495,219.69,0.30793
239.5,-7.60649,219.026,0.298826
239.4,-6.31743,218.759,0.295153
239.3,-6.5052,219.56,0.306145
239.2,-7.83914,221.009,0.325948
239.1,-6.99333,219.91,0.310939
239,-6.51478,220.66,0.321189
238.9,-6.43366,220.05,0.312846
238.8,-7.52996,220.558,0.319797
238.7,-10.0034,221.146,0.327815
238.6,-7.37545,220.735,0.322209
238.5,-7.92876,220.618,0.320617
238.4,-7.80866,220.987,0.325639
238.3,-10.662,221.263,0.329405
238.2,-8.4287,222.231,0.342555
238.1,-10.3652,220.87,0.324048
238,-11.7613,221.942,0.338633
237.9,-8.25528,221.92,0.338341
237.8,-8.45469,222.406,0.344936
237.7,-10.4152,222.17,0.341725
237.6,-10.2648,222.13,0.341187
237.5,-10.0485,222.666,0.348452
237.4,-10.0832,222.846,0.350892
237.3,-10.4108,222.837,0.350769
237.2,-11.9256,222.886,0.351428
237.1,-12.0693,223.783,0.363552
237,-10.3619,223.004,0.353023
236.9,-12.556,223.339,0.357556
236.8,-12.9247,223.927,0.365493
236.7,-12.809,223.594,0.360999
236.6,-12.7139,224.015,0.366684
236.5,-12.8094,223.641,0.361641
236.4,-11.1394,224.036,0.366959
236.3,-12.0533,224.095,0.367752
236.2,-14.1329,225.553,0.387346
236.1,-12.5168,224.488,0.373046
236,-14.7017,225.052,0.380629
235.9,-14.6937,225.781,0.390397
235.8,-12.993,225.565,0.387513
235.7,-16.007,226.209,0.396127
235.6,-14.9122,225.811,0.390806
235.5,-14.3579,225.662,0.388804
235.4,-13.4205,225.979,0.393051
235.3,-16.8108,226.417,0.398913
235.2,-15.9581,226.158,0.395446
235.1,-16.219,226.721,0.402967
235,-16.6858,226.701,0.402695
234.9,-17.0944,226.141,0.395218
234.8,-15.8236,227.251,0.410036
234.7,-17.2725,228.219,0.422901
234.6,-16.0072,226.555,0.400744
234.5,-18.7613,227.376,0.411696
234.4,-20.7851,227.126,0.408361
234.3,-17.6617,227.997,0.419952
234.2,-18.3119,227.833,0.417769
234.1,-18.2191,227.517,0.413566
234,-19.3465,229.036,0.433727
233.9,-21.0756,227.828,0.417709
233.8,-20.148,228.586,0.427769
233.7,-20.4746,229.017,0.433472
233.6,-19.3938,228.95,0.432587
233.5,-20.8123,229.539,0.440377
233.4,-19.9797,228.984,0.433037
233.3,-20.4709,229.817,0.444042
233.2,-22.5401,229.584,0.440976
233.1,-21.7691,229.209,0.43602
233,-24.2489,230.589,0.454224
232.9,-23.6096,230.47,0.452659
232.8,-24.3881,230.328,0.450779
232.7,-21.4761,230.33,0.450809
232.6,-22.3928,230.924,0.45862
232.5,-23.7826,230.574,0.454016
232.4,-23.9133,231.486,0.465999
232.3,-24.1877,231.676,0.468495
232.2,-23.8032,231.264,0.463085
232.1,-26.4687,232.111,0.474193
232,-24.7867,231.964,0.472265
231.9,-27.697,232.109,0.474164
231.8,-23.5864,232.441,0.478506
231.7,-27.5905,232.701,0.481911
231.6,-25.2409,233.691,0.494807
231.5,-26.469,233.605,0.493686
231.4,-28.0169,233.088,0.486954
231.3,-26.734,233.252,0.489096
231.2,-28.8167,233.674,0.494586
231.1,-32.5419,234.451,0.504688
231,-29.0397,233.586,0.49345
230.9,-27.9816,235.153,0.513795
230.8,-28.7643,234.187,0.50126
230.7,-29.6942,234.317,0.502952
230.6,-29.8389,234.525,0.505644
230.5,-29.3332,234.714,0.508098
230.4,-29.6033,235.242,0.514939
230.3,-29.6322,234.88,0.510258
230.2,-29.8454,235.268,0.515276
230.1,-35.3896,235.89,0.523318
230,-31.1129,235.816,0.522367
229.9,-30.9597,235.849,0.522791
229.8,-30.8334,235.998,0.524708
229.7,-32.0068,235.422,0.51727
229.6,-33.3842,236.243,0.52788
229.5,-32.7274,236.301,0.528626
229.4,-31.906,236.691,0.533648
229.3,-34.5294,236.497,0.531153
229.2,-34.8294,236.57,0.532087
229.1,-33.2419,237.545,0.544634
229,-35.4001,238.01,0.550594
228.9,-35.8494,238.192,0.552931
228.8,-36.6006,237.312,0.541636
228.7,-36.3973,237.91,0.549315
228.6,-37.5322,238.397,0.555558
228.5,-37.6223,238.49,0.556747
228.4,-36.2736,239.195,0.565755
228.3,-37.7012,238.803,0.560747
228.2,-36.4068,239.289,0.566955
228.1,-39.5241,239.018,0.563498
228,-38.7432,240.064,0.576833
227.9,-38.005,239.927,0.575087
227.8,-39.3005,240.908,0.587561
227.7,-39.5244,241.309,0.592648
227.6,-38.9919,240.627,0.583994
227.5,-40.6041,240.832,0.586598
227.4,-39.7896,241.236,0.591715
227.3,-38.712,241.383,0.593582
227.2,-42.1579,242.364,0.605993
227.1,-41.585,242.404,0.606494
227,-38.1072,242.454,0.607123
226.9,-40.0222,242.32,0.605435
226.8,-44.048,242.552,0.608368
226.7,-42.6129,241.788,0.598703
226.6,-41.3231,242.659,0.609712
226.5,-42.5348,243.159,0.61601
226.4,-42.1453,243.528,0.620659
226.3,-39.8004,243.586,0.621386
226.2,-43.7466,243.722,0.623095
226.1,-43.9315,244.085,0.627664
226,-43.6086,244.611,0.634258
225.9,-40.7962,245.194,0.64155
225.8,-42.4924,245.242,0.642159
225.7,-43.851,245.069,0.639991
225.6,-45.1103,244.8,0.636629
225.5,-44.5577,245.25,0.642258
225.4,-45.791,245.955,0.651061
225.3,-44.4733,245.873,0.650043
225.2,-45.6966,245.535,0.645813
225.1,-44.0506,246.358,0.656089
225,-44.3217,246.437,0.657063
224.9,-46.1498,245.524,0.645685
224.8,-47.552,247.35,0.66842
224.7,-44.5007,247.277,0.66752
224.6,-45.4518,246.867,0.662422
224.5,-46.6766,247.52,0.67053
224.4,-47.282,247.461,0.669799
224.3,-45.3295,247.514,0.67046
224.2,-45.5528,248.533,0.68308
224.1,-43.1839,248.424,0.681734
224,-46.7729,248.008,0.676585
223.9,-44.8031,248.27,0.679827
223.8,-47.5919,248.729,0.685503
223.7,-46.6508,249.139,0.690569
223.6,-49.5735,249.558,0.69574
223.5,-45.8584,249.389,0.693659
223.4,-43.1294,249.534,0.695447
223.3,-45.8759,249.106,0.690164
223.2,-45.3568,249.615,0.696439
223.1,-49.2275,250.627,0.708887
223,-47.9288,250.367,0.705699
222.9,-49.4496,251.098,0.714672
222.8,-45.5367,250.948,0.712837
222.7,-48.0376,251.381,0.718144
222.6,-47.5257,252.088,0.726797
222.5,-49.2235,251.533,0.720004
222.4,-47.3137,252.226,0.728486
222.3,-49.5908,251.643,0.721349
222.2,-47.6778,252.098,0.726921
222.1,-49.6305,253.084,0.73895
222,-50.6356,252.498,0.731807
221.9,-46.9843,253.582,0.745006
221.8,-45.6804,253.193,0.740276
221.7,-47.0589,252.569,0.732664
221.6,-49.1824,253.313,0.741738
221.5,-50.0254,254.198,0.752496
221.4,-50.4673,255.058,0.762921
221.3,-49.0783,254.142,0.751822
221.2,-46.4648,254.375,0.754641
221.1,-49.8196,255.199,0.764621
221,-49.1061,255.024,0.76251
220.9,-46.0585,255.763,0.771443
220.8,-48.3048,255.651,0.770087
220.7,-46.9917,255.52,0.768513
220.6,-50.2086,256.599,0.781528
220.5,-47.3142,257.11,0.787678
220.4,-49.0494,256.555,0.780996
220.3,-50.2446,257.073,0.787229
220.2,-49.9828,256.732,0.783125
220.1,-48.3037,257.629,0.793914
220,-49.5305,257.314,0.79013
219.9,-50.004,258.096,0.799514
219.8,-50.0831,258.367,0.802758
219.7,-51.3538,258.305,0.802025
219.6,-50.2877,258.165,0.800342
219.5,-51.0346,258.464,0.803925
219.4,-48.197,259.059,0.811041
219.3,-44.2522,259.574,0.817196
219.2,-46.4162,259.814,0.820047
219.1,-48.9255,259.772,0.819548
219,-46.6106,259.922,0.821344
218.9,-47.7498,260.275,0.825541
218.8,-49.6573,260.221,0.824907
218.7,-47.7807,260.002,0.822289
218.6,-49.1595,260.37,0.826674
218.5,-49.0832,260.849,0.832373
218.4,-46.2729,260.765,0.831377
218.3,-49.1094,261.543,0.840603
218.2,-48.114,261.398,0.838884
218.1,-48.2317,261.8,0.843652
218,-50.428,262.73,0.854655
217.9,-46.5921,263.985,0.869455
217.8,-48.5754,262.527,0.852259
217.7,-47.5836,263.008,0.857933
217.6,-46.151,262.574,0.852808
217.5,-50.016,264.007,0.869708
217.4,-44.403,264.949,0.880768
217.3,-44.6355,264.622,0.876939
217.2,-46.4954,264.397,0.87429
217.1,-45.1816,265.098,0.882522
217,-48.7488,264.805,0.87908
216.9,-49.4168,265.948,0.892472
216.8,-45.7071,265.742,0.89006
216.7,-50.3273,265.659,0.889092
216.6,-42.7435,266.181,0.8952
216.5,-48.7185,266.009,0.893187
216.4,-48.837,266.597,0.900056
216.3,-48.3355,266.705,0.901312
216.2,-49.2187,267.019,0.904971
216.1,-46.3395,267.135,0.906331
216,-51.0249,267.748,0.913465
215.9,-48.6049,267.472,0.910249
215.8,-47.2391,268.334,0.92027
215.7,-48.713,268.119,0.917771
215.6,-46.4711,268.505,0.922255
215.5,-48.8889,268.666,0.924121
215.4,-50.4568,268.088,0.917415
215.3,-44.2151,269.268,0.931091
215.2,-47.7936,269.695,0.936031
215.1,-48.9546,269.916,0.938584
215,-51.1831,269.545,0.934302
214.9,-50.6367,270.344,0.943527
214.8,-49.3587,271.102,0.952261
214.7,-47.5418,270.584,0.946297
214.6,-48.1392,271.731,0.959491
214.5,-44.4267,271.214,0.953552
214.4,-44.4572,272.147,0.964264
214.3,-46.8304,272.042,0.963055
214.2,-47.9975,272.86,0.97243
214.1,-47.8635,272.988,0.973896
214,-47.4228,272.789,0.971626
213.9,-50.3286,274.003,0.985494
213.8,-45.8962,274.174,0.987445
213.7,-49.0377,274.612,0.992441
213.6,-52.3503,273.737,0.982455
213.5,-50.2143,274.267,0.988504
213.4,-44.0925,276.21,1.01059
213.3,-50.3096,274.904,0.995755
213.2,-45.4271,275.648,1.00421
213.1,-46.6846,276.129,1.00966
213,-50.2827,276.388,1.0126
212.9,-47.1206,276.824,1.01754
212.8,-51.392,276.466,1.01349
212.7,-48.448,277.089,1.02054
212.6,-49.8441,277.59,1.02619
212.5,-49.562,278.108,1.03203
212.4,-46.8357,278.186,1.03291
212.3,-50.5909,278.722,1.03894
212.2,-48.2875,279.99,1.05317
212.1,-47.2165,279.114,1.04335
212,-51.2026,280.089,1.05428
211.9,-50.4322,280.171,1.05521
211.8,-46.9835,281.424,1.06921
211.7,-53.6677,281.299,1.06781
211.6,-48.3249,281.678,1.07204
211.5,-47.7591,282.582,1.08211
211.4,-49.767,282.794,1.08446
211.3,-47.7094,283.299,1.09006
211.2,-47.504,284.038,1.09826
211.1,-43.6186,284.096,1.0989
211,-47.6865,284.298,1.10113
210.9,-50.4688,284.792,1.10659
210.8,-46.7694,284.326,1.10145
210.7,-53.1658,285.722,1.11685
210.6,-49.1734,285.532,1.11476
210.5,-51.8736,285.87,1.11848
210.4,-49.9479,286.583,1.12633
210.3,-54.0678,287.103,1.13204
210.2,-48.0042,287.339,1.13463
210.1,-51.0193,287.823,1.13993
210,-47.4074,288.277,1.1449
209.9,-52.0752,289.362,1.15674
209.8,-50.5162,290.022,1.16393
209.7,-49.2185,290.865,1.17309
209.6,-51.8995,290.623,1.17046
209.5,-51.0931,291.195,1.17667
209.4,-45.9257,291.755,1.18273
209.3,-51.5679,292.802,1.19405
209.2,-57.2801,293.81,1.20492
209.1,-54.1737,293.578,1.20242
209,-51.0569,294.067,1.20769
208.9,-47.5275,294.749,1.21502
208.8,-52.7526,295.172,1.21955
208.7,-49.9716,295.778,1.22605
208.6,-49.0476,296.073,1.2292
208.5,-49.0925,296.645,1.23531
208.4,-52.9203,297.588,1.24536
208.3,-55.1711,297.474,1.24416
208.2,-55.353,298.047,1.25025
208.1,-54.5561,299.551,1.26622
208,-47.7228,300.286,1.27399
207.9,-52.2948,301.924,1.29126
207.8,-51.734,301.379,1.28553
207.7,-52.3037,302.398,1.29624
207.6,-50.9658,303.354,1.30628
207.5,-53.543,303.175,1.3044
207.4,-42.7455,303.932,1.31233
207.3,-50.0023,304.652,1.31986
207.2,-48.8109,305.248,1.32608
207.1,-44.8952,305.979,1.3337
207,-47.0519,306.528,1.3394
206.9,-49.7564,307.146,1.34582
206.8,-48.7051,308.215,1.35689
206.7,-48.1409,308.72,1.36211
206.6,-45.5542,309.782,1.37306
206.5,-48.2615,310.169,1.37705
206.4,-45.4009,311.216,1.3878
206.3,-45.7444,311.877,1.39457
206.2,-44.7031,312.888,1.40491
206.1,-42.2156,313.336,1.40949
206,-42.7813,314.136,1.41764
205.9,-49.9285,314.478,1.42112
205.8,-38.4364,316.001,1.43658
205.7,-31.1735,316.482,1.44144
205.6,-37.4688,317.348,1.4502
205.5,-41.2585,319.041,1.46725
205.4,-38.6995,319.125,1.46809
205.3,-39.61,320.659,1.48348
205.2,-37.0523,321.441,1.49129
205.1,-34.3994,323.423,1.51103
205,-32.2534,323.869,1.51546
204.9,-38.0609,324.149,1.51824
204.8,-39.1311,325.245,1.52909
204.7,-32.8975,325.965,1.53621
204.6,-28.0418,327.101,1.5474
204.5,-37.4647,328.646,1.56258
204.4,-23.2298,328.931,1.56536
204.3,-28.5308,330.006,1.57588
204.2,-25.7506,331.635,1.59177
204.1,-23.0405,332.037,1.59568
204,-25.8853,333.842,1.61318
203.9,-23.5452,334.843,1.62285
203.8,-25.2637,336.904,1.64269
203.7,-15.1398,337.144,1.64499
203.6,-16.4764,338.188,1.65499
203.5,-15.635,340.062,1.67289
203.4,-23.4029,341.365,1.68528
203.3,-21.7099,341.909,1.69044
203.2,-10.4309,343.428,1.70483
203.1,-21.1671,344.021,1.71042
203,-16.1124,345.302,1.72249
202.9,-4.73885,345.683,1.72607
202.8,-13.4458,348.049,1.74824
202.7,-17.2507,348.089,1.74861
202.6,-21.313,349.972,1.76616
202.5,-10.7791,351.295,1.77845
202.4,-6.90092,352.845,1.7928
202.3,-9.08876,353.425,1.79815
202.2,-3.86026,355.849,1.82044
202.1,-4.28046,356.275,1.82435
202,0.389371,358.675,1.84627
201.9,-7.89639,360.054,1.85882
201.8,-0.662402,360.911,1.8666
201.7,1.60953,362.427,1.88032
201.6,6.52302,364.297,1.89717
201.5,12.3237,365.574,1.90863
201.4,3.70999,367.471,1.9256
201.3,6.3568,368.679,1.93637
201.2,0.056411,370.382,1.9515
201.1,11.0963,371.465,1.9611
201,14.8484,372.37,1.9691
200.9,7.10653,374.208,1.98529
200.8,13.7742,376.102,2.00191
200.7,11.0233,377.416,2.0134
200.6,10.6101,378.646,2.02412
200.5,5.00908,380.487,2.04012
200.4,16.5421,382.138,2.05441
200.3,20.199,383.756,2.06836
200.2,8.29602,385.365,2.08219
200.1,16.8984,387.588,2.10121
200,28.3274,389.008,2.11331
199.9,16.8973,390.928,2.12962
199.8,30.0646,392.116,2.13968
199.7,25.2222,394.634,2.16091
199.6,25.3051,395.208,2.16573
199.5,18.8023,397.858,2.18793
199.4,24.9628,398.064,2.18964
199.3,24.4035,400.419,2.20926
199.2,29.3231,401.131,2.21516
199.1,21.5498,403.807,2.2373
199,28.078,404.904,2.24633
198.9,40.1279,406.477,2.25925
198.8,31.9407,408.981,2.27974
198.7,40.0588,410.719,2.2939
198.6,30.4461,412.729,2.31021
198.5,41.656,414.337,2.32321
198.4,41.5521,417.007,2.3447
198.3,35.8434,418.826,2.35927
198.2,23.2859,419.43,2.3641
198.1,39.6591,421.367,2.37955
198,30.6564,422.876,2.39153
197.9,39.8242,425.527,2.41251
197.8,41.1999,427.026,2.42432
197.7,38.9538,428.428,2.43534
197.6,42.0237,430.077,2.44826
197.5,34.6404,431.639,2.46046
197.4,35.0699,433.39,2.47409
197.3,49.0534,436.434,2.49767
197.2,41.8979,437.934,2.50925
197.1,36.8428,439.49,2.52121
197,33.0624,441.72,2.5383
196.9,39.707,443.318,2.55051
196.8,42.652,445.088,2.56398
196.7,33.9293,446.906,2.57776
196.6,31.1354,449.274,2.59566
196.5,41.2076,450.702,2.60641
196.4,39.9393,452.68,2.62125
196.3,46.7325,455.188,2.64
196.2,27.5245,457.589,2.65786
196.1,50.4826,459.02,2.66847
196,35.8232,461.098,2.68382
195.9,39.0444,462.28,2.69253
195.8,52.4809,465.119,2.71337
195.7,37.8456,467.74,2.73252
195.6,36.0255,468.625,2.73896
195.5,40.7368,469.624,2.74621
195.4,43.9377,472.572,2.76757
195.3,52.0411,473.978,2.77771
195.2,45.0123,474.432,2.78098
195.1,47.2235,476.483,2.79572
195,40.3421,477.953,2.80625
194.9,38.5872,479.516,2.81742
194.8,51.654,480.975,2.82781
194.7,34.4939,482.706,2.84012
194.6,38.8753,484.455,2.85251
194.5,45.5709,484.816,2.85506
194.4,39.1137,486.984,2.87036
194.3,56.2635,488.853,2.8835
194.2,40.8307,489.84,2.89042
194.1,41.8255,492.275,2.90745
194,44.6549,493.87,2.91857
193.9,30.0374,495.976,2.9332
193.8,36.9146,498.158,2.94829
193.7,41.2065,499.416,2.95698
193.6,29.4385,501.135,2.96881
193.5,38.92,501.544,2.97163
193.4,42.7069,503.407,2.9844
193.3,35.6773,504.615,2.99266
193.2,50.1157,505.64,2.99966
193.1,20.91,508.178,3.01694
193,38.8087,509.088,3.02312
192.9,49.9947,510.803,3.03473
192.8,32.9894,511.98,3.04268
192.7,17.7933,513.129,3.05043
192.6,39.6922,515.474,3.0662
192.5,30.9079,516.826,3.07527
192.4,33.9807,518.989,3.08973
192.3,27.0769,520.48,3.09966
192.2,30.9728,521.771,3.10825
192.1,32.8143,523.736,3.12128
192,29.67,524.331,3.12522
191.9,26.8364,525.908,3.13563
191.8,46.6603,526.908,3.14223
191.7,22.83,528.142,3.15035
191.6,50.7705,529.773,3.16106
191.5,39.5233,531.343,3.17134
191.4,21.11,533.818,3.1875
191.3,32.652,534.995,3.19516
191.2,21.2309,536.951,3.20786
191.1,17.3268,539.915,3.22703
191,47.0826,541.531,3.23745
190.9,44.0292,543.302,3.24884
190.8,25.8918,545.88,3.26535
190.7,25.4632,548.183,3.28004
190.6,31.1603,550.211,3.29294
190.5,31.6238,551.245,3.29951
190.4,10.0394,553.275,3.31236
190.3,26.2325,555.243,3.32478
190.2,25.4005,556.434,3.33227
190.1,28.9501,558.023,3.34226
190,32.5643,559.407,3.35093
,,,
##### Extended Information,,,
[Comments],,,
Sample name,ECTC_PROTEIN&ADDITIVE_928,,
Comment,PROTEIN&ADDITIVE,,
User,TRICIACHESELDINE,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/28/2022 16:48,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
  Lock-in amp.,X mode,,
  HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
  Temperature,22.89 C,,
  Control sensor,Holder,,
  Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 16:48,,
,,,
CD Overload detect,1046,,
Photometric mode,CD, HT, Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
