TITLE,ECTC_PROTEIN&BUFFER_928,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,17:49:36,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [molar ellipticity],,
Y2UNITS,HT [V] (did not change),,
Y3UNITS,ABSORBANCE (did not change),,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,2.00528,,
MAXY,53.38551,,
MINY,-55.11642,,
XYDATA,,,
249.9,330784.8214,213.42,0.221031
249.8,382038.9881,213.386,0.220554
249.7,100115.9226,213.084,0.216308
249.6,518706.1012,213.042,0.215719
249.5,731320.5357,213.787,0.226176
249.4,440496.875,213.954,0.228508
249.3,116812.3512,213.831,0.226795
249.2,104362.0536,213.683,0.224716
249.1,59453.00595,213.497,0.222112
249,244431.3393,213.631,0.223986
248.9,603203.869,214.629,0.237948
248.8,498134.8214,214.26,0.232788
248.7,-40869.04762,213.864,0.227255
248.6,205775.1488,214.009,0.229285
248.5,456404.0179,213.885,0.227541
248.4,505746.5774,214.227,0.232328
248.3,126703.869,213.255,0.21871
248.2,355023.2143,214.043,0.229761
248.1,238675.5655,214.084,0.230332
248,241207.1875,214.067,0.230094
247.9,473607.2917,214.266,0.232883
247.8,-41249.25595,214.019,0.229428
247.7,90957.14286,213.471,0.221746
247.6,378890.4762,214.212,0.232122
247.5,112372.4702,213.619,0.223827
247.4,344190.3274,214.91,0.241869
247.3,669206.8452,214.286,0.233152
247.2,378335.5506,213.893,0.227652
247.1,279138.244,214.012,0.229317
247,171881.6964,214.777,0.24002
246.9,253966.6667,214.44,0.235305
246.8,808644.0179,214.38,0.234467
246.7,417063.0952,214.608,0.237648
246.6,636587.5,214.842,0.240921
246.5,868427.0833,215.023,0.243448
246.4,134326.4881,213.978,0.228841
246.3,-26696.72619,214.994,0.243038
246.2,53596.27976,214.861,0.241189
246.1,227372.619,214.615,0.237758
246,560752.9762,214.788,0.240162
245.9,585075,215.671,0.252472
245.8,643152.619,215.316,0.247521
245.7,741383.9286,215.376,0.248357
245.6,733805.0595,215.224,0.246243
245.5,542006.994,215.602,0.25151
245.4,-33646.57738,215.571,0.251069
245.3,182840.9226,215.905,0.255716
245.2,493012.3512,215.241,0.24648
245.1,364675.744,215.36,0.248136
245,205140.0298,214.876,0.241395
244.9,235057.1429,215.147,0.24517
244.8,590658.1845,215.824,0.254598
244.7,849964.2857,215.435,0.249177
244.6,636538.6905,216.079,0.258139
244.5,278112.3512,215.269,0.246874
244.4,336039.2857,215.415,0.248909
244.3,742845.9821,215.372,0.24831
244.2,327074.6577,216.261,0.260655
244.1,578885.4167,215.947,0.256298
244,-60856.69643,215.662,0.252346
243.9,3731.25,215.623,0.251794
243.8,25679.31548,215.764,0.253763
243.7,-25763.09524,216.593,0.265258
243.6,347985.2679,216.424,0.262918
243.5,179623.8095,215.918,0.255904
243.4,339660.119,215.957,0.25644
243.3,312533.631,216.71,0.26689
243.2,158460.878,217.564,0.278688
243.1,65149.85119,215.976,0.256707
243,252854.9107,216.088,0.258265
242.9,442895.2976,215.951,0.256361
242.8,93325.44643,216.693,0.266655
242.7,329731.6964,217.492,0.277702
242.6,91812.79762,216.592,0.265242
242.5,471.875,216.692,0.266639
242.4,272088.9881,217.735,0.281049
242.3,-184626.6369,216.579,0.265069
242.2,618630.3571,217.715,0.280783
242.1,180143.006,216.684,0.266529
242,305408.0357,217.573,0.278813
241.9,135652.6786,217.265,0.274556
241.8,-66513.39286,217.039,0.271438
241.7,63486.83036,218.395,0.290151
241.6,486176.9643,217.057,0.271689
241.5,266223.3631,217.759,0.281377
241.4,162353.869,217.687,0.280392
241.3,131439.1369,217.68,0.280298
241.2,136393.8988,217.983,0.284471
241.1,435915.7738,217.684,0.280345
241,245999.1071,217.223,0.273976
240.9,116469.7917,218.212,0.287624
240.8,149181.8452,218.231,0.287889
240.7,409944.1964,218.197,0.287421
240.6,111987.0536,218.553,0.292318
240.5,125169.0476,218.476,0.291258
240.4,49301.04167,218.723,0.294654
240.3,50670.68452,218.568,0.29252
240.2,121400.8929,218.999,0.298452
240.1,423764.4345,218.842,0.296289
240,-129665.3274,218.715,0.294545
239.9,124035.119,218.97,0.298048
239.8,120387.6488,219.168,0.30077
239.7,46513.69048,219.61,0.306828
239.6,-512940.9226,219.86,0.310257
239.5,14793.15476,220.072,0.313156
239.4,305877.9762,219.625,0.30703
239.3,330471.5774,219.789,0.30928
239.2,-176303.869,220.232,0.31534
239.1,-276125,219.948,0.311451
239,685568.3036,220.788,0.322935
238.9,203763.5417,220.621,0.320647
238.8,-66190.625,220.558,0.319797
238.7,301155.9524,220.689,0.321575
238.6,317748.6607,220.521,0.319287
238.5,108291.2202,220.718,0.321977
238.4,287391.9643,221.175,0.328201
238.3,163439.1369,220.906,0.324542
238.2,-206893.2887,221.88,0.337787
238.1,-197886.756,221.586,0.333798
238,471139.1369,222.337,0.343999
237.9,-461981.5476,221.963,0.338925
237.8,-326583.3333,222.774,0.34991
237.7,336433.7798,221.664,0.334861
237.6,-43574.55357,222.451,0.345535
237.5,184256.8452,221.061,0.326658
237.4,842212.6488,222.628,0.347946
237.3,-55109.82143,221.867,0.337617
237.2,180343.75,223.125,0.354662
237.1,3638.244048,222.744,0.349511
237,-326204.0179,222.849,0.350938
236.9,4340.252976,224.241,0.369721
236.8,-19194.49405,222.183,0.341909
236.7,122421.9196,223.468,0.359301
236.6,229621.2798,223.833,0.364225
236.5,135165.625,223.687,0.362253
236.4,-342388.9881,224.415,0.37207
236.3,-305645.2381,225.416,0.385509
236.2,-395496.5774,224.373,0.371506
236.1,-110606.8452,224.352,0.371216
236,214077.0833,224.139,0.368348
235.9,1227.410714,224.657,0.375316
235.8,-3878.60119,225.423,0.3856
235.7,-256928.5714,224.554,0.37393
235.6,-67860.80357,224.914,0.378773
235.5,214773.5119,225.623,0.388288
235.4,-450812.7232,225.24,0.383153
235.3,56589.74702,225.884,0.391777
235.2,270714.1369,226.16,0.395476
235.1,262555.9524,225.474,0.386283
235,-405965.7738,227.301,0.4107
234.9,-22963.83929,226.794,0.403935
234.8,-43624.85119,227.352,0.411379
234.7,510584.2262,227.264,0.410202
234.6,68990.92262,226.975,0.406353
234.5,193626.7857,227.716,0.416218
234.4,179748.6458,227.024,0.407002
234.3,-543985.7143,227.149,0.408678
234.2,-183330.3571,228.111,0.421472
234.1,446963.0952,227.854,0.418055
234,-75885.71429,228.213,0.422825
233.9,-761380.2083,228.321,0.424254
233.8,-116030.8036,229.065,0.434116
233.7,-175048.244,229.487,0.439689
233.6,138163.5417,228.244,0.423232
233.5,-565808.0357,229.004,0.433307
233.4,74691.66667,230.029,0.446837
233.3,-580181.5759,229.93,0.445537
233.2,-277014.1369,229.825,0.444147
233.1,-687465.7738,229.672,0.442128
233,-438116.6667,231.028,0.45999
232.9,120391.5179,229.329,0.437607
232.8,-372567.1131,230.245,0.449689
232.7,-308637.9464,230.979,0.45935
232.6,-324534.0774,231.266,0.463115
232.5,-590547.7679,230.969,0.459216
232.4,-144524.4048,231.559,0.466965
232.3,-322172.1726,232.039,0.473244
232.2,-509390.625,230.959,0.459082
232.1,-458783.1845,232.132,0.47446
232,-408619.253,232.595,0.48052
231.9,-52745.98214,232.45,0.478625
231.8,227490.1786,232.722,0.482177
231.7,83333.03571,232.439,0.478476
231.6,-439613.6905,233.209,0.488534
231.5,-591610.7143,232.853,0.483893
231.4,-566282.2917,232.922,0.484796
231.3,-766526.7857,233.726,0.495264
231.2,-131440.7411,233.382,0.490794
231.1,-295563.244,233.395,0.490956
231,-244461.0565,234.208,0.50154
230.9,-696696.7262,233.435,0.491473
230.8,-299334.8214,233.722,0.49522
230.7,-728497.619,234.099,0.500112
230.6,-296323.3631,233.833,0.496664
230.5,-278273.6607,235.595,0.519512
230.4,-225178.869,234.438,0.504526
230.3,-162055.8036,234.786,0.509039
230.2,-1100129.464,235.51,0.518413
230.1,-1015758.929,235.406,0.517065
230,-1015514.881,235.198,0.514367
229.9,-597084.6726,235.441,0.517519
229.8,-620832.5893,235.283,0.515467
229.7,-657985.7143,236.046,0.525337
229.6,-985647.3214,236.319,0.528859
229.5,-457847.128,235.781,0.521913
229.4,-877035.7143,235.583,0.51935
229.3,-1042133.929,236.019,0.524986
229.2,-737339.881,236.893,0.536245
229.1,-621580.8036,236.867,0.535909
229,-672764.1369,235.993,0.524649
228.9,-890331.8452,237.2,0.540194
228.8,-822774.5982,237.847,0.548502
228.7,-1167716.369,238.504,0.556921
228.6,-940595.2381,238.639,0.558646
228.5,-876194.9405,238.612,0.558298
228.4,-1293994.048,239.362,0.567881
228.3,-943008.9286,238.417,0.555804
228.2,-1214687.054,239.654,0.571609
228.1,-554041.8155,239.845,0.574049
228,-337502.9762,239.214,0.566001
227.9,-919938.0208,239.538,0.570135
227.8,-918339.1369,240.134,0.577727
227.7,-782598.6607,241.282,0.592304
227.6,-489204.3155,240.721,0.585188
227.5,-878495.2381,241.68,0.597341
227.4,-1200427.351,240.962,0.588237
227.3,-482548.8095,241.205,0.591327
227.2,-926954.4643,241.204,0.591312
227.1,-877205.3571,241.964,0.600939
227,-948016.369,241.648,0.596939
226.9,-553879.7619,242.387,0.606279
226.8,-568468.6012,242.143,0.603202
226.7,-576299.7024,242.41,0.606566
226.6,-1058687.5,242.609,0.609082
226.5,-229639.2857,243.203,0.616566
226.4,-567942.2619,243.37,0.618677
226.3,-799575.997,243.435,0.61949
226.2,-898697.9167,242.834,0.611926
226.1,-298423.2143,243.527,0.620644
226,-1409584.821,243.738,0.623294
225.9,-914093.6012,244.239,0.629598
225.8,-1238607.143,245.038,0.639608
225.7,-901139.5833,244.752,0.636019
225.6,-773747.0238,244.86,0.637381
225.5,-390374.4048,245.08,0.640132
225.4,-1686555.06,245.141,0.640898
225.3,-1240669.345,245.263,0.642414
225.2,-1114618.155,245.526,0.6457
225.1,-512672.4702,246.013,0.651781
225,-1186906.25,246.808,0.661689
224.9,-1514421.131,248.739,0.685629
224.8,-878386.756,247.145,0.665873
224.7,-959086.0119,246.812,0.661731
224.6,-920802.6786,247.149,0.665929
224.5,-531093.8988,246.919,0.66307
224.4,-836188.9881,247.532,0.670685
224.3,-1404998.512,247.84,0.674507
224.2,-795437.7976,248.417,0.68165
224.1,-1104977.976,248.385,0.681257
224,-210293.4524,248.584,0.68371
223.9,-871562.5,248.452,0.682085
223.8,-1553531.25,247.99,0.676361
223.7,-923385.5655,248.595,0.68385
223.6,-1187283.482,248.695,0.685083
223.5,-1725157.738,250.286,0.704696
223.4,-718642.1131,249.231,0.691702
223.3,-1562940.327,249.759,0.698211
223.2,-488034.6726,250.621,0.708818
223.1,-565897.3214,251.005,0.713532
223,-1094967.262,250.812,0.711169
222.9,-738401.1905,250.323,0.705156
222.8,-1213977.679,251.107,0.714783
222.7,-1058059.673,252.042,0.726228
222.6,-1276236.607,251.513,0.719754
222.5,-1091036.458,251.876,0.724206
222.4,-881671.5774,252.415,0.730783
222.3,-181768.3036,252.223,0.728444
222.2,-2058751.488,251.301,0.717158
222.1,-934211.9048,253.949,0.749469
222,-922962.6488,253.372,0.742455
221.9,-629937.5,252.768,0.735097
221.8,-1853867.56,253.614,0.745406
221.7,-812384.5238,253.059,0.738647
221.6,-680271.5774,253.573,0.744896
221.5,-482194.9405,253.389,0.742662
221.4,-584144.1964,253.902,0.748904
221.3,-933778.869,253.941,0.749372
221.2,-1676198.958,254.537,0.756606
221.1,-1216674.107,255.055,0.76288
221,-723587.3512,255.609,0.769581
220.9,-1514136.905,255.976,0.774015
220.8,-1607133.929,256.126,0.775833
220.7,-1152071.429,254.13,0.751671
220.6,-1392523.065,256.355,0.778593
220.5,-1051214.286,256.287,0.777773
220.4,-830608.631,256.923,0.78543
220.3,-1144434.97,257.082,0.787338
220.2,-963325.8929,257.434,0.791573
220.1,-937391.9643,257.632,0.793954
220,-862640.4762,257.273,0.78964
219.9,-944847.7679,257.304,0.790008
219.8,-1110636.607,258.184,0.800573
219.7,-1530440.476,257.806,0.796035
219.6,-1688066.964,258.075,0.799269
219.5,-1682595.238,258.902,0.809171
219.4,-968361.8363,258.164,0.800328
219.3,-219964.2857,258.68,0.806515
219.2,-633758.5863,259.58,0.817264
219.1,-1256043.155,259.378,0.814857
219,-981640.4762,259.817,0.820088
218.9,-953008.3333,260.969,0.8338
218.8,-1366875.298,260.697,0.830569
218.7,-979166.6667,259.683,0.818494
218.6,-1038784.821,261.115,0.835536
218.5,-1422020.833,261.284,0.837539
218.4,-923779.4643,260.985,0.833988
218.3,-980497.7679,261.46,0.839623
218.2,-1206773.81,261.187,0.836383
218.1,-713961.756,264.064,0.870374
218,-959500,263.638,0.86536
217.9,-758822.619,262.574,0.852808
217.8,-907634.6726,263.442,0.863051
217.7,-401162.2024,263.541,0.864225
217.6,-1800665.179,262.298,0.849553
217.5,-1123966.369,262.961,0.857385
217.4,-979336.8006,264.489,0.875369
217.3,-735306.5476,264.313,0.873305
217.2,-1884037.202,264.662,0.877404
217.1,-961930.0595,264.683,0.877657
217,-1733261.905,265.088,0.882403
216.9,-330644.3452,264.842,0.879519
216.8,-1353907.738,266.075,0.893955
216.7,-1141380.804,266.252,0.896021
216.6,-1403473.214,265.797,0.890709
216.5,-1420558.036,266.548,0.899487
216.4,-1371061.756,266.706,0.901325
216.3,-134470.2381,266.9,0.903584
216.2,-1390993.75,266.738,0.901695
216.1,-1010355.655,267.644,0.912253
216,-273920.2381,267.36,0.908943
215.9,-1165422.321,267.505,0.910631
215.8,-1513985.119,267.433,0.909801
215.7,-672725.1488,267.814,0.914229
215.6,-1294196.429,268.227,0.919021
215.5,-368336.3095,269.125,0.929438
215.4,-1191458.333,269.354,0.932087
215.3,-1260102.679,269.858,0.937916
215.2,-1616922.619,270.012,0.939696
215.1,-679873.5119,270.123,0.940978
215,-882687.3512,270.565,0.946075
214.9,-1548368.765,269.876,0.938126
214.8,-853552.9762,270.869,0.949574
214.7,-632536.756,271.236,0.953799
214.6,-873713.3929,271.929,0.961767
214.5,-1101250,271.541,0.957304
214.4,-885117.8571,271.835,0.960688
214.3,-802015.1786,272.565,0.969057
214.2,-926134.0774,273.135,0.975581
214.1,-484383.9286,273.077,0.974919
214,-418725.3765,273.368,0.978249
213.9,-887530.506,274.478,0.990905
213.8,-812385.5655,273.873,0.984007
213.7,-544823.3631,274.931,0.996064
213.6,-276497.7679,274.879,0.995471
213.5,-1147876.488,275.348,1.0008
213.4,-857532.7381,274.709,0.993537
213.3,-675879.3155,275.517,1.00272
213.2,-841619.9405,275.519,1.00275
213.1,-787097.619,275.734,1.00519
213,-1189755.655,276.661,1.01569
212.9,-1050075.595,277.784,1.02838
212.8,-1140869.048,276.424,1.01301
212.7,-1300965.774,276.419,1.01295
212.6,-1299755.952,276.938,1.01882
212.5,-1188140.744,277.73,1.02776
212.4,-1306009.524,278.739,1.03913
212.3,-687227.6786,277.909,1.02978
212.2,-1050251.042,279.887,1.05202
212.1,-777525.744,280.025,1.05357
212,-946369.6429,282.185,1.07768
211.9,-930925.25,280.623,1.06026
211.8,-2004616.071,280.314,1.0568
211.7,-1870324.405,280.74,1.06157
211.6,-1487350.595,282.076,1.07647
211.5,-587533.631,282.81,1.08464
211.4,-425324.1071,281.428,1.06925
211.3,-1377804.464,283.237,1.08938
211.2,-1189868.304,282.653,1.08289
211.1,-1918360.119,283.966,1.09746
211,-1197555.655,284.458,1.1029
210.9,-517202.8274,284.863,1.10738
210.8,-1096138.393,284.721,1.1058
210.7,-924811.0119,284.519,1.10358
210.6,-1617767.857,284.867,1.10742
210.5,-1159873.363,285.705,1.11667
210.4,-1540453.72,286.503,1.12545
210.3,-331272.3214,287.038,1.13132
210.2,-1950263.393,287.475,1.13612
210.1,-939687.5,288.051,1.14242
210,-885545.0893,287.753,1.13916
209.9,-1580415.774,289.112,1.15402
209.8,-1033280.804,290.307,1.16702
209.7,-943269.9405,290.186,1.16572
209.6,-1026224.405,290.807,1.17246
209.5,-1537678.571,292.066,1.18611
209.4,-788437.0536,292.104,1.18651
209.3,-1828616.071,292.742,1.1934
209.2,-914827.7827,293.31,1.19954
209.1,-627288.8393,293.011,1.19631
209,-1367702.381,294.613,1.21356
208.9,-2325550.595,294.813,1.2157
208.8,-979300.5952,295.686,1.22506
208.7,-1407446.429,295.067,1.21842
208.6,-2283376.488,296.23,1.23088
208.5,-1038834.524,296.408,1.23278
208.4,-1532438.988,297.724,1.24681
208.3,-777715.1786,297.562,1.24509
208.2,-875593.75,298.372,1.25371
208.1,-1015964.583,299.758,1.2684
208,-1481955.491,299.493,1.26561
207.9,-725207.1429,300.943,1.28093
207.8,-1469513.988,301.55,1.28733
207.7,-241673.2143,302.411,1.29639
207.6,-868901.0417,303.097,1.30358
207.5,-1033589.881,303.645,1.30933
207.4,-1212877.976,305,1.3235
207.3,-426003.7202,304.048,1.31355
207.2,-1021924.107,305.671,1.33049
207.1,-1393019.94,307.07,1.34503
207,-514505.9524,307.373,1.34817
206.9,-647697.7679,308.231,1.35705
206.8,-574357.2917,308.177,1.3565
206.7,-1447511.905,308.229,1.35704
206.6,-1554186.012,309.981,1.37511
206.5,-943627.9762,310.768,1.3832
206.4,-536543.75,311.527,1.39099
206.3,-1519962.798,310.87,1.38425
206.2,-726401.9345,313.539,1.41156
206.1,-676357.2917,314.021,1.41647
206,-607961.6071,313.797,1.41419
205.9,-485230.6548,314.988,1.42631
205.8,-988239.5833,315.87,1.43525
205.7,75672.7381,316.377,1.44039
205.6,-677352.2321,317.746,1.45421
205.5,-441531.25,319.498,1.47184
205.4,-360575.4464,319.591,1.47277
205.3,-968655.0595,321.577,1.49265
205.2,5865.327381,320.962,1.4865
205.1,-276706.3988,322.027,1.49714
205,-397770.997,322.991,1.50674
204.9,-687562.5,323.945,1.51621
204.8,358791.6667,324.731,1.52401
204.7,-442009.6726,325.874,1.5353
204.6,-856575.8929,326.887,1.54529
204.5,-911431.5476,329.118,1.56719
204.4,-344798.9583,329.397,1.56993
204.3,-1105705.357,330.629,1.58196
204.2,-21370.68452,331.522,1.59066
204.1,-678764.881,332.628,1.60141
204,-136778.125,334.327,1.61787
203.9,-493955.3571,334.581,1.62032
203.8,-1004295.387,336.323,1.6371
203.7,384393.497,337.937,1.6526
203.6,-795897.3214,337.664,1.64998
203.5,98834.375,339.806,1.67045
203.4,-12355.65476,340.304,1.6752
203.3,-534952.381,341.661,1.68809
203.2,175976.9345,342.731,1.69824
203.1,-447127.6786,344.52,1.71513
203,443755.6548,345.231,1.72182
202.9,-39699.55357,346.228,1.73119
202.8,31595.01488,347.548,1.74356
202.7,481860.119,348.646,1.75382
202.6,446566.8155,349.7,1.76363
202.5,-196315.3274,351.355,1.77901
202.4,1025235.417,353.03,1.7945
202.3,117874.5536,353.929,1.8028
202.2,-328330.0595,354.869,1.81144
202.1,1141421.131,357.081,1.83172
202,809803.5268,358.505,1.84473
201.9,557163.244,359.631,1.85498
201.8,911123.5119,362.175,1.87803
201.7,221659.2262,362.612,1.88198
201.6,1518520.833,364.73,1.90106
201.5,248418.4524,365.92,1.91173
201.4,1696610.119,367.045,1.9218
201.3,414771.5774,368.983,1.93908
201.2,904431.5476,370.671,1.95407
201.1,919203.869,371.763,1.96373
201,1298141.369,372.837,1.97322
200.9,653938.0952,374.45,1.98742
200.8,1822107.143,375.576,1.9973
200.7,487714.2857,377.787,2.01664
200.6,458596.7262,379.452,2.03113
200.5,3071322.917,379.989,2.0358
200.4,955077.381,382.734,2.05955
200.3,1830449.405,384.165,2.07188
200.2,741918.8393,386.229,2.08959
200.1,2374619.048,387.32,2.09892
200,1628702.381,389.886,2.12078
199.9,1754606.25,390.977,2.13004
199.8,1963702.381,392.549,2.14334
199.7,2257062.5,394.085,2.15629
199.6,2119136.905,396.046,2.17276
199.5,1897205.357,396.592,2.17733
199.4,2381788.69,398.374,2.19223
199.3,2083839.286,400.932,2.21352
199.2,1879047.619,402.039,2.22269
199.1,2642315.476,402.643,2.22769
199,1349921.131,405.269,2.24933
198.9,974370.5357,405.644,2.25242
198.8,2487397.321,409.926,2.28744
198.7,1437172.173,410.481,2.29196
198.6,1700712.946,412.408,2.30761
198.5,1618971.726,414.032,2.32074
198.4,2949955.357,416.348,2.3394
198.3,1650972.917,418.733,2.35853
198.2,2446985.119,420.665,2.37396
198.1,3052236.607,421.078,2.37725
198,2055854.167,422.49,2.38847
197.9,2894961.31,425.272,2.4105
197.8,2830840.774,427.066,2.42464
197.7,2820774.554,429.859,2.44655
197.6,1833230.655,430.928,2.45491
197.5,3046034.226,432.733,2.46898
197.4,1917116.071,432.742,2.46905
197.3,3274880.952,436.805,2.50054
197.2,3241095.238,437.247,2.50395
197.1,3052924.107,439.197,2.51897
197,2521671.131,441.32,2.53524
196.9,2810294.643,444.169,2.55699
196.8,2402726.19,443.98,2.55555
196.7,3180447.917,446.599,2.57544
196.6,2359023.81,448.666,2.59108
196.5,3724421.131,450.88,2.60775
196.4,2898238.095,453.289,2.62582
196.3,2473294.494,455.518,2.64246
196.2,3012796.131,456.754,2.65166
196.1,2067806.548,460.007,2.67577
196,4014068.452,460.608,2.6802
195.9,3796077.381,463.73,2.70319
195.8,2629035.714,465.934,2.71933
195.7,3301083.333,466.737,2.72519
195.6,3809122.024,469.32,2.74401
195.5,3144747.024,470.954,2.75586
195.4,3709340.774,472.469,2.76682
195.3,3480997.024,472.82,2.76936
195.2,3511732.143,475.574,2.7892
195.1,3648529.762,475.633,2.78962
195,3860491.071,477.517,2.80313
194.9,3512589.286,478.515,2.81027
194.8,2879882.44,479.57,2.8178
194.7,2892785.417,481.559,2.83197
194.6,2768674.107,483.423,2.8452
194.5,3420961.31,486.017,2.86354
194.4,3255739.583,486.892,2.86971
194.3,4098933.036,488.779,2.88298
194.2,2701623.795,490.598,2.89573
194.1,3354586.31,491.644,2.90304
194,3427120.536,492.415,2.90843
193.9,2693102.679,495.63,2.93079
193.8,3530747.024,497.445,2.94337
193.7,3605049.107,500.005,2.96103
193.6,3801863.095,500.131,2.96191
193.5,3523580.357,502.145,2.97575
193.4,3889636.905,503.114,2.98239
193.3,2988120.536,505.218,2.99678
193.2,3898873.512,506.17,3.00327
193.1,3094856.696,508.847,3.02148
193,3744464.286,508.889,3.02177
192.9,4430328.869,509.691,3.0272
192.8,3462985.863,511.257,3.0378
192.7,4026226.19,512.549,3.04652
192.6,3482058.036,515.362,3.06545
192.5,3956031.25,517.314,3.07854
192.4,2699767.857,518.868,3.08892
192.3,3911474.702,518.794,3.08843
192.2,2564836.31,521.149,3.10411
192.1,3735446.429,522.709,3.11447
192,3775921.131,523.547,3.12003
191.9,3791602.679,525.05,3.12997
191.8,3840793.155,527.178,3.14401
191.7,3157308.763,528.578,3.15322
191.6,4011299.107,529.941,3.16217
191.5,3320706.845,531.277,3.17091
191.4,3181983.929,533.364,3.18455
191.3,3079626.488,534.326,3.19081
191.2,4090747.024,536.022,3.20184
191.1,3680127.976,537.89,3.21395
191,3593181.548,540.431,3.23037
190.9,4653659.226,541.885,3.23973
190.8,4364773.81,544.644,3.25744
190.7,3102779.762,547.025,3.27266
190.6,3709239.583,548.47,3.28188
190.5,3962375,548.41,3.2815
190.4,3285760.417,552.208,3.30561
190.3,3124592.262,553.789,3.31561
190.2,3541636.905,554.865,3.3224
190.1,4589572.917,557.554,3.33932
190,2816636.905,558.93,3.34795
,,,
##### Extended Information,,,
[Comments],,,
Sample name,ECTC_PROTEIN&ADDITIVE_928,,
Comment,PROTEIN&ADDITIVE,,
User,TRICIACHESELDINE,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/28/2022 16:49,,
,,,
Data array type,Linear data array * 3,,
Horizontal axis,Wavelength [nm],,
Vertical axis(1),CD [mdeg],,
Vertical axis(2),HT [V],,
Vertical axis(3),Abs,,
Start,320 nm,,
End,190 nm,,
Data interval,0.1 nm,,
Data points,1301,,
,,,
[Measurement Information],,,
Instrument name,J-1500,,
Model name,J-1500,,
Serial No.,B051061638,,
,,,
Detector,PM-539,,
Detector S/N,B051061638,,
Lock-in amp.,X mode,,
HT volt,Auto,,
,,,
Accessory,PTC-517,,
Accessory S/N,B026561646,,
Temperature,22.83 C,,
Control sensor,Holder,,
Monitor sensor,Holder,,
,,,
Measurement date,9/28/2022 16:49,,
,,,
CD Overload detect,1020,,
Photometric mode,CD,HT,Abs
Measure range,320 - 190 nm,,
Data pitch,0.1 nm,,
CD scale,20 mdeg/0.05 dOD,,
FL scale,20 mdeg/0.05 dOD,,
D.I.T.,8 msec,,
Bandwidth,2.00 nm,,
Start mode,Immediately,,
Scanning mode,Continuous,,
Scanning speed,200 nm/min,,
Baseline correction,None,,
Shutter control,Auto,,
No. of cycle,1-Jan,,
N2 Flowmeter,Manual,,
,,,
Solvent,NaPO4 buffer,,
