TITLE,KMGM_BUFFER&PROTEIN_928_Averages,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,15:18:43,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,1.27862,,
MAXY,49.95761,,
MINY,-56.57431,,
XYDATA,,,
306.6,1.265636,207.8423333,0.1419426667
306.5,1.776672334,207.8066667,0.1414356667
306.4,0.205066333,207.4473333,0.136279
306.3,-0.036971667,208.375,0.1495546667
306.2,-0.27117,207.5373333,0.1375723333
306.1,0.069365,207.4576667,0.13643
306,-0.6388206,207.929,0.143188
305.9,-1.682584333,208.0016667,0.1442296667
305.8,0.596020667,207.8223333,0.141648
305.7,1.046739667,208.2586667,0.147903
305.6,1.271716667,206.8933333,0.1283116667
305.5,-1.177026334,207.5656667,0.1379723333
305.4,1.680733,207.5223333,0.1373566667
305.3,0.496978333,207.579,0.1381586667
305.2,0.115731667,207.534,0.1375236667
305.1,-0.007667,207.556,0.1378406667
305,0.193525667,207.567,0.13799
304.9,0.089362,207.1116667,0.1314526667
304.8,-0.8830433337,207.505,0.137107
304.7,0.463887,207.765,0.140827
304.6,0.166070667,207.575,0.1381006667
304.5,-0.6093456663,207.096,0.1312136667
304.4,-0.242355334,207.8573333,0.142143
304.3,0.594119,206.7723333,0.126571
304.2,1.991178,207.3803333,0.1353166667
304.1,0.566576333,207.6196667,0.138749
304,-2.115653967,207.331,0.134596
303.9,1.334017,207.3193333,0.1344333333
303.8,-0.898374,207.321,0.1344476667
303.7,1.069818,207.246,0.1333873333
303.6,-0.2628803333,207.307,0.1342553333
303.5,-1.396144,207.5713333,0.1380516667
303.4,1.134082666,207.393,0.1354956667
303.3,-1.033164333,207.2833333,0.1339146667
303.2,-1.530394667,207.5036667,0.137092
303.1,0.6111862663,207.293,0.134065
303,0.50361,207.2056667,0.1327903333
302.9,0.113676334,207.164,0.132204
302.8,-0.4706256663,207.0023333,0.129882
302.7,1.3627941,207.113,0.131473
302.6,-0.8993416667,207.5123333,0.1372023333
302.5,0.938939,207.1716667,0.1323176667
302.4,0.3903326667,207.6856667,0.1396903333
302.3,1.465551667,208.3816667,0.1496476667
302.2,1.228991633,207.088,0.1311166667
302.1,1.04363,207.515,0.137247
302,-0.42675,207.116,0.131513
301.9,0.378473333,207.3423333,0.1347693333
301.8,0.6048952663,207.1956667,0.1326623333
301.7,0.4138136663,207.316,0.1343906667
301.6,0.140048333,207.4073333,0.135701
301.5,-0.9380964997,207.807,0.141443
301.4,0.000993334,206.697,0.1254856667
301.3,-1.680355666,207.7326667,0.1403643333
301.2,1.1139117,207.176,0.132384
301.1,0.922719666,207.2796667,0.1338756667
301,-0.296753666,207.154,0.1320623333
300.9,-1.236627634,206.9993333,0.12984
300.8,0.221055667,207.275,0.1338043333
300.7,0.500892334,207.1343333,0.1317823333
300.6,-0.390369033,206.5433333,0.1232666667
300.5,0.127322333,207.278,0.1338456667
300.4,-0.378605,207.37,0.1351633333
300.3,-0.404011,207.2973333,0.1341213333
300.2,0.789196667,207.271,0.133751
300.1,0.852165667,207.2206667,0.1330136667
300,0.7246100003,207.0246667,0.1301993333
299.9,-0.334367333,206.9666667,0.1293696667
299.8,0.021886333,206.7153333,0.1257366667
299.7,0.042144,206.9263333,0.128779
299.6,1.077535666,206.9186667,0.128678
299.5,0.220000333,207.432,0.1360586667
299.4,1.540551834,207.4096667,0.13574
299.3,0.494359667,207.0886667,0.1311296667
299.2,-0.9591581333,207.2836667,0.1339253333
299.1,-0.7015463333,207.17,0.1322753333
299,0.3308644667,206.755,0.126326
298.9,0.136896666,206.946,0.1290763333
298.8,-0.2424943337,207.0626667,0.1307493333
298.7,0.186193333,207.3803333,0.135312
298.6,0.6853036663,206.861,0.1278556667
298.5,-1.123926,206.727,0.1259236667
298.4,-0.145346667,206.7973333,0.126931
298.3,-0.262304333,206.8123333,0.1271456667
298.2,0.038923667,206.7223333,0.1258556667
298.1,0.918705667,206.7576667,0.126368
298,-0.121037,207.0113333,0.130015
297.9,1.664491,207.0763333,0.1309456667
297.8,1.613624466,206.7693333,0.1265233333
297.7,-0.063756667,207.52,0.1373063333
297.6,0.768009666,206.704,0.1255906667
297.5,0.698878,207.149,0.1319926667
297.4,-0.321352334,207.02,0.1301386667
297.3,0.3658661003,207.2343333,0.1332186667
297.2,0.5080636,207.3883333,0.135431
297.1,-0.8182556663,207.482,0.136776
297,0.536260667,207.544,0.1376666667
296.9,-0.863672867,207.0113333,0.1300143333
296.8,0.744093667,207.1986667,0.1327093333
296.7,0.931286,206.868,0.1279516667
296.6,-1.371520334,206.8036667,0.127027
296.5,0.825418667,207.1726667,0.132335
296.4,0.730206333,207.3636667,0.135078
296.3,0.5548546667,207.1723333,0.132327
296.2,0.904563666,206.82,0.127257
296.1,0.9042796663,206.741,0.1261163333
296,0.312053,207.0533333,0.1306176667
295.9,0.803440334,207.1573333,0.1321096667
295.8,0.9968476667,207.6693333,0.139455
295.7,-0.2988866667,206.8573333,0.1277936667
295.6,0.641662,206.9666667,0.1293633333
295.5,0.613577,207.2413333,0.1333203333
295.4,0.442148133,207.257,0.1335483333
295.3,0.21108,206.9136667,0.1286076667
295.2,1.797368333,206.982,0.1295843333
295.1,1.679534233,206.761,0.1264086667
295,0.973675261,207.6446667,0.1391046667
294.9,0.4110816663,206.889,0.128256
294.8,-0.241347333,206.5486667,0.1233443333
294.7,-0.8108690003,206.9963333,0.1297963333
294.6,0.0100506,206.6046667,0.1241536667
294.5,0.6926283997,207.044,0.130481
294.4,-0.02073,206.825,0.127331
294.3,1.216480966,207.1576667,0.132103
294.2,0.189382466,207.2146667,0.1329336667
294.1,0.674831,206.86,0.127819
294,0.949947,207.1413333,0.1318816667
293.9,0.7592890663,206.993,0.129754
293.8,-0.28687,207.0666667,0.130797
293.7,-0.121957334,205.9133333,0.1141856667
293.6,-1.319506667,206.7253333,0.1258913333
293.5,1.741336333,206.865,0.1279063333
293.4,-1.635667667,206.8443333,0.1276116667
293.3,-0.8222126663,207.2496667,0.1334363333
293.2,-1.084382667,206.8146667,0.127184
293.1,0.545338,206.9393333,0.128969
293,0.8090620003,206.329,0.1201856667
292.9,-0.285814134,206.9843333,0.1296236667
292.8,-0.5725483337,206.7953333,0.1268913333
292.7,1.584818567,206.6326667,0.1245623333
292.6,-0.7746673333,206.4916667,0.1225186667
292.5,-1.2926673,206.5836667,0.1238506667
292.4,0.147194333,206.8033333,0.1270183333
292.3,0.8924821337,206.05,0.1161583333
292.2,-0.703709667,206.769,0.1265246667
292.1,-1.035357667,206.151,0.1176203333
292,1.158597666,207.0683333,0.1308033333
291.9,-0.0787629997,206.3223333,0.1200766667
291.8,-0.625218667,206.9163333,0.12864
291.7,1.820107,206.3976667,0.121176
291.6,-0.169615,206.699,0.1255203333
291.5,-0.9699376663,206.349,0.1204673333
291.4,0.516072667,205.8213333,0.1128463333
291.3,-0.340759333,206.184,0.118089
291.2,-0.573109,206.6976667,0.1254936667
291.1,-0.582149667,206.121,0.117185
291,-0.277799,206.0736667,0.1165023333
290.9,-0.15877,206.5286667,0.1230616667
290.8,1.123633333,206.8583333,0.1278116667
290.7,-1.0782718,206.1896667,0.1181686667
290.6,0.718073223,206.3983333,0.1211866667
290.5,0.3206383337,206.6953333,0.1254613333
290.4,-0.6333973337,206.4543333,0.1219826667
290.3,0.049319334,206.706,0.1256173333
290.2,-0.06761288,207.0276667,0.130245
290.1,0.930860667,206.8816667,0.1281523333
290,-0.6822893333,206.522,0.1229683333
289.9,-0.7119576663,206.9163333,0.12865
289.8,-0.172376,206.6783333,0.1252216667
289.7,1.527523334,206.5843333,0.123866
289.6,1.057387667,206.5746667,0.1237296667
289.5,-0.071477333,207.2106667,0.1328753333
289.4,0.4208825333,206.727,0.125918
289.3,-0.484548666,207.1946667,0.132646
289.2,-0.357946333,207.0253333,0.130213
289.1,-0.206245334,206.9443333,0.1290426667
289,-1.047205,206.9746667,0.1294826667
288.9,0.0948583333,207.2726667,0.13377
288.8,0.8172386663,207.0023333,0.1298856667
288.7,-0.9882523337,206.7446667,0.1261723333
288.6,-1.594465,207.1966667,0.1326823333
288.5,0.533640333,206.8563333,0.1277816667
288.4,0.510157334,207.0003333,0.129853
288.3,-0.6307240003,206.5363333,0.1231723333
288.2,0.270427,206.976,0.129504
288.1,-0.621450167,207.0326667,0.1303256667
288,-0.768968667,206.8426667,0.127587
287.9,0.6158229997,207.1593333,0.1321416667
287.8,2.054968,207.215,0.132945
287.7,-0.3178506667,207.1656667,0.1322316667
287.6,0.8861850003,207.3446667,0.1347966667
287.5,0.3767673337,207.38,0.1353133333
287.4,0.167399667,207.3483333,0.1348536667
287.3,1.068045666,206.864,0.127889
287.2,0.217812,206.957,0.1292183333
287.1,1.001566,207.0453333,0.130505
287,-0.5931776667,207.3246667,0.134521
286.9,0.192450633,206.667,0.1250516667
286.8,1.758786667,207.102,0.131312
286.7,0.296027,207.2286667,0.1331436667
286.6,-0.3823359997,206.828,0.1273743333
286.5,0.321252333,207.0493333,0.130556
286.4,0.102466,207.293,0.1340653333
286.3,-0.259201,207.0263333,0.1302333333
286.2,-0.5265732667,207.2453333,0.1333746667
286.1,-0.452003,207.439,0.136159
286,0.645444334,207.4276667,0.1360026667
285.9,-0.20126,206.892,0.1282976667
285.8,1.555259667,207.5633333,0.1379436667
285.7,-0.6721403333,206.8083333,0.1270953333
285.6,-0.939454,206.9143333,0.1286136667
285.5,-0.4760123333,207.0396667,0.130418
285.4,0.123818766,206.748,0.12622
285.3,0.865691,207.0323333,0.1303046667
285.2,0.343905,207.3726667,0.135208
285.1,0.161115667,207.622,0.1387786667
285,-0.572704333,207.5536667,0.137796
284.9,-0.2574698667,206.9336667,0.128893
284.8,0.4940000003,207.462,0.1364866667
284.7,1.511710933,207.3213333,0.134465
284.6,1.712745,207.501,0.1370286667
284.5,0.01296,207.0083333,0.1299723333
284.4,0.7197190003,207.1213333,0.1315886667
284.3,-0.829796667,207.1436667,0.1319206667
284.2,0.431528,206.7313333,0.1259833333
284.1,-0.269425333,206.887,0.1282213333
284,-0.4046746663,207.032,0.130313
283.9,-0.430225,207.0366667,0.1303713333
283.8,1.017037367,207.13,0.131719
283.7,-0.9894932997,206.9433333,0.129003
283.6,0.4702226663,206.8186667,0.1272343333
283.5,0.523590334,207.0813333,0.131013
283.4,0.702446,207.6563333,0.13928
283.3,-0.250122467,207.4296667,0.1360203333
283.2,0.640133333,206.8516667,0.1277163333
283.1,0.181527,207.5263333,0.1374123333
283,0.7224523337,207.3093333,0.134297
282.9,-1.339207,208.035,0.144693
282.8,0.1927403333,207.326,0.1345373333
282.7,-0.349247,207.4093333,0.1357313333
282.6,-0.507412,206.931,0.1288636667
282.5,0.8886625003,207.2603333,0.1335923333
282.4,0.262773767,207.3933333,0.1355036667
282.3,0.7041506667,207.1233333,0.1316213333
282.2,1.527687667,207.0216667,0.1301623333
282.1,-0.2185776667,207.2753333,0.1338013333
282,0.1841813333,207.4016667,0.1356216667
281.9,-1.000300333,207.0306667,0.130273
281.8,-0.9536749003,207.0436667,0.1304696667
281.7,-0.1966193334,208.1496667,0.1463476667
281.6,0.9988636663,207.717,0.1401466667
281.5,1.237216667,207.4103333,0.1357463333
281.4,-0.463593,206.9336667,0.12888
281.3,1.054015,207.582,0.1382123333
281.2,-0.8995386667,207.273,0.1337783333
281.1,0.544150234,207.0793333,0.1309906667
281,-0.432415667,207.049,0.130553
280.9,-0.0939983333,207.5103333,0.1371733333
280.8,0.287666834,206.854,0.1277476667
280.7,-0.3770266666,207.4216667,0.1359133333
280.6,0.27851,207.1953333,0.1326586667
280.5,0.0957503333,207.4663333,0.136531
280.4,0.254405334,207.5946667,0.1383936667
280.3,0.035328,207.8593333,0.1421813333
280.2,-0.5883787337,207.4223333,0.1359146667
280.1,1.188739667,207.2353333,0.133235
280,0.4617103333,206.889,0.1282483333
279.9,1.262232167,207.3633333,0.1350726667
279.8,0.7861186667,207.604,0.1385273333
279.7,-0.843754033,207.8246667,0.1416906667
279.6,-0.099036667,206.951,0.1291456667
279.5,0.2064077333,207.474,0.1366633333
279.4,-0.1250973666,207.4016667,0.135622
279.3,-0.6871156667,207.5516667,0.13777
279.2,0.260225,207.589,0.138308
279.1,0.3921416667,207.4303333,0.1360346667
279,-1.398290334,207.98,0.143918
278.9,0.806519,207.2256667,0.1330896667
278.8,-0.034715333,207.116,0.1315183333
278.7,-0.327019333,206.7263333,0.1258883333
278.6,0.423253667,207.31,0.134292
278.5,-0.1311574,207.0676667,0.1308193333
278.4,0.147619,206.795,0.1268936667
278.3,0.6042266667,207.1596667,0.1321416667
278.2,-2.14437,207.0673333,0.1308133333
278.1,0.8712416667,207.5826667,0.138225
278,0.8074866333,207.804,0.1413926667
277.9,-0.1012313333,207.8106667,0.1414896667
277.8,0.533687333,207.4383333,0.1361473333
277.7,0.029189,206.7976667,0.1269356667
277.6,1.323906,207.7886667,0.1411616667
277.5,0.02856,207.6433333,0.1390893333
277.4,1.3215033,207.487,0.136848
277.3,0.3698453333,207.4236667,0.135941
277.2,0.7131173337,207.5546667,0.1378203333
277.1,-0.6963353,207.3763333,0.1352516667
277,-0.116941667,207.6263333,0.1388476667
276.9,-0.349639667,207.25,0.1334413333
276.8,1.098718667,207.9283333,0.143174
276.7,0.244096634,207.65,0.1391886667
276.6,-1.163965667,208.09,0.145484
276.5,0.2083456667,207.7163333,0.140137
276.4,-1.7597807,207.4646667,0.136507
276.3,1.221819667,207.0176667,0.1301073333
276.2,0.7119943337,207.8443333,0.141953
276.1,-0.9200166667,207.1873333,0.1325416667
276,0.2697219,207.4646667,0.1365263333
275.9,0.675011,206.821,0.1272756667
275.8,-0.802287334,207.357,0.1349776667
275.7,-0.777772,207.4316667,0.136056
275.6,0.7773846333,207.922,0.143087
275.5,-0.5270663333,207.303,0.1342046667
275.4,0.0562696733,207.351,0.134894
275.3,0.3631737333,206.9703333,0.1294166667
275.2,-0.5802726667,208.081,0.1453636667
275.1,-0.9281343333,207.683,0.1396526667
275,1.102291,207.5763333,0.1381276667
274.9,0.7715266667,207.307,0.1342583333
274.8,0.7081053333,207.5216667,0.137343
274.7,-0.005582333,207.1793333,0.13241
274.6,-1.122131333,207.754,0.1406686667
274.5,-0.0238863333,207.3916667,0.135475
274.4,0.0476586667,207.1856667,0.132522
274.3,-0.24297,207.06,0.1307126667
274.2,0.8284888,207.6796667,0.139615
274.1,0.298867,207.542,0.137635
274,2.004819,207.364,0.1350856667
273.9,-0.0307763333,207.4253333,0.1359596667
273.8,-0.245796667,207.4553333,0.1363916667
273.7,-0.3653177666,207.4636667,0.136511
273.6,-0.234019333,207.2396667,0.133301
273.5,1.163768,207.33,0.134588
273.4,-0.5148709997,207.3136667,0.1343633333
273.3,-0.3505407666,207.5036667,0.1370923333
273.2,0.402645877,207.5073333,0.1371393333
273.1,0.0468924333,207.965,0.143699
273,0.5521576666,207.6476667,0.139155
272.9,-0.570205334,207.6843333,0.1396806667
272.8,-0.8922473333,207.8053333,0.1414106667
272.7,0.1715106663,207.6296667,0.1388956667
272.6,-0.3970650003,207.2973333,0.134125
272.5,-0.7090406666,207.729,0.1403206667
272.4,0.118071334,207.7883333,0.1411613333
272.3,-0.7344546663,207.6563333,0.13928
272.2,-0.244485667,207.6353333,0.1389753333
272.1,0.922700667,208.192,0.146947
272,-1.0566426,207.4446667,0.136239
271.9,0.584092,207.7996667,0.141333
271.8,0.0039996667,206.9776667,0.1295303333
271.7,-1.104756666,206.9266667,0.1287896667
271.6,-0.9841209667,207.2103333,0.132877
271.5,-0.3154366663,207.2793333,0.1338566667
271.4,-0.196620033,207.168,0.1322603333
271.3,0.2485600333,207.598,0.138416
271.2,-0.8669763,207.9776667,0.1438893333
271.1,-0.620667,207.412,0.1357576667
271,-1.936336763,207.8026667,0.1413776667
270.9,-0.8806247333,207.831,0.141783
270.8,0.116907967,207.3976667,0.1355653333
270.7,0.200848,207.921,0.14307
270.6,-1.379930364,208.117,0.1458773333
270.5,-0.1987364,207.3046667,0.1342226667
270.4,0.381659333,207.8296667,0.1417613333
270.3,0.7885323333,207.9783333,0.1438926667
270.2,-0.800057,207.6276667,0.138833
270.1,0.5650016663,208.2793333,0.148203
270,-1.117532,207.6473333,0.1391446667
269.9,0.37191,207.7403333,0.1404843333
269.8,-0.4368095667,207.9946667,0.144124
269.7,-0.8445376667,208.1236667,0.1459756667
269.6,1.062517333,207.9163333,0.1430033333
269.5,1.716291,208.1436667,0.1462643333
269.4,-0.1019276667,208.0253333,0.144565
269.3,0.2885409,207.8466667,0.142006
269.2,-0.0874283333,207.8943333,0.142693
269.1,-0.0324134667,208.4383333,0.1504586667
269,0.021065834,208.0686667,0.1451863333
268.9,-1.224238974,208.551,0.1520833333
268.8,-0.048755,208.5876667,0.152611
268.7,1.108100334,208.5573333,0.152174
268.6,-0.6466428667,207.7756667,0.1409936667
268.5,-1.637381233,208.099,0.1456163333
268.4,0.1968926666,208.2096667,0.1472096667
268.3,0.5970769997,208.0976667,0.1456036667
268.2,1.167393333,208.629,0.153195
268.1,0.039513,208.1963333,0.1470083333
268,1.200378667,208.1246667,0.1459813333
267.9,0.5520474,208.7396667,0.1547743333
267.8,0.7110169333,208.8406667,0.1562213333
267.7,0.0080847334,208.2876667,0.1483193333
267.6,-0.679231,208.087,0.1454496667
267.5,-1.015359667,208.192,0.1469556667
267.4,-0.3275276667,208.5046667,0.1514243333
267.3,-0.7284366667,207.6846667,0.1396863333
267.2,-0.0301657666,208.3723333,0.1495183333
267.1,-0.2622593333,208.2216667,0.147383
267,0.51718444,208.332,0.1489543333
266.9,-0.3549603334,208.829,0.15606
266.8,-0.181486334,208.3266667,0.1488773333
266.7,-0.6534846666,208.7213333,0.1545153333
266.6,-0.1989031,208.3893333,0.1497763333
266.5,-0.9442993333,208.3393333,0.149061
266.4,-0.4796613334,208.4763333,0.151025
266.3,-0.366587667,208.3846667,0.1497126667
266.2,-0.016181,208.729,0.1546346667
266.1,0.0183637666,208.3496667,0.1492073333
266,-0.9903400003,208.4516667,0.150665
265.9,0.2148326667,208.9593333,0.1579203333
265.8,-0.3123301663,208.843,0.1562646667
265.7,-0.164689,208.9746667,0.1581386667
265.6,-0.0677710666,208.684,0.1539863333
265.5,-1.472842667,208.9453333,0.15772
265.4,-0.1549165667,208.8773333,0.1567486667
265.3,-2.32176,208.8906667,0.1569443333
265.2,0.3777045667,208.9866667,0.1583053333
265.1,-0.0282136,208.6953333,0.154148
265,0.0389325334,209.053,0.1592506667
264.9,0.449728,208.6103333,0.1529353333
264.8,-0.2701096666,208.97,0.1580736667
264.7,-0.8232236663,209.1173333,0.1601766667
264.6,-0.86602,208.9373333,0.1576066667
264.5,-0.9033502667,208.6693333,0.1537806667
264.4,0.129306,208.414,0.1501326667
264.3,-1.156324667,208.881,0.156803
264.2,0.1563146667,209.0676667,0.1594676667
264.1,0.4768816666,209.424,0.164544
264,-0.992717967,209.0943333,0.159844
263.9,0.2245337333,209.4993333,0.1656153333
263.8,-1.041155,209.0073333,0.1586086667
263.7,-0.615993,209.5016667,0.165644
263.6,-0.8598643337,209.168,0.160896
263.5,-1.762810266,209.675,0.1681196667
263.4,-1.063126033,209.5356667,0.1661336667
263.3,0.2876048663,209.431,0.16464
263.2,0.6731196667,209.1656667,0.160867
263.1,-0.803074,209.55,0.1663336667
263,-0.4879106666,209.51,0.1657683333
262.9,-0.5937763334,209.2936667,0.162685
262.8,-0.6170276667,209.5056667,0.165707
262.7,0.4534860003,209.0946667,0.159852
262.6,-2.08898956,209.8776667,0.1710016667
262.5,0.408278,209.281,0.1625073333
262.4,-1.5357622,209.649,0.1677436667
262.3,-0.5093523,209.7396667,0.169043
262.2,0.0432113333,209.546,0.1662823333
262.1,-1.751144334,209.4976667,0.1655916667
262,-0.5229770334,209.5413333,0.16622
261.9,-0.5164793666,210.2026667,0.175618
261.8,-0.2943362,209.3463333,0.163424
261.7,0.1384902333,209.8636667,0.170803
261.6,0.7299373333,209.2693333,0.1623483333
261.5,0.821953,209.1446667,0.1605573333
261.4,0.8745290003,209.3283333,0.1631803333
261.3,1.036403667,209.863,0.1707953333
261.2,-0.3572216333,210.155,0.1749376667
261.1,0.3923859997,210.0506667,0.1734616667
261,0.2762596667,209.7896667,0.1697533333
260.9,-0.7922487066,210.0673333,0.1736966667
260.8,-1.270726667,209.9143333,0.171526
260.7,0.3268489667,210.0733333,0.173777
260.6,-0.3487176666,209.8876667,0.171148
260.5,-0.0469962333,209.798,0.1698716667
260.4,0.5673756667,210.4256667,0.178783
